RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.5,0.831,17,4.09,0.18,20,1.88,0.98,20,1.48,10,20,1.24,3.3,4,0.22,1.54,3,3.4,2.96,1.5,6.13,13,17,0.548172231777218,0.349790426853303,0.548172231777218,0.436867395072949,0.359100404849928,0.548172231777218,94002485.9536847,84799976.4388856,79641528.9522426,159355948.635683,4523576574.28755,79641528.9522417,9.41370881244575e-05,0.000116124445112447,4.17445606415596e-05,8.71388521621941e-05,0.00121525519509776,4.17445606415593e-05,2,-8,6,15,-1,0,103.047288405882,19.8978185775031,161.832887575474,41.2673863317459,104.964317736846,420909.121601665,83.8614776282889,0.0079559201343467,338.550000000001,155.904509378781,3423337,0.00012443253514337,0.000167296189604147,72.21856,5.65983620864994e-07,3.55475740193567e-08,4.36589186025849e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.9,0.5,11,1.77,0.18,20,1.07,0.5,19,1.57,10,20,0.977,1.89,1,0.22,1.23,3,3.39,2.96,1.5,6.78,24,21,0.705733669133874,0.392030629642435,0.705733669133874,0.430507004593838,0.387663118188137,0.705733669133874,445955953.494083,380012979.058346,396953596.355661,229640376.409529,7407499790.32169,396953596.355661,6.84509707344156e-05,0.00010982660973238,3.12987459246272e-05,9.94204446942139e-05,0.00120388736325274,3.12987459246272e-05,-2,-2,8,15,5,-15,102.341794367568,18.1818467883275,193.651012988532,49.3810083120757,104.567607755865,424110.55352744,80.6286909232687,0.00637837602508868,334.200000000001,155.046604064097,4517112,0.000137212022022302,0.000142423873821406,64.81701,6.7083497126523e-07,1.8662516099166e-08,6.56700488543827e-07,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.18,16,3.91,0.617,20,1.33,0.4,20,2,3.75,14,0.579,1.42,2,0.494,1.46,8,0.22,6.46,1,7.84,16,30,0.526233840610762,0.26305290580694,0.526233840610762,0.565265798916061,0.505067794140192,0.526233840610762,336491764.556605,436063357.705462,273344495.789029,492793738.369682,1440479944.62559,273344495.789029,0.000153450760117181,0.000167236585117069,6.50980567531897e-05,5.6655152641366e-05,0.00092668587733006,6.50980567531897e-05,15,15,9,15,13,5,95.3397222366604,18.2783865267606,144.061772624791,36.7357520193218,97.7029722112482,497938.561100591,91.8803728769099,0.00602502722923783,326.550000000001,159.403759194888,3924521,0.000160246658266414,0.000216994611483726,57.64696,5.29671236596885e-07,4.09876686817134e-07,3.03168147286481e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.25,0.409,11,1.77,0.18,20,3.52,0.429,19,0.756,5.75,20,0.22,2.39,4,0.22,2.9,3,3.06,3.71,1,4.77,18,32,0.48300176321681,0.359506504930218,0.48300176321681,0.466327478645078,0.319993950321345,0.48300176321681,131562347.016779,399859336.855667,110904459.358902,60717761.1985017,2174602394.12604,110904459.358902,9.19997543796552e-05,8.86363860864282e-05,4.0507929392297e-05,5.8653584955597e-05,0.00102373864759647,4.0507929392297e-05,6,9,-2,1,9,-10,77.583258794743,24.3526595344336,226.91797554352,57.8640837635976,77.6913180104249,401495.358184621,73.7479894098815,0.00891566356523138,321.8,154.787602964927,3741132,9.69806766996686e-05,0.000181565940315222,55.2452,6.75175087218923e-07,1.12030562617882e-07,1.73563555010414e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
4.35,0.831,12,4.09,0.18,20,0.22,0.575,17,1.89,10,20,1.02,2.75,2,0.22,1.82,7,0.22,2.96,1.92,6.4,15,28,0.633312556062488,0.372434361448383,0.633312556062488,0.587399024758458,0.38918505070018,0.633312556062488,177754639.503871,108619853.373649,154279689.61362,346565274.073834,18770022309.6249,154279689.61362,7.70572803109716e-05,0.000114263732426781,3.47163039235346e-05,4.33917487054741e-05,0.000746349357147389,3.47163039235346e-05,-1,8,15,15,-1,-15,104.546672673708,18.1829382166589,218.364010075772,55.6828225693218,106.3955755489,400837.327098716,84.0278083731808,0.0085301935836669,321.6,155.99733014489,4813768,0.000129674676441028,0.000163635105149477,75.46749,6.45282490700989e-07,2.13041884239429e-08,2.45176527469138e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.5,0.831,14,4.09,0.18,20,0.677,0.98,19,1.51,10,20,1.24,3.45,4,0.22,1.54,4,1.18,2.96,1.5,6.21,18,23,0.555424254810975,0.361409601282458,0.555424254810975,0.50278089174827,0.395322240710839,0.555424254810975,88682036.3951462,96884236.6609523,75201037.0206337,252616403.330993,9453912965.83418,75201037.0206336,9.30780990241489e-05,0.000114054385064587,4.13186971757777e-05,6.94473831371087e-05,0.00100365215402418,4.13186971757777e-05,2,-1,5,15,-1,-4,102.859480569995,19.5328961398051,159.995246223781,40.7987877870641,104.709809765992,418489.351419157,83.6688846585157,0.00753189373804704,319.3,157.526184169058,3427874,0.000126028523858013,0.000164157752441451,71.77302,6.42693197454216e-07,2.89082326049295e-08,3.36117087962329e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.64,0.18,12,0.22,0.18,19,4.89,0.502,10,2.8,6.24,5,2.29,2.28,1,0.22,2.54,7,3.34,2.61,1,3.86,28,36,0.635795542323339,0.343178659861114,0.635795542323339,0.378949054030389,0.298720956502768,0.635795542323339,257292833.982067,3422827853.90838,224005436.460595,36890852.044783,1414886800.09029,224005436.460595,4.65906531984089e-05,6.53313979214253e-05,2.09993247779241e-05,6.5312132713605e-05,0.000854559023631134,2.09993247779241e-05,-3,15,-7,13,2,11,110.211884541475,23.823462150056,313.322417890471,79.8972165620702,113.101644829767,317625.538385221,68.4738387999388,0.00530437429434575,316.600000000001,155.337111446541,4177361,7.84262802838953e-05,0.000279573648407952,56.33331,8.14127770819989e-07,2.15802873737569e-08,9.30580587643615e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.13,0.831,5,3.96,0.18,20,1.49,0.98,18,1.57,10,17,1.24,3.85,4,0.22,1.54,15,1.71,2.96,1.5,6.4,18,40,0.57378985948379,0.428195899974932,0.57378985948379,0.381336708360397,0.371434604915961,0.57378985948379,76674604.2722058,176928412.032013,65189205.9136865,93274313.1209122,5592394795.99512,65189205.9136865,9.03069325801319e-05,9.06472587936125e-05,4.0203377129315e-05,0.000108472505317271,0.00122070301084243,4.02033771293149e-05,0,4,9,15,-1,-15,102.666693186098,19.0548964124483,155.901360745766,39.7548469901703,104.226297973193,420233.066439678,82.0908971811126,0.00848841348390998,304.9,154.645633328993,3438219,0.000129728294546705,0.000160779716670351,64.62236,6.13512554463483e-07,4.88961781897057e-09,1.9596946255751e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2.75,0.682,20,3.44,0.18,20,0.22,0.543,19,3.97,6.38,19,1.4,3.28,4,0.22,3.14,3,1.63,4.65,2.29,6.32,30,47,0.552006544815484,0.341588221651315,0.552006544815484,0.565963163819724,0.388383409923108,0.552006544815484,96488070.6019708,110649961.15238,81781948.6921006,88036225.1779025,18668394996.0067,81781948.6921005,9.62548122921567e-05,0.000123394073960933,4.26916810831383e-05,5.423272855237e-05,0.000741611797623847,4.26916810831383e-05,15,-15,7,5,5,11,112.766425212278,14.4083941817588,189.735736543406,48.3826128185686,124.547409020086,315106.526373318,95.4443218845417,0.00491778598081987,304.8,159.344919147337,4149454,0.000128644995327975,0.00018381522804082,58.20541,8.56566127976997e-07,1.40142762943829e-07,2.04358155841966e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.21,0.831,18,5,0.18,19,2.04,0.817,16,4.08,7.61,4,4.55,3.28,2,0.22,1.82,15,1.25,4.31,1.7,6.88,23,45,0.676101182478731,0.343486012388798,0.676101182478731,0.416186935075819,0.364044060083908,0.676101182478731,142048784.930579,76909651.209356,124289469.554009,95965810.4536318,4851892095.60063,124289469.554009,7.37583181468597e-05,0.000132765078516865,3.34667175564258e-05,0.000104778362598787,0.00135287407431977,3.34667175564258e-05,-1,15,8,15,-11,-6,106.053250654689,11.4816963042225,155.968884572374,39.7720655659553,109.981492490983,272078.248984406,89.0827857669483,0.00642116037165484,301.2,158.195732474088,3695947,0.000139392320240605,0.000156092325064674,71.05811,1.00782836699406e-06,3.15164342279406e-08,3.89997317606916e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.418,20,1.77,0.18,20,3.3,1.23,16,1.26,5.66,20,0.36,2.51,1,0.22,2.62,13,5,2.59,1,5.24,15,48,0.70890237888504,0.333006704321403,0.70890237888504,0.338454336195642,0.327233317824335,0.70890237888504,258779341.141061,273375813.315568,229358459.944381,21952378.0667277,2496668030.66028,229358459.944381,5.2175178933304e-05,0.000103966022635091,2.38383707531487e-05,9.77986270786963e-05,0.00111357536839502,2.38383707531487e-05,-4,-5,1,6,6,10,80.156045619936,35.7891918974648,239.05184648105,60.9582208526678,80.3945861644519,645513.911177214,68.2386415456814,0.118835900058975,298.15,154.801886847627,4311673,0.000106097412449611,0.00112230562072261,48.56761,0.118835900058975,1.01286714741522e-07,1.0818865198825e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.49,4.67,20,5,0.18,20,1.9,0.887,17,3.39,8.3,14,3.16,3.33,1,0.22,4.59,14,1.96,4.8,1.82,10,20,49,0.948038535302996,0.462114301207828,0.948038535302996,0.470986819611933,0.384282887494717,0.948038535302996,227840591.179906,7217553.40718721,205297278.56284,26051774.6932546,6594679181.67408,205297278.56284,6.15556555126711e-05,0.000113938241173085,2.84027491267268e-05,0.000118842922124576,0.00186664367892472,2.84027491267268e-05,-15,-7,0,15,-2,-14,96.2869474650515,6.88327780039714,103.274855537902,26.3350881621651,108.715565442318,236427.043299558,104.867864572518,0.00518502428096875,297.75,157.127392813099,3547288,0.000202047244620371,0.000209931617793333,62.88509,1.1722061544206e-06,1.27146542646506e-06,8.31675520152064e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.802,20,4.65,1.52,20,5,0.786,18,1.32,3.13,20,1,1.68,8,0.913,1.06,10,0.22,6.43,1,8.12,20,54,0.394640281906722,0.349129947906458,0.394640281906722,0.50318245380183,0.456258369888386,0.394640281906722,91447986.592274,88264708.4283955,76928688.9352017,712149912.219257,193578852.498066,76928688.9352017,0.000277821415489169,0.000156055409690113,0.000121293308695732,7.26712407963913e-05,0.00106522746719159,0.000121293308695732,0,7,-5,15,-15,3,97.3086173027956,19.9093422401704,131.81131558561,33.6118854743305,102.919014396795,566083.364675652,94.5876089136415,0.00555990020726782,296.75,156.577057108923,3747798,0.000167253247494649,0.000188632015982754,56.73432,3.91127236342532e-07,1.78246083825107e-07,1.70702268492695e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.9,0.262,8,1.77,0.18,20,0.22,0.5,19,1.79,9.38,20,0.977,3.09,1,0.22,1.23,1,4.48,2.96,1.34,5.98,25,50,0.781781075742469,0.36304900922808,0.781781075742469,0.483435341816914,0.383428226112474,0.781781075742469,201961473.558873,963301053.246583,181128521.16954,339784877.125367,18043331056.9649,181128521.16954,5.02195320781549e-05,0.000112971449615483,2.31657178844869e-05,7.18007513739944e-05,0.000712540720821145,2.31657178844869e-05,5,-2,13,15,5,-11,110.408148239656,13.3284391195271,199.079904410296,50.7653756246254,119.007827805103,273865.343869698,78.8211451325087,0.00778860107405692,295.65,157.286748651633,4090583,0.000120867312109941,0.000172955319466203,61.20103,1.08175246381782e-06,4.15884726451266e-08,1.64947089775769e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
1.8,0.687,13,2.69,0.53,20,5,0.596,19,1,4.3,20,2.61,1.65,11,0.22,0.985,7,5,3.58,1.41,10,20,56,0.425200976117215,0.403859110816949,0.425200976117215,0.370107626717864,0.419598221468927,0.425200976117215,193198858.654532,219462824.848956,164028380.592809,182259235.566073,966161475.866331,164028380.592809,0.000242776165370681,0.000155806097440022,0.00010699599725821,0.000183106770498612,0.00165974223394248,0.00010699599725821,6,-8,-7,15,-13,15,108.195405257571,31.9183357993899,141.460746349502,36.0724903191231,116.367232117769,1113515.56345731,86.2285532175972,0.0074134034759219,295.55,153.887556044398,4935055,0.000205214068519014,0.00018141467034922,64.05414,2.43654025962109e-07,2.86136332150466e-08,1.57723049099001e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.2,0.5,1,1.77,0.817,14,3.11,0.5,19,3.15,4.84,11,1.25,3.84,1,0.579,1.17,7,4.76,7.73,1.75,9.14,17,42,0.77372032522334,0.668143726821413,0.77372032522334,0.372529868000035,0.493019780108939,0.77372032522334,110879676.94748,1364697777.30226,96448628.9356987,139960999.044653,801227132.169867,96448628.9356987,8.57106917901315e-05,5.3994858563892e-05,3.87351857799324e-05,0.000161648647176857,0.00109305538841509,3.87351857799324e-05,-7,-12,-15,15,14,5,102.651145245612,6.51673832611016,104.114250267001,26.5491338180853,100.538336084883,204875.923485243,105.175850364996,0.00559477095615953,294.850000000001,160.107096144133,3273187,0.000184931852528291,0.000127231302803239,59.62266,1.26960682244985e-06,1.17523987123724e-07,2.05590287545299e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
4,0.831,5,4.09,0.18,20,0.677,0.98,18,1.78,6.65,20,0.522,3.85,4,0.22,4.59,6,1.18,2.96,1.5,8.57,13,57,0.618713507608313,0.449043905510185,0.618713507608313,0.602255487572508,0.416063572451445,0.618713507608313,88705204.1873974,198499867.058995,76273348.7463533,48348569.0024934,11644679457.1457,76273348.7463533,0.000106166269168187,0.000111674624986671,4.76440235915899e-05,6.40636952135971e-05,0.00127733029977832,4.76440235915899e-05,2,-7,4,15,-3,-12,78.0784230565417,18.462800585353,176.400404674835,44.982103192083,78.2190039004641,544439.736860631,74.855113051815,0.101210583201524,293.95,158.77721981184,5201778,0.000173461586860022,0.000210632387117085,65.02468,0.101210583201524,3.51198330339475e-08,5.59349002116072e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.5,0.18,3,4.09,0.18,20,1.88,0.98,20,0.957,5.84,20,1.24,3.19,4,0.22,5.47,5,4.8,2.96,1,6.13,14,53,0.544599756115586,0.328379689942904,0.544599756115586,0.451137510282211,0.359256370039196,0.544599756115586,98922436.772384,1550758011.81357,83772150.6325342,16563858.3590399,4534793480.97782,83772150.6325341,9.56892200121305e-05,0.000120535237219872,4.2400005817412e-05,7.69650690400491e-05,0.00121857985400287,4.2400005817412e-05,2,-8,-15,15,-12,15,105.892100626585,5.39620802925638,183.139106359896,46.7004721217734,108.077213480414,114515.553686075,76.2712095092244,0.151379293286139,289.5,156.818123152825,3886484,0.000124832271177018,0.00030883608468796,53.06329,0.151379293286139,5.68116845167665e-08,5.79755262097859e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
4.14,0.868,6,4.19,0.18,15,0.909,1.17,20,1.39,5.58,20,0.833,3.34,7,0.22,3.13,1,3.81,2.57,1,6.48,23,61,0.488527520975682,0.417492291187562,0.488527520975682,0.597078969827709,0.407372464114463,0.488527520975682,71354871.585659,148454695.184773,59882872.8046281,101046603.211565,9812120328.28783,59882872.8046281,0.000121483428520203,9.741209798813e-05,5.34919990822192e-05,4.95093473935556e-05,0.00105549034595656,5.34919990822192e-05,10,14,-1,15,-8,1,102.724338248192,16.8913396898742,206.516990523067,52.661832583382,105.939193670882,379044.012729064,69.2915292081218,0.0212575727137098,284.9,153.516057587198,4634270,0.00013200081841044,0.000227249122372415,65.21728,3.72678136072039e-07,1.3636614457635e-08,3.61650749236553e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
2,0.18,20,1.77,0.18,17,1.71,0.5,19,1.02,10,20,0.977,1.77,1,0.22,4.75,7,1.29,2.96,1.75,6.4,11,59,0.682190949511093,0.280841362193939,0.682190949511093,0.540825737815145,0.3738669032774,0.682190949511093,477985461.336107,603688931.55894,423400664.481538,35305873.8247831,5722828143.09695,423400664.481538,6.86385113199233e-05,0.000133028233404779,3.12559813011535e-05,5.91316275738502e-05,0.00122014547638622,3.12559813011535e-05,6,7,15,15,6,-15,96.5589223963561,19.4389858158992,177.718156982353,45.3181300305,97.6612704303996,428323.659108216,82.5947056414635,0.0190607900060233,284.4,159.86468675592,3915888,0.000129613291546822,0.000198265683979251,68.20564,7.21061368169195e-07,1.13590380465545e-07,1.06575814790011e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.352,17,1.68,0.18,20,1.44,0.5,19,3.05,1.96,10,1,2.39,2,0.913,1.06,4,0.241,5.62,1,7.47,20,0,0.519845727891292,0.356689888800295,0.519845727891292,0.614528479365876,0.38188842479973,0.519845727891292,117312471.960823,503652200.319614,96974764.4620479,1060259207.66418,6514524863.27931,96974764.4620479,0.000159847100457658,0.000145799047244865,6.92719706536285e-05,4.97899621169318e-05,0.00139962689750179,6.92719706536285e-05,-8,-11,4,8,7,3,97.5538471196968,19.7387543888086,247.63391572038,63.1466485086968,113.196084776501,517339.765393606,86.4407877104322,0.00388397524064679,414.450000000001,140.909643422718,6490322,0.000154172600287079,0.000154964744821286,45.37869,4.97112373930818e-07,8.432761488264e-08,8.7898686499388e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.802,20,4.66,0.524,20,3.63,0.293,20,1.67,1.96,20,1,1.79,4,0.913,0.491,8,0.22,6.57,1,10,16,6,0.462840487301996,0.360816232346739,0.462840487301996,0.468489926110676,0.439815319303825,0.462840487301996,143633554.554928,102036667.250728,118459760.300524,2781574499.70737,1198549163.44405,118459760.300524,0.000271785488129645,0.000188370287357509,0.000117017387493043,0.000106934618998587,0.00156148070773285,0.000117017387493043,-8,-7,3,8,-15,3,98.2133452636559,20.5837511224562,205.22569460636,52.3325521246217,110.28691924263,725680.360124448,93.47421612402,0.00492043128249513,399.850000000001,147.787388316983,7235234,0.000207382414183731,0.000203619307181626,51.00753,3.78352289023354e-07,9.75751582715789e-08,9.00542503201596e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.352,20,3.45,1.73,20,5,0.5,19,1,1.96,10,1,2.39,6,0.913,1.06,8,0.22,6.3,1,8.12,19,0,0.434338734081484,0.321348206713542,0.434338734081484,0.530486801808555,0.465243627609836,0.434338734081484,67277557.2838901,268840008.086213,55700951.6599566,804797527.756539,161773803.030827,55700951.6599566,0.000241116415308373,0.000170739482238603,0.000104477130992164,6.70227787033099e-05,0.00102514395488994,0.000104477130992164,-8,7,-3,8,-15,3,91.0462056701572,15.5489803381802,191.822689146492,48.9147857323556,96.4444158057914,443403.574680535,91.7519271732207,0.00418804402671147,387.850000000001,154.234600920131,5470125,0.000167744525037805,0.00023820218112501,54.79005,4.26728769052035e-07,3.48040511360948e-07,3.40391334199275e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.43,20,1.77,0.18,20,1,0.5,19,1.61,1.96,20,0.559,2.47,4,0.913,1.06,4,0.22,5.41,1,7.97,16,22,0.466271437523982,0.360615323517716,0.466271437523982,0.62991273957145,0.399979268514398,0.466271437523982,80069823.3038992,360840973.655905,65989604.0583185,1148020079.62093,8788329370.79583,65989604.0583184,0.000209907390681768,0.000152463661819993,9.07062959320112e-05,4.99396539416364e-05,0.00136545566631763,9.07062959320111e-05,6,-11,-7,8,10,-15,96.2206432895284,23.0652166615466,211.955576277735,54.0486719508224,107.411063581192,646468.748543186,85.2670105023039,0.00600117956700467,346.950000000001,138.393042855046,5940662,0.000164869786404889,0.000153238075901765,49.28522,4.0412909227969e-07,1.2340936747901e-07,1.06702763641442e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
3.2,0.5,8,4.03,1.01,14,3.06,0.331,15,3.29,1.72,20,1.84,4.08,10,0.579,0.18,12,5,10,1.75,10,13,26,0.473678257474596,0.38042702965473,0.473678257474596,0.268343446907402,0.519265765466008,0.473678257474596,33567253.5700162,318488715.576377,27604260.4760101,475454241.220536,628169038.194707,27604260.4760101,0.000236689053085019,0.000143228245931687,0.000102607160083762,0.000188482059700531,0.00107979913979662,0.000102607160083762,6,0,-15,15,14,-15,104.150919453983,11.8138366616158,204.12054487465,52.0507389430358,115.926081194202,415294.085488934,116.606768671463,0.00475904140039814,346.000000000001,134.160418466858,7175489,0.000206783490850711,0.000351545432932104,89.64898,6.44457655086736e-07,3.01894580795325e-08,1.87403229798822e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.66,0.5,11,1.77,0.18,20,1.07,0.5,19,1.57,10,20,0.977,1.89,2,0.22,1.23,3,3.31,2.96,1.5,7.85,11,21,0.608981332268666,0.401421333572214,0.608981332268666,0.442483065761092,0.396043662509923,0.608981332268666,340892053.744785,410804426.056599,295786991.884361,253692470.049989,8225504635.85319,295786991.884361,0.000102337118949277,0.000122373656626251,4.59320625549806e-05,0.000110015398491745,0.00135555025834165,4.59320625549805e-05,-2,-3,4,15,2,-15,95.5104782756497,21.2205461389644,209.288518730015,53.3685722761539,96.3433207853475,573940.900710857,80.6356372827796,0.00966565418860977,345.600000000001,154.034596146265,5660516,0.000159096892381995,0.000145347213559225,63.01729,5.0145423237391e-07,2.34205171406598e-08,2.09030051678827e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.5,20,1.77,0.18,20,0.22,0.5,19,1,4.3,20,1,1.65,4,0.22,1.06,7,3.54,3.27,1,6.4,17,20,0.478900874344082,0.353633098532576,0.478900874344082,0.366856929843561,0.389655993602013,0.478900874344082,261301954.920713,257331363.007547,221594171.630253,154995178.346989,18829815268.8948,221594171.630253,0.000127689731272207,0.000119294084287874,5.62399044484261e-05,0.000117092360663671,0.000749137802053813,5.62399044484261e-05,6,14,4,15,15,3,105.030734969653,31.7122523208319,256.409750091173,65.3844862732492,113.164720872788,705704.850468002,73.7459802294335,0.0068236170578711,333.750000000001,145.378282883028,5705984,0.00013090224436774,0.000294218006016656,46.17722,3.87760324894321e-07,5.09102355189528e-08,3.93479768390215e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
1.66,0.5,11,1.77,0.18,20,0.832,0.5,20,1.57,9.87,20,1.15,1.92,2,0.22,1.19,3,3.89,2.96,1.81,7.85,13,22,0.611407222058843,0.401257848088242,0.611407222058843,0.4292022630048,0.404096071417992,0.611407222058843,333222678.691593,410801222.905656,289237253.808485,240873688.409023,9714663670.41683,289237253.808485,0.000101629641640044,0.000122277576890151,4.56339011534068e-05,0.000115801431753705,0.00127318270061259,4.56339011534068e-05,-2,-3,4,15,1,-15,101.915494614395,20.8984125972568,208.988961191734,53.2921851038922,103.941414232881,565369.919162132,84.2420821205174,0.00866586994270758,332.550000000001,154.314743874712,5653830,0.000159136747413658,0.000142704373557942,58.12232,5.29895416134882e-07,2.24311417035272e-08,1.10603114644725e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
0.05,0.802,20,4.65,0.524,20,4.13,0.208,20,1,1.96,20,1,2.39,4,0.913,1.06,12,0.22,6.43,1,8,19,24,0.464770381527373,0.349114750212899,0.464770381527373,0.483322138444013,0.417777049282735,0.464770381527373,84319245.8224179,88401679.4405027,69493633.9076216,646214908.710122,964180729.206328,69493633.9076216,0.000213392945947092,0.000156240184956242,9.2170037202819e-05,7.77377411934039e-05,0.00134814850473795,9.2170037202819e-05,-8,1,-1,8,-15,6,98.3800428182431,20.348100579929,200.22753190569,51.0580206359508,110.579715850246,574665.674922586,92.7254180901871,0.00574500680965334,329.650000000001,152.142583990265,5654773,0.000166127856002854,0.000180191567456028,50.09568,4.35750761685044e-07,8.84940543494084e-08,7.83037536500331e-06,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
0.05,0.802,20,4.66,0.524,20,3.63,0.293,18,1.28,1.96,20,1,1.54,4,0.473,0.491,8,2.33,5.18,1,9,20,23,0.482302212764427,0.353949396586993,0.482302212764427,0.378450822261866,0.433063059848628,0.482302212764427,229809351.024843,94707142.073794,187835368.69967,618062935.29803,1123307506.14632,187835368.69967,0.000207421751892066,0.000170370622946375,8.84632269433178e-05,0.000169157842700569,0.00143909464870466,8.84632269433178e-05,-2,4,3,9,-12,14,97.5130461177308,26.5442435693598,245.24246878548,62.5368295402973,108.469811784714,842582.05149675,84.9050085683995,0.00592684285930953,328.350000000001,147.465383151721,7784622,0.00018672089848232,0.000272658382576997,47.30314,3.10044160153509e-07,9.77113300371091e-08,1.06786949862769e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,0
5,0.18,5,0.366,0.18,20,2.74,0.411,14,4,4.79,13,2.43,4.3,4,0.22,0.731,7,1.81,1.98,1,5.17,22,22,0.559303241903026,0.409645710998278,0.559303241903026,0.381894526852824,0.334871245858671,0.559303241903026,58790542.9506084,5306420866.67455,49675061.3210692,340030600.479707,2908913006.17637,49675061.3210692,7.66530488650272e-05,7.24410274404458e-05,3.39953800291151e-05,9.35144967372057e-05,0.00109118711550242,3.39953800291151e-05,-3,-15,-2,13,-5,15,110.725155430706,31.0900764202496,384.431231318889,98.0299639863166,109.704904253229,558484.36993261,67.690366670598,0.00499721777265704,327.850000000001,146.632290760668,6905703,0.000105667227435133,0.000203004794053891,50.10731,4.48184909801995e-07,4.67417132499204e-08,2.04235970346911e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
3.87,0.702,20,0.538,0.18,19,3.99,0.282,19,2.36,1.23,20,2.4,4.17,5,0.22,7.63,5,2.35,6.72,1.78,8.98,17,51,0.611021058522562,0.470450482209831,0.611021058522562,0.609571189579159,0.349289187718238,0.611021058522562,73943576.2652829,349087517.43356,62768070.7088472,18635653.3230775,3623776057.32676,62768070.7088472,0.000119506242152708,9.95506870559498e-05,5.30829352088625e-05,6.80293812110517e-05,0.00191581759880016,5.30829352088625e-05,12,-15,-4,2,14,-6,89.3704982996924,15.9518697157844,233.687332446203,59.5902697737818,98.6779511625634,515687.3966959,100.030360791112,0.00462516108099627,298.350000000001,135.496460418564,7554576,0.000190162992096165,0.000143661727135568,63.72033,5.07722600293255e-07,3.05841206698632e-07,8.1572821784226e-05,"Leung_NMCNR_Pin_3",180,1.8,0.8,10,2
