MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.2,50,10,6.8,50,10,6.8,10,9,2.8,50,10,6,50,10,19.4,0,14,714,6640,4300,334,774,62300000,4860000,11700000,23000000,6240000,0.000473,0.000211,0.000138,0.00041,0.000237,86.478955820043,0.038232771484959,26.63906585986,1.11053224312293,42.7928205598887,1000,120.099958368019,0.577520064973347,1.3156819512559,47.3248719720606,696760,8.17361619005149e-05,5.61089965647564e-05,70.39212,2.95461803618449e-07,4.46700412669032e-06,0.00555151180526381,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,1
1.2,50,10,10,50,10,1.2,50,10,0.4,50,10,10,50,10,1.5,0,19,661,9730,908,59.8,954,6580000,326000,6900000,14500000,354000,4.34e-05,1.48e-05,4.32e-05,4.8e-05,1.54e-05,112.190675371539,0.593723310579776,16.3187998646398,0.0318509436273648,50.2798111640814,1000,131.14877048604,0.501428765024718,1.78177602370895,57.6726836959338,27485.53,5.26339448749016e-06,2.88756470279137e-05,62.16274,7.83006854638119e-07,6.73814254743998e-06,0.00218291907216495,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
10,50,10,0.8,50,10,10,22,10,1.2,50,10,10,50,10,1.55,0,42,7060,622,11000,201,946,778000,4720000,1360000,7230000,439000,3.92e-05,2.13e-05,3.3e-05,4.56e-05,1.96e-05,111.461285386093,0.541761747585632,44.1642822227438,0.249644444171186,44.8039546726022,1000,128.062484748657,0.524189098654673,1.48824160810525,48.1002983972509,81519.75,5.76821825078386e-06,3.28572762786108e-05,75.25159,3.02000290930387e-06,1.36166767760204e-05,0.0063744875539169,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
10,50,10,1.2,50,10,10,21,10,0.8,50,10,2,50,10,1.95,0,50,7090,905,11000,168,415,925000,11600000,1620000,12000000,7870000,4.78e-05,7.39e-05,3.9e-05,5.77e-05,7.52e-05,109.106958106536,0.311390593984596,86.5441338658914,0.224793329445419,44.4695501805108,1000,110.453610171873,0.529271528746116,0.0793803844305261,45.5598812940699,277927.9,1.00356274735601e-05,4.19988258161088e-05,76.40874,1.0300046776477e-06,7.95374701903051e-06,0.00690957867835795,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
1.2,50,10,0.8,50,10,10,23,10,0.8,50,10,2,50,10,1.47,0,18,660,617,11000,169,420,6470000,13000000,1270000,9210000,6400000,4.26e-05,5.96e-05,3.17e-05,4.39e-05,6e-05,88.9571770563828,0.404233482289282,102.557187477953,0.49302124888374,43.759684426395,1000,88.3176086632785,0.546657347108327,0.566023697532915,45.0001494134317,253707.8,7.73068074990298e-06,4.19198679463155e-05,75.94346,2.05000325263197e-06,1.194845806196e-05,0.00787193120343588,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
10,50,10,1.2,50,10,10,50,10,2,50,10,10,38,10,1.47,2,57,7053.45209714666,899.617178227849,10622.6150823181,284.467181217161,949.726409317651,746238.021367685,2333547.09846656,729083.009693037,4415883.52019126,400019.122294013,3.7366447976339e-05,1.43264883615598e-05,3.61070214507027e-05,4.24913027660434e-05,1.33961082900829e-05,123.818629684526,34.4426846848152,41.6977771977622,0.0769856231385758,46.882005915278,57835.7121679893,148.323969741913,0.0350062342864323,-29.6818137,51.499112406317,70018.37,5.24745971978915e-06,2.75537259830266e-05,78.71984,9.20962720646348e-06,1.13324764280043e-05,0.00444431866593487,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
10,50,10,0.8,50,10,1.2,50,10,0.8,50,10,9.6,50,10,1.48,2,35,7054.7600880978,621.817477462743,906.022201856375,168.774120549038,931.679522247743,750196.45338185,5159778.12563059,6533896.35513979,9316442.25518711,496385.399584233,3.75914228697214e-05,2.33254344637921e-05,4.08465853960128e-05,4.43824325982731e-05,2.1418279326027e-05,126.611559993164,24.7957658312199,53.8231280156331,0.15561163321208,45.9397813763933,44084.111373497,112.249721603218,0.228145817982338,-4.2653853,50.1857444338717,95691.53,5.55590212376999e-06,3.23214474177402e-05,69.11323,0.312087782073048,1.7008743249185e-05,0.00537163503494087,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,0
10,5,9,10,28,10,10,4,9,4.4,30,10,8,46,10,17,2,40,2516.52176031548,7702.77703141999,4218.18729717261,453.142446269957,932.516180583437,8005261.32304708,3892812.31088304,8803930.66747721,16281883.4984873,5460595.63635223,7.54725026532019e-05,0.000178223110986309,6.68368957733316e-05,0.000307356423045271,0.000287296337521928,89.8597582052282,63.7889905772553,25.1647651843798,3.23134074128185,40.1126625703671,1696642.01910052,114.411537879709,0.0228938823932923,-32.7367755,45.3737119237657,669325.5,8.31178901203623e-05,7.0283167698434e-05,68.3327,3.11591149725234e-07,7.2603442560204e-06,0.00666899623861594,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,1
3.2,6,9,10,4,9,10,2,6,8.4,4,10,4.4,33,10,16.2,2,42,890.019015944081,8.93050313243808,2072.21871709596,464.59779022348,758.773466853932,38064773.3165545,20439703.4475157,11163971.9101211,16585242.9796187,60847575.4506659,0.000127086702581625,0.000175419559398619,3.11463393781151e-05,0.00011831656616911,0.00185903942919185,28.8050744526953,81.2226688446144,21.0943007971789,129369.429170013,25.266716634003,14313514.2647591,57.0683800365842,0.0533239520346902,-39.5647164,26.2744767471831,3717356,0.000550705027471381,0.000169543822001458,30.01782,6.84402045349197e-08,0.000320317591942241,0.012199181826136,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,1
2.8,9,10,1.2,26,10,10,4,8,2,50,10,0.8,50,10,14.1,1,19,1314.12235621648,969.234854755814,4394.66504396095,248.469876241764,238.527426714015,39508779.4060695,107082877.868374,7370294.07542709,24062258.9730728,113808526.867311,0.000166212535108802,0.000476055567147189,5.09910976305182e-05,0.000298686720901788,0.000601344513285471,76.4753378916092,63.9754884531118,37.9799120512706,582.665329100333,30.9336943675115,1935980.58534628,62.5779513886481,0.0530206550994256,-9.97514058773039,30.3906010436337,1149321,9.45665203266274e-05,0.000105623537112401,84.92571,2.72779294976043e-07,3.87562312310541e-05,0.033361468016996,"PseudoTwoSt_Null_Pin_1",65,3.3,1.6,10,1
