Element,X,Y,Factor
CURRENT_0,234.78779979145,868.681438998957,1
MOSFET_0,252.493743482795,248.973409801877,1
MOSFET_0,1195.63034410845,252.514598540146,1
MOSFET_2,617.236183524505,401.244525547445,1
MOSFET_2,1694.93795620438,408.326903023983,1
MOSFET_3,971.355057351408,627.880604796663,1
MOSFET_3,1371.50938477581,630.241397288842,1
MOSFET_5,961.91188738269,867.501042752868,1
MOSFET_5,1346.72106360792,863.959854014598,1
MOSFET_7,621.957768508864,882.846193952033,1
MOSFET_7,1690.21637122002,885.206986444213,1
