MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_24_1_L_gm4_NMOS,MOSFET_24_1_M_gm4_NMOS,MOSFET_24_1_W_gm4_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av11,av12,av17,av18,av22,av24,av25,av9,ft0,ft11,ft12,ft17,ft18,ft22,ft24,ft25,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm24,gm25,gm9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.5,20,5,0.5,1,0.7898305,2,13,4.86,10,20,5,10,20,5,10,1,0.3425964,1,1,0.3147551,5.5,10,4.58,0.5,1,1.607519,4.99221,0.4331886,5.089891,1,8,528.0184,232.0705,455.6406,716.4062,309.733,282.0763,16.12492,482.8349,537.6255,10832630,2940040000,79493600,4232919,4198583,14074720,660911100,67411920,1297149000,0.108642,4.085201e-05,0.0002401837,0.05997407,0.04598242,2.708787e-06,7.239774e-06,0.000248442,3.451738e-05,71.4548231945869,20.9468557424807,20.852932763534,254526.931480274,38.5908934404753,754441.718620877,151.972656069275,0.0593239550104412,-152.07922481786,84.9250464170911,751058.9,0.00105932186602011,0.000254284491827304,27.08463,4.30741266944757e-07,0.000968301804244117,0.185513931566919,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
5.5,20,5,0.5,1,1.012819,1.5,20,4.99,10,20,5,10,20,5,7,1,0.3325088,1,1,0.5585927,2.5,16,4.85,0.5,1,0.3808526,4.652469,0.4724899,5.525013,4,14,582.5733,530.0351,248.5611,642.6252,321.7304,832.915,593.9268,388.9192,267.4982,5139169,2001211000,89482040,5755273,4208163,35483590,610908300,91803920,2609460000,0.07903343,3.455018e-05,0.000307294,0.08299736,0.03466824,3.168906e-06,9.447909e-06,0.0003905049,3.42734e-05,34.6310617003412,12.3465573290496,32.9295109989698,71835.2329242784,34.1175563674597,159401.971205992,155.983592791357,0.0586792163659813,-14.8220622,85.1122519322354,425141.1,0.000379724739926784,0.000301904655358232,58.1729,4.21810347684057e-07,0.00219527110061525,0.00752850578839925,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
6.5,20,5,0.5,1,0.6635562,1.5,20,4.99,10,20,5,10,20,5,10,1,0.3838359,1.5,1,0.3067824,6.5,3,3.92,0.5,1,0.3416838,4.122695,0.3726974,4.529674,4,12,483.8581,528.1433,546.2852,847.9118,185.0149,257.2524,535.2114,219.8804,541.1108,5923330,2455981000,95791720,4257321,4209369,22031890,336205800,74460280,2672765000,0.05906767,2.764473e-05,0.0003398181,0.06323075,0.03013284,3.499071e-06,4.607436e-06,0.0001477838,2.419616e-05,34.4498785711472,23.3765751107599,41.7851859131501,147.531222053657,34.0042773220993,242456.886903453,155.982154995692,0.0507769866652856,-13.1893542,90.076115064703,433387.1,0.000305052595392504,0.000250255401391889,54.03902,5.05425217021237e-07,9.98108406739806e-06,0.00567685507607607,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
5,20,5,0.5,1,0.7757178,1.5,20,4.99,10,20,5,10,20,5,10,20,5,1,1,0.4689479,6.5,6,4.31,0.5,1,0.3793126,3.564102,0.4891211,6.334106,4,32,766.5599,586.3716,254.8967,637.3374,73.91149,252.9127,163.223,341.396,563.257,5888605,2954878000,89691110,5400423,4297308,4785207,556029900,65161410,2636080000,0.05377862,4.098986e-05,0.0004656767,0.04126439,0.05891952,0.0302439,9.766526e-06,0.0003260548,2.311349e-05,32.180838859626,18.865219475516,47.3377200614043,821.294096726849,31.8984711332355,226204.198258564,157.267244126996,0.0563742362135064,-61.739385125,107.894477040863,567604.9,0.000352662987212964,0.000385483732555663,42.62203,3.29249468648291e-07,2.70182841712746e-05,0.00826591517956854,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
4.5,20,5,0.5,1,0.22,1.401956,20,4.92,10,20,5,10,20,5,10,1,3.606231,1.5,1,0.3261522,3,15,4.833726,0.5,1,1.352424,4.30929,0.1279754,2.029843,12,52,471.41,113.3009,180.135,698.2287,71.38651,666.6003,254.3017,512.6379,309.8427,7502924,2067883000,194004000,4119695,4105132,6086257,454511600,99010590,2734002000,0.02880524,1.965039e-05,0.000831349,0.03074781,0.02129857,1.288091e-05,8.225865e-06,0.0005677103,2.852522e-05,78.611596500681,37.6433695186405,42.6920448232185,1.04534876295531,74.695477700049,464561.82697144,151.200953810814,0.0322134820912732,513,126.759419588549,526868.2,0.000362974497791777,0.000254051621831734,47.23389,5.16246833865637e-07,7.6657864493429e-06,0.00237870030146048,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
5,20,5,0.5,1,1.162364,1.5,20,4.99,10,20,5,10,20,5,6,1,0.8053283,1,1,0.4899916,2.5,16,4.85,0.5,1,0.3174666,2.965983,0.3633206,5.71033,5,8,579.1245,339.3138,253.805,644.3842,124.9281,456.1909,599.2731,397.9894,176.6729,5750282,1850685000,100009100,4250654,4212957,32078570,893202100,97493830,2664475000,0.07903424,4.237807e-05,0.000482774,0.03723011,0.03466888,5.923155e-06,1.437654e-05,0.0005763852,1.887424e-05,33.7471032188616,31.0455428502832,65.5400029396599,362.411985206313,33.4007804360596,262673.323089632,148.257762697944,0.0614137181456617,409.5,107.614218059741,554527.6,0.000248850084873101,0.000367060430234638,55.72566,3.18873794067755e-07,2.43183184416818e-05,0.00715057161026711,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
7,20,5,0.5,1,0.4597572,1.5,15,4.95,10,20,5,10,20,5,10,20,5,0.5,1,3.057117,3,8,4.83,0.5,1,0.419274,3.468626,0.2574291,4.272859,4,18,559.3533,645.5986,477.9505,460.6019,285.8891,761.4545,152.005,416.5381,289.2303,4589484,2742718000,88458080,4301131,4722833,4621916,435431600,97172480,2680785000,0.0214449,4.374893e-05,0.0003631978,0.056134,0.07134614,0.06356409,9.303324e-06,0.0004123992,2.731856e-05,35.5339759074724,45.1744188570332,59.9912019242264,983.269488174041,35.2845844756562,441378.43776804,160.894831225245,0.364734192996635,-26.27086275,119.000178618966,586146.4,0.000287368804875338,0.00311405600375806,52.2487,7.83514428361996e-05,1.57792484734326e-05,0.00474718435795207,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
7.5,20,5,0.5,1,0.6087981,1.5,20,4.83,10,20,5,10,20,5,6,1,1.075876,1.5,1,0.8249612,1.5,12,4.9,0.5,1,0.3582536,2.966922,0.2894201,2.963505,10,40,446.7068,194.652,430.3157,712.9564,16.96929,346.9097,353.8817,297.8682,373.2965,4398578,2867672000,114798300,4156004,4136244,38130750,378283200,216797100,2272201000,0.02385801,3.229999e-05,0.0006832005,0.04048335,0.01930087,9.534204e-06,1.48233e-05,0.0006106081,1.74953e-05,40.4888825013946,74.5409583059498,72.475924101565,15.6919636673509,40.227822131114,531351.516662029,154.253256540502,0.041414203448236,502,125.51775887033,516631.3,0.000209656357247689,0.000343726519647415,49.13597,4.54663763095088e-07,9.29860157661055e-06,0.00281399876205735,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
9.5,20,5,0.5,1,0.8235864,1.5,20,5,10,20,5,10,20,5,7,1,0.8696563,1,1,0.615317,4,8,4.72,10,3,3.67,3.533266,0.3960175,4.425224,5,16,372.9771,183.1603,279.9062,484.3848,256.9456,448.0432,270.4683,607.9393,187.8788,4911497,2084974000,79921120,4702387,4178752,24586400,472239500,70422740,4868912,0.03643203,3.461363e-05,0.0004766521,0.04731849,0.03755155,5.992655e-06,1.005369e-05,0.0003705248,2.189406e-05,45.9334672748893,91.3562225658732,68.6637888304671,4.21803541185771,45.6507841394089,784063.226646063,162.522097051139,0.0442963538403509,-5.886452,125.433392923845,589305.8,0.000252425970436998,0.000232985348393127,42.32434,3.93399459131208e-07,7.40537043658007e-06,0.0020573700778892,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
5.872148,9,5,0.5,1,1.380197,0.5682516,20,4.874986,10,20,5,10,20,0.22,0.18,1,0.8897079,0.18,1,5,6.575726,4,2.303671,10,3,4.978001,4.914735,0.996656762982723,3.489779,32,46,364.7825,217.4896,72.22014,437.5575,17.08886,20.79857,16.00008,384.5531,518.94,5714940,1741075000,603266800,4196177,9691343,2006274000,453961300,129560600,4665035,0.02389804,1.558529e-05,0.00117175,0.02370735,0.01609865,1.820716e-05,1.391388e-05,0.0007424028,2.002753e-05,90.2220228243224,114.708419749533,90.9362488565716,0.00462987365002685,86.1222861780435,775788.493826611,127.577689947272,0.0274965679095525,522,92.9502042715211,615014.1,0.000198915726428634,0.000245803947244471,52.07528,3.91285725185133e-07,4.36843766624118e-07,0.000354686344095856,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
4.5,20,5,10,4,4.46,1.5,19,4.94,10,20,5,10,20,5,9,1,2.014931,2.5,1,0.2830061,3.5,8,4.58,0.5,1,0.6209141,4.732866,0.2173288,3.622463,10,13,618.0231,155.347,205.3187,489.4132,35.35535,688.8607,176.1594,842.8281,88.12511,6439020,4627444,82179270,4475451,4157448,15411760,456609100,78547610,2779360000,0.08045284,3.537659e-05,0.0003887105,0.04806369,0.01838163,6.93301e-06,8.191034e-06,0.0003378521,3.4353e-05,54.5561105486912,115.879805603243,94.4762002887125,1.96365266783962,54.3350159554857,618912.464699751,153.218110302111,0.0289942884576927,722.5,124.760957999368,504596.1,0.000157087835024616,0.000299386695926143,60.12326,4.48101573215714e-07,7.95604816536399e-06,0.00203951993142681,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
5.5,20,5,10,6,4.19,1.5,14,4.69,10,20,5,10,20,5,7.5,1,0.5994444,1.5,1,0.2274953,3.5,6,4.94,0.5,1,0.312735,3.419286,0.3336684,3.914661,5,33,596.3187,313.3862,201.6183,525.81,48.9515,592.3643,427.6081,736.231,73.54299,4951444,4551318,86910950,5764964,6418950,20461340,617589400,78074910,2725224000,0.06437387,3.946838e-05,0.0002586636,0.03846865,0.01007683,3.284691e-06,7.723606e-06,0.0002689792,1.830516e-05,40.5406314193972,147.022333182901,147.789003927457,19.5577319311525,40.3363631240526,524545.376829017,151.493376045126,0.0404281934555692,-20.217681,111.789361291682,527280.7,0.000104935113372611,0.000428602289231077,57.44172,4.65075196423301e-07,1.34489831582513e-05,0.0031384129613935,"Leung_DFCFC1_Pin_3",180,1.8,0.8,50,0
