MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS2,VDS3,VDS5,VDS7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,gmid_offset0,gmid_offset2,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
6,4,2,10,19,2,2,20,10,2,5,5,2,6,10,50,30,21,2.11817170799048,1.84784314392388,0.432235921146875,0.841287442588972,0.845401203216827,88762649.116089,28567990.2374519,119050807.750082,1302018661.41207,1379087012.3034,5.06653550094621e-05,0.00012540177260552,0.000531575649673849,0.000177076849134559,0.000366994798782205,-14,-6,-10,-15,9,91.7402447023816,2488.97357093064,3.15950586222117,426.533291399859,55.6142313101586,84706636461.5762,42.7551166528639,0.00745115925534465,357.200000000001,58.2289479388371,107526700,0.00037814176115223,0.000234686716168025,49.09403,7.91915469525394e-09,1.04095935848481e-06,0.00267514314830297,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
6,5,2,10,18,2,2,20,10,2,5,5,2,6,10,50,31,28,1.91301278971372,1.89416556165313,0.432359057728446,0.841651797277458,0.845607389333098,80917210.9697205,29232444.7047744,119129217.409619,1302744027.81116,1379507004.54311,5.7587782725523e-05,0.000121671871658667,0.000531960403036904,0.000177182124551653,0.000367114744922854,-15,-12,-15,-15,9,91.9959082847194,2482.78512792029,3.16091883962521,426.724043349404,55.9620117295694,84568063445.4141,42.4264068711929,0.00737540864998306,353.400000000001,58.2101829366904,107666500,0.000378464144491064,0.000235576376028318,48.7993,7.91132668369997e-09,1.35114145048076e-06,0.00259938715417718,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
10,8,2,10,19,2,2,18,10,2,3,4,2,1,8,50,31,30,1.96133127240655,1.84900844593249,0.442411567985971,0.909738525198337,0.914181351167803,29627946.6106629,28584802.0750437,125378731.108023,1421496988.05179,1511510357.07987,5.56248930352173e-05,0.000125478381287663,0.000506716828570169,0.000155926019443299,0.000324198628073655,-15,-1,-10,-7,15,89.7003103257275,2402.24110171691,3.22325106656887,435.138893986798,55.9119021013389,82110522607.6973,41.2795348811006,0.00759598665931299,344.900000000001,58.0995662797168,110173300,0.000379786666473014,0.000241168069876787,48.88233,7.75353259163002e-09,1.4231563021494e-06,0.00264548450269109,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
10,12,2,10,20,2,2,20,10,2,4,5,2,6,10,50,30,31,1.63676411700509,1.80576441435837,0.432187578683793,0.841144600882665,0.845404197305062,24926456.2675234,27957539.3910523,119020147.68872,1301734240.92993,1379093950.31378,6.98430726553233e-05,0.000129075439187257,0.000531424910321081,0.000177035569331119,0.000366996675534384,-10,-6,-10,-13,10,90.585882021655,2403.09264409319,3.1363643086491,423.409181667629,55.2570205180836,81606090162.3828,45.1663591625449,0.00758202147807506,337.000000000001,58.2440052305122,106507100,0.000377319758090202,0.000236141907494022,48.6101,8.05400460190012e-09,1.08343630844443e-06,0.00275069921807392,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
7,3,2,9,20,2,2,20,10,2,1,5,2,20,10,50,28,40,2.61873274952326,1.71960075857827,0.431852996137783,0.840154883925454,0.84485319810191,78097920.5163876,33048135.7129152,118807124.926377,1299762820.17542,1377971379.63877,3.90296433343607e-05,0.000137169592318475,0.000530379589191907,0.000176749433475157,0.000366676062579112,-12,-11,-10,-13,8,90.3408427430616,2480.75763692361,3.16405637963236,427.147611250369,54.4494659605269,84189800159.6836,44.5196585791041,0.00813223790969882,330.100000000001,58.094548871893,107379000,0.000377079247917393,0.000235845564613514,47.80949,8.59955305879211e-09,1.44832259562966e-06,0.00299120679360199,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
10,8,2,10,18,2,2,18,10,2,2,4,2,1,8,50,32,38,1.96133127240655,1.89452490076574,0.442437672836378,0.909821651497537,0.914098765130857,29627946.6106629,29237568.0622067,125395145.458862,1421654156.02163,1511349104.42299,5.56248930352173e-05,0.000121694017913543,0.000506789894966619,0.000155944247768263,0.000324161951410147,-15,-1,-10,-7,15,89.9799656437574,2408.99284154762,3.22910084665719,435.928614298721,56.2490779811762,82333282576.332,40.5955662603689,0.00765724184939005,329.400000000001,58.0818410061418,110362500,0.000379749675910379,0.000241437874304816,48.66447,7.76061559480995e-09,1.32285324838e-06,0.00257258860195586,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
5,3,2,10,11,2,2,20,10,2,7,5,2,1,10,50,37,45,2.21669805544878,2.37797420823712,0.432543201951363,0.842193612560521,0.844521856283168,133338068.580994,35713115.6854716,119244444.40724,1303822364.30219,1377281215.68992,4.78909323592684e-05,9.16252944805007e-05,0.000532530680111249,0.000177338623346765,0.000366480802298422,-15,-11,-8,-12,1,96.3186130340506,2545.56463373143,3.20797929122415,433.07720431526,58.7994222086912,86663466283.25,37.8153408023781,0.00763322520901631,328.500000000001,57.9152444747091,109215300,0.00037827654830972,0.000237398410006669,46.81637,7.91986062484308e-09,7.37400330881544e-06,0.00194382318015185,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
5,3,2,10,14,2,2,20,10,2,1,5,2,1,10,50,38,47,2.21669805544878,2.12378562506105,0.432397992969057,0.841765381323781,0.844947638996915,133338068.580994,32411912.6172067,119152953.346005,1302970118.0602,1378155664.80802,4.78909323592684e-05,0.000105360886748745,0.000532079399241229,0.000177214937449401,0.000366729713605618,-15,-2,-6,-9,3,94.3568512224775,2529.64064251891,3.18839397312752,430.433186372215,57.5295003811454,86165511722.7461,37.8153408023781,0.00773885135659728,323.2,58.1006796647597,108604200,0.000378470585349168,0.00023631673725855,47.8879,7.89636489455415e-09,2.8877410482997e-06,0.0022583188726828,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
6,5,2,10,18,2,2,20,10,2,5,5,2,6,10,50,33,37,1.91301278971372,1.89416556165313,0.432359057728446,0.841651797277458,0.845607389333098,80917210.9697205,29232444.7047744,119129217.409619,1302744027.81116,1379507004.54311,5.7587782725523e-05,0.000121671871658667,0.000531960403036904,0.000177182124551653,0.000367114744922854,-15,-12,-15,-15,-1,91.9959082847194,2482.78513139594,3.16091883962521,426.724043349404,55.9620117295694,84568063563.8008,42.4264068711929,0.00750218220458346,322.300000000001,58.2101829366904,107666500,0.000378464144491064,0.000235576376028318,48.7993,7.91132652377613e-09,1.35114145048076e-06,0.00259938715417718,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
10,8,2,10,19,2,2,18,10,2,3,4,2,1,8,50,33,45,1.96133127240655,1.84900844593249,0.442411567985971,0.909738525198337,0.914181351167803,29627946.6106629,28584802.0750437,125378731.108023,1421496988.05179,1511510357.07987,5.56248930352173e-05,0.000125478381287663,0.000506716828570169,0.000155926019443299,0.000324198628073655,-14,-1,-14,-7,15,89.7003103257275,2402.24110173028,3.22325106656887,435.138893986798,55.9119021013389,82110522608.1543,41.2795348811006,0.00759163175825667,307.700000000001,58.0995662797168,110173300,0.000379786666473014,0.000241168069876787,48.88233,7.75353265843508e-09,1.4231563021494e-06,0.00264548450269109,"PseudoTwoSt_Null_Pin_1",180,5,2,0.05,0
