RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.1648869,0.24,2,0.64,0.68,30,0.99,0.6,15,0.95,0.85,30,1,0.85,30,1,0.85,30,1,12.4398,6.969779,6.613287,10,29,518.847,339.6142,16.55327,339.7996,156.2416,285.923,118102000,8360933000,66700520,201699000,1147264000,570538200,0.02750824,0.0001180244,0.03066515,0.01440199,0.00182105,0.0001230697,57.3557030289423,6.67941204872694,93.839728897575,0.267687508817016,56.7973549807113,79439.7496715134,146.999861107077,0.0804621491827144,505,126.990610862084,1116057,0.00029365987398622,0.00023437088957046,72.58509,4.36531676463222e-07,4.93926693792057e-06,0.000569473045896884,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.46,0.24,2,0.64,0.8,18,0.98,0.2,3,0.89,0.8,30,1,0.85,30,1,0.84,30,1,11.00797,8.971428,6.654782,10,57,343.9911,248.4219,16.55334,308.6384,23.44366,74.71666,132181900,9138559000,76019090,194376600,3277714000,6520625000,0.05933996,0.00012927,0.02735832,0.02669466,0.001687419,0.0001138156,55.8134536824386,6.85946528170369,98.6691131186859,0.525038493099587,55.2635634411165,82231.525069433,148.984064993542,0.0676533708496149,317,115.23240435939,1182849,0.000296000918879417,0.000264188612661132,68.82452,4.1609713971514e-07,5.62929629840447e-06,0.000655479840780404,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.1958993,0.3506021,1,0.805829,0.7543689,30,0.9929412,0.85,30,1,0.85,30,1,0.7203301,30,1,0.85,12,0.9908841,9.215372,9.18763,5.720307,14,41,562.347,214.908,255.7631,439.5873,150.8066,626.6978,154431100,4331040000,37835170,352493000,954222800,145386900,0.005040692,0.0001055953,0.0256128,0.01082033,0.002278167,0.0001426039,57.507568282752,9.60221536052546,121.963041934055,0.560514362292268,56.783789001176,98818.3142186523,143.147077774239,0.0661779816909668,539.5,128.480101280465,1255146,0.000254103692133361,0.000232713789539553,48.95226,4.44388943384059e-07,7.34439087948596e-06,0.00101806490820416,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.1901868,0.6475493,3,0.9530141,0.8175493,30,0.98,0.6696338,30,1,0.85,30,1,0.85,30,1,0.85,30,1,11.14935,6.979332,6.592621,12,63,447.6428,292.7482,211.7531,564.579,140.7273,390.8438,138780100,1000652000,49087430,134849400,1563406000,387023700,0.005143686,8.132016e-05,0.03196839,0.04563393,0.002124032,0.0001502983,62.3868487778865,12.6477472962613,116.200072420256,0.268249256851811,62.2148737914434,149933.508520862,142.276670541098,0.0641240674695923,480.5,124.209905747004,1377501,0.000292705242449069,0.000247061580360383,62.33589,4.16001960408399e-07,5.46322766336954e-06,0.000740877623115976,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.135,0.04,3,0.6254375,0.7339375,30,0.9750625,0.7753125,30,0.99,0.85,30,1,0.85,1,0.8954375,0.7850625,30,1,9.974616,6.173736,6.463867,13,39,561.2151,17.66205,343.898,367.6331,169.6143,345.3402,194142500,12900090000,282743300,820675400,1897979000,136689700,0.0009100757,0.0002573733,0.01241969,5.488625e-05,0.002130268,0.0001734743,68.6527666522623,17.0527943119619,142.085283991176,1.1499512623794,53.3046540942518,197986.40482527,133.829218013604,0.0554526785520051,552,126.392053907458,1649639,0.000286671680671893,0.000241546946795332,74.20582,3.49491742962271e-07,3.3042777416866e-05,0.000552404086250291,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.4168572,0.04,1,0.7322739,0.5576191,30,0.9245671,0.85,30,1,0.85,30,1,0.85,30,1,0.85,30,0.982828,8.328989,5.70808,5.522075,18,19,422.3029,18.84348,458.9698,91.0348,149.7038,143.3592,40872200,24155280000,31283130,66556830,818986800,40904360,0.01420908,0.0002028654,5.633841e-05,0.04231197,0.003364235,0.0001327591,77.7955481365305,20.7685301399493,154.158353055391,0.162893772074533,55.2617007195242,206328.174660799,125.648607768577,0.0478107499696732,611.5,132.228261193356,1531510,0.000245300114972088,0.000220947720754262,73.47609,3.44295973176051e-07,9.3320772157332e-06,0.000515187534250894,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.4633803,0.36,3,0.71,0.72,30,1,0.44,6,0.88,0.85,30,1,0.85,30,1,0.85,30,1,10.94837,7.513006,6.535274,6,14,580.4308,207.2437,329.353,456.5499,172.0391,184.7251,155212800,3599658000,75334320,652661200,1011582000,1371766000,0.05567797,0.0001237309,0.01931829,0.009829597,0.001892626,9.667612e-05,49.5706479225969,50.5222144099557,91.4558748640346,0.659975430823512,49.316379953847,593760.021619146,143.412930259095,0.0234645374160427,-2.94391349999999,127.309278596862,1074831,0.000290184059542288,0.000231348912551093,73.95507,3.71692189302697e-07,5.6532754499744e-06,0.00069850316063258,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.37,0.68,5,0.87,0.56,30,0.99,0.85,30,0.99,0.85,30,1,0.85,30,1,0.85,30,1,11.14588,6.923486,6.463867,7,18,622.0151,446.1528,329.3527,575.7151,144.5884,648.9377,128955500,959987000,31529790,199625700,1624432000,120511600,0.02569024,0.000134162,0.04985808,0.08052045,0.002003094,0.0001268412,60.1586636454534,50.8079013484848,109.904470101333,0.207876781715443,59.8479458942215,590702.198429199,142.066778572614,0.0277536304362453,-0.511879500000001,128.150202716339,1277770,0.00028706636330734,0.000220708094630192,70.08909,4.23043610410648e-07,4.95065751827922e-06,0.00063791427574561,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.3049297,0.04,1,0.8038328,0.5956813,30,0.9994789,0.774169,30,1,0.85,30,1,0.85,24,0.9390531,0.85,3,1,6.189285,7.947737,6.435692,19,18,208.8732,220.3359,121.3802,225.5295,141.968,489.461,240737500,24342280000,71259510,977382500,1254116000,213885700,0.01060345,0.000257385,3.730188e-05,3.441718e-05,0.002487524,0.0001331694,80.49830612372,24.1674622467338,196.022553753833,0.0476440511158787,58.2018977649013,279860.547734678,125.71508186851,0.0420395446646907,596.5,134.60001581406,2269952,0.00028592728978141,0.000237129005163318,55.74598,2.80550796962721e-07,4.26824616404808e-06,0.000394571089895102,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
0.5096227,0.4291064,1,0.852502,0.7705741,19,0.9646162,0.6447483,30,0.9905349,0.85,30,1,0.6685363,30,0.4950688,0.85,12,1,5.743484,3.040759,2.763945,24,57,386.9254,226.7393,240.5853,259.0525,113.601,550.5224,196620500,7622408000,165219700,923525200,1557589000,277130800,0.002623014,0.0001234303,0.003609235,0.0190263,0.001711342,9.975834e-05,73.9536845284472,49.9001097513752,271.487331098126,0.0907461520077939,68.9082544067726,247990.305132935,99.5756002265448,0.0507452719345078,534.5,131.369988437383,1349220,0.00012270949785879,0.000231637799517121,61.80259,4.49333597058213e-07,7.62046338054351e-06,0.000872398796347373,"Leung_NMCNR_Pin_3",22,0.9,0.3,20,0
