RESISTOR_0,MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.005,0.5,43,4.980703,0.5,50,14.98353,0.5,1,2.400189,1.5,2,3.551793,0.5,50,0.5,0.5,19,5,0.5,5,10.29538,0.5,1,3.895496,0.459647,90.273,19,16,17.10073,88.48358,134.2616,163.6118,206.2282,497.4984,418.6272,223.0085,1759342000,71946790000,58276580000,1477445000,26980160000,64663210000,1410066000,31510320000,0.0001913395,0.01838397,0.002788872,0.0004547689,0.06488375,0.01183252,0.01286633,8.909756e-05,17.5109589160897,7.74995189536665,19.7615867731732,260205970.40437,25.7025960913322,44179767.3358219,35.0589297397967,0.0669874175086137,-103.801730704667,60.6114277737942,112653900,0.00518240956756894,0.000181567199818134,31.63325,1.03685331643941e-08,15.4161564356543,0.000566745391404666,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.005,0.5,43,12.72351,0.5,50,14.98353,0.5,1,2.400189,0.6384335,1,8.825853,0.5,50,0.5,0.5,19,8.646916,0.5,5,10.29538,0.5,1,3.895496,0.459647,90.273,21,23,17.12514,114.6046,136.9035,59.98102,189.3955,372.698,355.3658,98.71381,3093787000,46439770000,364448900,1295655000,20050340000,343106600,1604447000,1056031000,0.0002390855,0.01293072,0.004514847,0.0005183258,0.1096549,0.007833769,0.01421598,0.0001052514,22.2534727876754,9.57303200330935,16.9569392371773,100705701.623555,24.8963656514337,57620126.3339083,37.3510374092732,0.0697984772717632,-92.8260742190749,63.3166339142951,102063900,0.00547182261719354,0.000208972218094091,33.24266,8.17161256822901e-09,15.4494026257422,0.000283479077505921,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.02820969,0.5,50,5,0.5,50,4.99,1.5,1,1.026909,5,50,5,0.5,50,4.99,0.5,50,5,8.5,50,4.95,0.5,1,4.949938,0.4938192,73.69004,13,46,157.0843,385.122,688.2017,243.6254,247.0906,922.0543,1202.84,173.3106,625597400,640000000000,97663150000,205735300,20254310000,256802700000,82181200,800000000000,0.2812703,0.2404519,0.1524334,0.363288,0.2071408,0.1895268,0.003323919,0.0002037134,49.9077015224518,17.6573336621506,17.9014865980523,188199049617.634,14.2157150921548,47856386.241137,112.492035425847,0.448127483061281,-253.691092459093,69.4417828268212,48518110,0.00246389440819243,0.000135065119530374,36.36335,1.72993800005195e-06,137.477319010004,0.278193696780643,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.03773742,0.5,1,4.220394,0.5,50,5,0.5,50,5,0.5866229,5,0.5646548,0.5,1,0.5,0.5,50,9.005338,0.5,5,3.972616,0.5,12,4.101339,0.373187,173.4987,19,6,60.49178,167.7562,266.8793,17.19343,118.7076,120.9639,418.7553,48.52738,165051900,54686350000,11441620000,1652748000,65750980000,73834000000,50526040000,22270810000,0.09470203,0.3216463,0.02705716,0.0003255846,7.117006e-05,0.000625011,0.00534411,0.001231553,43.7319433749432,20.992651883817,20.5678969261115,356137540.82586,55.0849608527772,86834241.1807136,42.5054811920724,0.045055170401143,-85.1573131355904,59.8625497021143,85077280,0.00376037385329332,0.000249360822315374,53.60904,4.73511637370315e-09,17.2979064922366,0.0168463500277985,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.04,0.5,50,5,0.5,17,5,4.5,50,5,1.691414,1,1.907446,0.5,1,0.5,0.5,50,4.99,0.5,5,4.35971,0.5,3,3.932487,0.3993955,116.462,15,39,70.7877,215.2073,113.3337,270.1756,197.3988,626.9098,713.499,41.90758,82350700,76867750000,36307270000,928836300,159315900000,108343300000,288226700000,260704000000,0.05698897,0.2530636,0.09687755,0.0004013002,1.005336e-05,0.0002383509,0.005644293,0.0009045541,11.2047276810371,26.4766728693194,11.9617560909,1517298992578.31,11.2155573585627,85754295.7163715,98.8358420365836,0.0323378875750612,-198.895238242114,49.4532570777919,38742480,0.00294442020853698,0.000279235123769491,60.137,5.36201416131704e-09,22.6316372810989,0.0784103142302299,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.04416613,0.5,1,0.5,0.5,50,3.65241,0.5,50,5,0.6913063,3,1.096365,7.093531,34,2.367228,0.5,50,5.007312,0.5,5,4.259629,0.5,22,5.006527,0.4298582,203.5109,25,24,26.08492,162.9672,162.8157,17.3032,1175.787,42.66973,210.3266,354.6658,264603300,16273860000,15408120000,1977802000,31739100000,855917300,1706212000,28566950000,0.03319635,5.243328e-05,0.03950322,0.0008497553,0.004764825,0.0009288868,0.006800133,0.002083903,36.3873338541432,25.4436437833106,29.2480423435351,84228739.989934,59.4893770339956,105752514.162284,75.9158347955535,0.0797018190132957,-35.374801265633,60.9379377244567,121564900,0.00377849375888137,0.000261823647631315,29.1067,5.13579300218396e-09,2.16885277285962,0.0301246189350036,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.04416613,0.5,1,0.5,0.5,50,9.622208,0.7658192,50,5,1,4,0.5,7.093531,34,2.367228,0.5,50,5.007312,0.5,6,4.259629,0.5,19,5.006527,0.412739,173.4987,23,31,62.2153,179.6018,293.3894,80.61361,595.0221,94.43146,201.9529,549.4278,256986100,20623140000,37617490000,1551104000,39600430000,35291700000,76107730000,74737860000,0.0865679,6.461058e-05,0.05472028,0.000624471,0.01076495,0.000738207,0.00690459,0.001551769,28.4058596621787,32.76495277825,30.5662489027489,205975394.552228,50.9768334748432,112720445.83546,80.1134079492452,0.0852130451680056,-77.5528229574394,59.2418532613959,105156300,0.00312752266945778,0.000230207807442364,33.22056,6.46873147424891e-09,1.37709659585336,0.0627085732507625,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.05847296,0.5,1,0.5,0.5,50,3.65241,0.5,50,3.869431,1,5,1.096365,7.093531,34,2.367228,0.5,50,5.007312,0.5,6,4.259629,0.5,19,5.006527,0.4298582,203.5109,24,21,40.48164,171.6181,284.6537,53.30793,1180.644,86.90079,207.6602,429.1764,276853700,18731530000,27285080000,1673924000,52138140000,23980730000,1057734000,48558600000,0.05021612,3.648182e-05,0.0649493,0.0007481711,0.007115146,0.0009077985,0.006949055,0.001826505,40.0564939461608,37.3827065464832,32.6159452275071,25958538.4632665,64.2912676878471,153068090.605952,74.526828063404,0.0861742486515411,-46.030952,65.5386062734048,133550000,0.0037223845595221,0.000273779733303582,24.07684,4.5877454937779e-09,1.85137349048014,0.0181171486834516,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.03,0.5,50,5,0.5,50,5,0.5,50,5,1,1,3.481104,9,1,1.899643,0.5,1,0.5,0.5,3,4.63,2,29,4.85,0.3190968,60.47274,10,6,212.509,71.08459,314.7973,347.4252,1064.734,144.644,763.2546,993.8555,681908600,46386270000,182286300000,1794971000,82135020,305993500000,303981400000,116313000,0.3134121,0.3791482,0.2437958,0.0001745058,1.473744e-05,9.507974e-05,0.003589493,0.000594028,59.5382446600885,57.6072555591338,27.3255267039355,379499644.028558,33.7382282493652,94196387.9985706,45.0575926143419,0.254521875937911,-180.720624037538,71.9007707717433,44681280,0.00148649817054378,0.000307930381749621,31.59618,9.19525594124589e-07,47.1578471068354,0.00980543729070099,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
0.04,0.5,50,5,0.5,50,0.5,4.5,50,5,0.5,1,1.323657,0.5,1,0.5,0.5,50,0.5,0.5,5,3.532609,0.5,4,3.761123,0.4114964,65.33649,23,23,98.69144,294.8577,113.5997,192.1505,193.1422,199.2716,168.7578,58.19961,99104380,78762340000,14844400000,3655110000,56734500000,47275330000,190494600000,277143000000,0.03226316,0.1614672,0.0136118,0.0002538459,0.01371818,0.005916421,0.000696506,0.001493986,36.2845120723238,63.3054730826333,37.61641878324,483729113.902267,40.0880682214446,111324100.808881,98.086982559359,0.0524698687796184,-69.856671121543,62.2184575647454,66149320,0.00159865684718873,0.000627487381549162,59.67385,5.90979837226292e-09,7.90034368219031,0.0162640982844649,R2R_SMCNR_PNin_2,40,2.5,1.2,2,0
