CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
9.2,0.8,6,9,2,1,6,0.8,2,6,0.8,2,7,1,13,423.198244247097,3.9561058376096,301.664203550159,594.058334425995,279664283.311493,134835834.501128,627994408.508043,608875024.916402,0.000184224252528558,0.000125927471296082,0.000114895003810311,0.00011864231380515,72.9208295194072,26.9333742803141,33.7012597802302,1.87870208991287,46.0079451092993,59060500.1420626,21.7071416819442,0.0260755440514275,-25.8376437,48.0437827472775,73901370,6.85261568131274e-05,0.000531892235426218,51.58439,9.587588069081e-09,8.98738858450487e-06,0.00512358412424385,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.66,0.8,2,6,2,1,2,0.8,1,10,0.8,1,8,2,20,306.023991797935,4.39924378817197,283.191565069411,514.545561047996,615707445.812666,259022332.764849,675349372.996363,768844065.889601,0.000111800263778402,9.13691788326296e-05,0.000106507929038041,9.44026808910363e-05,74.1645447858997,38.5597096968582,34.3139060066091,1.95678188092284,45.9739950819122,87193761.653651,11.5585466214399,0.0288916212315921,-22.1830587,47.1128227067596,77592870,7.06645634289775e-05,0.000531905326649003,63.92391,6.82294645701609e-09,8.48729315830021e-06,0.00557703674477383,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.84,0.8,1,5,2,1,2,0.4,1,5,0.8,2,9,12,53,170.943417450339,4.50534142014701,69.5228844808454,548.52180350019,735816806.111601,206634755.554662,2342012557.48908,488598446.720859,6.57097894177545e-05,7.45960863639373e-05,0.000106637721518872,0.000128475613871453,66.0132721143214,41.4761549149558,47.8628292955175,27.0446919862904,38.4596952284415,94854241.3112783,9.63327566303384,0.0403206782320535,130,38.725287073713,109460300,7.14674503230914e-05,0.000525321289826852,60.50449,5.13359741508401e-09,1.93773889722404e-05,0.015038526635504,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
15.6,1.04,1,2,2,1,2,2.2,1,4,0.8,2,8,44,0,150.102891825547,5.02202325491772,338.634520285029,515.364328909951,917274296.529776,296352438.115682,211213121.319195,634798538.194581,4.55368661991606e-05,0.000109523245527497,4.29579091178999e-05,0.000154257046578125,95.6913203701975,36.8211172838063,29.6172630935917,0.0105897885633512,57.7848398224022,130962513.682174,9.37229961108799,0.0248131355865854,574,56.9068359385033,105340400,0.000111147592861552,0.000380495205404992,50.37248,4.38874559613697e-09,1.30001853619999e-06,0.000782974768705813,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
17.4,1.2,1,4,2,1,2,2.14,1,3,0.8,3,5,24,0,209.217059483731,5.19680431204782,285.912584121522,491.432660376786,557902167.167766,314529754.862491,263790969.905266,684664857.265252,6.27174488728882e-05,0.000117051254854721,3.94267990172337e-05,0.000159563900575917,102.922812607992,40.7352632475698,28.0689894739161,0.00741483387585126,56.6732333811608,161409459.494894,10.1607086367044,0.0267082077914845,579.5,56.0742894988878,111220600,0.000123825040200676,0.000382171918447762,50.42419,3.93282609264798e-09,1.10619231489029e-06,0.000639238581996882,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.84,1.2,1,5,2,1,2,0.8,1,4,0.8,3,7,11,0,318.901531307533,4.42954820855298,208.622197757314,625.661534807561,453429258.204671,258842883.402703,972514647.529906,521736757.651594,5.91037660717894e-05,9.12530220391042e-05,6.85327168949115e-05,0.000144187149536523,84.4110573647875,40.3996573186545,47.3784984879092,0.192151883288329,51.0720840713001,90958984.8377757,10.770329614269,0.0335625126820431,514.5,51.7628335844915,106671700,7.03587224455982e-05,0.000409518241500835,55.30085,6.03313948739807e-09,4.69950917782458e-06,0.00291935878264593,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.16,0.8,1,8,2,1,2,0.8,1,2,0.8,2,9,10,0,274.375550319064,4.35933408732373,163.687171409349,617.622747067904,704499708.315063,250857730.056809,1300552913.81264,539454302.489242,9.01387515623147e-05,8.80911004336055e-05,4.78804883590202e-05,0.000129608408245062,80.6556229049668,39.8924657587831,49.4387720861322,0.15046144417585,51.277128864923,85277427.6208236,10.5451410611713,0.0340865738453044,503,51.3415865134317,105684400,6.68025794460701e-05,0.000404436111706843,55.98133,6.4018652331771e-09,3.89800262861506e-06,0.00264886998808089,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.84,0.544,1,8,2,1,2,1.2,1,6,0.8,2,9,13,0,170.159548748773,4.38000693917663,323.940843267505,609.949097440364,1355871548.16833,266700981.737321,443283175.732665,556162996.899898,0.000118057602609442,9.45365766688366e-05,6.91166886903279e-05,0.000135113229417208,75.4857526388984,37.614243089439,41.6124622119209,0.12130506891243,53.065431636832,90417265.1797845,10.2964071403573,0.0328336527798551,564,53.5415854938901,100028200,7.51188726608086e-05,0.000427807237601698,52.5261,6.44277497419801e-09,3.17547811185981e-06,0.00218740746938884,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.06,0.8,3,7,2,1,2,1.2,1,5,0.8,2,10,2,0,360.076676068785,4.34551708198634,319.068686534556,629.112193119588,467053518.699907,250448075.544709,453168131.741695,511214085.585082,0.00013504085099984,8.79432643746009e-05,5.90622678359317e-05,0.00013406334789138,81.8419422246239,32.2666160985811,45.7456534005159,0.0663787307672413,53.9171719831353,68824989.299159,14.3666279968544,0.0344462825907477,-2.399859,54.669290055254,97575900,6.66565377983127e-05,0.00040576814344517,51.38971,7.42582676482311e-09,2.94092619859021e-06,0.00191888224435499,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
9.6,0.8,2,5,2,1,2,1.2,1,4,0.8,2,9,5,0,290.450001743744,4.39507926737896,289.064217363909,612.695990861425,663351356.004211,257905851.324399,509260154.999714,550183550.674522,0.000102992106560556,9.0918952232944e-05,5.41592268451303e-05,0.000133131779209053,83.2898539012207,38.7301384462949,44.7915916036861,0.0590713306062639,54.0694603266985,86904177.7305002,11.4192819388962,0.0362865765079948,518.5,54.4005385363946,100505100,7.01199547180532e-05,0.000405543542063908,52.11387,6.30114333078104e-09,2.70247816535951e-06,0.0018500529247929,"Cascode_Null_Pin_1",65,3.3,1.6,0.1,0
