MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS2,VDS3,VDS5,VDS7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,gmid_offset0,gmid_offset2,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,1.1,1,1.36,35,14,63,0.553591152673058,0.918824988669922,0.481776449824842,0.906346543756662,0.908372346142493,6007200447.96205,1702112104.44793,3034074022.41325,48646510641.195,1788449510.11861,0.00042777690280383,9.10887112160479e-05,0.000627795075288133,0.000139114711486107,0.000117674508157454,4,-6,-6,-1,15,60.3191711615694,84.2204078848036,108.323343233315,2762.24525244954,44.2737186201029,223605901.114538,3.80447105390487,0.0074225196482915,-70.5276594,43.4096934847793,287599400,0.000156176972199496,0.000383083675277211,46.60198,1.09599482771102e-09,8.16330844902013e-06,0.00160930652718982,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,10,10,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,9,-5,-6,-1,15,55.0857994090942,95.3982462560423,132.719712766206,3384.35267553826,42.068252216388,291100845.499586,3.73611562990227,0.00932588965663867,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.58317106303018e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,10,11,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,15,-5,-12,-1,15,55.0857994090942,95.3982575570766,132.719712766206,3384.35267553826,42.068252216388,291100879.983874,3.73611562990227,0.00942470789705026,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.58317028692989e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,11,19,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,15,-5,-12,-1,15,55.0857994090942,95.3982136597552,132.719712766206,3384.35267553826,42.068252216388,291100746.034374,3.73611562990227,0.0102367063323711,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.5831745594509e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,11,20,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,4,-5,-6,-1,15,55.0857994090942,95.3982306906336,132.719712766206,3384.35267553826,42.068252216388,291100798.002867,3.73611562990227,0.0101103234087372,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.58316790435115e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,13,51,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,4,-6,-6,-1,15,55.0857994090942,95.3982308958836,132.719712766206,3384.35267553826,42.068252216388,291100798.629173,3.73611562990227,0.0101122739924474,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.58316786189997e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,13,53,0.553591152673058,1.03638803477279,0.482203379785614,0.907922914486117,0.906871432550983,6007200447.96205,1939455084.85764,3046342894.7564,48733265318.9159,3863426697.21813,0.00042777690280383,0.000104798805093574,0.000630887807601162,0.000139380722823579,0.000171505114026262,15,-1,-12,-1,15,55.0857994090942,95.3982309354488,132.719712766206,3384.35267553826,42.068252216388,291100798.749903,3.73611562990227,0.0101122810701158,-71.6393546,42.1833333226269,404984600,0.000179495743570337,0.000433739087683455,39.21235,9.58316785357999e-10,2.36383012594543e-05,0.00276758749467176,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.366,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,12,36,0.553591152673058,0.982236464982639,0.481988444629234,0.907128933234145,0.907628089918071,6007200447.96205,1798964786.76183,3040167565.93214,48689653676.7169,3868960573.3726,0.00042777690280383,0.000117186521348878,0.000629330714228953,0.000139246995072467,0.000171765018172595,-8,-5,-6,-1,15,57.31766962097,95.5806220089693,131.32947696644,3348.90166264423,42.808180460506,291857133.855054,3.79990841994909,0.00947434927783157,-73.5683729,42.361125882263,401016900,0.000179618696096632,0.000439279183658336,38.51407,9.78315291848036e-10,1.41513743250748e-05,0.00199851035239329,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.18,7,1.12,0.607,6,0.366,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,13,59,0.553591152673058,0.982236464982639,0.481988444629234,0.907128933234145,0.907628089918071,6007200447.96205,1798964786.76183,3040167565.93214,48689653676.7169,3868960573.3726,0.00042777690280383,0.000117186521348878,0.000629330714228953,0.000139246995072467,0.000171765018172595,-8,-8,-6,-1,15,57.31766962097,95.5806222126615,131.32947696644,3348.90166264423,42.808180460506,291857134.477032,3.79990841994909,0.00947442180052252,-73.5683729,42.361125882263,401016900,0.000179618696096632,0.000439279183658336,38.51407,9.78315287423136e-10,1.41513743250748e-05,0.00199851035239329,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
0.681,7,1.12,0.607,6,0.3,0.18,7,3.68,0.18,1,0.3,0.721,1,1.36,35,10,16,0.730769141742297,1.03541248438543,0.482043761008153,0.907296206461296,0.906275039218555,825242868.19688,1937645151.57732,3041285910.9145,48698855892.6093,3859168811.03551,0.000202852266565618,0.00010469475304646,0.000629645811892926,0.000139275211500987,0.000171304082052845,9,-5,-6,-1,15,55.6570618753466,97.7632254250698,122.098630346094,3113.5150738254,40.882705950267,302064051.375981,4.22923160869679,0.0121852180559018,-74.4006384,42.1999355984562,377254400,0.0001817500755841,0.000417294809551351,39.20508,9.32469219158981e-10,2.31186281424611e-05,0.0031272929684768,"PseudoTwoSt_Null_Pin_1",180,1.8,0.8,0.1,0
