MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.4,30,1,0.36,30,1,0.85,30,1,0.85,30,1,0.16,30,1,0.36,30,1,0.72,18,0.95,0.48,8,0.99,8.929258,11.32596,0,22,531.0006,188.227,620.0719,340.5534,74.49559,787.0698,550.8163,220.654,25086070,4419425000,3376732000,30693560,4707862000,2930651000,987165900,1042423000,0.2343894,0.1945577,0.07174136,0.2467121,0.06739713,0.04551119,0.00064295,9.693181e-05,57.935971067684,0.247851609343072,476.197297030844,337277.38669261,69.0252362287294,1000,100.94441919322,0.5,1.81321097727056,72.7290758686692,1921300,0.000249053840018787,0.000191590495794245,27.43649,1e-06,2.76573535131648,0.0011986585994066,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.4013916,30,0.1,0.6114817,1,0.7459088,0.85,1,0.9799289,0.85,30,1,0.85,30,1,0.8479907,30,1,0.2028398,30,0.9657409,0.04,4,0.7983011,15.8115,6.693723,37,33,16.94545,479.5783,155.5055,78.13653,367.2624,24.63631,70.65471,133.5849,341668700,443508400,1234899000,40589550,421499100,190949100,1364574000,12402710000,0.0177823,0.005997833,2.513569e-06,3.334315e-05,2.468008e-05,2.062094e-05,0.001235274,0.0002160155,50.1891165791598,29.7080114977802,491.436375569046,4327.24326186315,79.8002794259392,72682.1558023612,132.723364449547,0.0479157416521725,513.5,73.735566606635,1202324,0.000151021647061147,0.00011050737586836,72.38214,2.08136803324272e-06,0.299042913453048,0.000331665307703677,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.7251948,26,0.1359416,0.7685521,1,0.4838281,0.8408478,1,0.9799289,0.85,30,1,0.85,30,1,0.7787357,30,1,0.2028398,30,0.9657409,0.04,3,0.8599639,11.76502,6.693723,29,7,16.94164,400.4488,167.8292,97.33652,427.0067,149.4403,67.46882,164.791,242833700,299662700,1273618000,66804960,375075600,174151200,611111800,12225880000,2.542734e-05,0.007480432,2.513414e-06,0.0513281,2.720742e-05,0.001804357,0.001148966,0.0001869079,52.0513856592794,50.79884532818,572.969326425873,8561.29168754488,77.3525003054607,120971.913320803,114.925956905546,0.0446276782185548,539,72.9209542783943,1364464,0.000146999444743231,0.000119861146775535,70.3586,1.24512210284021e-06,0.510269166332934,0.000383534880483705,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.6160064,30,0.1,0.8245026,1,0.4286277,0.8408478,1,0.9779863,0.85,30,1,0.818341,30,1,0.8286674,30,1,0.2344734,30,0.9663183,0.04,1,0.8599639,14.74929,8.06173,33,41,195.3932,667.4249,86.5177,153.3424,444.934,61.55676,166.085,17.60329,270826300,1636190000,8407321,65879890,953364100,906145800,615439400,20986860000,0.0471194,0.006542022,2.515192e-06,0.01137872,0.02013994,0.008508907,0.001109094,0.0001991291,49.5479597690736,39.235646185014,415.27720112085,42521.3608770473,75.9911435094806,105202.088448105,128.26846940522,0.0491433166747606,493.5,75.0799295240712,1113478,0.000165511638228705,0.000172973277061952,71.46502,1.28749391979858e-06,0.681163128243624,0.000735486168518262,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.5099645,30,0.3190863,0.667109,1,0.3974373,0.839562,1,0.9667576,0.85,30,1,0.85,30,1,0.85,30,1,0.2113327,30,1,0.04,1,0.656817,8.632117,9.696073,29,35,17.0573,413.9552,77.89908,134.1483,426.6447,77.54135,123.0904,452.7803,283668100,1708001000,11816780,78844610,1744563000,825192100,1079890000,27013720000,2.009563e-05,0.01457555,2.528591e-06,0.07328774,0.006929281,2.804391e-05,0.00108864,0.0001914169,50.0205082924967,42.1006082739907,618.925851871213,62854.5079723861,74.3378215395002,140826.536410435,98.9994025476731,0.0463126570147617,502,75.3503302978348,2070307,0.000206481484023798,0.000217223004238184,66.25075,7.45847410806986e-07,1.21702653652381,0.00052025109508419,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.3785403,30,0.459894,0.7408122,1,0.4699504,0.8413369,1,0.9803782,0.85,30,1,0.85,30,1,0.741062,30,1,0.2551511,30,0.9640401,0.04,1,0.8599639,11.76502,5.22939,36,3,16.88625,116.912,201.8189,90.12899,453.0588,100.0999,127.9465,226.4053,243773800,121620800,1172206000,64587360,1082167000,314550600,449734100,18380030000,0.0001013686,0.009363915,2.513546e-06,0.03833201,0.01309043,1.683564e-05,0.0008916709,0.0001767254,46.4218786714339,60.9692033086205,684.916556161245,24126.8137752168,75.0203889183828,106432.350857001,114.938773873446,0.0400626092906471,577.5,72.9341113793749,1195641,0.000107757652134524,0.00017532432615474,67.01008,1.39644792944139e-06,0.410631049318493,0.000877573940087306,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.1976475,30,0.1,0.85,1,0.8186184,0.8470026,1,0.9625363,0.85,30,1,0.85,30,1,0.7542845,30,1,0.4035013,30,0.9712966,0.04,1,0.7291569,9.783123,6.003744,35,35,16.92254,166.7207,264.9721,53.33317,420.4255,39.26731,164.2837,308.7929,353467500,2630709000,314140900,58540570,31798060,438665100,193764700,26224660000,0.0108542,0.008008001,2.515743e-06,0.01334316,1.696253e-05,2.410285e-05,0.001070633,0.0001979681,44.9774061339201,56.4736020976745,781.786578493479,124342.073339952,77.5628305368051,116176.96334859,105.133473097911,0.0541856250415479,498,75.7678789583139,1608284,0.000126987074035942,0.000207283644178335,55.34347,1.09357538360146e-06,0.845110339985931,0.00198101548456819,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.44,30,1,0.32,30,1,0.85,30,1,0.85,30,1,0.36,30,1,0.4,30,1,0.24,11,0.98,0.36,3,0.91,11.3347,23.10179,1,20,647.0398,167.3205,403.0684,557.379,272.3454,216.4287,104.2109,749.3779,44638810,156858600,4616010000,53669540,5071478000,2871612000,6531044000,3834326000,0.1972852,0.1082118,0.102621,0.07622493,0.1490093,0.1534817,0.001119523,0.000160367,53.5048880192384,71.2162412885952,118.686118655083,4163177.90232709,62.1118619856271,607114.759827269,113.313539791148,0.0948833141673718,-67.1723044632371,73.471383839603,1011793,0.000526231363300349,0.000263602727058846,55.67621,2.4904045317025e-07,15.5524926216617,0.000462888744926171,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.48,30,1,0.4,30,1,0.85,30,1,0.8,30,1,0.36,30,1,0.44,30,1,0.76,30,0.98,0.6,7,0.94,9.934187,14.30473,4,41,340.6126,207.2867,462.8327,218.9582,118.5949,602.1328,339.3653,226.9044,46940530,2971996000,2162111000,53659280,3278950000,1971711000,698467400,1137620000,0.1501154,0.1245705,0.05007514,0.1580056,0.04322327,0.02919301,0.0007128533,0.0001157086,54.7579106973347,122.085744278657,231.038428684175,1070184.76176155,65.194609907829,626812.892195597,106.45102931865,0.0652567568120844,-49.7093744367382,74.9435889762627,1186198,0.000316926059367921,0.000230998808143848,40.31459,2.16098718370934e-07,8.3055743193416,0.000548840415186158,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.56,30,1,0.4,30,1,0.85,30,1,0.85,4,0.9,0.48,30,1,0.28,30,1,0.85,30,0.99,0.52,5,0.96,9.110971,9.294292,2,18,374.1839,226.0349,76.54855,483.8299,577.3715,479.1986,543.0701,781.0372,43837130,1110241000,5202667000,264966900,2780206000,5261570000,40856090,1680316000,0.03170917,0.1023666,0.1206137,4.539008e-05,0.1773648,0.1162335,0.0007434997,0.0001203501,47.3073314625265,66.3486372227303,363.954825853311,209077.564832076,60.8733747850901,256949.123169566,101.552983309207,0.0776443021698061,-51.3179012130651,73.3945360504132,1409492,0.000239056258722099,7.8829946749185e-05,60.16748,4.5121084796753e-07,10.3812544454447,0.00022672356630199,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.85,30,0.1,0.85,1,0.3618065,0.8498535,1,0.9776707,0.85,30,1,0.5672566,30,1,0.6712025,30,1,0.5262658,30,0.9918036,0.04,2,1,9.950768,7.527101,22,45,100.9776,781.7653,285.918,117.3402,343.5441,119.4569,229.6887,23.21607,164111300,1196534000,198409600,67752410,1237161000,752257100,739857500,13537770000,0.0001051262,7.847002e-06,2.513535e-06,0.03179554,3.491181e-05,0.008401376,0.0008952109,0.0001924104,38.9585164342066,70.8723295430543,672.819261707926,302791.580616637,67.5104801987601,166252.476640138,105.732631826248,0.0646601789081682,456,70.5998421942557,1578301,0.000144802613716808,0.000144733363810589,47.72677,8.76841758179449e-07,0.65972097946404,0.00379444293415676,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.85,30,0.1,0.85,1,0.3618065,0.85,1,0.9776707,0.85,30,1,0.6210122,30,1,0.64128,30,1,0.3842092,30,0.987174,0.04,2,0.9000704,8.632117,7.527101,21,17,124.9777,491.1075,276.2064,146.1402,353.7573,39.55449,212.6767,216.8078,127258300,1444692000,247931700,67508300,1830341000,878454900,937775300,14167460000,0.0001127174,0.01212957,2.513581e-06,0.07713209,3.329807e-05,0.01047749,0.000802867,0.0001814711,41.7721384723819,81.437226425355,771.966527992391,146281.459900606,68.9655608483125,194258.149212742,98.7394678783566,0.0691638008969526,489,72.0526142694148,1841428,0.000147245237895663,0.000149018316780453,52.33187,7.532858006263e-07,0.659457509714803,0.00236426616554136,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.3153195,30,0.2550805,0.85,1,0.8826751,0.8440382,1,0.9809899,0.85,30,1,0.85,30,1,0.85,30,1,0.2748797,30,0.9657409,0.04,1,0.8187884,11.65799,5.22939,35,20,16.88695,209.7079,253.6711,101.329,393.7214,30.08366,96.20411,78.40283,301999000,325477900,8048539,64727160,431061400,574744800,722765500,19416440000,5.014588e-05,0.01230409,2.513744e-06,0.02885269,0.006108916,1.680084e-05,0.001125369,0.0002034902,46.8402684175897,61.7211327311188,700.484071677667,27727.5346343606,76.3900272615546,106428.948977875,114.437034703386,0.0513720506786224,514,73.5037944321685,1207881,0.000106441471791046,0.000180290043754696,64.76459,1.13728274412833e-06,0.531361895550101,0.000826878877650206,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.85,30,0.4458924,0.85,1,0.1403957,0.8398753,4,0.9650211,0.85,30,1,0.6661376,30,1,0.3932491,30,1,0.235178,30,0.9958294,0.04,1,0.8454951,8.405148,10.92205,43,52,16.7692,391.6295,140.3086,99.75228,401.9581,89.09841,122.3006,231.2011,144722400,66328810,608515300,71174890,242063700,1092260000,871399200,24223620000,0.006610336,0.01491726,2.513318e-06,0.02408428,0.008245988,0.002285911,0.001992636,0.0002345546,54.2768009508695,90.0427781462755,683.780401027226,17780.7224344354,78.889757588078,330133.834384772,97.6108487039007,0.0410482486377121,497.5,75.1728793939199,2507020,0.000226321668119137,0.000198103769371766,62.53361,4.53122228040302e-07,0.620980732624988,0.000419066932217493,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.1346836,30,0.2317736,0.3967909,1,0.6522868,0.8359775,1,0.9692818,0.85,30,1,0.4074778,30,1,0.7583951,30,1,0.1943567,30,0.9144088,0.04,6,0.7225067,5.304311,2.243935,42,31,16.76992,192.2012,114.8402,60.50106,199.6286,21.28918,41.46755,35.15202,214565500,476931600,1242592000,13771730,622426700,187438800,724544300,9672878000,0.01069415,0.006559705,2.513278e-06,0.00887379,1.169843e-05,9.012064e-06,0.0007637656,0.0001938655,42.483801590362,97.3680828511894,1332.77254025794,4278.6657201347,78.1042205245579,107618.641508653,77.9512642788535,0.0409338122334752,509.5,65.8879135033776,1473082,6.82269366359565e-05,0.000109346877942613,50.14704,1.4138365780557e-06,0.680248971589519,0.000195640568097399,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.4824815,30,0.842037,0.5668949,1,0.2841156,0.8485423,1,1,0.85,30,1,0.4430567,30,1,0.3670179,30,1,0.2560802,30,0.9748238,0.04,3,0.8809742,5.966158,5.22939,40,29,16.88491,499.679,149.1384,18.92891,333.4267,36.95342,148.0993,59.9929,243999800,770050400,390534500,70830290,971491100,825665000,775933200,11352410000,0.03426388,8.22857e-06,2.513317e-06,2.700752e-05,0.006121471,0.003399787,0.0005992719,0.0001720801,40.5626129999699,119.085874176436,1395.77831972064,29802.9880462187,69.1713358566039,213405.917919259,82.5010947529981,0.0461543452169344,519,69.0824696959215,2501282,0.00011061937363212,0.000129658618924721,56.9688,5.83082969850472e-07,0.245759370702304,0.00200954779800799,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.4861632,30,0.3148472,0.8329379,1,0.5123997,0.8403595,1,0.981929,0.85,30,1,0.4930645,30,1,0.85,30,1,0.2089299,30,0.9205211,0.1265838,5,1,7.648218,4.789871,47,18,16.86882,248.2633,368.9251,16.52627,395.8731,70.25824,73.81467,84.17004,188719600,49161930,473561000,48892090,179756000,230677800,520753500,9131330000,0.01143025,0.001550921,2.513604e-06,0.001438925,4.091014e-05,4.039051e-05,0.0005533426,0.0001008956,52.8589212713739,96.2331128455027,1238.58739803942,2405.35883469534,77.223150548164,162929.538859651,93.0294351006546,0.0413296077102973,540,73.3703647057327,2097017,0.000104510585229643,8.04913377386936e-05,52.42031,6.2999716237886e-07,0.471886607300431,0.000314823210883775,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.36,30,1,0.84,1,0.1563605,0.85,30,1,0.85,30,1,0.28,30,1,0.48,30,1,0.64,14,0.99,0.36,2,0.89,12.38171,15.04673,2,9,16.61448,371.9156,622.6654,361.3632,458.0137,562.2957,848.9826,61.38731,76955290,4669159000,452503200,32632090,7682225000,1794288000,1706531000,7218261000,0.1848073,0.1544386,2.519644e-06,0.1705961,0.1297403,0.01785248,0.0007563951,0.0001039421,56.0936881961369,187.579057588153,135.734417757157,2508431.28515985,58.8567996015087,923908.66014391,118.151702200265,0.0400442328775698,-35.6187022294782,73.5556236635664,668551.2,0.000304039264871097,0.000270649697214069,46.90224,1.90392729956103e-07,5.14581209695688,0.00114259267680406,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.72,4,0.96,0.44,1,0.1,0.85,30,1,0.85,30,1,0.4,30,1,0.44,30,1,0.6,24,0.99,0.28,2,0.65,7.717108,17.87729,7,26,16.62402,561.3594,342.6524,16.56937,283.4534,293.7779,253.9666,91.68113,66564190,1118582000,1820629000,81007390,4301881000,2175473000,2342572000,7471829000,0.05375831,0.0001356094,2.518746e-06,0.04257932,0.03880093,0.01178439,0.0007303515,0.0001354498,58.327869545059,146.100342870847,181.408725219178,1141666.82955388,63.7508110031018,825406.295215039,94.3454260258546,0.0400869805279672,-6.92130654483444,74.0375395083597,1024884,0.000348739810436396,0.000327650111827162,47.99202,1.90880256238733e-07,5.37583648752599,0.000570435366094801,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.4,30,1,0.56,30,1,0.85,30,1,0.85,30,1,0.48,30,1,0.44,30,1,0.85,15,0.94,0.6,5,0.82,12.08871,7.465605,1,10,446.9834,410.1207,134.2955,266.9401,319.6204,268.7877,127.2284,251.1146,38702410,4468315000,1094893000,38240890,2618131000,1886089000,837768400,1184387000,0.1428598,0.1332368,0.09605723,0.02001459,0.2513582,0.1254325,0.0004961321,8.392114e-05,54.0724009245636,219.124443495211,235.172662021731,1925419.48301368,66.8974041831442,586375.852084451,117.065580722943,0.042358850974012,-53.1336198992646,69.5152246717993,629320.8,0.000165184858771439,0.00019620360809052,49.42871,3.50734843068545e-07,5.99537659080055,0.00198818779557397,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.52,30,1,0.32,1,0.1,0.85,30,1,0.85,30,1,0.44,30,1,0.4,30,1,0.76,30,0.98,0.36,3,0.7,7.948647,13.18617,10,12,253.4078,310.1618,172.7189,282.9586,462.5286,555.2023,222.5978,391.8827,75891830,2469695000,3604594000,92115890,3449242000,2332641000,624460800,4221946000,0.08845851,0.02280727,2.518124e-06,0.1047274,0.1024875,0.02569619,0.0008667059,0.0001575395,55.5734369414465,179.898743909001,253.938013722448,734583.390441211,64.13981860382,770923.933933775,95.8212324226734,0.0527638452978025,468,73.3349259919833,1088206,0.000264526011257074,0.000266509504503345,49.08607,2.51406664289603e-07,4.44176444677282,0.000668854616483583,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.6,30,1,0.56,30,1,0.68,30,1,0.76,30,1,0.52,30,1,0.32,30,1,0.84,12,0.94,0.85,14,0.94,10.02831,8.51136,1,2,166.9791,572.9199,790.8543,204.5387,664.5661,411.9812,107.9653,888.6005,42465150,1859177000,1229726000,44917280,2557103000,4199086000,2479639000,77932620,0.1076319,0.04080325,0.03808159,0.08386018,0.06849343,0.09867951,0.0006337591,9.418342e-05,57.8651701334697,189.492386837091,365.691722017323,3209499.29474914,52.0032732951524,576845.604196443,106.854530975528,0.0393053718302517,-9.666184,65.8093292792774,1113225,0.000187911260920851,0.000227657866861004,40.60628,3.63040883265777e-07,3.64954838567274,0.0034023964435293,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
0.652,30,1,0.04,1,0.1,0.85,12,1,0.85,30,1,0.5020148,30,1,0.4,30,1,0.48,30,0.992,0.24,2,1,8.632117,11.73993,15,32,457.4609,166,162.2821,423.7548,498.6988,486.3721,177.3121,476.7332,70497430,3061306000,6615895000,65943930,4397760000,1498156000,1258731000,8514175000,0.1319632,0.04400878,3.518264e-06,0.2107353,0.03134849,0.01827653,0.0009405824,0.0001365244,55.1614536534363,128.199709394517,404.09209345307,150224.414187933,80.5006611653949,506846.722430198,99.0566874118048,0.067910558412198,459.5,75.4158329595688,1597607,0.000244047625893071,0.000187933960058552,51.90455,2.705104568313e-07,3.16759311645318,0.000586302314900089,"R2R_Miller_PNin_2",22,0.9,0.3,50,0
