RESISTOR_0,MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.11,0.08,30,1,0.04,30,1,0.85,30,1,0.7418183,3,0.83,0.04,1,0.1,0.04,30,0.99,0.04,30,1,0.04,1,0.372906,0.2292198,39.72405,14,23,27.87464,17.03983,95.36085,240.7499,115.5079,16.30065,48.09795,17.19339,392259400,90990020000,179200700000,1511885000,286656200000,187027400000,249925700000,328806500000,0.1132053,0.04266711,0.07102194,0.0002471014,1.652388e-05,0.04005764,0.07228231,0.0003689827,16.0785775323723,1.60386889356962,5.83823177245824,396995199176.77,33.5784341761453,12429207.5063673,21.7515785957939,0.0692330619061221,-90.295975478855,23.4765407130716,45243470,0.00956730359112659,0.000848218514785719,57.1983,1.484243678105e-08,6.68614413765101,0.0316252886255854,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.09,0.85,30,1,0.08,30,0.98,0.76,30,1,0.85,2,0.8,0.85,25,0.98,0.04,30,1,0.04,21,1,0.04,1,0.267837,0.1990302,29.09684,11,50,139.838,192.4274,172.6413,136.7986,545.373,16.31705,139.2751,407.5712,524362800,652338800,60421530000,1401203000,92936970,223704100000,240859400000,324225000000,0.04792315,0.03225564,0.010151,0.0001057802,1.110028e-05,0.1077649,0.02814951,0.0002672244,11.2719441040726,3.92277325176267,7.11653975416317,12052304607337.3,27.6676124071254,20280301.9568479,24.1824647478292,0.106679956397322,-193.519734891297,20.6310775611341,36791720,0.00638257890945359,0.000907503791081897,60.83298,1.10256662194111e-08,52.7603113226927,0.0396130232460344,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.08,0.04,30,1,0.85,30,1,0.52,30,1,0.85,3,0.9,0.08,1,0.1,0.04,30,1,0.04,18,0.99,0.04,1,0.2757612,0.2062664,41.64249,10,30,178.2294,84.09193,396.7806,16.77079,231.2741,172.4835,191.2793,245.9924,733262600,139010700000,117302600,1205803000,120546300000,123656100000,235128200000,440987900000,0.07464864,0.1791743,0.01676378,0.0002413747,5.029335e-06,0.1412198,0.02372005,0.0002628264,23.3848401744775,3.30149007786273,10.234170374871,2630321426645.87,38.7604010585024,15404707.8725838,19.8637594641095,0.0494134773017969,-181.10622280442,20.5468290386651,47752500,0.00576047706304154,0.001047668591968,50.65992,1.39224851869829e-08,160.29788450745,0.0260670361787267,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.08,0.04,30,1,0.84,30,1,0.52,30,1,0.6465285,4,0.84,0.5269516,1,0.1,0.04,30,1,0.04,17,0.911019,0.04,1,0.3288322,0.2062664,41.64249,12,34,143.0318,68.98755,420.4713,267.1003,230.99,138.9251,290.4945,233.2493,736169400,115867700000,167505400,1128421000,96453970000,101108000000,208513500000,414963600000,0.05987968,0.1437867,0.01343619,0.0002616303,5.026601e-06,0.1629298,0.0119829,0.0002600542,29.31234415713,3.44918947794351,13.8520934306168,3783215316081.13,42.9095919438243,15485080.5202018,19.8401605902775,0.0422936054950067,-139.859295060759,24.0475864215925,62188750,0.00554257267700819,0.00104107568184154,55.97933,1.34673451439401e-08,1433.12014888638,0.0132024193558699,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.06938227,0.04,30,1,0.04,30,0.99,0.64,30,1,0.72,2,0.77,0.04,30,1,0.04,30,1,0.04,30,1,0.04,1,0.3253239,0.2106488,36.54905,10,36,221.4389,283.5467,130.5314,442.4044,321.9048,222.6911,169.6835,165.1528,901808800,238394200000,260159900000,1085915000,205269600000,415321900000,490331400000,647153100000,0.01552813,0.1160371,0.04598546,0.0001056264,0.08218018,0.1623106,0.07132362,0.000306744,6.76476821873864,5.56681502086764,5.8029413463325,36230624910951.3,23.7600995435121,40152989.773531,20.1073635145436,0.0959503152535827,-191.83828709881,23.9504077578509,41856150,0.00890483914539611,0.00072200418094349,58.20245,5.40676683173189e-09,40.4995468832434,0.053361456712765,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.04,0.04,30,1,0.04,30,1,0.8,30,1,0.76,5,0.93,0.04,1,0.1,0.04,30,1,0.04,30,0.97,0.04,1,0.3562193,0.2153304,38.32324,11,9,323.0666,184.4295,215.7833,294.2878,305.103,200.2983,17.72612,53.24364,545900600,247230700000,184242400000,765640000,256488800000,351323400000,442293600000,438353500000,0.03293834,0.1448243,0.06944657,0.000177648,2.319991e-05,0.11153,0.04253052,0.0003360279,21.514155773989,5.61039565763368,6.55589435097122,47495484536.0009,41.2076783099921,45142282.4214052,21.3597531439855,0.0879979978407587,-110.957414280164,27.2928957065982,52749940,0.0099335619565623,0.000955552693712296,37.35451,5.32059732009718e-09,5.25658555620266,0.0161906415382468,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.07936183,0.85,30,1,0.85,30,1,0.5142246,30,1,0.8157013,4,0.7323708,0.12,19,0.1,0.04,30,1,0.04,23,1,0.04,1,0.406694,0.2145622,41.64249,14,4,60.62926,347.0331,685.2897,83.94966,201.714,38.79512,76.11176,84.47576,388398500,450241100,90858570000,1030313000,48708660000,153772500000,18410980000,317207500000,0.00016624,0.1168097,0.005557065,0.0003567831,6.60852e-05,0.06373582,0.0653664,0.0004443241,17.1135607323832,5.54685812300372,12.6122202604184,40226242685.7795,40.5906077100334,27813023.090202,20.7105842383062,0.0710943973597141,-59.812069075,27.4008935969649,63240120,0.00619036304553346,0.000778280243589351,43.44512,5.78609320338814e-09,4.52335558858842,0.0212722911280654,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.08,0.04,30,1,0.85,30,1,0.2336369,30,1,0.4988296,6,0.9184302,0.85,1,0.1,0.04,30,1,0.04,1,0.97,0.04,1,0.4393632,0.2062664,41.64249,14,43,147.7647,252.2978,453.6432,127.0402,269.4197,155.1614,105.1383,292.5383,1140390000,82109220000,188300400000,1424190000,61980180000,270287900000,721291700000,355053400000,0.03863942,0.1423217,9.274988e-06,0.00026371,5.026807e-06,0.08994676,0.02308427,0.0002895233,68.0945298772715,12.9202212988094,39.2154387097511,30660978149.2165,41.2610636869988,29204753.6812378,18.1353309106381,0.0467386389204703,-109.794298791759,40.7393611091796,88642230,0.00279060633904474,0.00112406123732799,48.0565,7.20366420526813e-09,1100.26037480716,0.00438344974658958,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.04561254,0.08,30,0.9938975,0.6934614,30,1,0.48,30,1,0.2740238,8,0.9142799,0.08,30,0.9225152,0.08,30,1,0.04,30,1,0.04,1,0.5928191,0.183579,29.81876,26,33,87.82106,48.67607,458.3384,74.13517,103.3897,82.6607,17.80091,17.47628,484114300,80667520000,10188580000,1205113000,32797860000,24402870000,8027366000,279986900000,0.03526433,0.05200778,0.01027754,0.0006280243,0.07680145,0.02404459,0.03764681,0.0005544005,18.1651137019006,16.5255545972247,60.4870133065717,3771301099.26399,41.9262978926919,31843876.3703454,19.2791775540828,0.084581290184349,424.5,42.0608094117478,116555300,0.00237894754977316,0.000916943252682093,50.77419,4.38531765667617e-09,3.71714341242871,0.020610337032621,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
0.04561254,0.08,30,1,0.6934614,30,1,0.48,30,1,0.2740238,8,0.9142799,0.08,30,0.9225152,0.08,30,1,0.04,30,1,0.04,1,0.5928191,0.183579,29.81876,26,28,49.42106,98.27504,533.5463,58.13517,81.78958,56.2607,110.6009,56.67621,527189000,43900760000,31868940000,1213178000,39455570000,35831050000,106264400000,320707100000,0.02007748,0.04829193,0.006017306,0.000410114,0.1198137,0.03734726,0.0359649,0.0004605312,18.1504295414114,23.0246878358776,60.4712413157767,3789776184.81528,41.9130801118774,44363363.9728951,19.2795573901957,0.0817508037523439,447.5,42.0480566113713,116514400,0.00237873301658315,0.000916972722756263,50.80505,6.07385838237298e-09,3.72118960885739,0.0206273892646608,"R2R_SMCNR_PNin_2",22,0.9,0.3,1,0
