RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.3615898,0.04,3,1.396281,0.2790147,29,1.955512,0.1,4,1.793122,1.096279,30,2,0.6206608,2,2.243316,1.3,30,2,1.032809,1.028282,50.54477,22,17,157.6243,8.794832,28.01964,288.0734,54.85757,12.40526,436383700,42367090000,932077600,461431800,10652400000,35067970000,0.000381052,0.0007443052,0.0004335345,0.0239853,0.01052155,0.0005427388,32.6625047603645,10.1686130509289,49.4908397020148,255.905317963742,31.1549212011298,9344334.54442179,54.4561074333425,0.369759412362853,-14.402314575,75.5078977087471,45479060,0.00226898504823854,0.000372559903980472,45.62076,0.000130000003315047,1.62381056309568e-05,0.00296906001955421,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.3615898,0.04,3,1.396281,0.2790147,30,1.99,0.1,4,1.793122,0.9653194,30,2,0.580096,2,2.243316,1.3,30,2,1.032809,1.028282,50.54477,21,5,175.0384,8.794573,34.39293,339.2678,66.18575,12.40793,443642000,40723450000,924330400,461573700,10396230000,40631810000,0.0003441601,0.000797647,0.000410547,0.02971172,0.01059885,0.0005373424,34.8131404744543,9.41856312753506,50.6983611637499,176.780424230712,35.2437987207934,8698157.01569896,53.8717674654053,0.366832329300662,-11.802025125,74.98024807224,46820550,0.0022802767908592,0.000373634534698038,46.40667,0.000139000018558952,1.54035242552336e-05,0.00312035006733552,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.1528558,0.04,5,2.098663,0.1611864,17,1.98,0.04,3,1.320676,0.9428799,30,2,1.016927,30,2,1.3,30,2,1.233226,0.3002448,39.03226,17,18,163.0949,108.8359,64.82499,189.9521,79.0412,66.38673,439314800,14084970000,418227400,453702200,73479370000,31372730000,0.0002241303,0.0007033242,0.0002518873,0.1238916,0.009125683,0.0003694575,49.9069949546374,47.7069296701206,46.3150309982964,11191.355123286,21.4780408293417,34329930.9963057,52.0823185089143,0.0321591168476564,-33.1076716514189,59.9407604536855,33328320,0.00177679138660568,0.000567757241225825,51.15681,7.99863164636108e-09,0.000147447650269447,0.00717247538553889,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.1701472,0.05,4,1.81,0.4,30,2,0.15,4,1.51,0.7071873,30,2,0.9,2,1,1.3,30,2,1.29662,0.7369508,37.70117,12,24,115.5529,77.98116,46.53402,152.3906,112.6245,16.93635,458126000,42446440000,619853900,452479100,16343040000,18255430000,0.08634735,0.0006240945,0.0001353112,0.05764874,0.008461015,0.0004712604,30.5540882096191,37.2102136944858,31.5856088171313,248.057694578943,29.5410267787228,26106776.4677043,52.4369453839562,0.0371978652682431,-74.67025005,75.4659847112188,22160540,0.00173235168689773,0.000425789731450451,66.78184,6.28292189049128e-09,1.1236466858498e-05,0.00261477399575483,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.1454799,0.75,14,2.15094,0.15,18,1.850839,0.04269775,2,0.9373219,0.5238251,30,2,1.3,30,2,1.3,30,2,1.233226,0.6528055,45.71136,15,49,154.4913,241.2139,125.6348,311.3604,98.36063,73.64993,504046600,543837800,415215300,459168700,188713200000,318377200000,0.07885488,0.0006285375,0.2120905,0.05366187,0.008961084,0.0005295259,35.0512391415088,51.3478294163592,43.6482587431877,1262.35133303995,31.2185276173052,44860688.4821706,55.098039642483,0.0335903819504311,-58.414785825,67.141765821903,38133860,0.00215719210166754,0.000562902598051339,43.85607,8.279399683716e-09,1.90674443160979e-05,0.00726939317730196,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.1528558,0.04,5,2.098663,0.1611864,17,1.98,0.05,3,1.61,0.8983184,30,2,1.016927,30,2,1.3,30,2,1.233226,0.3002448,33.9551,16,11,183.5048,132.8397,80.02165,216.4672,96.06237,81.96229,439006400,11938080000,416731400,449836100,84478660000,32895170000,0.0001617976,0.0006573948,0.0001341209,0.1546359,0.009105502,0.0003650854,44.1672675609609,45.5190953245606,53.0290718582453,13639.6227677086,20.862451534275,28648879.2496292,51.8781690022306,0.0403184657122454,-33.4147475952146,59.6980138210821,33375520,0.00155402854453715,0.000577935176543333,54.58775,9.08378815634312e-09,0.000156282982149501,0.00679482178906859,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.1628242,0.05789243,23,2.098663,0.15,17,1.98,0.05,3,1.606844,0.5912932,30,2,1.016927,30,2,1.3,30,2,1.233226,0.5469047,33.9551,20,33,163.5246,111.1148,8.811116,190.0497,10.31302,87.55863,470019400,7975666000,417145600,450471900,108309800000,30521080000,0.0002290245,0.0008539691,0.09354014,0.0001743936,0.01007031,0.0004214779,43.3404766700949,36.4026067505844,57.7783552151465,1229.78837567022,33.9875251926111,23583758.0251889,53.0531055322767,0.0468688511518627,-27.1094571,66.7988818196776,37432230,0.001599651961623,0.000432337156843856,57.00389,8.79864991167394e-09,6.62151092355495e-05,0.00636316079254673,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.15,0.15,4,1.569705,0.05,8,1.86,0.05,1,1.742251,0.55,30,2,1.25,30,2,1.2,30,2,1.083859,0.6274316,40.11843,14,40,48.50503,288.5983,288.0307,502.5552,304.8233,181.906,485484600,14214130000,417925000,485002600,200528400000,167590500000,0.2244863,0.0006792304,0.2360975,0.2148962,0.00969745,0.0003996084,30.4786782802583,65.6762625228696,44.417973638986,1331.49001438008,27.360841582795,50365759.5296221,52.9075184780008,0.0320947071354841,-65.13223915,62.9753836935663,34063220,0.00189352888389221,0.000529981727282814,42.84731,7.82254271684503e-09,1.38290654310494e-05,0.00617743095398637,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.15,0.15,5,1.731264,0.05,14,1.9,0.05,1,1.528031,0.75,30,2,1.3,30,2,1.3,30,2,1.001796,0.5783725,40.11843,15,33,88.88102,345.642,230.4449,738.6934,101.0391,96.30617,455431100,12133460000,413774000,455470200,197223700000,108460700000,0.2115366,0.0006776625,0.04129269,0.1104878,0.01055586,0.0004182707,36.4093663105253,68.8144745658825,42.3073576193547,112.208498079687,32.6304688660176,51587729.4751075,52.7857437912927,0.0306455174072215,-48.327926625,70.7457509187966,31716300,0.00185102205050088,0.000517460245031096,45.68992,7.01940346446509e-09,5.85727252000734e-06,0.00318285296607118,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
0.15,0.15,30,2.985673,0.04,14,1.9,0.05,1,1.622808,0.75,30,2,1.3,30,2.326473,1.3,30,2,0.8655957,0.7051219,39.57008,18,54,38.48688,79.18741,8.846412,611.4961,8.787435,148.3138,454999600,6158116000,412404600,455390700,131244800000,69470330000,0.07794788,0.001062261,0.197914,0.05491929,0.01027316,0.0003077036,32.9955049612973,62.154166718485,47.8939156207966,414.107410944265,32.0688301122058,45991114.6992321,53.6381431884065,0.0433370686005301,-36.9519392,70.1814146994339,35439210,0.00182704256037537,0.000494849209677411,44.52214,7.33246967579492e-09,1.84231245752947e-05,0.00326475206418569,"Leung_NMCNR_Pin_3",40,0.9,0.3,2,0
