MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS3,VDS5,VDS7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,gmid_offset0,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3,20,2,3,5,2,2,2,2,0.25,2,1,2,13.7,7,15,53,0.176054059466434,0.387866900431095,0.535442032531661,1.34075502918439,38931358.9906325,111291476.603128,680699223.96854,1663445544.81792,5.6588560169463e-05,3.9159757069805e-05,3.72874668490444e-05,9.66534519409905e-05,-4.0766785194432,-4.3582854885611,-4.53526717645336,-6.51156610410793,52.957198966283,69.43137907738,35.8686773384438,242.113572034495,78.6268596050581,26232537.1779594,23.1678656764062,0.274079147478016,235.4,73.3117511395286,13551890,8.39599152958834e-05,0.000295862887591678,45.04902,0.274079147478016,5.63515078571464e-05,0.00622243843504089,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,3,2,2,2,2,2,1,2,0.25,3,1,2,7.51,7,3,5,0.648049241143992,0.453967780384495,0.637276392756092,1.26777982084651,54908509.4835542,315828791.076038,341088090.844749,1596182145.48403,2.05443800170801e-05,3.05006999806362e-05,2.78760743482902e-05,9.25050663018997e-05,-5.77074539526267,-1.04688231899059,-3.21422546015159,-6.94946480659824,49.5370935947584,98.1793612567085,36.6351830627834,247.287485673788,87.4351239929308,34925146.7476635,19.2821160664487,0.256075095991199,-19.332654,77.281685796396,13032160,7.90506642369573e-05,0.00031725064537947,36.21243,0.256075095991199,3.80503200959548e-05,0.00664411139502397,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
2,20,2,2,5,2,2,2,2,0.25,2,1,2,11.5,7,12,41,0.133644605491047,0.313167493102428,0.558573732681435,1.41836398336107,67347938.6145414,222585710.588999,712428558.432633,1731551362.62978,6.65366668010386e-05,5.26169624414382e-05,3.93454150967624e-05,0.000100876467429616,1.65466492931999,-0.487056870388826,-3.64207870978059,-6.65788624676719,49.9147703854108,59.0865025518715,36.3399799107116,245.294864397303,71.3779378146873,24115403.5321929,21.5812418549072,0.301261499694998,-6.503068,68.2354235524105,14831700,9.06971699332674e-05,0.000289203088217929,42.04406,0.301261499694998,0.000131842181996755,0.00718505868603092,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
2,20,2,2,6,2,2,2,2,0.25,2,1,2,12,7,11,44,0.133644605491047,0.284111223951709,0.558804157642179,1.41838530081588,67347938.6145414,202570717.60608,712744336.041653,1731539319.62395,6.65366668010386e-05,5.70673289134356e-05,3.93658004690903e-05,0.000100876568454506,0.601187165190348,-0.790181919963688,-3.94770011230688,-6.55504295287104,50.5095268185195,58.781787790968,38.4540800064842,259.565040043768,72.0139342286313,23995649.8920374,21.8231528427952,0.300729153767072,-8.171306,68.733460020153,15697560,9.07146046941822e-05,0.000281695910325539,41.28577,0.300729153767072,0.000141334740913199,0.00679301597366422,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
2,12,2,2,5,2,2,2,2,0.25,2,1,2,11.7,8,12,61,0.299274396587616,0.407074706726357,0.982546139547047,1.87915430355304,143425123.210055,263316941.806568,705538176.410595,1732915557.13765,8.26843027020797e-05,6.09804542169188e-05,3.81790261906145e-05,9.75106038581478e-05,2.48486840904958,0.478487104310826,-3.81502236158204,-6.64072601316889,46.9197245736343,68.3107495427493,36.5656046112249,246.817831125768,71.0923689834105,30968516.0537471,20.850659461993,0.313960757083857,-10.714528,68.4153157141547,16576930,0.000100743916622983,0.00030470942151774,40.12976,0.313960757083857,0.000254242604070616,0.00803775763037784,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
2,20,2,2,8,2,2,2,2,0.25,2,1,2,11.8,8,10,39,0.255091853258907,0.348428044319091,0.986747767525226,1.89263923538716,108148952.303695,207833850.320662,711314613.460553,1744375069.9046,0.000101010576153571,7.60385059074548e-05,3.85188664932863e-05,9.82161844648135e-05,4.77565272728208,1.33112735096453,-4.4551989327468,-6.70900536553985,47.6626371115692,58.2669630905632,39.0927040157549,263.875752106345,70.9647316845575,27016204.468756,22.1641602593015,0.32804015380179,-12.239986,68.3062459887047,18125820,0.000103036106133172,0.00027426776382502,39.43637,0.32804015380179,0.0004182351496077,0.00710243142090583,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
2,16,2,2,6,2,2,2,2,0.25,2,1,2,11.3,7,11,58,0.152749768684452,0.279471192222588,0.552206770123167,1.39641755807058,78317545.8241047,199423211.819891,703700218.314744,1712610128.67716,6.26961389094354e-05,5.61055964857e-05,3.87812255233753e-05,9.97002749503293e-05,1.1059962449674,-0.153940365866965,-3.87954915874921,-6.57999585644903,50.7136674033993,63.298216924432,39.7078223516798,268.027800873839,72.707854564597,25571809.7489423,21.3717102731625,0.29988830994167,-13.418086,69.355239360449,16041540,8.97754259877176e-05,0.000292544364532599,38.90087,0.29988830994167,0.000113188888801199,0.00673831719656093,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
2,6,2,2,3,2,2,2,2,0.25,2,1,2,9.08,8,6,35,0.376037360692511,0.486340238072036,0.977874375950202,1.86390732252501,208583807.736877,335913666.601804,699103916.285444,1719870134.84661,6.15831587535702e-05,4.71644665730956e-05,3.78002052681182e-05,9.67077460276351e-05,-0.152774708576547,0.321096297873338,-1.36626298888939,-6.57717111621222,45.8888148501816,80.4276717676106,33.6903950984617,227.410166914616,71.4103161202058,35546131.27746,19.5358644548942,0.297039371078491,-16.772448,68.5176264342403,14889940,9.82142104859625e-05,0.000357618677285632,37.37616,0.297039371078491,0.00015853807788794,0.00939781813257579,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
5,12,2,2,2,2,2,2,2,0.25,4,1,2,6.12,10,8,51,0.45006089172434,0.609977176613561,1.19264461888034,1.98469857047672,41519104.2880344,436374836.526369,264801084.649771,1821145851.29467,5.81357572499418e-05,4.14668106266752e-05,2.81044953782396e-05,0.000102926550337198,-2.79301012240827,-6.79717962091078,-5.56051601315013,-6.70896888475043,39.5050340101997,83.4878760090573,28.4231517266175,191.856274154668,78.7662769782011,42809903.3787654,21.5139489634051,0.303744082873903,-19.087596,69.9536557208256,14574480,0.00011394842361202,0.000310510348507697,36.32382,0.303744082873903,0.000377142824553949,0.008904655066583,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
2,7,2,2,5,2,2,2,2,0.25,2,1,2,10.7,8,7,36,0.356948036756109,0.404988684338886,0.97924461357847,1.86705240312528,192222106.558343,261398072.03685,700992338.150389,1722475910.93727,6.59298569256431e-05,6.05109313164017e-05,3.79114185782518e-05,9.68719232846573e-05,-3.39968771466654,0.327420194745831,-4.58565584814033,-6.58589304940794,47.4259289634868,79.0059954827792,38.9502505143542,262.914190971891,72.811790752673,35111945.254921,20.2422824799972,0.306894580830382,-20.117086,69.684088529448,17310320,9.87602833609543e-05,0.00032532022859314,35.85587,0.306894580830382,0.00020338506221435,0.00789815556662221,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
2,20,2,2,8,2,2,2,2,0.25,2,1,2,12.3,9,11,23,0.264514520811253,0.362149304016258,1.01367746753755,1.98017026691221,115438329.414606,220559040.498695,748096817.290182,1817388730.91979,0.000108632599202444,8.10287135614747e-05,4.06779204154766e-05,0.00010269838653758,4.21961938307964,1.17590970608647,-4.39265642291415,-6.79800595188641,42.2648064230689,58.2283986746798,36.9024112627772,249.091276023746,67.8447465295972,30206587.9753796,22.220486043289,0.352334080829261,-8.04801799999999,65.1955078839379,19143510,0.000115280091131182,0.000271090589230784,41.34181,0.352334080829261,0.000752602103322184,0.00812515385812107,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
2,20,2,2,9,2,2,2,2,0.25,2,1,2,12,9,10,34,0.264514520811253,0.34805969979476,1.01380814142682,1.98018082655017,115438329.414606,207220204.541109,748274256.041498,1817375778.81291,0.000108632599202444,8.53258092477375e-05,4.06883173208587e-05,0.000102698414171858,4.21961938307964,1.34444526083474,-3.84793799449999,-6.79801763116409,42.4579659982855,56.7741944568292,38.0876718300422,257.091784852785,68.1387335360457,29455325.3699649,22.366269246345,0.355489492607503,-11.446644,65.416696562559,19760470,0.000115292307052801,0.000270066468767974,39.79698,0.355489492607503,0.00078486318159481,0.00785827617738821,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,0
9,1,2,3,2,2,2,6,2,0.25,5,1,2,14.388,7,23,28,1.6055544530281,0.585398753398764,0.810214261049156,1.25174158006765,35505733.3671886,162297180.690366,152383801.68575,1580860262.95831,7.98056584777477e-06,2.33646189121481e-05,2.06898026466275e-05,9.15654250627047e-05,-5.86187025358485,-5.8727906152608,-4.35899488640826,-6.38292437277394,52.48215740253,98.8347746061797,31.9121857464634,215.407253788628,101.186055253346,34471802.8409738,20.7410221541755,0.233323560326348,310.900000000001,82.2591343609739,11130400,7.75071391810363e-05,0.000291350741620292,45.6592,0.233323560326348,2.59359950676141e-05,0.00375920851201395,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
7,1,2,3,2,2,2,6,2,0.25,5,1,2,14.388,7,24,51,1.39003504866022,0.586621341996165,0.811586004196601,1.25459768298503,52832544.778692,162591810.634429,152665021.905704,1583575014.79366,9.26679316228765e-06,2.3409452569833e-05,2.07307540752761e-05,9.17324868747919e-05,-5.37310303447786,-6.24158119449555,-4.9652304151082,-6.32891771744161,52.4139621788164,98.519546863743,31.7665890354756,214.42447598946,97.6887882020108,34491405.4849062,20.6443696924852,0.233000396827829,274.1,81.736304901058,11121390,7.77993506712358e-05,0.000293775825129134,45.79041,0.233000396827829,2.55168102498904e-05,0.00377459576845496,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
7,11,2,2,1,2,2,4,2,0.25,7,1,2,14.388,5,25,14,0.341213874251812,0.55071419595511,0.838122221804682,1.08132215680256,14241625.6632814,372884439.664418,77980370.747272,1409790804.52088,2.65402372245607e-05,1.82060986518535e-05,1.47511454183722e-05,8.10778201591796e-05,-4.08686983132817,-1.74625275830128,-4.41506390554128,-5.95773396748589,54.9451232584638,93.024979772523,32.9406018525134,222.349062504465,94.8325709323066,23630844.4871709,23.4561292629453,0.00370685246773261,358.500000000001,80.4064796956646,8367798,5.64504156600522e-05,0.000297820433000516,45.28411,1.98933702722184e-07,1.53717937505116e-05,0.00336827005266205,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
7,10,2,2,1,2,2,7,2,0.25,7,1,2,14.388,5,26,22,0.358467258605684,0.550133845727135,0.837410246641602,1.08023294556529,15033692.110459,372550304.372438,77908007.5530357,1408638094.93964,2.55172455657037e-05,1.81888173711956e-05,1.47365035137057e-05,8.10073604531546e-05,-4.29147396990371,-1.74245888146758,-4.45716597602529,-5.95530697964425,54.9543987237229,93.8143912324327,33.0443188650425,223.049152339037,95.110449636626,23812022.6838492,23.4134576686144,0.00370168653929796,350.900000000001,80.4930786898162,8387328,5.64045721226358e-05,0.000297621131836942,45.30982,1.99141067046318e-07,1.47693034482832e-05,0.00336586616774293,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
7,11,2,2,1,2,2,4,2,0.25,7,1,2,14.388,5,31,56,0.341213874251812,0.55071419595511,0.838122221804682,1.08132215680256,14241625.6632814,372884439.664418,77980370.747272,1409790804.52088,2.65402372245607e-05,1.82060986518535e-05,1.47511454183722e-05,8.10778201591796e-05,-6.85274755502202,-1.69288562039235,-4.2607565401238,-5.95773396748589,54.9451232584638,93.0249797725365,32.9406018525134,222.349062504465,94.8325709323066,23630844.4871744,23.4561292629453,0.00370685246773261,245.4,80.4064796956646,8367798,5.64504156600522e-05,0.000297820433000516,45.28411,1.98933702722284e-07,1.53717937505116e-05,0.00336827005266205,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
4,10,2,2,1,2,2,1,2,0.25,8,1,2,14.388,5,36,6,0.258004608783875,0.56214204046327,0.906483013186849,1.10287376181586,32862416.7773883,378617903.989609,64361963.2245089,1432421819.55624,3.21558548614725e-05,1.85225699753469e-05,1.39574215789251e-05,8.24619957450022e-05,-2.76997689151273,-1.81903666945686,-4.51500589373164,-6.00462779813117,55.3712708725646,87.8669418385802,31.1858880692465,210.504744467414,88.8774008984572,22945539.9156504,21.6376985837219,0.00355732817885398,334.800000000001,77.8662340828753,8143871,5.80310269533665e-05,0.000302806400933237,45.72378,1.95875803810598e-07,1.21964666986552e-05,0.00305602445588216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
4,11,2,2,1,2,2,2,2,0.25,8,1,2,14.388,5,50,61,0.244845209798317,0.563404357199636,0.908147569474846,1.10525104670677,30972090.4365043,379332993.331166,64488960.7242854,1434901360.69649,3.32241596412735e-05,1.85597238549419e-05,1.39866573170683e-05,8.26136668768974e-05,-2.00682997531454,-1.72681872182417,-4.52075127407266,-6.00967252694955,55.353548822139,86.837761290485,31.0068980546365,209.296561868797,88.6061560493419,22712513.9649054,21.9132380081082,0.00356837899081934,253.8,77.7232468423493,8109889,5.81224717280634e-05,0.000302385924688485,45.83772,1.95714250454927e-07,1.22922209185194e-05,0.0030604422668139,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
4,10,2,2,1,2,2,3,2,0.25,8,1,2,14.388,5,47,54,0.258004608783875,0.56214204046327,0.906483013186849,1.10287376181586,32862416.7773883,378617903.989609,64361963.2245089,1432421819.55624,3.21558548614725e-05,1.85225699753469e-05,1.39574215789251e-05,8.24619957450022e-05,-2.12080124759183,-1.76566953154793,-4.51500589373164,-6.00462779813117,55.3712708725646,87.866941838579,31.1858880692465,210.504744467414,88.8774008984572,22945539.9156501,21.821778112702,0.00355732817885398,251.1,77.8662340828753,8143871,5.80310269533665e-05,0.000302806400933237,45.72378,1.95875803810509e-07,1.21964666986552e-05,0.00305602445588216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,19,2,2,1,2,2,1,2,0.25,8,1,2,14.388,5,44,62,0.205839928504011,0.565723518945671,0.911205287501564,1.10905435650903,16104660.82039,380644676.669545,64722142.4271144,1438860554.55746,3.63498445101365e-05,1.8627893472726e-05,1.40403343612613e-05,8.28558725662861e-05,-1.23439731803979,-1.63825966530759,-4.42643199678425,-6.06678991955652,55.4164522180185,83.0628434690795,30.9234590587374,208.733348646477,89.6497217580418,21619376.8443392,24.045581714735,0.00352761494698199,248.4,78.1016740241645,8048676,5.78394112789689e-05,0.000298469802744924,45.25394,2.08091709721938e-07,1.25840866224647e-05,0.00304376645888116,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,9,2,2,1,2,2,5,2,0.25,8,1,2,14.388,5,36,7,0.311141635926107,0.556106384356999,0.898521970178425,1.09108807063151,25651465.9147086,375187983.888394,63754005.6019121,1420074777.32552,2.81843984108217e-05,1.83444505515418e-05,1.38174484306771e-05,8.17069052706628e-05,-2.60795005984142,-1.7273083211586,-4.48718773579848,-5.97924585834603,55.5366772769216,90.846172832559,32.1234278602058,216.833138056389,91.7464220037264,23398325.9092572,22.2303846120574,0.00345773833687405,328.700000000001,79.1219368573245,8273705,5.72355204155766e-05,0.000299272401718815,45.09404,1.92821985843837e-07,1.17490321268354e-05,0.00301496041596216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,9,2,2,1,2,2,5,2,0.25,8,1,2,14.388,5,35,3,0.311141635926107,0.556106384356999,0.898521970178425,1.09108807063151,25651465.9147086,375187983.888394,63754005.6019121,1420074777.32552,2.81843984108217e-05,1.83444505515418e-05,1.38174484306771e-05,8.17069052706628e-05,-2.91510185427501,-1.78067545906753,-4.63750015950453,-5.97924585834603,55.5366772769216,90.8461728325462,32.1234278602058,216.833138056389,91.7464220037264,23398325.9092539,22.2303846120574,0.00345773833687405,326.400000000001,79.1219368573245,8273705,5.72355204155766e-05,0.000299272401718815,45.09404,1.92821985843802e-07,1.17490321268354e-05,0.00301496041596216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,10,2,2,1,2,2,1,2,0.25,7,1,2,14.388,5,27,34,0.294175259854622,0.556571504929194,0.845306265385199,1.09286021634348,24080607.6664553,376247783.270811,78709976.6121742,1421953674.98151,2.93194098191626e-05,1.83801134876212e-05,1.48987470638895e-05,8.18214128707733e-05,-2.88802848576481,-1.68399420595141,-4.34134532291535,-5.98310325092744,54.7596684408718,91.0782033475464,32.0859853692343,216.580401242332,90.3701728303311,23488550.2452262,22.0043177581128,0.00381820682169061,313.700000000001,78.8817041918788,8274793,5.73098462686474e-05,0.000300041142773572,46.39515,1.94756581814227e-07,1.38717970788349e-05,0.00341840299766982,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,9,2,2,1,2,2,5,2,0.25,8,1,2,14.388,5,38,10,0.311141635926107,0.556106384356999,0.898521970178425,1.09108807063151,25651465.9147086,375187983.888394,63754005.6019121,1420074777.32552,2.81843984108217e-05,1.83444505515418e-05,1.38174484306771e-05,8.17069052706628e-05,-2.60795005984142,-1.7273083211586,-4.48718773579848,-5.97924585834603,55.5366772769216,90.8461728325603,32.1234278602058,216.833138056389,91.7464220037264,23398325.9092575,22.2303846120574,0.00345773833687405,303.700000000001,79.1219368573245,8273705,5.72355204155766e-05,0.000299272401718815,45.09404,1.9282198584385e-07,1.17490321268354e-05,0.00301496041596216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,9,2,2,1,2,2,1,2,0.25,8,1,2,14.388,5,40,9,0.311141635926107,0.556106384356999,0.898521970178425,1.09108807063151,25651465.9147086,375187983.888394,63754005.6019121,1420074777.32552,2.81843984108217e-05,1.83444505515418e-05,1.38174484306771e-05,8.17069052706628e-05,-3.76173671908214,-1.7273083211586,-4.48718773579848,-5.97924585834603,55.5366772769216,90.8461728325579,32.1234278602058,216.833138056389,91.7464220037264,23398325.9092569,21.8675558762291,0.00345773833687405,289.900000000001,79.1219368573245,8273705,5.72355204155766e-05,0.000299272401718815,45.09404,1.92821985843772e-07,1.17490321268354e-05,0.00301496041596216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
5,9,2,2,1,2,2,5,2,0.25,8,1,2,14.388,5,40,12,0.311141635926107,0.556106384356999,0.898521970178425,1.09108807063151,25651465.9147086,375187983.888394,63754005.6019121,1420074777.32552,2.81843984108217e-05,1.83444505515418e-05,1.38174484306771e-05,8.17069052706628e-05,-2.60795005984142,-1.7273083211586,-4.48718773579848,-5.97924585834603,55.5366772769216,90.8461728325594,32.1234278602058,216.833138056389,91.7464220037264,23398325.9092573,22.2303846120574,0.00345773833687405,281.900000000001,79.1219368573245,8273705,5.72355204155766e-05,0.000299272401718815,45.09404,1.92821985843838e-07,1.17490321268354e-05,0.00301496041596216,"TwoStFixIRatio_SMCNR_Pin_2",180,5,2,1,1
