MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,av0,av3,av5,av7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.2752661,2,1.04,0.05,11,2.835416,0.1390789,26,1.95,0.1514756,0.04,30,2,0.1945981,28.06092,26,53,66.90971,9.166055,56.18643,49.38687,4312372000,71130960000,2612406000,58376420000,0.1281185,0.0003196732,0.09600718,0.003724872,34.5555536359827,692.930697220027,1354.13751195271,58969.7615742737,30.9283743230028,86041432.4584667,13.4711814707545,0.21098426617112,-120.865112110988,29.0105553639193,168143700,0.000306593404262867,0.000389430890556473,39.60451,9.04394528650709e-09,0.000277916409561499,0.0886103087154713,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.2162899,2,1.04,0.04495441,11,2.798505,0.1390789,14,1.95,0.1514756,0.085687,30,0.3161772,0.1945981,68.38309,30,48,60.81793,8.907814,65.46991,17.66969,7793940000,45184420000,10323360000,41150620000,0.05741617,0.0005091191,0.0005433994,0.005366392,24.6716984385705,653.568843610458,1299.62501152165,30313.2432873868,28.2035538257722,193774152.389607,13.2124905113169,0.223102006228631,-20.9703054023749,29.9234209045359,385320900,0.0007320647272829,0.000295451868088599,49.51127,8.67147132633932e-10,0.000125342734501906,0.0380624327099493,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.2162899,2,1.04,0.05,11,2.104723,0.1390789,24,1.95,0.1514756,0.05473247,30,0.3161772,0.1945981,76.61099,29,22,49.51917,9.10735,39.78826,26.01179,7791223000,45781650000,10961590000,39755210000,0.05741609,0.0006188928,0.0005350644,0.005400149,28.2764035629573,640.674348642573,1314.28492436626,10008.3376942207,26.1030543295131,211011049.49766,13.2756242511914,0.159121045500388,-16.8673037596778,31.1836199727852,432869900,0.000813228964348513,0.000323934920870134,52.48714,8.90689957344021e-10,4.6320550845208e-05,0.0361609947798342,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
1.196149,30,3.365637,0.2988094,8,2.934653,0.05,9,1.688377,0.5112358,0.5692962,30,1.332345,0.394602,76.37136,24,0,87.51152,21.48173,92.15803,20.30487,830381800,16701210000,1009738000,17753920000,0.01092384,0.0003180025,0.0004136132,0.002861476,40.8798795981022,54.0752679387127,344.198919017663,72.465850489122,37.8699266582321,18595587.8511917,27.1989527919172,0.0653700429449211,351,39.1509390178064,118364300,0.00084909485392428,0.000199793061293675,63.10503,2.11208334153898e-09,1.63897106423239e-05,0.00416666289814344,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
1.196149,30,2.879828,0.2988094,8,4.741266,0.05134339,14,1.760048,0.3727724,0.5692962,30,1.332345,0.4973488,68.41609,29,0,90.57265,26.64469,77.77651,13.25664,831114300,1523875000,1010974000,44480780000,0.005958324,0.0004861561,0.001322335,0.004443736,39.4690895797013,175.6734685652,653.649005074022,11.6316841934329,38.1671531796705,54201710.3917019,24.1085009699497,0.0465823069516801,563,41.4099927287063,201674700,0.00076181898596454,0.0002189571337443,52.88596,1.54123856982002e-09,7.06705807862584e-06,0.0021811363402312,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
1.196149,30,2.879828,0.2988094,8,4.741266,0.05134339,14,1.760048,0.3428319,0.5692962,30,1.332345,0.4973488,68.41609,36,0,92.17265,60.24469,116.1765,10.05664,831114300,1558830000,1360878000,12661570000,0.0122477,0.0005610429,0.002089501,0.004829262,39.4690895797013,257.856083781277,693.271197258413,11.7105483974486,38.1671531796705,79558062.4097712,23.4225236581813,0.0433652588635569,618.5,41.4099927287063,213899600,0.00076181898596454,0.000227024645748102,49.83638,1.60915118497904e-09,7.06705807862584e-06,0.0021811363402312,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.5,30,2,0.04,1,0.3781416,0.04,18,1.705826,0.150974,1.280462,30,2,0.2574589,34.55087,17,0,107.6897,62.24596,100.4081,55.2813,888761600,214984300000,833598200,38534530000,0.0001753696,9.044748e-05,0.01808518,0.002826512,24.2423354481512,533.653814142561,253.423750535787,14374.9594356833,22.534622890376,87434815.2776944,18.7246326145001,0.0503597144374932,-82.2373250210628,21.1945240098326,41521410,0.00040454771813316,0.000558405750786175,40.78462,2.62797113255294e-09,9.71106891425877e-06,0.0226418979559817,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
1.386436,30,3.945816,0.04,1,1.800563,0.05,10,3.198137,0.3678585,1.038323,30,1.32747,0.1004701,33.93128,20,0,84.5375,8.694378,96.40194,9.280073,814540300,60769650000,857728900,32389960000,0.03379534,0.0001586506,0.0002800992,0.00222153,25.3390736092292,417.390665831949,504.09678900837,2677.36148264077,23.7264991567035,64527020.7783765,25.4884791437598,0.0469123649571144,-21.8478546,25.9672352425955,77931460,0.000381719071060174,0.000270451916981513,52.49597,3.60953421396404e-09,1.52483382485705e-05,0.0146375093601908,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.4046211,30,2.908384,0.04,2,2.96631,0.04,2,1.903355,0.1857348,0.95,30,1.342213,0.1585083,40.23754,19,0,69.24238,75.13125,92.50212,31.93761,900644800,65787700000,872615600,84868810000,0.02110442,0.000232997,0.0163121,0.001010857,15.3899997631706,461.593089801194,704.581861811173,441269.994070172,30.8192405826382,90214160.25939,17.7621666386472,0.287406069914677,-80.1372069441789,18.2320466595041,137704100,0.000482570077212564,0.000251417145016185,40.1012,1.60153803276161e-08,0.000242613322222413,0.0526210898994628,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.1494636,30,2.596088,0.04,4,0.3651205,0.05,12,1.76,0.150974,0.3986832,30,2,0.06758747,22.78251,22,0,75.73048,8.762911,80.00159,9.300347,997385300,90120050000,928815100,9596326000,0.00638776,0.0001281448,0.008719668,0.001750559,32.439786413663,379.715743418425,828.947707188341,6429.03236039334,31.8557521879411,52684966.4866689,15.0134628138183,0.104871091766996,-7.00091936950833,23.232091068306,115015200,0.000342588737124795,0.000362329296566033,48.53256,2.6665037893873e-08,5.80000806904199e-05,0.0220793557204315,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
1.196149,30,2.879828,0.3081301,8,7.542275,0.05134339,14,1.871168,0.3428319,0.5692962,30,1.332345,0.4973488,68.41609,45,0,92.97265,54.92066,80.97574,9.266303,831114300,1495115000,1287243000,21536580000,0.009939666,0.0006445224,0.001859195,0.005160429,40.5820029147695,416.327283188751,851.982074321179,5.9980940967175,39.3476247829856,128560074.339292,23.7320618999583,0.0433334307522693,639.5,42.116809271596,263088400,0.000762458515540828,0.000220928519269488,45.12966,1.46517236550804e-09,6.19428608329975e-06,0.00168686286456399,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.5,30,2,0.04,4,6.144774,0.04,18,1.705826,0.150974,1.280462,30,2,0.2574589,37.72237,21,0,96.50685,50.2338,97.2535,44.87886,893719400,173227700000,837406200,101113600000,0.0002530496,0.0002214738,0.03143948,0.003119153,28.9296940451564,502.463659337974,975.793204852899,683.653925393987,49.5390990355615,90956751.2446203,18.7762600882071,0.0833389783394173,-20.1561525471385,22.5662402658741,176639600,0.000446966794116563,0.000284221184476405,40.21888,7.988818543903e-09,1.42819014092849e-05,0.020951972162002,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.2162899,2,1.04,0.05,11,2.835416,0.1390789,26,1.95,0.1514756,0.085687,30,2,0.1945981,58.79998,24,0,102.5508,9.124782,58.04292,39.0897,5253818000,71983780000,3105512000,59700320000,0.1118926,0.0004240087,0.0002136709,0.004260029,35.893476248371,584.723943918067,1467.08104996491,6323.91371106872,31.6182742044574,150037335.241329,13.6686685424002,0.173134388099637,-32.8624787747187,33.4609898065229,376445900,0.000633568301768297,0.000341381637674709,40.12507,4.39791346538199e-09,8.4684875563118e-05,0.0386404960869214,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.2162899,2,1.04,0.05,11,2.104723,0.1390789,26,1.95,0.1514756,0.085687,30,0.3161772,0.1945981,58.79998,30,0,57.75077,9.091969,47.86474,27.71871,6967276000,54845460000,7987771000,44421370000,0.07170074,0.0003779656,0.0004327729,0.004951025,30.8404253581267,657.894393481449,1459.66450038135,1843.72126625504,28.7193499447524,169298864.235095,13.3181017403451,0.122182450989957,613,33.4019655847557,375621900,0.000635393599857486,0.000317667956749155,49.36211,1.37847346117201e-09,2.993998188147e-05,0.0207012661153751,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.2162899,2,1.04,0.05,11,2.835416,0.1390789,26,1.95,0.1514756,0.085687,30,0.3161772,0.1945981,58.79998,25,0,85.75077,9.078845,48.66506,34.91804,6205739000,66472970000,5826758000,51212000000,0.08956379,0.0002832491,0.0003358762,0.00464392,31.6345709346142,674.93757885852,1479.77463776538,1766.40608447434,29.3698851943032,173855050.516875,13.3482431902548,0.127913228204578,403,33.3693211612451,381170500,0.000636016934184192,0.000312915443325086,47.81794,1.32050210009106e-09,3.24574926594379e-05,0.0205268674751642,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
1.417969,30,0.8067497,0.2988094,8,4.418642,0.0754268,14,1.760048,0.3428319,0.5692962,30,1.332345,0.4973488,25.85828,48,0,94.68254,55.06749,103.1102,10.20551,828639600,1443435000,9726697000,15289830000,0.009843259,0.0005313312,0.008241545,0.004475668,42.353460340866,539.380278355643,1103.01133431055,2.3509295107695,41.3585547474315,62668596.0029763,21.8779084254479,0.0421651613212618,682.5,46.7394755654656,128154800,0.000286879740121674,0.000227590596613645,45.91432,3.74308686369904e-09,6.56022111053145e-06,0.00166598291338194,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,0
0.2162899,2,1.04,0.05,11,2.835416,0.1390789,26,1.95,0.1514756,0.085687,30,2,0.1945981,28.06092,19,0,78.4122,9.128031,69.73714,44.17005,4063917000,88425770000,2785014000,70304180000,0.1601085,0.0003466766,0.1199544,0.003783129,37.1733252601639,648.141449355239,1646.75767637421,2457.5911458349,36.9298002139832,82265267.6285301,13.6686685424002,0.151041753442378,-57.2369199482245,34.0194191919117,209014500,0.000313394734750221,0.000348224605084418,38.4515,9.26294664370386e-09,8.24333238041899e-05,0.0344567570102647,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.2162899,2,1.04,0.05,11,2.104723,0.1390789,28,1.95,0.1514756,0.085687,30,0.12,0.1945981,46.52362,34,0,41.15974,9.084801,19.75323,24.63634,7886056000,37866280000,17818050000,28988310000,0.04597314,0.0004514937,0.0005144947,0.00404423,30.0655850155991,684.293919727628,1516.51850153761,371.282891055332,28.9807893800822,141078838.12748,13.3005883904435,0.0970413938130181,644.5,33.9015568017848,312656100,0.000509054369984699,0.000319044308552922,49.76673,1.54710038684617e-09,8.3800237451917e-06,0.0168359250437882,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.4566474,1,2.816745,0.05198254,11,1.707968,0.1361309,30,1.240081,0.1514756,0.122876,9,0.3161772,0.1945981,58.79998,38,0,35.89021,9.055165,11.06579,18.49938,5364539000,27665520000,21029770000,30226010000,0.03414278,0.0007294775,0.03725894,0.00525935,27.7028357578525,685.049967855698,1362.76864983484,270.174061566205,26.3199245167242,174793957.299163,13.2262295609679,0.072705071217204,631,34.8276653173499,347717300,0.000630012463723723,0.000295323877384695,50.91544,1.45439501028294e-09,1.84406986470498e-05,0.00378754827141742,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.3214119,2,1.04,0.05471212,11,2.104723,0.1390789,27,1.600474,0.1514756,0.1745892,30,0.12,0.1945981,46.52362,50,0,41.18666,9.217573,49.96862,22.85362,5466496000,54482950000,12761950000,9164818000,0.08138617,0.0005972208,0.0002211881,0.004683499,30.0791288292038,718.435314851524,1578.30644346261,180.224686504426,28.6937423541528,146387323.285768,13.2815236763446,0.0837080972845426,610,36.4448003956855,321593400,0.00050310748021513,0.000298659061580698,47.10253,1.6517782147541e-09,1.20536337036858e-05,0.00706235300826102,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
0.3214119,2,1.04,0.05471212,11,2.104723,0.1390789,27,1.596982,0.1514756,0.1745892,30,0.12,0.1945981,46.52362,42,0,45.98666,9.217605,13.16864,23.65261,5524004000,19651240000,11911510000,7364696000,0.01535878,0.0005818804,0.000139635,0.004612329,30.0807921023659,718.478858611743,1578.28877249461,178.062407250338,28.692773494078,146395513.136478,13.2810300146598,0.0837906854845115,669,36.4414384440877,321588300,0.000503105134512318,0.000298656338505395,47.09983,1.65093957441998e-09,1.1868021718015e-05,0.00708578796368803,"TwoStFixRatio_SMCNR_Pin_2",40,0.9,0.3,2,1
