RESISTOR_0,RESISTOR_2,MOSFET_0_1_L_LOAD_NMOS,MOSFET_0_1_M_LOAD_NMOS,MOSFET_0_1_W_LOAD_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_2_1_L_gm2_PMOS,MOSFET_2_1_M_gm2_PMOS,MOSFET_2_1_W_gm2_PMOS,MOSFET_4_1_L_gm3_NMOS,MOSFET_4_1_M_gm3_NMOS,MOSFET_4_1_W_gm3_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS14,VDS2,VDS4,VDS6,ft0,ft10,ft14,ft2,ft4,ft6,gm0,gm10,gm14,gm2,gm4,gm6,gmid_offset0,gmid_offset10,gmid_offset14,gmid_offset2,gmid_offset4,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
44,5,0.67,15,5.07,19.1,6,9.61,17.8,19,10,2.5,9,9.47,5.7,8,0.83,6.67,11,18,1.67,10,4,52,0.863301020921938,0.863301020921938,0.301381189361265,0.483394558012067,0.301381189361265,0.648413459957119,1423239.10924996,1423239.10924996,129509.125181345,25677233.3640834,129509.125181345,7264961.6794763,6.56466644828716e-05,6.56466644828716e-05,8.01054580153956e-06,0.00019592722595803,8.01054580153956e-06,5.95639731377587e-05,-1,-12,-5,-5,-8,-1,57.6065698935301,111659.590500535,0.172877061478254,4.40836506769547,60.637703791794,159436497024.599,85.0628279567521,0.00851125004721288,-74.5620777,57.6392476108743,246847.7,8.39929416720391e-05,9.3364226367215e-05,74.55122,1.01114789984121e-06,7.10193791062852e-06,0.000773475908604437,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
17,47,2.95,14,5.7,6.81,17,6.18,4.55,9,7.32,7.95,3,6.62,13.6,1,2.19,16.3,13,6,4.47,1.53,1,7,0.492154622274719,0.492154622274719,0.214601056635256,0.765409811471532,0.214601056635256,0.530510032339311,3857952.90089939,3857952.90089939,379078.757542658,6733725.42002725,379078.757542658,795997.478920495,9.88616728742179e-05,9.88616728742179e-05,1.70940289600991e-06,4.45254547630428e-05,1.70940289600991e-06,1.30406211632435e-05,0,-15,1,13,2,11,108.027709414404,132842.026156626,0.312084346852812,7.95815084474671,59.8675989910408,93737115591.6837,86.2638487432598,0.422260148775092,-77.1986556,59.554581826163,220215.6,4.15075570247643e-05,6.31932181857637e-05,62.0178,0.422260148775092,5.20819025720876e-06,0.000684562412252565,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
43,47,2.95,8,5.7,6.81,17,5.52,4.55,9,8.86,7.95,3,6.62,17.6,1,2.19,16.3,5,6,4.02,1.53,3,40,0.419009452365645,0.419009452365645,0.181152481728495,0.596642892908737,0.181152481728495,0.542910909262239,2704241.42956913,2704241.42956913,180285.159107896,4199043.98105613,180285.159107896,837417.434658893,5.21695954147479e-05,5.21695954147479e-05,9.65758153256593e-07,2.64740787717475e-05,9.65758153256593e-07,1.24941125339802e-05,0,-15,1,13,2,11,102.514841063457,668178.792586514,0.436577766075848,11.1327330349341,57.9792258677012,192961221436.108,61.2257984839724,0.0336729681326988,-86.5182879,57.7104470902549,126077.9,1.69874593602989e-05,7.27334172015386e-05,65.36664,1.02332031737262e-12,8.22360788448939e-06,0.000865701377631867,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
44,20,0.67,14,10,16.6,6,8.94,19.6,4,7.86,0.18,5,7.43,9.53,8,0.22,14.4,4,1,1.67,10,10,22,0.909428153459278,0.909428153459278,0.39713995003554,0.448717526841923,0.39713995003554,2.61130259041622,2016124.20044114,2016124.20044114,283077.602418602,4555875668.42222,283077.602418602,7457755.7079047,7.5563507216335e-05,7.5563507216335e-05,4.8661365262672e-06,0.00135822733239925,4.8661365262672e-06,7.39693275853003e-06,-2,15,-15,-3,-13,-5,69.7745818188326,2216.82616479812,0.354288507296885,9.03435693607057,73.6647044417981,9119741778.22656,45.1674639536027,0.0098200659900528,377.800000000001,76.6634524102312,1457498,0.000241992541967341,5.38702367473606e-05,81.35495,4.4210818660848e-07,4.9437070418934e-07,7.54531660274171e-05,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
26,22,0.18,6,8.12,6.02,4,9.56,7.1,2,2.61,0.18,9,10,6.11,1,0.22,14,20,1,0.22,4.75,50,46,0.854343096169326,0.854343096169326,0.332745645536071,0.38845065211099,0.332745645536071,4.04691546814771,13770484.387488,13770484.387488,1235893.49611942,2765125409.78026,1235893.49611942,19614608.6232148,0.000134640548992184,0.000134640548992184,9.83453760390297e-07,0.0017378103683641,9.83453760390297e-07,2.548348294738e-06,-4,15,-3,4,13,11,80.1017230720859,0.156148268867482,0.316378432922457,8.06765003952266,90.800602718455,696004.81712977,24.3963234935102,0.0067644528207391,340.600000000001,77.2973145788432,1410204,0.000262196053328704,5.41779610545817e-05,58.54579,2.51716783288171e-07,5.71562544254278e-07,7.70917216749156e-05,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
32,24,0.931,14,4.14,7.28,6,4.22,12,1,0.22,0.18,13,10,10.1,1,0.22,15.6,10,4,0.22,6.55,82,63,0.776775028456913,0.776775028456913,0.604493114880041,0.341747118321382,0.604493114880041,2.58150731953113,8306610.23054046,8306610.23054046,2503890.02866909,861430099.515865,2503890.02866909,8806718.38387846,6.41580554565069e-05,6.41580554565069e-05,2.84559041782398e-07,0.000817568000229459,2.84559041782398e-07,5.29442563295796e-06,-4,-3,3,-14,-15,13,80.744091968699,0.137354562407741,0.562741689863281,14.3499130915137,82.6673066449626,282500.098105455,26.1501885270451,0.0044773896986645,326.900000000001,75.7671154178178,1157403,0.00012098362470409,6.54548435971182e-05,54.48879,5.02869226069589e-07,4.78835338587613e-07,5.51114309383927e-05,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
46,31,0.43,8,7.38,7.01,5,8.09,13.6,3,0.484,0.18,3,5.72,9.78,1,0.22,20,20,1,0.22,5.88,47,58,0.807845590021459,0.807845590021459,0.562546903312056,0.624758617706495,0.562546903312056,5.47368530683995,9070596.89519253,9070596.89519253,908436.162073839,5162943788.85403,908436.162073839,11944273.8494245,0.00010634891477085,0.00010634891477085,6.06018670718172e-07,0.000716554011318342,6.06018670718172e-07,1.90105353028944e-06,2,3,-9,-15,-15,3,90.8109421664437,0.173903434225024,0.460859497569093,11.7519171880119,91.6359261369465,507908.313723441,28.4065010164927,0.00618750276525518,324.800000000001,84.2581810677135,1346002,0.000171802010488943,4.56888198943933e-05,71.03502,3.51149762931933e-07,1.534315015983e-07,3.06555927455099e-05,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
52,20,3.99,14,10,17.9,6,8.94,20,8,7.64,0.18,5,7.43,9.53,2,0.83,12.8,13,2,0.22,7.08,13,44,0.888500932253097,0.888500932253097,0.375019726668613,0.448264570322707,0.375019726668613,3.39001084073798,1681601.90546897,1681601.90546897,231045.21028142,4083296353.74746,231045.21028142,18077915.7166785,6.78134494611124e-05,6.78134494611124e-05,7.21908195450035e-06,0.0012410843936905,7.21908195450035e-06,4.36716355054713e-06,-6,15,-15,-3,-15,-15,73.9516495570857,6684.00828654361,0.419166629222425,10.6887490451718,83.8256276912014,24178119816.7266,56.5409479934675,0.00688288347434447,312.300000000001,76.0533540713436,1516255,0.000212782851425196,5.6964776939136e-05,84.40303,6.83483251893129e-07,6.9727350132498e-07,8.04994441978568e-05,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
44,20,0.67,15,5.07,19.1,6,9.61,17.8,8,2.09,2.5,9,8.51,5.7,8,0.83,6.67,11,18,1.67,8.3,0,39,0.82,0.82,0.434,0.475,0.434,0.618,1320000,1320000,442000,25200000,442000,6620000,6.05e-05,6.05e-05,4.13e-06,0.000168,4.13e-06,5.36e-05,-1,-15,-5,-5,-13,-1,78.167223274755,140978.043156142,0.833090114753552,21.2437979262156,70.9335108629305,167522553112.229,64.8436635300628,0.0505425305968021,1.89996358027772,69.9177661378477,989951.2,6.98993092081501e-05,7.2842799075501e-05,58.20374,2.02252940941929e-07,1.88512827820342e-06,0.000144766363705751,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
44,20,0.67,15,5.07,19.1,6,9.61,17.8,11,2.09,2.5,9,8.51,5.7,8,0.83,6.67,11,18,1.67,8.3,6,50,0.820034653715234,0.820034653715234,0.409644297286716,0.474637971311415,0.409644297286716,0.618457138555772,1316188.80488964,1316188.80488964,385553.874459274,25179707.7681354,385553.874459274,6621492.54834597,6.04867304872418e-05,6.04867304872418e-05,4.60642254238066e-06,0.000168428093171587,4.60642254238066e-06,5.36250138077892e-05,-3,-15,-5,-5,-13,-1,77.440743473273,140795.306602363,0.794090821385292,20.2493159453249,70.8180333072783,167305977195.28,65.6986050080213,0.0231922932751309,-5.582412,69.790479354281,943612,6.98995464252601e-05,7.24442065650207e-05,60.34889,2.22748791519214e-07,1.11866401272309e-06,0.00015238091844072,"HSOTA_COMP_Pin_2",180,1.8,0.8,0.1,0
