MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,1,0.5092632,0.5,1,0.5,10,50,5,10,1,2.59706,1.5,50,5,0.5,50,5.004019,1.420668,27,4.7,0.5,5,4.34,9.279033,13.30751,17,46,121.7645,120.9121,350.3078,126.3378,781.3761,487.9016,537.3383,320.1716,8261467,5778092000,773055400,18183640,582472900,1729893000,677059200,1135712000,0.08250206,3.236157e-05,2.513274e-06,3.705471e-05,0.04105674,0.07754599,0.004128745,0.0002930121,56.6379501840372,0.0467287160103683,95.4685425003908,2759.55861695033,100.719130154084,1000,182.286584840465,0.254046265712002,423.5,101.676786760288,2043038,0.000486366300375768,3.60869469681466e-05,46.85126,1.46567528466688e-06,0.699410547016834,0.00043238901897702,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.99,0.5,50,5,10,50,5,10,50,5,0.5,50,5,0.5,50,5,2.5,3,3.87,0.5,1,1.075967,12.23448,16.43175,0,50,447.4165,808.3714,747.4592,68.2538,207.4738,285.8921,213.4569,427.8737,10497490,4749376000,4412655000,16044440,7349791000,5436846000,1197986000,8782537000,0.07751695,0.03970368,0.2388928,0.0526103,0.1237568,0.2008523,0.000867678,0.0001066055,69.0711206507855,0.0563528018028265,34.0565959936112,1048534.8153252,68.7735349061896,1000,228.26007318451,0.5,0.556763179259744,93.8795492531428,604346.1,0.000403303331869699,0.000100157794054086,35.88377,1e-06,21.2128245621887,0.000756742871063976,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.96,0.5,1,1.370564,10,50,5,10,1,2.199219,1.5,50,5,0.5,50,5,2.5,8,4.6,0.5,2,4,10.74232,15.4137,11,17,16.99618,205.5294,147.5785,167.6259,696.7216,286.1101,393.1032,376.9499,8281540,4616587000,3659156000,23595910,1057782000,3294439000,1086628000,3101404000,0.1609598,0.01135254,3.915809e-05,2.361255e-05,0.1202475,0.1228335,0.001323973,0.0002084357,64.7288796662917,0.0526369916472976,88.0781624043144,130017.929859871,84.7535268125218,1000,186.609263146286,0.236830736050768,-52.4613878905374,79.3612585605896,1673313,0.000431773777642164,5.77051759796324e-05,54.5215,1.48431055604463e-06,1.70181267575654,0.00300744626109095,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
4.5,50,5,0.5,50,5,10,50,5,10,1,3.219214,1,50,4.99,0.5,50,5,1,50,4.98,0.5,1,2.097535,8.017675,10.47183,5,39,36.91553,686.2419,637.4073,17.91225,250.8071,442.3985,512.5049,260.7991,8230664,337783100,771541400,15063390,1963585000,1650163000,142051600,7443524000,0.1051527,0.07474869,0.2513274,2.64342e-05,0.02383003,0.05026084,0.001850309,0.0001236169,52.3248413031021,2.98067323638824,5.26269854436107,541012.98768605,98.860900264759,279082.947171646,179.800283154671,0.14495178818961,-194.221981457537,103.267880715605,492750.9,0.00212797369952124,5.90380844399531e-05,36.82139,1.46606930906989e-06,11.9008582907542,0.000289934628191935,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,27,5,0.5,50,4.99,10,50,5,10,1,3.445634,10,50,5,0.5,50,5,0.5,50,4.97,1,2,4.38,8.553176,15.4137,9,50,16.9963,273.4926,177.0756,136.5569,1361.538,87.58,261.8766,302.0582,8281544,3748314000,3418262000,20540620,8093121,2669100000,1065324000,1453904000,0.1288101,0.009192766,0.02836114,3.238067e-05,0.07843373,0.09831725,0.002293355,0.0002353863,24.1458922207551,3.1099477463818,13.4832529997741,65352202.5787555,44.8563474917963,275014.740608128,218.113188606283,0.166453192186639,-113.295034584081,62.1029794822389,1192333,0.00200978779180226,5.88650656957305e-05,54.75525,1.22792973986126e-06,4.50260721656552,0.00242441133778293,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.96,0.5,50,4.99,10,50,5,10,1,3.592873,10,1,0.7364295,0.5,45,4.99,2,7,4.75,0.5,1,4.348868,12.3713,21.66024,10,50,471.4709,566.9293,75.18805,92.90799,1507.749,413.4404,468.267,144.0327,8331770,2628832000,3291051000,17857330,8007831,2378783000,1475492000,4499005000,0.02605201,0.009822815,0.01823604,3.477812e-05,2.513606e-06,0.003844686,0.001349076,0.0001768965,48.8795976485932,5.04835671803616,15.3633486783715,541992066.37991,49.2552322222522,347445.76661841,184.946198417269,0.131959025490514,-97.58296865929,78.5509076211462,1057360,0.00156417130106145,9.83915012005975e-05,61.33931,3.46171161637924e-06,55.8914949335682,0.00926913345011604,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,50,5,1,50,4.99,10,50,5,10,2,2.61,10,1,0.7364295,0.5,50,4.99,2,9,4.9,0.5,2,4.91,12.3713,21.36661,10,51,377.8681,615.5978,267.674,76.50667,1480.838,431.2895,524.5279,146.8274,8329652,2149443000,1123238000,17958700,8505985,1924300000,1209201000,2351214000,0.02089459,0.00802488,0.01458883,4.686373e-05,2.560592e-06,0.0257483,0.001557171,0.0002213952,75.000094807578,7.12659499698108,42.455140957616,1724391.76997298,88.3422845276181,342216.092269247,186.02864232424,0.169818917343857,-97.7447846049288,87.9091839543649,2038678,0.00109135407076723,5.77660817221252e-05,49.47021,3.20827849512106e-06,63.0967404566512,0.000839951320622978,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
10,50,5,0.5,50,5,10,50,4.99,10,1,1.372449,2.5,50,5,0.5,50,5,1,10,4.74,0.5,1,1.967751,9.097628,21.96021,2,36,42.67822,962.4975,502.4747,431.3335,330.075,368.092,486.7443,50.53199,8334379,13162600,3499804000,23313120,640221500,3871363000,2229395000,8092231000,0.005551044,0.1375841,0.0417348,1.76807e-05,0.04454948,0.05106119,0.001480674,0.0001162876,3.9671793592808,11.1006060636849,8.28878411982062,423869249903138,4.10756260793328,506077.208961381,192.709035069713,0.0924825812755215,-258.210785708873,47.2254128427124,377886.1,0.00103613754808845,0.000238711269183786,79.84841,6.28681542102163e-07,31.045163520948,0.0803843782217959,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,50,4.98,1,50,5,10,50,5,10,1,1.997916,1.5,50,5,1,50,5,1,5,4.97,10,11,4.76,10.27974,17.85099,6,49,17.02854,311.8085,628.299,65.74722,799.4685,227.8958,423.2664,1289.525,8302545,4354370000,395224900,13697590,665485500,1259124000,3523014000,11016900,0.097473,0.02186926,0.05084931,1.392518e-05,0.1153396,0.05852418,0.001179326,0.0001189744,8.64726452113335,14.6109755267415,11.8388117592954,1117272879820.1,8.75109723422677,565547.04604515,187.768317295544,0.0932843533899133,-160.364104021499,57.0335918712816,458244.9,0.000879704570858186,7.05478113353211e-05,75.39108,8.69900417882261e-07,27.0071199334702,0.033621211327221,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1.5,37,4.95,0.5,50,4.98,10,50,5,10,1,2.123936,1.5,50,5,1,50,5,1,12,4.94,1,3,3.88,10.74232,15.4137,10,52,16.99619,313.9492,152.4969,114.0965,698.5575,244.1374,528.0672,350.152,8281540,1488501000,3563944000,24531140,1079378000,1236837000,2422433000,1376621000,0.05262369,0.007825926,0.02290424,2.350363e-05,0.05115284,0.07866836,0.001458163,0.0002929024,8.73928233147488,8.85503805082272,19.014973142384,39534816088.4984,17.3245608044244,418073.923446074,187.595860828537,0.155197961107374,-98.3123307656868,65.7621662858013,897756.1,0.00107302532454246,6.50025275435545e-05,65.77486,1.17135778305369e-06,7.32667465174897,0.029066986097086,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.99,1.5,1,0.5,10,1,1.309151,10,50,5,1.5,50,5,0.5,50,4.99,0.5,2,3.78,2,2,3.01,11.5823,22.67479,7,58,192.8252,859.0071,369.3053,78.00654,758.3523,177.3595,251.2679,241.539,8664150,2819629000,639416800,8480229,897994900,3923931000,4943479000,599244200,3.561871e-06,0.02650233,6.376792e-06,0.0318004,0.06380853,0.07543712,0.0009943054,9.28722e-05,39.9597906856957,14.2789795406854,22.9794426016974,4113541793.90958,16.6971916901218,646247.617069145,181.958585342929,0.152169084835136,-152.173604437489,63.5670475971992,1040019,0.00102860612697366,4.02105554189836e-05,46.20087,2.13627275143549e-06,9.12879731523907,0.079944972215688,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.97,0.5,50,4.99,10,50,5,10,1,1.915878,1.5,50,5,0.5,50,5,1,13,4.86,0.5,4,4.46,10.74232,30,8,44,20.34421,479.4292,147.6224,169.6268,675.4961,229.0131,894.4071,370.466,8385905,4654803000,2321955000,31945680,1057779000,3335574000,1151997000,1698236000,0.1609839,0.01145833,0.03545138,2.715718e-05,0.07992627,0.1228682,0.001953753,0.0002795922,35.7278388078053,12.6915915758653,28.4765122708611,15642770248.2973,35.9343367984416,850872.206946571,186.825046340152,0.101502180710246,-122.501375046796,61.1514204057384,1909128,0.0015236863389226,4.21530701591862e-05,58.40337,5.50083770140363e-07,209.854575585366,0.0395360987289279,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,1,0.5521377,0.5,50,4.99,10,50,5,10,2,3.15,2.5,50,5,0.5,50,5,0.5,50,4.97,0.5,8,4.75,9.524676,24.02292,11,21,17.09355,117.2708,445.7124,155.6262,816.2168,372.3901,252.0019,334.4132,8348233,6177167000,1486051000,21015570,706547700,2164044000,990151000,1267262000,0.1031327,3.176716e-05,0.04276171,5.736191e-05,0.01357613,0.1273503,0.004280332,0.0003684004,64.0563394251056,11.5147220330153,75.687520882709,4657.96784893751,100.652276080707,482652.591020504,188.630984286384,0.0721278313320425,-53.99985525,100.884600133294,3172528,0.000952639328782417,4.5135178726994e-05,22.57077,7.16979865016269e-07,0.736505050128755,0.000443364580207994,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
2,50,4.93,0.5,50,4.99,10,50,5,10,1,1.177571,1.5,50,5,1,50,5,2.5,10,4.7,1,3,3.64,10.74232,15.4137,6,55,17.02158,224.8275,117.0322,139.1101,665.6399,230.3247,535.7571,356.163,8288302,1826461000,4454929000,24302040,1349211000,1499576000,896733700,1496654000,0.07423238,0.009647398,0.0286303,1.584537e-05,0.06394102,0.09829418,0.001323687,0.0003038112,7.7578919207187,15.6273433157828,15.7691559340966,2286619222210.29,7.7761162569594,608818.090964206,188.15415607953,0.130444584913843,-186.500196219536,63.1495584671137,614342.9,0.000885420798343035,6.47558419201129e-05,67.66997,1.05142652108781e-06,28.6653597020726,0.063303361194418,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,50,5,0.5,50,5,10,50,5,0.5,50,5,1,50,5,0.5,42,4.89,0.5,2,4.22,0.5,1,1.205175,8.254781,18.10779,2,2,276.4184,518.4217,461.1091,228.459,627.3301,287.0973,495.5973,72.71826,8309978,489343000,4528646000,17930500,918963200,4747084000,8157392000,7770415000,0.02627455,0.1052973,0.1673989,0.04471145,0.2120481,0.009203857,0.0007166128,9.232505e-05,45.9354453063616,18.6311736505648,29.6922144748764,413515159.935256,45.1957788995256,414848.522196197,179.156270045176,0.0930181377861066,-128.436336871678,64.7430801046585,661137.7,0.000506053761362115,0.00038431302621298,55.62891,3.92141318596135e-06,19.2652410812319,0.00648514221507401,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,50,4.96,1,50,5,10,50,5,10,1,3.179527,10,50,5,0.5,50,4.96,2,17,4.88,0.5,1,3.281764,8.366608,12.3608,11,39,52.14911,522.5405,604.9355,90.84026,1361.867,417.7657,518.781,156.8183,8251731,2272351000,501055200,15310110,8153638,3960017000,1428610000,4151249000,0.008049026,0.008817765,0.06445478,2.637001e-05,0.05756403,0.01430946,0.002694543,0.0001206645,38.7863453160573,21.2249497353342,32.1043721032865,1177963.89315638,57.8366855551349,798802.937499034,218.227779817328,0.24321440620098,-78.2926061608655,82.9624242268768,1208251,0.000855343001621544,9.21894884308383e-05,52.6967,1.4932742203035e-06,3.82472080336453,0.000594807564900934,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,50,4.99,0.5,50,4.99,10,50,5,0.5,50,5,1,50,5,0.5,50,5,1.5,19,4.97,0.5,1,1.042716,9.15142,23.52254,10,55,306.0881,597.7927,550.4463,219.6639,644.6742,443.1091,726.2735,299.5989,8350937,1001621000,3215755000,20137380,1763242000,862581000,768809500,5794902000,0.006403471,0.0080476,0.08008106,0.1039253,0.08804516,0.08597504,0.001049956,6.426566e-05,58.8895283409629,26.9692816632912,37.608398980502,23165891.2155047,57.8563434793781,739337.572971056,182.297319612769,0.118359680128464,-101.059129941069,74.8890673743652,1030999,0.000623046874893387,0.000192057445956544,42.43296,2.26253140776818e-06,22.0713760163593,0.00231937946085803,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,1,0.5,0.5,1,0.5,10,50,5,10,1,4.046881,1,50,5,0.5,50,5,1,37,4.88,0.5,2,4.11905,9.395658,21.50013,12,40,17.06928,177.3805,190.4704,123.1286,672.9043,402.8002,550.7216,314.4943,8330615,6038066000,1486051000,21901320,1281276000,1612335000,837557200,3866972000,0.1031226,3.138402e-05,2.513274e-06,4.91727e-05,0.0513431,0.02760166,0.005404876,0.0002968245,63.7820754864554,18.6863359274982,52.0670569291374,9635.22314564306,102.205446093249,654954.514751158,180.487069570094,0.172309335042114,-57.6405836045685,104.079576715236,1824946,0.000796589012338335,4.01603969861157e-05,45.44069,9.36834246825825e-07,1.91492063724449,0.00039123715695899,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,1,0.5,0.5,1,0.5,10,50,5,10,1,1.462997,1.5,50,5,0.5,50,5,0.5,24,4.97,0.5,6,4.26,9.395658,21.50013,10,26,24.27202,29.4026,111.9356,291.9478,675.9921,515.0538,270.4296,427.759,8330710,8221337000,2902444000,20921690,1322516000,4109468000,1353332000,1462870000,0.2011579,3.147005e-05,2.513274e-06,1.772182e-05,0.09990867,0.1535278,0.001974408,0.0003248178,23.6483885418867,21.2727663943944,64.1896014105265,92414646.8392179,53.4898098794389,642744.107297241,182.091189660565,0.10161061620764,-79.9184895641289,59.7268968279389,1939451,0.000686691159464863,3.83984727909883e-05,61.5661,8.41081389473649e-07,4.15061481983695,0.026849578991121,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,1,0.5,2.5,1,0.5,10,50,5,10,1,1.462423,10,50,5,0.5,50,5,0.5,15,4.29,1.5,3,4.89,7.126988,10.67515,14,16,41.71909,297.1867,1248.629,32.60676,1367.2,188.1532,259.6099,749.2252,8233042,7304735000,119913900,20849680,8425108,1416449000,2053639000,258481300,0.04000987,2.860019e-05,2.513274e-06,2.142745e-05,0.04730078,0.06847667,0.002503065,0.0001082452,27.1145377514081,22.5608680740824,89.5581259455164,235852.206521763,68.48742307793,377778.758549856,213.411198258198,0.205082329600939,-4.23829621755055,73.4686943802368,1499639,0.000380565182507159,5.28852893514312e-05,68.7081,1.43818660210491e-06,0.835780667070155,0.00127840289353598,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1,1,0.5,0.5,50,4.99,10,50,5,10,1,1.462997,1,50,5,0.5,50,5,2,6,4.94,0.5,5,4.63,9.395658,22.83827,10,47,24.28596,145.1899,113.4659,292.0749,617.6247,585.6332,430.2197,430.4984,8340237,6484212000,2902444000,21133630,1336097000,4088046000,1297043000,1402901000,0.2011601,2.364606e-05,0.05320192,1.803717e-05,0.09994756,0.1535062,0.001383322,0.0002741842,39.8202508433954,29.9410084013804,104.775113479121,1720118.27567415,55.1671780223225,875833.057670548,180.014961467096,0.156508747367034,-95.2398756278381,84.2855355370447,3064877,0.000664817179782162,3.82532892128344e-05,51.41737,7.40009617716322e-07,9.90944571814103,0.00163862685427896,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
2,1,0.5,1,50,5,10,50,5,10,2,3.7,1.5,50,5,1,50,5,1,50,4.96,0.5,3,3.8,10.26467,18.0082,11,54,17.03086,303.9359,260.1616,126.5594,786.8329,129.5491,541.6938,314.8715,8303844,1722502000,1188841000,19231260,585394400,1299810000,1457372000,1934009000,0.08254521,3.428986e-06,0.1026876,6.044643e-05,0.1203004,0.06302732,0.005351212,0.0001578119,87.6560287849782,28.1214465280475,99.0024829263378,2557.42335036555,103.69446157668,508241.779390887,187.285679190909,0.17976609371623,-86.936879768059,110.368912782893,1789282,0.00041075232456803,5.19188754874258e-05,39.56778,1.39492443410696e-06,3.29807554104851,0.000195796237079993,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
0.5,50,4.96,0.5,50,4.99,10,50,5,10,1,2.341443,10,50,5,0.5,50,5,0.5,28,4.87,0.5,4,4.46,8.553176,15.4137,10,33,20.19618,206.0477,146.5389,167.5065,1105.01,195.0369,265.5714,299.688,8281540,4616676000,2321955000,20840490,8000208,3312562000,1278770000,1570328000,0.1609598,0.0113526,0.03545138,2.391509e-05,0.09803984,0.1228488,0.001794182,0.0002423517,36.8492327862992,19.8721378950094,115.812172130595,13778970.8683208,37.07210530664,404615.460884344,217.782367683888,0.109912660491528,-82.9084691522722,64.7283265481767,2358045,0.000462748697587239,4.52498029515305e-05,44.34135,9.45728941319717e-07,2.24028054934571,0.01410680524797,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
1.5,50,5,10,50,5,10,50,5,10,1,3.686976,1,1,0.5,0.5,50,5,1.5,7,4.4,0.5,3,4.38,9.608553,18.16752,9,60,236.2323,470.9011,1761.266,61.45054,509.9889,303.544,489.4105,256.3141,8305124,1907573000,8000000,17064480,1981647000,2102020000,2230533000,2373430000,0.1228877,0.09279715,0.06216202,3.399792e-05,2.759774e-06,0.05908827,0.001358849,0.0002480691,66.4257000764168,27.2077389551089,124.232965766824,196242.831657443,88.625078873893,609170.302244031,183.788118595844,0.25562689518157,-120.6904653065,86.0406845261872,2781526,0.000508854470387939,5.35334027974614e-05,38.07948,1.43374004527713e-06,10.3657692312027,0.00118951148247493,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
10,50,5,0.5,50,5,10,1,1.336787,10,50,5,2,50,5,0.5,48,4.94,0.5,3,4.85,0.5,1,1.343826,8.58094,12.17822,5,41,178.5922,1389.545,374.0286,641.7459,550.5382,263.3285,406.9935,127.2691,10747620,8000000,2939097000,12062670,1284282000,3341097000,5498511000,5526081000,5.997093e-06,0.05410558,0.1072315,0.02869608,0.1959481,0.005931258,0.0007859742,7.043241e-05,60.7671840751555,35.3335689879886,21.0962210479663,426045194315.696,9.36906778776024,1054823.10612421,182.21716036916,0.158443604512149,-213.384422106343,59.4565950278947,629791.5,0.000678483750680931,5.01171003497736e-05,48.60261,2.2579063284073e-06,322.559702929134,0.141289411764704,"R2R_Miller_PNin_2",40,2.5,1.2,50,0
