CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,VDS0,VDS17,VDS5,VDS8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,gmid_offset0,gmid_offset17,gmid_offset5,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
15,10,1,3,9,1,6,9,13,9,2,20,8,1,7,2.07759836868838,4.36929191030057,0.244853111720034,0.0772202764851251,34729747.9288048,1856496.24644426,5935717.68095236,79757398.2529528,1.29981450518482e-05,1.77501845941157e-06,7.17285632595543e-05,0.000252482152335541,4,-11,-7,-15,88.2706169673681,9.32407212175675,12.9241100923833,8.7237743123587,35.6743061999842,399527.026854264,58,0.30683418903883,-76.328168338617,53.6451223757135,553785,9.52199667548948e-05,5.4282175397976e-05,84.46382,0.30683418903883,3.36413810709058e-05,0.018629705061866,"Cascode_Null_Pin_1",180,5,2,10,0
15,10,1,3,9,1,6,9,13,9,2,20,8,3,32,2.07759836868838,4.36929191030057,0.244853111720034,0.0772202764851251,34729747.9288048,1856496.24644426,5935717.68095236,79757398.2529528,1.29981450518482e-05,1.77501845941157e-06,7.17285632595543e-05,0.000252482152335541,4,-11,-7,-15,88.2706169673681,9.32407212175177,12.9241100923833,8.7237743123587,35.6743061999842,399527.02685405,58,0.310582307620862,-76.328168338617,53.6451223757135,553785,9.52199667548948e-05,5.4282175397976e-05,84.46382,0.310582307620862,3.36413810709058e-05,0.018629705061866,"Cascode_Null_Pin_1",180,5,2,10,0
15,10,1,3,9,1,6,9,13,9,2,20,8,4,62,2.07759836868838,4.36929191030057,0.244853111720034,0.0772202764851251,34729747.9288048,1856496.24644426,5935717.68095236,79757398.2529528,1.29981450518482e-05,1.77501845941157e-06,7.17285632595543e-05,0.000252482152335541,4,-11,-7,-15,88.2706169673681,9.32407212174823,12.9241100923833,8.7237743123587,35.6743061999842,399527.026853899,58,0.310581769141814,-76.328168338617,53.6451223757135,553785,9.52199667548948e-05,5.4282175397976e-05,84.46382,0.310581769141814,3.36413810709058e-05,0.018629705061866,"Cascode_Null_Pin_1",180,5,2,10,0
17,9,1,6,10,19,2,10,1,2,2,14,9,31,25,1.71569717583553,4.33405551460175,2.30605278333638,0.385180233486356,33942787.557166,5823035.39860372,34257959.1089034,87840667.8745406,2.1780957008434e-05,1.99358400373724e-06,8.07139222066297e-06,0.000237132259746426,15,10,-15,15,103.700818588498,14.6218017781016,17.7179190376793,11.9595953504336,63.8931369718831,663358.890144145,60.2992537267253,0.0012125569703847,372.200000000001,64.0415342791988,803822.9,0.000100817319873309,2.53650108344489e-05,87.57608,1.87710895242733e-06,1.31884728292953e-06,0.00132660156163089,"Cascode_Null_Pin_1",180,5,2,10,0
17,9,1,6,10,19,2,10,1,2,2,14,9,32,32,1.71569717583553,4.33405551460175,2.30605278333638,0.385180233486356,33942787.557166,5823035.39860372,34257959.1089034,87840667.8745406,2.1780957008434e-05,1.99358400373724e-06,8.07139222066297e-06,0.000237132259746426,15,10,-15,-15,103.700818588498,14.6218017781055,17.7179190376793,11.9595953504336,63.8931369718831,663358.89014432,60.2992537267253,0.00121258429066879,347.300000000001,64.0415342791988,803822.9,0.000100817319873309,2.53650108344489e-05,87.57608,1.87710695650914e-06,1.31884728292953e-06,0.00132660156163089,"Cascode_Null_Pin_1",180,5,2,10,0
17,6,1,2,10,1,2,10,1,2,2,14,10,45,27,2.05134384812136,4.57911020830145,1.84412880972,0.0868049776149431,96921145.072655,5012655.7801393,31886356.1638914,85276466.6197263,1.47422505532158e-05,1.79073472061513e-06,7.96768666284157e-06,0.000240856254753035,-14,-3,-4,15,108.408580526254,13.7272669213611,19.258270587298,12.9993326464261,64.3867999388327,621000.270382259,28.9136645896019,0.00113546057614849,341.300000000001,65.0948758374881,871214.3,0.000100529887613829,2.44878507617191e-05,87.30817,1.76140323486073e-06,1.2609680617004e-06,0.00123605583190312,"Cascode_Null_Pin_1",180,5,2,10,0
17,10,1,2,10,1,2,10,1,2,2,18,8,64,13,2.77683335964983,4.28876116557442,1.80321773986258,0.0841288548598276,42718020.1610105,5522800.65128571,31353160.9199892,83216677.3232324,1.07502299764e-05,1.97311219972753e-06,7.83114105072833e-06,0.000240715933394704,15,-15,15,15,106.301029156537,15.4088585729326,20.2232956241426,13.6507245462963,64.5056179433221,689220.709328167,30.2654919008431,0.00106285632698221,331.700000000001,65.7271979864655,904565,9.93974712036908e-05,2.40294050066713e-05,87.13122,1.76322704141009e-06,1.32879271580455e-06,0.00119704189082492,"Cascode_Null_Pin_1",180,5,2,10,0
17,9,1,2,10,1,2,10,1,2,2,14,9,62,49,2.60988018507906,4.35612836455075,1.81267385879717,0.0939604742768436,50606372.1511153,5395104.29299167,31476912.3501756,89886847.7617197,1.14735606624042e-05,1.92749051427153e-06,7.86282823665305e-06,0.000231188985788266,-15,15,15,-15,104.98767243291,14.420053156109,19.1803106883489,12.9467097146355,64.1233544794246,646365.480406048,28.7749891398763,0.00115665926771953,298.9,65.2294446329143,859739.6,9.96090457285971e-05,2.4585163738072e-05,87.34303,1.7280649333767e-06,1.38382487866906e-06,0.00126050346451212,"Cascode_Null_Pin_1",180,5,2,10,0
21,10,1,2,10,1,2,10,1,2,2,19,10,64,24,3.1282294065561,4.19420698344923,1.91233886886798,0.0797859961549312,46269900.4574252,6941534.20404824,32762813.7734051,80191629.4458107,1.16654969369554e-05,2.47923932517727e-06,8.19223927568317e-06,0.000304122180034846,9,15,15,15,103.153944891333,18.41746742032,22.3505798982036,15.0866414312874,66.8493222488398,999522.572946342,33.166247903554,0.00103736205873634,321.600000000001,66.4690023625643,1212974,0.000120600798281499,2.18815163949637e-05,86.00522,1.2264217179531e-06,8.2325339099576e-07,0.000899494805051137,"Cascode_Null_Pin_1",180,5,2,10,0
18,10,1,2,10,1,2,10,1,2,2,17,10,65,34,2.86745281244623,4.26379229444442,1.8338172228815,0.0767386279938305,43657277.350011,5873842.19686436,31752503.4101736,78484259.5534948,1.09921534309043e-05,2.09838898513521e-06,7.93340395319408e-06,0.000264612084317998,-9,8,15,15,107.672317326292,15.9147525132469,21.3685400837373,14.4237645565227,65.4280389061372,750183.465186659,31.9374388453426,0.00103381022679362,318.500000000001,66.2493019537224,1007262,0.000104750253935388,2.30889690360263e-05,86.70792,1.51957729153072e-06,7.44055698777113e-06,0.00106982458331517,"Cascode_Null_Pin_1",180,5,2,10,0
20,8,1,2,10,1,2,10,1,2,2,19,10,50,46,2.66573121247621,4.36400025990996,1.91286482215848,0.0765389835052468,65086215.847715,6254886.77359574,32769512.2902588,78195955.2006173,1.3154444083402e-05,2.23424859343865e-06,8.19395594122166e-06,0.000294700426047999,-3,5,15,10,106.99227567605,17.726407117739,21.8286778435519,14.7343575443976,66.369043008125,924644.447176721,32.6802692767364,0.00105291356524113,312.200000000001,66.173848845408,1138627,0.000115915505297984,2.23260970150633e-05,86.27036,1.30844416071406e-06,7.83934131554087e-07,0.00095447681909322,"Cascode_Null_Pin_1",180,5,2,10,0
21,10,1,2,10,1,2,10,1,2,2,17,10,62,41,3.1282294065561,4.19420698344923,1.9123612582289,0.087637521095755,46269900.4574252,6941534.20404824,32763098.9416551,85372158.6505382,1.16654969369554e-05,2.47923932517727e-06,8.19231235716536e-06,0.000293609778376547,15,-14,15,-1,102.316241055432,17.57938193454,21.6971256411822,14.645559807798,66.5636257812532,954035.481313858,31.9374388453426,0.00110277645473449,302.7,66.1680437962984,1177506,0.000120600306384981,2.21855552591075e-05,86.22478,1.32414929935083e-06,7.75149399088182e-07,0.000934296727570949,"Cascode_Null_Pin_1",180,5,2,10,0
20,9,1,2,10,1,2,10,1,2,2,18,10,62,50,2.85892073252017,4.28857640066384,1.90040169801963,0.0801840452260882,53844404.590867,6419409.19900566,32610539.4412774,80571421.1126452,1.22252521367563e-05,2.29299566936098e-06,8.15321701587262e-06,0.000289572352599866,15,-7,9,-8,105.96967640862,18.2331641492813,21.7295671224603,14.6674578076607,66.3622465228691,948616.672874071,32.310988842807,0.00108295918377746,298.6,66.21140241917,1130524,0.000115615536259753,2.23850262283178e-05,86.33887,1.35511575947989e-06,8.61572360004725e-07,0.000963696227215038,"Cascode_Null_Pin_1",180,5,2,10,0
21,10,1,2,10,1,2,10,1,2,2,18,10,58,61,3.1282294065561,4.19420698344923,1.91234961533393,0.0835682440845704,46269900.4574252,6941534.20404824,32762950.6489268,82681966.2025052,1.16654969369554e-05,2.47923932517727e-06,8.19227435345058e-06,0.000299027069177547,-1,15,15,14,102.74176851892,18.7549856244731,22.0365474159124,14.8746695057409,66.7135174264336,1017837.81186586,32.5576411921994,0.00100850206078353,297.2,66.324482686241,1195929,0.00012060056186846,2.20261999441544e-05,86.11333,1.28572495975213e-06,7.89521900639301e-07,0.000916059255473112,"Cascode_Null_Pin_1",180,5,2,10,0
24,10,1,2,9,1,2,10,1,2,2,19,10,49,21,3.37497378009416,4.1038004359123,2.02493243589831,0.0891717874455038,48629364.859691,9066485.4432406,34176630.0765038,86307718.5288655,1.22740596411034e-05,2.91730212433638e-06,8.55471932684009e-06,0.00033267132607937,-15,15,0,-5,93.492642734317,15.7940135745159,21.768637674023,14.6938304299655,66.7272816467434,974853.447737001,32.9545141065682,0.00102691571105328,350.700000000001,65.8315945927427,1343625,0.000137162158608409,2.18740776652438e-05,85.90031,1.10667755607316e-06,7.48675501545115e-07,0.000867993014233015,"Cascode_Null_Pin_1",180,5,2,10,0
24,10,1,2,9,1,2,10,1,2,2,19,10,48,20,3.37497378009416,4.1038004359123,2.02493243589831,0.0891717874455038,48629364.859691,9066485.4432406,34176630.0765038,86307718.5288655,1.22740596411034e-05,2.91730212433638e-06,8.55471932684009e-06,0.00033267132607937,-13,15,0,-5,93.492642734317,15.7940135745429,21.768637674023,14.6938304299655,66.7272816467434,974853.447738674,32.9545141065682,0.00102826328243372,348.300000000001,65.8315945927427,1343625,0.000137162158608409,2.18740776652438e-05,85.90031,1.1066765661801e-06,7.48675501545115e-07,0.000867993014233015,"Cascode_Null_Pin_1",180,5,2,10,0
31,10,1,2,10,1,3,10,1,3,2,19,9,42,22,3.90889024229006,3.896893142151,1.84674996059452,0.116034595085292,53413322.4790671,7519181.89532784,31843771.7286317,104106176.331528,1.35090541514943e-05,4.00609147331076e-06,1.18911799909352e-05,0.000375493143222269,-4,15,-15,15,89.5669103521908,16.8046069358853,18.4551870851456,12.4572512824733,66.1530746561683,1334093.79438899,33.3766385365573,0.00111294028830565,344.700000000001,66.044496637301,1465131,0.000176419055068115,2.25975369501186e-05,85.30853,9.33677403094673e-07,1.16445478627547e-06,0.00102519790415201,"Cascode_Null_Pin_1",180,5,2,10,0
25,10,1,2,9,6,2,10,1,2,2,20,10,43,27,3.4545562456578,4.0838153245737,2.04408477916694,0.0884264376936339,49369007.6988876,9480319.91337591,34413180.7542799,85716878.800729,1.24649118285116e-05,3.05018511111117e-06,8.61539653897387e-06,0.000347466005439311,-15,4,-15,15,90.5951722772795,14.1985249159502,22.09810730674,14.9162224320495,67.0978453173579,909440.725087769,41.9046536795139,0.00106792349708497,337.500000000001,65.8726421877369,1415423,0.000142337278065669,2.15202026708311e-05,85.63011,1.04386376649935e-06,6.29362941260148e-07,0.000823546923744978,"Cascode_Null_Pin_1",180,5,2,10,0
24,10,1,2,9,1,2,10,1,3,2,18,10,40,30,3.37497378009416,4.10379976356614,1.63185516406957,0.0932202504388657,48629364.859691,9066488.59427162,28997859.4588242,88993481.7462765,1.22740596411034e-05,2.91730313614864e-06,1.08015879514448e-05,0.000327090241561442,-4,14,-15,15,90.6857715462938,18.7235737609214,21.361341418398,14.4189054574187,65.2463690947312,1155749.58023228,32.649655434629,0.00116007455419871,332.800000000001,65.8711400884785,1318571,0.000137171056835134,2.24975514288196e-05,85.59466,1.14601148698285e-06,1.12385800258519e-06,0.00111217961284993,"Cascode_Null_Pin_1",180,5,2,10,0
23,9,1,2,9,1,2,10,1,2,2,20,10,54,29,3.09376067269341,4.20197299101183,2.01900680398097,0.0825430088820456,56755071.5012947,8420194.27520788,34103214.7436728,82041898.7923334,1.29015424966892e-05,2.70969326573955e-06,8.53588936084069e-06,0.000329060380983973,1,7,-3,-5,95.2695570648475,16.0469460061275,21.8951813591723,14.7792474174413,66.5409281824444,955248.204166561,33.3166624979154,0.000984103663306672,330.700000000001,65.8433486166633,1303384,0.000132285220267222,2.20577630556918e-05,86.01754,1.19605394158099e-06,7.5237693559993e-07,0.000892959050479813,"Cascode_Null_Pin_1",180,5,2,10,0
25,10,1,2,9,1,2,10,1,2,2,20,10,63,24,3.4545562456578,4.0838153245737,2.04408477916694,0.0884264376936339,49369007.6988876,9480319.91337591,34413180.7542799,85716878.800729,1.24649118285116e-05,3.05018511111117e-06,8.61539653897387e-06,0.000347466005439311,-15,15,15,15,90.5951722772795,14.1985249159444,22.09810730674,14.9162224320495,67.0978453173579,909440.725087401,33.555923471125,0.001069575577078,321.200000000001,65.8726421877369,1415423,0.000142337278065669,2.15202026708311e-05,85.63011,1.04386486143816e-06,6.29362941260148e-07,0.000823546923744978,"Cascode_Null_Pin_1",180,5,2,10,0
25,10,1,2,9,1,2,10,1,2,2,20,10,64,45,3.4545562456578,4.0838153245737,2.04408477916694,0.0884264376936339,49369007.6988876,9480319.91337591,34413180.7542799,85716878.800729,1.24649118285116e-05,3.05018511111117e-06,8.61539653897387e-06,0.000347466005439311,-15,15,-5,15,90.5951722772795,14.1985249159583,22.09810730674,14.9162224320495,67.0978453173579,909440.725088287,33.555923471125,0.00106955388668765,307.1,65.8726421877369,1415423,0.000142337278065669,2.15202026708311e-05,85.63011,1.04386459778404e-06,6.29362941260148e-07,0.000823546923744978,"Cascode_Null_Pin_1",180,5,2,10,0
23,10,1,2,9,1,2,10,1,2,2,20,10,64,48,3.2941142179982,4.12455406201598,2.00407975355856,0.0824686867834501,47867448.0423753,8653803.19060275,33917796.2154673,81971276.607339,1.20774987896504e-05,2.78475286290461e-06,8.4883357656247e-06,0.000328757823695303,-5,15,15,15,91.2183063912216,13.528247876419,22.112484222413,14.9259268501288,66.6267289455023,803319.403179407,33.555923471125,0.00104662941356464,306,66.0393412025927,1313059,0.000131957534012905,2.19655183887084e-05,85.9496,1.14182108280035e-06,7.74171804265311e-07,0.000884496394084167,"Cascode_Null_Pin_1",180,5,2,10,0
40,10,1,2,8,1,3,10,1,4,2,19,10,29,2,4.96110156672406,3.15375820105639,2.13617101393231,0.398253375647674,61717069.1578012,16999499.036315,32917731.4943911,98567311.3036987,1.4733108806663e-05,6.95565991979822e-06,1.56263323856781e-05,0.000407404727774115,15,8,-12,15,83.2097854354463,13.4453106368243,17.0090636834433,11.4811179863242,66.1320922574389,1359138.0371983,34.1760149812701,0.00115036404570954,475.600000000002,65.1967494830371,1719385,0.000224636442467717,2.29584252273444e-05,84.73628,7.48986277976024e-07,1.38628022969378e-06,0.0011154814398191,"Cascode_Null_Pin_1",180,5,2,10,0
33,10,1,2,9,1,3,10,1,10,2,20,10,25,9,4.05276064027194,3.8312638177094,1.01978666100006,0.108311102109471,54636417.8284428,9135133.6882333,19972918.9046456,99172737.2549479,1.38249917625649e-05,4.38518006030652e-06,2.44842746198312e-05,0.000413995442670505,15,15,-15,15,78.1855300610372,13.4920063192789,18.7450062148411,12.6528791950178,59.6519867227925,1141596.09986456,36.7287353444139,0.00151521509797365,425.400000000002,65.6313021839982,1586067,0.000188028389691478,2.44501036052778e-05,83.28543,8.78589576948856e-07,3.74910550119179e-06,0.00192643492303901,"Cascode_Null_Pin_1",180,5,2,10,0
33,10,1,2,9,1,3,10,1,10,2,20,10,26,15,4.05276064027194,3.8312638177094,1.01978666100006,0.108311102109471,54636417.8284428,9135133.6882333,19972918.9046456,99172737.2549479,1.38249917625649e-05,4.38518006030652e-06,2.44842746198312e-05,0.000413995442670505,15,12,-7,15,78.1855300610372,13.4920063192843,18.7450062148411,12.6528791950178,59.6519867227925,1141596.09986502,36.7287353444139,0.00151590157960489,399.200000000001,65.6313021839982,1586067,0.000188028389691478,2.44501036052778e-05,83.28543,8.78589576948762e-07,3.74910550119179e-06,0.00192643492303901,"Cascode_Null_Pin_1",180,5,2,10,0
43,10,1,2,10,1,4,10,1,4,2,20,8,33,5,5.15930801015268,3.11629851993596,2.19782389966669,0.423768645553801,63352666.5240542,10938736.030464,33741004.648218,109189498.864035,1.51308061267055e-05,7.41930562236907e-06,1.60277959048698e-05,0.000384009296447097,15,4,15,15,82.1644353595472,12.5629743436788,15.1437284422774,10.2220166985372,66.4655243877093,1357452.72379336,34.0587727318528,0.00114499330377482,395.100000000002,65.0094735172732,1636308,0.00024011524069915,2.33433072016973e-05,84.7369,7.51801076563468e-07,1.37063236295587e-06,0.00110202535233483,"Cascode_Null_Pin_1",180,5,2,10,0
40,8,1,2,9,1,3,10,1,3,2,19,10,31,18,3.95615795970246,3.92660973147809,2.0382543915678,0.128508718288516,84190225.5271984,10490290.9999575,34249477.9913117,112309719.217643,1.71117278153955e-05,5.03437772806212e-06,1.28137996129524e-05,0.000457334524422245,14,8,4,-5,89.1900819673754,14.7270411310613,17.9720850464836,12.1311574063764,66.9141391143593,1491369.71796387,33.7194306001747,0.00136996964060572,383.600000000001,64.8769760344925,1819987,0.000225038750100222,2.18994979477581e-05,84.64189,6.97658201288721e-07,8.46205339928297e-07,0.000885339909598048,"Cascode_Null_Pin_1",180,5,2,10,0
45,10,1,2,10,1,4,10,1,3,2,18,10,49,11,5.28847422261779,3.11283436348701,2.5732851291045,0.407791192161701,64389319.881655,11239532.6476508,37973828.7423206,104732196.335396,1.53829205605744e-05,7.62276189794792e-06,1.35129926774021e-05,0.000412858645401431,-12,3,15,15,83.9196388324817,14.9403006786285,15.7377128883934,10.6229561996655,66.7902417215792,1677254.49807584,34.928498393146,0.000990303290332662,360.000000000001,64.4345426030618,1766775,0.000249475047264474,2.23666721927817e-05,84.63217,7.55572618276894e-07,1.01454786749056e-06,0.000840775990602172,"Cascode_Null_Pin_1",180,5,2,10,0
45,10,1,2,10,1,4,10,1,3,2,18,10,50,22,5.28847422261779,3.11283436348701,2.5732851291045,0.407791192161701,64389319.881655,11239532.6476508,37973828.7423206,104732196.335396,1.53829205605744e-05,7.62276189794792e-06,1.35129926774021e-05,0.000412858645401431,8,3,15,15,83.9196388324817,14.9403006786286,15.7377128883934,10.6229561996655,66.7902417215792,1677254.49807585,34.928498393146,0.000990428777242869,336.000000000001,64.4345426030618,1766775,0.000249475047264474,2.23666721927817e-05,84.63217,7.55572618276877e-07,1.01454786749056e-06,0.000840775990602172,"Cascode_Null_Pin_1",180,5,2,10,0
41,9,1,2,9,1,3,10,1,3,2,18,9,33,37,4.3124256289876,3.8319318563345,2.02206811436738,0.142956479561633,70128432.7308188,10957624.7505612,34050555.222026,121783077.014243,1.6014068963026e-05,5.25768550311397e-06,1.2737460274527e-05,0.000429379683581361,14,-2,15,15,87.3834722255923,15.7896311787866,16.5130555411627,11.1463124902848,66.7982935317855,1626427.89751739,32.2645316098034,0.00137330780608802,330.700000000001,64.5367392544824,1700945,0.000228902383835356,2.2309844230498e-05,84.97608,7.43797993125669e-07,8.95326042864575e-07,0.000915809271369916,"Cascode_Null_Pin_1",180,5,2,10,0
40,10,1,2,9,1,3,10,1,3,2,18,9,39,36,4.96110156672406,3.20604681783864,2.42616230241092,0.414638903925445,61717069.1578012,14515651.063769,36151302.3555253,106437578.587359,1.4733108806663e-05,6.67145908694792e-06,1.28485393224181e-05,0.000378352317722781,15,14,0,15,85.2933085949209,15.2757296498322,16.4116028150111,11.0778319001325,67.2853401503679,1530930.05675136,32.5115364140177,0.00124182846200454,326.300000000001,64.8682524245705,1644767,0.000222710591949901,2.23908313745365e-05,85.05888,7.94928761812322e-07,9.12981428056181e-07,0.000921499656540981,"Cascode_Null_Pin_1",180,5,2,10,0
