MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.176,30,2,0.15,30,2,0.15,5,1.89,0.25,3,0.942,0.15,30,2,93.6,22,41,24,170,67,130,9.7,13000000000,17000000000,14000000000,15000000000,31000000000,0.026,0.09,0.00076,0.00062,0.029,18.177780274685,15.4140883403148,22.0938034490007,1025530.4377984,19.1008208415915,1318625803.43916,6.46591060872326,0.115065495648458,200,15.2247806680122,1890054000,0.00528066615009545,0.000884226760065082,47.15468,1.87147335526986e-10,8.79265830831774e-05,0.012138385915637,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,17,1.93,0.1,7,1.77,0.25,2,1.53,0.25,30,2,108,14,61,530,250,74,160,250,13000000000,18000000000,15000000000,15000000000,15000000000,0.00059,0.0044,0.00075,0.00058,0.12,16.3818344613444,24.1615622260388,35.2765266456338,5660130.19230304,16.9037937163782,1414275478.71916,6.15231663684502,0.11724378981357,-18.730492,15.6217165989953,2064880000,0.00361321650726738,0.000923350519457783,36.48614,2.75934485502948e-10,0.000303980359168406,0.018983603649037,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,17,1.93,0.1,5,1.97,0.25,2,1.51,0.25,30,2,108,13,29,410,280,14,84,640,13000000000,18000000000,15000000000,15000000000,15000000000,0.036,0.0041,0.00064,0.00055,0.31,16.5097910221847,23.2240286807724,32.9763700789494,5499443.02313986,16.6073341078262,1352772516.32702,6.10925527376292,0.118355328838695,-17.38462,15.1372996849254,1920835000,0.00359560683739672,0.000946872763165733,37.0979,2.46068017203077e-10,0.000259335718502978,0.0188095058501315,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,17,1.93,0.1,5,2.16,0.25,2,1.51,0.25,30,2,108,14,53,330,230,12,71,510,13000000000,18000000000,15000000000,15000000000,15000000000,0.029,0.0045,0.00071,0.00058,0.25,17.2590608430586,23.8240428827671,33.5560979074362,5397122.87257784,16.638422044708,1395015188.846,6.12478571053714,0.120360120090171,-18.066136,15.2806069287396,1964875000,0.00361450191799671,0.000941433422744635,36.78812,2.69923351819026e-10,0.000282534150362722,0.0191655170223523,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,17,1.88,0.1,7,1.85,0.25,2,1.68,0.25,30,2,115,13,43,410,310,14,190,310,13000000000,18000000000,15000000000,15000000000,15000000000,0.036,0.004,0.00077,0.00056,0.15,16.6054535617612,24.6297253866858,38.1187360426257,4781784.39882381,17.0812867467041,1418319913.79527,6.15288550194135,0.116040486798822,-21.58354,15.8858283883863,2195094000,0.00355467268059753,0.000928507771901665,35.1893,2.2658846977602e-10,0.000290773003801117,0.0189583128432289,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,17,1.93,0.0567,7,1.92,0.25,2,1.93,0.25,30,2,108,13,23,330,310,12,160,250,13000000000,17000000000,16000000000,15000000000,15000000000,0.00059,0.0043,0.00085,0.00061,0.12,14.8945016431255,27.4514023107712,49.3888052927028,3912796.70561183,17.9995543885031,1413215034.33898,6.10713484377085,0.124264723768349,-15.389748,17.1642451490382,2542566000,0.00317781565252212,0.000856074127181042,38.00466,2.33385563146989e-10,0.000262921375765056,0.0233637366965903,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,19,1.93,0.0539,5,2.11,0.25,2,1.86,0.25,30,2,93.3,13,37,330,250,12,140,800,13000000000,17000000000,16000000000,15000000000,15000000000,0.029,0.0012,0.00072,0.00059,0.25,20.0711938919386,31.8365686329096,53.8222770288928,467467.812929786,21.4736347738615,1485099489.42452,6.16427530209351,0.119616207150408,-19.556416,18.0790241412021,2510680000,0.0028794814242137,0.000907223452952608,36.11072,2.01454714706068e-10,0.000146918865526752,0.0148220671545509,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,30,1.91,0.0867,6,1.73,0.25,3,1.5,0.15,30,2,134,15,38,18,270,120,260,15,13000000000,17000000000,16000000000,15000000000,27000000000,0.1,0.12,0.00088,0.00081,0.042,19.323727175795,18.8905500685718,32.6909007370888,1080235.72804024,19.1250545305753,1597060410.75321,6.26417528490383,0.118622878443474,-7.957026,15.3189116106503,2763781000,0.00521869271220611,0.000890242733364022,41.38317,1.4152996148805e-10,0.000110391317357918,0.0141960736025647,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.108,30,2,0.15,30,1.94,0.15,5,1.84,0.25,3,1.06,0.15,30,2,44.1,26,0,16,110,34,110,12,13000000000,17000000000,13000000000,14000000000,25000000000,0.037,0.038,0.00073,0.00065,0.043,26.2487608871882,8.39115239716911,38.3926025415277,11588.4663109289,23.8456878336112,345183013.354148,6.10655385630881,0.0834637365609322,664,19.4865118491128,1579339000,0.00253929286567494,0.000967289458346365,45.71738,2.32487744655057e-10,1.2864779256592e-05,0.00867276505686682,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
0.15,30,2,0.15,30,1.94,0.15,5,1.81,0.25,3,1.13,0.15,30,2,44.1,21,0,18,160,43,160,15,12000000000,18000000000,13000000000,14000000000,25000000000,0.057,0.054,0.00068,0.00059,0.059,25.2952259783656,9.3148894989253,38.5531606076513,10977.7778686988,23.4587045514013,368686685.529101,6.31426955395476,0.0812615049154994,667.5,19.5617560550332,1525948000,0.00244323213721057,0.000982497489748487,47.37583,2.24869871386116e-10,1.0424048102034e-05,0.00923660910583179,"PseudoTwoSt_Null_Pin_1",40,0.9,0.3,0.05,0
