RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.9101583,2,2,8,2,36,10,2,33,10,6,5,10,10,33,7,2,50,10,17.23288,16.85078,39.57212,36,39,56.65489,280.5294,16.80228,151.1998,43.89879,309.1184,28632180,597639500,8501881,1045012000,2514038000,56808310,0.002888074,0.0002393476,2.641215e-06,0.0004110847,0.0008626926,0.0006121358,104.885230989047,2.02229798207097,2.56838294827032,268.848739627439,56.6478055768984,790078.579997638,244.466064171492,0.0220264820835835,331.5,112.214666643166,1003425,0.00173637138872536,9.33839657381622e-05,54.75347,9.59203328340278e-07,0.00142043556201111,0.00207906511133293,"Leung_NMCNR_Pin_3",180,5,2,20,0
0.9409432,2,1,10,2,1,9,2,10,10,6,50,10,10,1,2,4,26,10,13.10202,15.05141,24.35131,21,22,19.87552,306.3263,16.0048,269.0992,144.1607,378.3386,9833810,182164400,9065655,374777700,1847194000,239459500,0.02013669,0.000132656,1.386005e-06,6.399266e-05,0.0008974418,0.0002255206,92.3679164693627,2.89929714760461,2.86816737630058,153.974472072922,50.4470713261208,715112.163699462,239.419694231698,0.0288792614624747,-70.911993625,120.485341141512,707434,0.00109622302278833,0.000104557177326949,31.92341,8.30687164758101e-07,0.000248899931169195,0.00572343518486296,"Leung_NMCNR_Pin_3",180,5,2,20,0
0.6622389,2,4,10,2,35,10,2,50,10,6,50,10,10,1,2,10,10,10,13.32698,7.261842,10.79642,26,39,34.02468,339.78,16.00228,362.7639,176.6595,504.4525,9199333,1001175000,8520929,147793600,2319950000,235546200,0.003809055,0.0001765188,1.191475e-06,0.0007272841,0.001138597,0.0002463603,77.511154569904,2.40577402323693,5.58066617330736,50.2265982324492,59.4834821314744,270510.747183998,226.593332542023,0.0286262555747829,-36.8772129,126.527440543492,627502.9,0.000499743523652652,0.000102843101489498,64.84781,1.88631053031579e-06,0.000357796605857605,0.00294532819262394,"Leung_NMCNR_Pin_3",180,5,2,20,0
0.14,2,49,10,2,50,10,2,50,10,6,50,10,10,1,2,2,1,10,11.29771,6.998237,15.43589,28,3,59.55676,552.4717,16.00315,227.1148,162.6429,413.1513,9458188,811426300,8710969,321463100,1753886000,188743100,0.000145089,0.0003818047,1.261542e-06,3.878789e-05,0.0007363929,0.0002538589,70.3655020033876,2.75635616160922,5.76739459983364,359.619795059866,45.0060310308388,437240.393012461,219.282890994715,0.0535754941305204,-15.340631625,92.1056060170505,914881,0.000705021601590269,0.000109978858702863,67.85102,1.12315267042007e-06,0.000907340056608605,0.00166393864454095,"Leung_NMCNR_Pin_3",180,5,2,20,0
