MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4,20,2,4,20,2,4,20,1.98,4,20,1.99,4,20,2,20.6,0,51,116,218,107,112,109,17600000,17900000,17400000,26700000,27500000,0.000162,0.000164,0.000158,0.000236,0.000245,48.2263657722441,57.2369064307391,194.754692533529,21.0217865998994,36.5374406012358,639368.597790084,35.709942593065,0.0632369532967298,1.25871863600265,34.5095750967662,2175520,0.000101550593149634,5.05190837097636e-05,72.20249,1.04601985590512e-07,1.62060304643574e-05,0.0055159600787324,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,1
0.06,20,10,4,20,2.72,0.295,20,2.18,9.81,20,2.38,4,20,0.718,1.68,49,52,4.96343954258949,288.743270141932,50.4827594552736,171.562423646325,111.676126330405,40365500.4364208,7211299.00926704,289564999.155282,3225436.54512593,18108356.7418493,3.38360324300457e-05,6.80641109870451e-05,0.000117807675847826,7.75463316450343e-05,5.43272531232724e-05,53.3536955200327,57.5268570475637,197.090222359316,1.45014456059012,43.7366430910726,106082.889772714,38.2658594572237,0.019525490826286,1632,40.8867178406944,363445.9,1.67641681906472e-05,4.12617970520976e-05,60.19708,2.13959691575666e-06,1.16077931412162e-05,0.00396456709358617,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,0
4,20,2,1.1,20,2,4,20,2,4,20,1.96,4,20,2,18.2,0,60,118,107,118,111,110,16800000,135000000,16300000,24700000,26400000,0.000153,0.000284,0.000147,0.000211,0.000234,55.9080511193896,174.132411789943,222.09001530055,117.906903988932,31.785399868897,1742333.87019678,32.2738284063109,0.141273217475047,1.51270049123015,30.3807481947834,2222188,9.09618069212636e-05,5.46329869515285e-05,79.9776,1.33267394549766e-07,3.34711027906986e-05,0.0123198828042839,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,1
2.1,20,1.99,4,20,2,3,6,1.73,3.8,20,1.99,4,20,1.99,1.56,1,50,97.4119638089948,278.755441926064,177.448800378533,98.9460793153497,114.40992127168,11736595.8202988,5256766.90264109,15865848.7881925,5480231.24233964,5616689.37084168,3.3677823999201e-05,3.31323611273296e-05,2.32375599216612e-05,3.12642696660858e-05,3.46910611182407e-05,70.6671250926244,149.918588918101,433.617207842238,3.03185075689175,37.376740771658,131778.396201865,30.4555413677052,0.0342739481424961,1117,35.3926265765519,381149.4,7.99090645571245e-06,4.81401294380191e-05,78.51311,1.2622603746109e-06,2.20893059626689e-05,0.0077000465678807,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,0
4,20,2,4,20,1.99,4,20,1.96,4,20,2,4,20,2,19.9,0,44,116,220,108,112,109,17400000,17600000,17200000,26200000,26900000,0.00016,0.000161,0.000155,0.000231,0.000239,48.5205328412778,222.941517197631,197.570505473588,20.5542995508998,36.5513860607058,2409889.28781738,35.665109000254,0.131081344336602,1.23240017563178,34.5288712409576,2135641,9.82683024233778e-05,5.04646418087447e-05,72.37684,1.37496191310276e-07,1.63323119910774e-05,0.00556291044089896,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,1
2.1,20,2,2.3,20,2,4,20,1.98,4,20,1.95,4,20,2,15.7,0,19,103,179,122,111,111,44000000,39600000,15600000,23100000,24200000,0.000192,0.000192,0.000138,0.000194,0.000211,55.1831764850905,194.800629814462,240.412296502682,25.5681931786349,35.6039100187306,1694742.8081723,32.5084604372462,0.197135681851293,0.668414125673895,33.7753708292773,2091559,7.90898510761516e-05,5.15642596393215e-05,77.13648,1.26457419846815e-07,2.15118645276055e-05,0.00742431731120746,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,1
2.6,20,1.98,3.7,20,1.99,1.6,18,1.9,4,20,1.94,4,20,1.96,12.7,1,0,113.27855648656,234.986182309335,95.2837725839835,110.665898305332,111.49368684481,28767607.8621937,16965560.3684423,64356459.2687074,20637937.1370147,21498441.4565735,0.000153791598343182,0.000135706400013762,0.000173377504538385,0.000168844583521051,0.000179083924507102,62.8719239417331,128.959675818773,367.25871910483,2.41847464985721,40.2517429488126,908512.25134959,31.2108955334511,0.0247386642542805,2571.5,38.2523791908026,2587313,6.40448437277631e-05,4.53339669297778e-05,67.57075,1.57595537780093e-07,1.19858517973034e-05,0.00419033751798287,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,1
0.06,20,2.41,4,20,1.98,1.9,20,1.91,3.83,20,1.94,4,20,1.97,1.63,13,0,6.68920588643169,280.558935122122,125.215279744051,103.76798862375,114.551984184183,153147077.373517,8724291.55050601,24128544.9259934,10223471.776439,10249632.7575762,3.11821907866058e-05,6.39732682194483e-05,7.06411426989568e-05,6.72394891886128e-05,7.27946433378833e-05,58.5063768097558,99.8858112981824,298.709837764997,1.71790871786852,41.9645911297722,165057.288171538,30.3258965242579,0.0225578322718535,2709,38.7073738539134,493606,1.50223618555796e-05,4.41617708200611e-05,70.56871,1.33431497513057e-06,1.37298529004651e-05,0.00478695694340336,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,0
0.06,20,2,4,20,1.97,1.3,20,2.01,3.12,20,1.95,4,20,2,1.47,14,0,6.72343036949063,282.003060370278,95.7916746776703,92.6923961327936,114.633695689088,164458824.737045,7890102.61197309,37347123.1707565,12695668.6699217,8931265.53349762,2.78697037982425e-05,5.57621583825299e-05,7.09606033145929e-05,6.52639306284107e-05,6.22899700747542e-05,56.0412734000865,97.8860602943192,298.438757380861,1.6707811433508,42.0724853693981,142818.304899171,28.7311677451509,0.0206518112707025,2758.5,38.9571111415427,435429.9,1.32638725315156e-05,4.1663769592359e-05,72.84221,1.6953259467004e-06,1.41892901758434e-05,0.00474498588130395,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,0
0.06,9,2.51,4,20,2.03,0.532,17,2.03,3.17,20,1.95,4,20,1.96,1.49,18,0,7.21191992274033,282.87235089045,66.2530386702587,93.4377174494954,114.498944131699,293207322.597765,7682094.47968551,128308677.015863,12348430.4866885,8931621.21454542,2.80325815117004e-05,5.54471274043666e-05,7.43577087518288e-05,6.45599420662496e-05,6.10657992359105e-05,54.0783290354187,98.3668723514305,327.910678266185,1.51392599949587,42.5147946957351,141851.360105386,27.6935739838685,0.0180683784392787,2696,39.3981541988592,472868.3,1.310967593371e-05,4.14994953286366e-05,71.87938,1.65771957423339e-06,1.38942724250266e-05,0.00452004344659018,"PseudoTwoSt_Null_Pin_1",65,1.2,0.4,10,0
