MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS2,VDS3,VDS5,VDS7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,gmid_offset0,gmid_offset2,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.18,30,1.22,0.17,1,0.3,0.58,34,1.8,0.841,1,1.13,0.412,49,0.78,10,7,62,0.296220365124888,1.2294199473589,0.333935537406515,0.719224481645529,0.660519239012954,1480037422.38762,27497154194.5734,648066303.197422,3900352895.98696,3591556289.96797,0.000222252354387389,7.52114076922629e-05,0.000462151387581364,0.00013228192171194,0.00154845930458626,-4,-3,-12,-6,4,27.1461600929488,0.696970001023606,28.828320859176,1470.24436381797,38.9744792493149,6113433.28457296,9.76367246480544,0.216680942234972,-139.488635731988,29.4368313397249,252866000,0.000257983644987439,0.000928638883752345,48.28236,1.71229876450807e-09,0.000485075139646974,0.11724445310282,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,0
0.18,30,1.22,0.17,1,0.3,0.58,34,1.8,0.841,1,1.13,0.412,50,0.78,10,5,46,0.296220365124888,1.23031040703076,0.332822853689946,0.719548174098637,0.659625215504966,1480037422.38762,27510420972.2331,648444171.890536,3902921191.63074,3555763166.45657,0.000222252354387389,7.52430934550257e-05,0.000462658776975193,0.000132383818260932,0.00155838652963462,-4,-4,-12,-6,4,27.1467138180178,0.726835064833049,28.5854949792465,1457.86024394157,39.0383144729709,6377519.54420456,9.78011554123979,0.216274257406989,-139.94676560871,29.43246348485,250819700,0.00025806969602436,0.000927372495221761,49.01122,1.72603477468206e-09,0.000488820819487268,0.117984484757543,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,0
0.18,30,1.22,0.17,1,0.3,0.58,34,1.53,1,1,1.13,0.412,50,0.78,10,6,54,0.296220365124888,1.23907840401229,0.299452741108813,0.75327363176647,0.650823063474513,1480037422.38762,27655501282.8201,696554202.066954,3049716661.67912,3557171569.87538,0.000222252354387389,7.55831118083978e-05,0.000441980415883701,0.000122608370878152,0.00156151978659287,-4,-4,-12,-6,6,26.5214912751884,0.765168864192417,27.7051048153279,1412.96034558173,41.3142537478027,6725180.55362129,9.23911251149157,0.244261341103267,-141.845385892163,29.556022339763,243504200,0.000258504282262516,0.000951876638244119,50.01579,1.61333122022209e-09,0.000621092354899342,0.124672851702335,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,0
0.15,15,0.771,0.638,1,1.17,0.15,30,1.89,0.15,1,0.3,1,1,0.739,32,45,0,0.460770166034972,0.999390829666179,0.214787033304397,0.986598502855407,0.799259417536335,9294258176.26427,3046301299.63771,3574132875.42887,66111247040.4104,4198353159.54711,0.000521718191434606,8.05602052915565e-05,0.000825764381922097,0.00014813045683871,0.000103162369201861,12,-6,-10,-10,-4,53.4425677982201,60.6575831241437,94.9741339514438,4843.68083152363,41.0405582064208,320398670.689712,4.58984422393615,0.00627846132563133,417.300000000002,39.3075904605636,501661700,0.000155355519113198,0.000394305875210034,49.21951,8.24677341713104e-10,8.81427650344491e-06,0.00204876116553776,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.15,21,0.3,0.617,1,1.1,0.15,30,1.9,0.15,1,0.3,1,1,0.788,31,50,5,0.486202305025536,0.999491773137008,0.2251586787684,0.972925279167971,0.799254093166118,11671130023.8479,3271329712.45326,3419250957.98295,64973552370.3267,4106465595.01947,0.000409273271183413,7.91913187291009e-05,0.000786323675246645,0.000144857553311124,0.000107106768440666,15,3,-10,0,-6,53.5733348400444,66.3349882613263,98.0557471319701,5000.84310373047,40.4512899212874,339194381.192538,4.50337651101926,0.00639153472022285,366.550000000001,39.3764369235523,501393900,0.000150392810652061,0.000404357394883525,48.57139,7.80490629345071e-10,8.5119925163285e-06,0.00231948490870815,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.15,15,0.763,0.638,1,1.17,0.15,30,1.89,0.15,1,0.3,1,1,0.739,32,50,28,0.461249325765729,0.99938915229338,0.214912171873788,0.986440821695446,0.799261890476208,9336983411.89902,3045784612.21,3572521473.84233,66098523588.4517,4197447226.42185,0.00051977003825848,8.05427550695314e-05,0.000825301997738993,0.000148093634038379,0.000103136081556781,12,4,-13,-10,-4,53.4547426391714,60.7674486857548,94.9589802759925,4842.90799407562,41.0349104386782,320815834.674151,4.58788295404318,0.00654239819699373,321.850000000001,39.3101016719016,501326700,0.000155276550973076,0.000394476572097547,49.23007,8.23466782245147e-10,8.80020017447747e-06,0.00204898007635612,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.207,19,0.3,0.601,1,1.18,0.15,24,2,0.15,1,0.3,1,1,0.81,31,40,46,0.523411186746656,0.9991606743373,0.239823358714305,0.963645484293105,0.799600387346757,8565985693.5985,3337449463.71421,3768908248.50626,64160901507.5778,4054210924.26525,0.000355707233967761,8.38745175732452e-05,0.000738496338334254,0.00014254300161892,0.000108426150018072,15,3,-15,-10,-7,55.4416491800618,75.6523821475778,103.59917003415,5283.55767174166,39.7593773022918,379235285.619489,4.23063352229899,0.00720542692394864,315.400000000001,39.3218580241773,519328800,0.000147437247475566,0.000418386675282204,47.89213,6.6600999477211e-10,5.61670081733523e-06,0.00222235439386032,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.15,7,0.836,0.775,1,1.44,0.15,32,1.67,0.15,1,0.3,0.998,1,0.728,34,51,57,0.51149572689983,0.999496875428205,0.214508756680709,0.989333803473787,0.799277268880702,13313124758.8082,2105905318.25288,3745815688.4662,66330513108.8101,4231485477.52961,0.000419612384431684,8.16059535211404e-05,0.000822758615642214,0.000148765841537469,0.000102338954793377,-15,6,-15,-15,2,53.6824815330124,67.2597724243594,95.9879558556878,4895.38574864008,41.1366314933555,361691645.632776,4.46747624504037,0.00702670738000415,310.050000000001,39.6954863678936,516178400,0.000158162735227778,0.000403360098214503,47.67474,7.90507537253128e-10,8.39382795261523e-06,0.00204801075396699,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.15,50,0.3,0.554,1,1.03,0.15,43,2,0.303,3,0.487,0.933,1,1.83,44,54,8,0.384764204152923,1.09808832989002,0.484689288018697,0.631211971161844,0.801001025126147,7932574558.85206,3610498820.6166,3431246897.52571,17962790829.0302,2675288529.86252,0.000624569883958868,7.4150015178838e-05,0.00113425597134429,0.000328772113930627,0.000154399362466304,-7,5,-15,-15,-8,55.0356778214507,44.0519898083188,80.8922047705333,4125.5024432972,41.1084121878967,299349264.186903,5.63772968489976,0.00589362167483965,353.700000000001,38.9192829288407,549691900,0.000199863619360994,0.000358072540339346,52.7361,8.08989727478009e-10,9.70987387821531e-06,0.00208203991401734,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
0.338,1,0.384,0.635,1,1.14,0.15,38,0.955,0.15,1,0.3,0.914,1,0.725,37,36,25,1.30444552519296,0.999230606296021,0.254853591186949,0.95335494458438,0.79951340309091,11780079893.3278,3024948563.67148,4345488156.71511,63220284642.0055,4681639150.41536,6.41134498419714e-05,7.73094434030032e-05,0.000661924354691426,0.000139886634356664,0.000103162769896848,7,3,-15,-9,1,46.3840647411424,65.8651280082415,110.041951958441,5612.13954988052,41.076802939989,328319149.798204,3.63555250271537,0.00733882404283245,334.200000000001,38.7389563991642,548528200,0.000146609380021122,0.000407469855854387,48.85945,7.75594049522035e-10,5.87026078367969e-06,0.00178099433793055,"PseudoTwoSt_Null_Pin_1",22,1.8,0.8,0.05,1
