MOSFET_0_2_L_LOAD0_NMOS,MOSFET_0_2_M_LOAD0_NMOS,MOSFET_0_2_W_LOAD0_NMOS,MOSFET_13_2_L_gm1_PMOS,MOSFET_13_2_M_gm1_PMOS,MOSFET_13_2_W_gm1_PMOS,MOSFET_1_2_L_gm2_NMOS,MOSFET_1_2_M_gm2_NMOS,MOSFET_1_2_W_gm2_NMOS,MOSFET_25_30_L_BIASCM_PMOS,MOSFET_25_30_M_BIASCM_PMOS,MOSFET_25_30_W_BIASCM_PMOS,MOSFET_28_25_L_BIASCM_NMOS,MOSFET_28_25_M_BIASCM_NMOS,MOSFET_28_25_W_BIASCM_NMOS,MOSFET_6_2_L_LOAD1_PMOS,MOSFET_6_2_M_LOAD1_PMOS,MOSFET_6_2_W_LOAD1_PMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS1,VDS13,VDS25,VDS28,VDS6,ft0,ft1,ft13,ft25,ft28,ft6,gm0,gm1,gm13,gm25,gm28,gm6,gmid_offset0,gmid_offset1,gmid_offset13,gmid_offset25,gmid_offset28,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.128,30,0.825,0.04,30,1,0.133,1,1,0.46,13,0.1,0.105,19,0.1,0.759,13,0.57,5,70,13,0,0.318817737914273,0.201780745932057,0.179690636142512,0.7417424133358,0.0937204217372046,0.335474333769999,19381052131.6189,15222011398.6541,45157789975.1216,5086268469.60878,13223584753.3857,438767711.339372,0.00428622793030419,0.0001414646103289,0.00494882997153783,0.000278985325582605,0.00106668480319082,0.00012699064852794,14,15,15,15,15,3,68.7082882387209,8.36934502306531,15.7421056593411,956.332918804974,69.5974067080077,303191550.785936,8.25698976625259,0.0100641687308286,495.900000000003,58.6798733882483,570280400,0.000894479927627009,0.00137504346989932,48.10411,1.18642388793709e-09,1.2679532708787e-06,7.11117593877875e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.46,13,0.1,0.105,19,0.1,0.759,13,0.57,5,70,14,0,0.318817737914273,0.201780745932057,0.179690636142512,0.7417424133358,0.0937204217372046,0.335474333769999,19381052131.6189,15222011398.6541,45157789975.1216,5086268469.60878,13223584753.3857,438767711.339372,0.00428622793030419,0.0001414646103289,0.00494882997153783,0.000278985325582605,0.00106668480319082,0.00012699064852794,14,15,15,15,15,3,68.7082882387209,8.36934496642644,15.7421056593411,956.332918804974,69.5974067080077,303191548.734111,8.25698976625259,0.00978761534560724,482.000000000003,58.6798733882483,570280400,0.000894479927627009,0.00137504346989932,48.10411,1.18642388631799e-09,1.2679532708787e-06,7.11117593877875e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.46,13,0.1,0.105,19,0.1,0.759,16,0.57,5,70,16,2,0.31877697772547,0.201761516484151,0.179657463797032,0.741742367058831,0.093720419444742,0.322492320654598,19380645482.2839,15226435727.9314,45158490021.4431,5086268145.05244,13223584610.6234,397994382.066219,0.00428615438947612,0.000141522059612002,0.00494897863342024,0.000278985304403007,0.00106668479800981,0.000135503613008603,14,15,15,15,15,3,68.0417105759494,7.88099166152534,15.677227699941,952.391582771415,69.6126557283751,285500900.630235,8.41270824407931,0.0100349601987354,455.600000000002,58.6813596688677,567931400,0.000894481970872758,0.00137225122542845,49.91673,1.21144648573115e-09,1.37094386628206e-06,7.52418848112835e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.79,17,0.1,0.105,19,0.1,0.661,24,0.198,5,70,14,2,0.318026937490765,0.202055448537464,0.179656736764197,0.843380367519818,0.0937041646391216,0.346654234072045,19266411092.2249,15162639835.8263,44832327061.6406,1748315232.79286,13220796877.4382,652680005.125217,0.00425566523796896,0.000140692339932415,0.00490888950082828,0.000215459007551694,0.00106645049309889,0.000117544203131965,14,15,15,8,15,3,66.9139465763627,4.77206740351717,12.9033863185532,783.880718852107,65.7734067144131,199550322.984731,9.249953729614,0.0114241619977312,435.200000000002,58.611166937125,539572200,0.00103250185970284,0.00127321299997853,57.24901,1.57619395558069e-09,1.57055897716002e-06,8.92598808693856e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.79,17,0.1,0.105,19,0.1,0.85,13,0.57,5,70,11,0,0.318104471038098,0.202092118823806,0.17971983841622,0.843380382370621,0.0937041648617456,0.348089430877799,19267178648.1984,15154196378.4003,44830963126.1413,1748315262.85635,13220796892.1826,362135807.40346,0.00425580361012952,0.000140583136279957,0.0049086043639854,0.000215459011835761,0.00106645049370006,0.0001203131576065,14,15,15,15,15,3,68.0369764999069,5.20654198538402,12.8959105220168,783.426564212524,66.7427287984804,217718497.990671,9.58522300210068,0.0159283458714,435.000000000002,58.631008307795,539259700,0.00103250207096701,0.00126523499853793,46.65469,1.66662957051681e-09,1.35950569333049e-06,8.13707984190226e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.79,17,0.1,0.105,19,0.1,0.661,24,0.198,5,70,16,3,0.318026937490765,0.202055448537464,0.179656736764197,0.843380367519818,0.0937041646391216,0.346654234072045,19266411092.2249,15162639835.8263,44832327061.6406,1748315232.79286,13220796877.4382,652680005.125217,0.00425566523796896,0.000140692339932415,0.00490888950082828,0.000215459007551694,0.00106645049309889,0.000117544203131965,14,15,15,8,15,3,66.9139465763627,4.77206766862787,12.9033863185532,783.880718852107,65.7734067144131,199550334.070686,9.249953729614,0.011424301271586,410.300000000002,58.611166937125,539572200,0.00103250185970284,0.00127321299997853,57.24901,1.57631483111081e-09,1.57055897716002e-06,8.92598808693856e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,1,1,0.79,17,0.1,0.105,19,0.1,0.85,13,0.57,5,70,12,4,0.318104471038098,0.202092118823806,0.17971983841622,0.843380382370621,0.0937041648617456,0.348089430877799,19267178648.1984,15154196378.4003,44830963126.1413,1748315262.85635,13220796892.1826,362135807.40346,0.00425580361012952,0.000140583136279957,0.0049086043639854,0.000215459011835761,0.00106645049370006,0.0001203131576065,14,15,15,15,15,3,68.0369764999069,5.20654200764455,12.8959105220168,783.426564212524,66.7427287984804,217718498.921524,9.58522300210068,0.0177560674968197,405.700000000002,58.631008307795,539259700,0.00103250207096701,0.00126523499853793,46.65469,1.66405174482789e-09,1.35950569333049e-06,8.13707984190226e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.131,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.61,0.105,26,0.1,0.673,8,0.57,5,70,12,32,0.356193446660621,0.174316341806427,0.186008524891346,0.615642705638174,0.0834052431031995,0.308437683022155,24572131583.0022,18187309954.5901,37074855798.3461,907770776.381468,10695976958.0947,829558769.05687,0.00370813974576818,0.000191196230305683,0.00497745822267733,0.000402947800680903,0.00114203298748136,0.000153852506771127,11,15,13,13,15,-3,67.6791694443125,5.65683618217465,16.6279019490289,1010.14504340351,67.0896289957494,208603630.147858,15.2510855351349,0.0482457757551111,-0.24299,59.2484569915461,613176800,0.000910527855386997,0.000838105124876728,44.88955,8.97551360079607e-09,7.68274102793398e-07,7.63981499349309e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.61,0.105,30,0.1,0.673,8,0.57,5,70,13,52,0.362724704306493,0.167813640112677,0.179891161798134,0.616754532664585,0.0788838222186468,0.306676570591656,23501227232.8304,18377688971.0993,36900276336.3869,909893446.228461,9675908684.97375,854688011.343275,0.00366254118330762,0.000198234193197491,0.00496356363368356,0.000404120190672179,0.00117435671493263,0.000160521658979745,10,15,8,8,15,-3,65.4508829270103,5.61317454758977,15.5427189005502,944.220173208426,65.737870389551,207498435.235824,15.2905971106429,0.0363713813897672,-1.59988400000001,58.5653969521657,574557200,0.000912748768194089,0.000910463919376763,44.27278,1.22813425148293e-08,8.30417451515575e-07,8.8593677847193e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.61,0.105,26,0.1,0.673,8,0.57,5,70,10,12,0.362855027767487,0.171414432961485,0.179883978573816,0.61564256712362,0.0834052444350994,0.305471570190858,23519463620.3642,18627244806.308,36931405450.1626,907770511.713618,10695977040.3177,856790867.598405,0.00366596537680102,0.000199941715114593,0.00496867860783357,0.000402947654518931,0.00114203299228878,0.000161138254693277,10,15,8,8,15,-3,65.7930485342732,5.26745059416744,16.6468130403701,1011.29389220248,66.1466917710428,194783948.221414,15.2562236480723,0.0534645033590097,-1.60237,58.5608056354589,615579000,0.00091305653788634,0.000951270931415086,44.27165,2.00128314032998e-08,8.11339647414922e-07,8.38199680383012e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.114,19,1,0.06,30,1,0.133,1,0.824,0.85,11,0.61,0.146,26,0.1,0.85,1,0.6,5,70,10,16,0.32731362562337,0.197983635277733,0.214070633676866,0.623798742612341,0.121276979426753,0.336008230192567,26040114361.5394,16569413584.1722,37782597939.5908,923259979.579959,8458681408.27605,718887829.787287,0.00411283199093759,0.000131565624721458,0.00503355608055102,0.000377217207607109,0.00114271563213547,3.29535658106948e-05,15,15,8,15,15,-3,39.1900102093105,2.21003728809714,14.01294909652,851.286657613591,44.0463828213502,80338309.4112809,14.6549030703038,0.0108772615374315,-3.70878199999999,61.0648734909921,509392600,0.000897569453445879,0.000620269811723487,43.31419,1.81537725447613e-09,1.71488976418724e-05,0.00130947269907078,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.61,0.105,26,0.1,0.849,12,0.57,5,70,10,18,0.362839059219979,0.171407930157134,0.179870329321869,0.615642545013773,0.0834052427224186,0.304819199435693,23519307989.5754,18628255794.8455,36931434612.4928,907770469.467038,10695976945.6155,484515268.607608,0.00366594597518712,0.000199962299011732,0.00496871714325964,0.000402947631188394,0.00114203298771932,0.000168236085341437,10,15,8,8,15,3,65.5335961913313,4.11974842754315,19.4254139600466,1180.09389807283,66.255112165174,152344053.495638,15.4346661771481,0.013142628667957,-7.022202,58.5687978807871,718331800,0.000913060987570247,0.000816111933441155,41.80809,2.67736451237578e-09,8.36330003836372e-07,8.6336068902293e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.61,0.105,26,0.1,0.849,12,0.57,5,70,13,61,0.362839059219979,0.171407930157134,0.179870329321869,0.615642545013773,0.0834052427224186,0.304819199435693,23519307989.5754,18628255794.8455,36931434612.4928,907770469.467038,10695976945.6155,484515268.607608,0.00366594597518712,0.000199962299011732,0.00496871714325964,0.000402947631188394,0.00114203298771932,0.000168236085341437,8,15,8,15,15,3,65.5335961913313,4.11974842753324,19.4254139600466,1180.09389807283,66.255112165174,152344053.495271,15.4346661771481,0.0131413134379297,-7.022202,58.5687978807871,718331800,0.000913060987570247,0.000816111933441155,41.80809,2.67740101942889e-09,8.36330003836372e-07,8.6336068902293e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.929,0.06,30,1,0.169,2,0.804,0.631,15,0.1,0.04,29,0.1,0.85,13,0.57,7,70,11,36,0.311180919563488,0.209042074456896,0.224298427348847,0.88794378068693,0.0300066694178865,0.346828601043845,17639734578.5937,8385449628.61358,36700181235.8804,3001505190.56716,16297791642.2451,347730569.584332,0.00429772089864525,0.000140398259642712,0.00484109613665639,0.000264561401381033,0.00105151179823779,0.000113455023243711,11,15,15,15,15,-1,69.9962588404574,5.53644059778454,17.5874076390342,1068.43501407133,64.6916362808718,199575353.403613,9.49580033488489,0.0156945986239894,-11.776138,59.1151400210979,633983700,0.000890064007146546,0.0011775956121983,39.64721,1.44870946863313e-09,1.2425472576813e-06,0.000103224968302285,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.929,0.06,29,1,0.169,2,0.804,0.631,15,0.1,0.04,29,0.1,0.85,13,0.57,7,70,12,57,0.311172644960693,0.209046917982563,0.22614483798781,0.887943780570576,0.030006669397939,0.346820161067843,17638365277.9983,8384842909.16328,37524465614.6648,3001505190.21432,16297791627.7029,347709035.181184,0.00429731663383718,0.000140384440992983,0.00480392313467434,0.000264561401345274,0.00105151179725735,0.000113444867898081,11,15,15,15,15,-1,70.0976645945401,8.02337429581766,17.7904981475592,1080.77276246422,64.6692001301519,288877764.490775,9.48947964853711,0.0152321301626183,-13.061994,59.0929918061518,640538400,0.000889000568268676,0.00117162771123919,39.06273,1.52470017788404e-09,1.24481781916319e-06,0.00010359214149902,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.341,0.105,26,0.1,0.78,8,0.57,6,70,10,31,0.361543372896882,0.172010221665522,0.180196136156868,0.73222408325208,0.0834120764452193,0.373736754978887,23301206185.6187,18543124825.1992,36552270478.8678,1116000646.43861,10697883501.9146,669944722.811303,0.00362485240549207,0.000198204133928075,0.00490593359299694,0.000295042129093105,0.00114227473174038,0.000148538757403745,10,15,10,8,15,-3,66.2943036494424,4.95681890765632,22.3017734260787,1354.83273563428,66.6317784210788,180850337.21925,12.5065662753611,0.0146820605104012,-18.560124,59.1501535998178,813683800,0.000900868179442531,0.00114005765238519,36.56358,1.97799292211897e-09,8.0111810223743e-07,7.32268715943341e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.136,19,0.825,0.06,30,1,0.133,1,1,0.85,12,0.341,0.105,26,0.1,0.78,8,0.57,6,70,11,48,0.361543372896882,0.172010221665522,0.180196136156868,0.73222408325208,0.0834120764452193,0.373736754978887,23301206185.6187,18543124825.1992,36552270478.8678,1116000646.43861,10697883501.9146,669944722.811303,0.00362485240549207,0.000198204133928075,0.00490593359299694,0.000295042129093105,0.00114227473174038,0.000148538757403745,10,15,10,-10,15,-3,66.2943036494424,4.95681891424161,22.3017734260787,1354.83273563428,66.6317784210788,180850337.459515,12.5065662753611,0.014920888820837,-18.560124,59.1501535998178,813683800,0.000900868179442531,0.00114005765238519,36.56358,1.97785856013027e-09,8.0111810223743e-07,7.32268715943341e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.128,30,0.825,0.04,30,1,0.133,2,0.804,0.631,17,0.1,0.105,22,0.1,0.85,13,0.57,5,70,10,32,0.318117162139684,0.177611162604324,0.179806571918685,0.779341682582015,0.0888539554196432,0.37141048678888,19253926519.2033,15001328183.3174,44788241898.1283,2647897564.50638,12007327746.4584,465134031.562534,0.00425217760282234,0.000232475643405442,0.00490319650959715,0.000259190627734432,0.00110419231630862,0.000171083597753533,14,15,15,-11,15,3,69.6494579465295,7.77805483934092,21.9693713605877,1334.6393101557,66.976204220583,293261380.051682,9.2041690553792,0.0109187869667624,-20.352464,59.0611149609138,828326400,0.000930955345422163,0.00175499443085094,35.74888,1.05175130134708e-09,1.03373217659547e-06,8.1384269661422e-05,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,0
0.04,29,0.476,0.106,30,1,0.04,4,0.429,0.533,7,0.1,0.105,9,0.197,0.85,7,0.827,5,70,49,1,0.209526262941217,0.15265377103428,0.384693686372067,0.892489765637871,0.139494735378623,0.403553540564864,78859267145.9686,71604535864.7156,23745143559.4357,4380965613.45709,21509188825.2317,740194736.140666,0.00434932805186702,0.000507146390070729,0.00474363398945592,0.000153375909404858,0.00109021523490101,0.000247527181014478,12,15,15,15,15,15,58.8843323600465,6.03254897187378,42.4720883871309,2580.1793695182,58.1357000826021,258119467.155078,7.63479043589279,0.0102257068906839,411.800000000002,52.6023103642727,1817287000,0.00105648875896137,0.00131853468231229,49.32752,1.25708807077603e-09,9.15670573831073e-06,0.000157339481049179,"HSOTA_CS_Pin_2",22,0.9,0.3,0.02,1
