MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.3,1,0.8060082,0.15,3,1.93,0.3,1,1.435296,0.3,1,0.3598961,0.6,50,2,1,50,2,1,50,2,3.902028,4.335013,6,60,186.3799,153.6753,71.65176,378.8437,464.6293,71.79995,81.03944,69549420,5074789000,11748230000,18722130,51109270,12017790000,8363235000,0.4183248,3.272045e-05,0.0002575339,0.08836153,0.2418051,0.0001653208,3.176708e-05,26.6425766298297,559.594399806764,938.867638935202,1319.66623302237,26.0210515912672,587205.879279172,75.0404245784897,0.0632261436389095,-8.075942325,72.7053107965689,985193.2,0.000123451994238924,0.000377514928594782,74.01566,3.26098064995665e-07,2.39099019460975e-05,0.0119456330135721,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,1.041451,0.15,2,1.67,0.3,1,1.111523,0.3,1,0.8871833,1,50,2,1,3,1.5,1,50,2,8.558071,9.941814,8,60,209.7502,137.6772,73.36264,244.642,600.1432,76.28263,85.32344,124271100,11641440000,11381610000,350120600,129188400,11995530000,8223169000,0.228852,4.486051e-05,0.000140519,7.765237e-05,0.04057346,0.0001208071,7.440373e-05,35.5114625702711,460.399549286248,989.565414775171,10.5896430999677,34.5340933076047,531362.731349444,101.748524822378,0.108566601004393,385.5,84.0659352441325,1142091,0.000135780459838879,0.000229509000907718,62.49595,3.68251321266992e-07,4.9194662764046e-06,0.00313841244298263,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.4014597,0.15,2,1.84,0.3,1,1.192237,0.3,1,0.4875723,0.6,50,2,1,50,2,1,50,2,3.902028,4.335013,2,12,203.1799,173.3819,84.17649,473.2437,574.2201,84.16998,89.8512,50236640,5084043000,12465280000,18478530,41444110,12327810000,8090416000,0.5228799,2.161341e-05,0.0001482773,0.01436059,0.3022318,0.0001189162,3.006826e-05,27.884743846529,641.816593353351,1208.36791324214,1007.09918648355,27.2638654005438,683872.039522396,75.0375315718074,0.076614835022594,-15.3650475,72.3355788325477,1287547,0.000125355958220238,0.000374185555606111,62.72611,3.08506859253223e-07,2.56376552104759e-05,0.0114951747715474,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.6426759,0.15,2,1.17,0.3,1,1.011815,0.3,1,0.7709223,1,50,2,1,50,2,1,3,1.76,6.984415,3.871083,4,46,86.21898,174.2391,84.3067,16.4425,514.5336,85.22902,91.51895,56478370,4800894000,12017670000,24375160,182679200,11542530000,6108116000,0.2830414,9.244326e-06,0.0001065176,0.2634325,2.413172e-05,9.680246e-05,5.412318e-05,50.4411162716017,679.88579989226,1181.4809214626,5.75317487208457,46.8806056727472,460697.251599568,95.4876842092738,0.100154884909292,-19.742283,84.5159003195884,800583,7.97187949319747e-05,0.000252148947017633,74.00972,5.27190670884943e-07,1.14094307462914e-05,0.00358609291570477,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.5940138,0.15,2,1.61,0.3,1,1.013622,0.3,1,0.9973496,0.6,50,2,1,1,1.366999,1,50,2,8.71668,5.764289,6,32,188.9071,144.3818,71.83675,381.4121,477.5744,73.83359,83.60345,102133500,11477840000,10994750000,298868700,77613640,10947490000,7088163000,0.273562,2.500867e-05,0.0001262673,2.654836e-05,0.02104798,0.0001009223,7.033537e-05,45.3092197072356,600.33953234511,1275.97843193213,3.63951296115543,45.1521124761104,470248.964147119,100.913369339399,0.0955709476315677,-0.0514502999999954,81.7591049187,999480.3,9.21535307371975e-05,0.000224742757506981,61.60632,4.32475073731245e-07,7.048580633634e-06,0.00278928309419213,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,3,1.42,0.3,1,0.8881557,0.3,2,1.17,1,50,2,1,50,2,1,50,2,7.868123,4.764,1,23,350.1894,172.9881,84.03087,16.44473,109.4068,82.85787,93.6105,38666070,6399803000,12728860000,19438140,39078530,13108410000,4517269000,0.4067031,1.31594e-05,0.0001635709,0.3681245,0.2597107,0.0001062179,6.634302e-05,62.4613901630779,604.386687422826,1234.30817372962,3.68488813561138,53.1865974530479,801506.042033188,101.344883411596,0.0412465724481022,-38.724233625,82.063823507805,1636875,0.000156017381647793,0.000338949724557513,55.98917,2.94667662814221e-07,8.49973659071968e-06,0.00311823988728877,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.24,1,1.626583,0.15,2,1.652,0.3,2,1.21,0.3,3,1.308758,1,50,1.424,1,21,2,1,50,2,12.80734,6.256638,12,38,504.6345,121.9887,59.01163,16.46098,414.3982,54.65439,84.61307,52433960,9260545000,11106060000,288017700,298432400,10079250000,5312311000,0.3262334,4.350472e-05,0.0001600633,0.1618758,0.007945447,0.0001805411,0.0001255418,73.3392807778047,637.523358237062,1425.52992789665,0.0676365065471436,63.238187617087,533281.229961884,122.534733868891,0.0913742811801463,511.5,90.8317599806908,1192440,9.84104620171118e-05,0.000156633532730131,69.12457,5.05614116681961e-07,3.19231429555422e-06,0.00106545558894833,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,5,1.78,0.1825916,1,1.795842,0.15,1,1.842928,1,2,1.4,1,50,2,1,2,1.09,4.090508,2.260598,15,40,266.2635,86.01336,61.14484,179.6368,78.46176,41.2224,22.48799,285576300,6329051000,12005980000,62074160,426009100,16159720000,9265604000,2.090834e-05,1.443882e-05,0.0004531822,0.2197763,7.533569e-06,0.0003732279,6.131694e-05,84.317957813478,588.065638469011,1347.12169214128,0.0534264120471697,64.7629160153359,756906.560329941,71.9974235376803,0.0366602401928101,538.5,92.4301105343463,1733897,0.000151424985242943,0.000421885973162449,73.02819,2.48424317256949e-07,1.73193413349537e-06,0.000647923219704527,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.4170751,0.15,2,1.62,0.3,1,1.052257,0.3,1,0.7471354,1,50,2,1,50,2,1,50,2,5.776092,5.037356,5,29,562.1648,135.901,71.80282,479.6454,31.0884,73.74403,83.62644,43929110,11673860000,11135200000,23230740,28133640,11047620000,7130685000,0.2335429,1.831159e-05,0.0001302024,0.2226184,0.2921638,0.0001062342,5.31133e-05,40.1692410667659,747.520905633506,1453.36448482729,9.34971165724753,38.4378993028774,562153.160913317,89.3950597494347,0.0805798599300524,-5.98591125,81.0488767137496,1092964,8.84733329748867e-05,0.000269860308170778,58.8624,4.07714325599332e-07,6.94947579811978e-06,0.00369027076979911,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.24,1,1.689619,0.15,1,1.915754,0.3,2,1.609499,0.3,3,1.625294,1,50,1.424,1,21,2,1,50,2,14.15499,6.256638,13,56,533.4345,115.5893,59.03011,22.86098,332.8162,55.42628,84.43701,109975400,8724899000,11114290000,182000400,264265500,9384359000,4775226000,0.2610129,4.4712e-05,0.0001579009,0.2988308,3.172919e-05,0.0001604817,0.0001316499,74.4897189042522,563.537316692764,1518.67501041103,0.0412867621594004,64.2436944310957,422820.987333971,128.386012517953,0.108782502467189,449,92.3668418018738,1139459,8.82703666558116e-05,0.000133653243123182,61.98394,7.16449914139021e-07,3.02350800157503e-06,0.000965607186564688,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,2,1.28,0.15,3,1.91,0.3,1,1.358211,0.3,2,1.16,1,50,2,1,4,1.72,1,1,0.312549,9.869769,9.455462,10,29,306.1961,114.3215,63.20417,196.5362,258.6227,66.16074,119.9856,135225200,10415370000,10381360000,308470100,786849800,10658860000,6496865000,0.08920675,9.035536e-05,0.000201214,9.37567e-05,9.224729e-06,0.0001295745,0.0001440628,65.6979415966345,738.811217452303,1443.65687538537,0.0836959867493728,60.0989465054935,832465.577847336,107.703326328856,0.0944474994101839,542.5,92.9751020873991,1626660,0.00013256042205652,0.000164664985687393,70.25215,3.03427879487584e-07,2.98398225988816e-06,0.000883430145704578,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,5,0.9979954,0.15,4,2,0.3573805,2,1.86,0.2512521,4,2,1,50,2,0.7526866,1,1.084818,1,1,1.885218,18.8725,11.74984,19,35,256.9227,22.44673,33.74956,308.6414,159.5065,43.16028,88.35151,129859900,8854457000,5928316000,1072821000,916628400,6736053000,7763881000,0.005733811,0.0002672299,0.0001777944,0.1952209,0.2769796,0.0001840186,0.0001673717,89.1115691952217,543.023667326633,1451.14331120675,0.00155228152898106,73.9799210082626,694062.398709512,146.181177370461,0.079374686526148,542.5,103.378374997366,1854770,0.000150369872919484,0.000122049238499492,72.12829,4.10175688459192e-07,8.27624600549526e-07,0.000258583926701639,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,2,1.76,0.3,1,1.127576,0.15,1,0.9145965,1,2,1.04,1,2,1.21,1,3,1.91,4.026617,3.963294,10,10,591.6574,172.5035,84.04392,472.5479,208.0925,83.86894,84.54711,249513300,6267268000,12712400000,228632400,160755700,12574910000,10837900000,1.556619e-05,1.664939e-05,0.0001389534,2.70013e-05,2.074688e-05,0.0001078676,4.018366e-05,66.1222439699851,768.18710664254,1934.26410196094,0.0868167455908994,59.3102383883288,805777.820143936,66.5676840873257,0.0943660723794559,661,91.7654118703276,2028916,0.000123404037617206,0.000318182107066979,68.86622,2.61655763241942e-07,2.17509948377992e-06,0.000750108041532305,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,3,0.9979954,0.15,4,1.900107,0.3,1,2,0.2510052,4,2,1,50,1.986841,0.7526866,1,0.3,1,1,2,19.28649,4.919482,16,15,416.5578,22.51565,41.80592,308.6504,159.146,43.39087,82.86407,27233020,7902494000,6625900000,850305300,424790800,5019934000,7401998000,4.174342e-05,0.0001253921,0.0003660094,0.195208,0.2635703,9.341348e-05,0.0001411671,88.9486553210557,558.441528584532,1802.69310433583,0.000808535383558027,76.1623746972373,315097.353735534,147.680431666453,0.0945805575665004,629.5,104.235873366673,1017159,6.63816622019927e-05,0.00013166737308632,73.04857,8.08211145899391e-07,8.51006619289052e-07,0.000218669574228891,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,2,1.698337,0.15,7,1.778769,0.3,4,1.296918,0.3,8,0.9866665,1,50,1.615756,1,1,0.9135073,1,29,0.94545,11.91871,6.649623,20,22,300.3084,21.98534,22.57426,171.0617,21.90228,27.55656,102.3665,228199100,7230850000,6632938000,137306100,69077600,4970968000,1083446000,2.902789e-05,2.370522e-05,0.0002210156,0.07352349,0.2706558,0.000313181,3.91174e-05,89.7919151237208,747.535104604228,2403.50470055966,0.000475982202023372,77.5463782649945,596195.013487274,117.028533915665,0.0777967902354042,631.5,101.131772324597,1916910,9.38291585104451e-05,0.000134376560883196,65.95804,4.30701546783139e-07,5.66146435833081e-07,0.000183119329638881,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,3,2,0.15,3,2,0.3,2,1.948689,0.1936107,2,1.55987,1,50,2,1,1,0.3709262,1,2,1.285874,9.869769,10.22034,17,19,282.8387,23.55212,20.99327,16.80448,208.0066,35.95197,62.61646,37436900,9705441000,9144919000,970829100,3528035000,7055599000,8887889000,0.1116061,0.0002158189,0.0002294304,4.687952e-05,5.545724e-05,0.0002502771,0.0002246379,91.1613551123767,640.828614331266,2270.85544455067,0.000845650746122783,75.6556393506196,677648.143630115,107.517885320957,0.0987431686078255,599.5,104.130960777144,2401330,0.000124406603001807,0.000143422295424504,57.68658,4.19389802070981e-07,6.78552116411546e-07,0.000223304537651958,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.3173193,0.15,2,1.8,0.3,1,1.020326,0.3,1,0.4719526,1,50,2,1,50,2,1,1,0.3511252,3.797105,4.306838,3,20,114.6921,164.9805,84.79566,368.4929,488.3291,86.05487,93.1811,74922880,11852560000,12173820000,262110700,1232762000,13331270000,7800449000,0.147276,2.43722e-05,0.000140883,0.00923523,1.436857e-05,0.0001178214,3.148379e-05,31.051691407295,852.724763886882,1400.32019565738,123.356807506427,29.844528185498,732992.926527625,75.079467650317,0.073824520128969,-14.962748625,83.8132440081309,1203700,0.000101128131369556,0.00038911577245538,71.82918,3.48971180456536e-07,1.292407408507e-05,0.00642180694345895,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.7270766,0.15,2,1.4,0.3,1,0.9525887,0.3,1,0.8061803,1,50,2,0.75,50,2,1,50,2,6.810628,5.113906,6,55,342.1569,137.0931,72.7152,48.43196,347.1102,75.91498,83.7857,70950500,11059180000,10510730000,38990330,58932840,10385240000,7344545000,0.3145572,2.818037e-05,0.0001008609,0.3614229,0.3175837,8.748801e-05,5.95879e-05,44.9760197214297,822.101581903017,1474.82123404493,2.83001042944148,42.4319656789992,520461.071325845,94.567819253063,0.0949692851720299,-6.5648088,81.6652495334547,933688.8,7.44807157917039e-05,0.000224414015301019,55.70098,4.68864579969684e-07,5.55672857129041e-06,0.00286061246646807,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.8662793,0.15,3,1.4,0.3,1,1.348478,0.3,1,0.5850939,1,1,1.520413,1,50,2,1,50,2,4.119432,5.00555,9,58,82.93059,100.9969,73.56735,328.4452,22.2815,61.83961,75.1056,493720000,10792210000,10207130000,178706700,27869260,10041600000,7590236000,2.741959e-05,3.18266e-05,0.000143122,0.3237365,0.2129543,0.0001187568,4.536405e-05,29.6106594974517,1085.59518285319,1771.53821580467,86.1250781504201,28.8735157009966,665771.388905208,73.4829251842562,0.129247429315801,398.5,83.6036075376995,1086445,7.2150325453449e-05,0.00026602861240978,56.38366,4.03931521343474e-07,1.85705643918577e-05,0.00514691834408643,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.45,2,1.23,0.15,3,1.53,0.3,1,1.460755,0.3,1,1.0155,1,2,1.05,1,50,2,1,50,2,5.087149,5.79582,10,53,132.5109,132.7389,62.14419,512.4469,23.91884,65.59237,80.16768,357181000,2261843000,11314400000,15534950,82733140,11256660000,6342803000,2.808434e-05,3.933514e-05,0.0001898337,0.5057776,0.4745162,0.0001515447,6.034521e-05,37.1111313481164,824.299328258179,1567.40418753384,3.56498260166438,36.5560005755707,733770.116725976,80.3713150788265,0.103981658436861,454,86.7694487117957,1395263,0.000104726393830532,0.000230201084041439,67.66975,2.99522254919257e-07,6.00681016214688e-06,0.00161174911382733,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.866151,0.15,2,1.71,0.3,1,1.11512,0.3,1,0.6287161,1,1,1.510454,1,50,2,1,50,2,4.408772,4.20726,8,39,83.25042,115.4222,63.25481,297.2433,28.61632,66.78351,80.53673,476794500,10597790000,9992802000,33885000,86196950,9941395000,6082115000,2.67335e-05,3.074533e-05,0.0001122898,0.3237322,0.179599,9.578635e-05,3.482671e-05,33.1089715934481,1145.9234995853,2126.44354113958,21.9648080433885,32.518897583395,563979.082002243,75.5949140373213,0.129923436744259,506,85.1561146207134,1046553,5.79013173737772e-05,0.000245974381811817,51.52648,4.55324520450813e-07,1.65722022182835e-05,0.00320113623170815,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.9558295,0.15,3,1.34,0.3,1,1.358969,0.3,1,1.010933,1,2,1,1,50,2,1,50,2,5.087149,5.79582,10,45,148.9363,136.919,71.94213,640.4469,23.14219,74.609,85.76769,292254700,10873620000,10292840000,33704540,76753250,10187220000,6163226000,2.540752e-05,3.553923e-05,0.000139575,0.6321824,0.2849973,0.0001210255,5.724003e-05,35.3990980942399,942.746554791845,1995.8426742667,9.1375598033105,34.909715181128,654192.980919317,80.3596035699841,0.100998632100672,464,85.7927600271732,1384960,8.16379330340256e-05,0.000209914745815833,53.21151,3.33927867095532e-07,1.20632915159224e-05,0.00233876374468822,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.15,1,0.9830256,0.15,2,1.48,0.3,1,1.021646,0.3,1,0.7242474,1,50,2,1,2,1.37,1,1,0.6452851,6.000258,4.435917,10,21,135.8106,136.7782,72.74395,171.7471,388.6327,62.43006,83.65674,94086400,10703690000,10422660000,288425500,414568100,10233980000,7639704000,0.2188653,3.611543e-05,0.0001047539,3.587831e-05,8.415721e-06,9.197429e-05,5.664861e-05,48.6574956261503,981.910936845806,1951.43791273921,0.608606713338993,47.230174924025,536434.785130138,85.7676164311449,0.109315340156587,583.5,92.610673507573,1066104,6.42726059492941e-05,0.00024783473453846,70.28939,4.54315602248835e-07,4.7918861498486e-06,0.0014916352593517,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,4,1.78,0.3,1,1.795842,0.15,1,1.322928,1,2,1.4,1,50,2,1,2,1.09,3.198494,2.376861,11,4,545.9705,179.4679,56.32242,258.8373,122.4794,61.83656,55.15399,210158500,5644120000,12067000000,321952700,262338600,12299660000,9788739000,1.613104e-05,1.150968e-05,0.000333958,0.1896755,1.980405e-05,0.0002145996,5.275213e-05,81.6712368852753,777.224390281268,1835.44104335485,0.0588874235059952,63.0567059899761,872070.812912054,64.9000277118585,0.0545779791364144,732,91.9145088269637,2059424,0.000132003791321859,0.000405911210142904,67.63503,2.4654486827794e-07,1.86558878066068e-06,0.000757689074083467,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
0.3,1,0.3,0.15,2,1.38,0.3,1,1.127576,0.3,1,1.987769,1,2,1.04,1,2,1.19,1,3,1.91,4.263478,3.197555,10,6,592.9961,173.1934,84.15903,269.3374,212.0167,84.69836,94.43387,240569600,6162898000,12434120000,224760700,150947200,12008510000,4734461000,1.485334e-05,1.300027e-05,0.0001288056,2.482392e-05,1.901066e-05,0.0001138614,4.356639e-05,70.7986794714522,846.328345520501,2406.59126722689,0.0259637774762568,63.2251458402448,627868.822762313,68.4815484360569,0.107107197326718,686.5,93.8845556863686,1785387,8.72792701744487e-05,0.000262671332552626,66.78071,3.34993646782985e-07,1.89023747498074e-06,0.000565551562086708,"Fan_SMC_Pin_3",22,1.8,0.8,200,0
