Element,X,Y,Factor
CURRENT_0,138,326,1
MOSFET_0,143,120,4
MOSFET_0,299,121,4
MOSFET_0,615,122,4
MOSFET_0,845,122,8
MOSFET_17,1091,353,8
MOSFET_17,1197,354,8
MOSFET_17,1092,235,4
MOSFET_17,1183,234,4
MOSFET_17,316,241,4
MOSFET_17,319,338,4
MOSFET_17,569,281,1
MOSFET_5,1085,76,1
MOSFET_5,1201,79,1
MOSFET_8,774,177,1
MOSFET_8,879,177,1
