RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.64,0.15,1,1.269674,0.5,8,1.78,0.2,1,0.6742476,5,30,2,8.2,30,2,6.2,30,2,5.330885,3.637069,3.17861,1,16,504.1696,804.5157,60.88838,674.9464,588.0282,805.4489,10031600,8257014000,11430610,18242560,3064940000,9037231000,0.0474088,5.262193e-05,0.05027783,0.04818759,0.0009061822,4.037771e-05,48.6712501559598,59.6458060834788,48.1016197347682,0.0447017850795466,46.1966811100054,680627.366523924,127.944839896496,0.020458375637802,-44.6594049,118.873754925288,548894.9,0.000140878421231531,0.000213754886943362,46.10528,4.32054038513557e-07,8.66681792859314e-07,0.000362616674627669,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.12,0.1,2,1.62,0.1,25,1.97,0.05,3,1.4,1.3,30,2,1.4,3,1.43,2.4,30,2,5.302885,3.437474,32.99619,6,23,216.5079,350.1423,42.6263,322.4081,515.6185,413.5748,165933000,33353330000,317572500,141958100,64080200000,49791230000,0.1452401,0.0004974438,0.0001524527,0.2294602,0.01072928,0.0004557441,34.5594527752707,15.873147114864,66.4678415233329,6030.23965791497,13.8235913378008,1907584.86269972,102.364847242596,0.0686495212762871,-19.9198296,73.7165180598379,7987896,0.00148366484814136,0.000160899315058218,62.21869,4.09673291904681e-08,3.89565736567579e-05,0.00909170056465219,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
12.09,0.55,1,0.3277165,0.95,2,1.23,0.8,1,0.3583828,8.5,30,2,10,1,0.2134162,8.45,30,2,6.630216,4.656244,0.4194783,1,10,1059.762,697.4405,383.7985,594.858,231.5617,440.9829,1397997,990931200,3223800,2033759,1042058000,426709400,0.005028871,7.274834e-06,9.488999e-07,0.002963653,0.0001031481,5.630617e-06,29.3801859977642,47.1859394157242,54.3106933663473,39.2086735826481,20.0654947098539,70272.4595013109,132.149289557511,0.115864965430269,-18.9257112,108.962793126049,80883.12,1.83860115778926e-05,0.000165466549366609,66.02296,3.3586279617786e-06,1.70079149996652e-05,0.00355703020395948,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
0.77,0.3,1,1.283694,0.35,5,1.99,0.4,2,1.04,3.75,30,2,6.9,1,1.688822,2.15,30,2,6.562523,3.145667,3.360833,7,37,383.9895,341.4091,57.25069,178.8178,151.4799,172.089,9648830,3607645000,19125680,19727520,7216613000,1572614000,0.04010767,5.403881e-05,1.560729e-05,0.0006099211,0.000952136,4.743434e-05,28.0912220002114,44.0732997499379,55.645853184297,165.136572654186,17.9363135131514,533696.072100138,112.788167024737,0.0315131054411344,-32.2906914,91.9763148079303,673831.4,0.000149497324540745,0.000150822726079644,66.50502,3.64486590417441e-07,1.2328740960792e-05,0.0041890890494799,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
19.45,0.95,1,0.595583,2.5,8,1.75,0.6,1,0.2815062,9,30,2,8.25,1,0.12,10,30,2,6.196521,4.414405,0.3579118,6,40,295.2924,194.642,9.138406,426.3501,116.803,215.3043,902319.8,313462100,5774994,1158976,75629600,722511200,0.0007023642,6.847239e-06,5.740998e-07,0.0001815455,9.180235e-05,4.562759e-06,30.852385370494,53.627537319322,70.4218864361637,20.2869386902265,21.5606446878844,68097.5327900049,131.207400802279,0.112936316821509,-10.470834,126.934687589981,89423.4,1.56768392393655e-05,0.000177672976918074,65.90823,3.64329925996165e-06,1.96062987032061e-05,0.0031680221941785,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
14.96,1.05,1,0.7928201,0.65,4,1.58,0.65,1,0.3421322,7,30,2,8.65,1,0.12,10,30,2,5.725795,4.392709,0.3918656,10,59,981.4666,528.0924,39.20314,324.0782,63.99064,208.6878,969474.4,265932800,5665513,1106084,1030012000,634931400,0.000346542,8.727079e-06,8.015793e-07,0.0007348408,0.0001379017,5.351393e-06,27.7711421900263,63.5616508691657,76.6990820519093,70.2350406564872,18.761982645736,89064.8610378934,125.16589826692,0.123587069425457,276.5,114.194076049869,107473.5,1.72992074720704e-05,0.000172025825040686,63.97151,3.18400385728584e-06,2.46186479918986e-05,0.00445053852004179,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
1.13,0.5009695,1,1.395465,0.3,4,1.91,7.894994,30,1.93,3.875249,30,2,7.610784,1,2,1.55,30,2,5.299102,3.069025,2.832238,14,26,566.038,258.4435,102.0108,154.5542,15.28845,1100.304,9411337,4379346000,10499260,36421320,9757826000,8476893,0.01634368,5.89432e-05,0.01181113,0.02522847,0.0009909972,4.193715e-05,32.517502796404,62.3380790519149,89.5818336995546,46.4376378905233,21.8057778655447,636041.997150515,110.401278025226,0.118348010215789,-8.5127229,91.902625034763,914012.9,0.000125964265415559,0.000154446716948282,54.5315,3.43583396153758e-07,1.32027780110905e-05,0.0029359475091843,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
9.94,1.45,1,0.7175588,2.7,3,1.82,0.55,1,0.20689,4.75,30,2,5.6,1,0.1305366,10,30,2,5.445977,3.520881,0.3116425,5,19,572.9914,175.7943,226.8735,605.3132,225.9023,295.1666,1501957,142268400,8207706,1527963,122711000,910871700,0.00109974,5.877561e-06,8.453797e-07,0.0002754759,7.622328e-05,3.938333e-06,34.7796461812271,61.2280164619979,81.0730567257163,1.32001381281151,29.2231485691719,69151.261440399,115.393827547144,0.094007030459546,-8.3512836,124.094289731741,91564.36,1.39432783613338e-05,0.000220399521748382,65.83817,3.46880388535364e-06,5.05205070068404e-06,0.0016370667200416,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
1.04,0.5,2,1.46,0.7,8,1.83,0.95,3,1.76,5.15,30,2,7.3,30,2,7.8,30,2,6.772064,3.544517,3.768157,0,0,355.5743,593.5512,719.2928,143.2403,118.9353,266.0475,9667981,1193062000,12522350,11551380,1725322000,281289000,0.02982124,5.26304e-05,0.007628937,0.03932704,0.0009013727,5.466831e-05,47.9389105611322,0.0740128198891645,48.3195803184846,0.0744975037249264,45.4430448472437,1000,133.175438462683,0.301969160693528,1.01287723369963,117.435025869203,652854.2,0.000166804602646319,0.000185494351296598,47.97273,4.1239041124379e-07,1.23133963475741e-06,0.000413618254223314,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.8,0.2,1,0.721549,0.4,7,1.83,3.7,20,1.9,5.25,30,2,10,5,1.68,1.55,30,2,6.406047,3.505774,4.053597,11,0,664.0797,19.17588,51.5101,136.2281,269.9816,401.2634,9511115,9380335000,8806269,35698220,5251644000,10063640,0.003895802,5.470424e-05,4.122175e-05,0.01743909,0.001047162,4.591846e-05,39.3051854983634,2.26125821930177,68.7275189285442,0.883142034577108,29.8277897913815,32789.7568571924,119.910138765661,0.0774370702490071,-1.126433,102.423452925123,996595,0.000179020604368109,0.00015180466699719,44.64121,3.71375997146422e-07,1.71420549728601e-06,0.0010915397283825,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
1.33,0.65,10,1.91,0.7,10,1.9,0.15,1,1.391121,3,30,2,7,30,2,6.95,30,2,7.099826,4.421367,3.942486,5,0,290.9347,83.1433,249.6905,437.5936,216.9666,522.8857,13038460,493182200,8337721,15023200,1620357000,7298770000,0.006703078,8.923587e-05,0.02430783,0.01021517,0.0008472177,5.765516e-05,63.7021753351961,6.33994204294431,60.603436877266,0.000742871900365108,64.4735905627292,90685.8864483871,133.39175954046,0.0437715524435192,-13.1803254,114.812554932211,866865.4,0.000176591337500915,0.0001750384474515,55.22727,4.03457926534748e-07,3.24100360242496e-07,6.14070730922123e-05,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
2.7,0.25,1,1.567843,0.4,5,1.8,0.2,1,1.715139,4.6,30,2,6,30,2,4.25,30,2,5.66995,4.691685,3.894589,10,0,645.8338,194.8059,180.0743,141.4039,402.1793,257.5712,12003370,4304741000,8987507,23614130,5186325000,4991914000,0.006052499,6.908663e-05,0.03125992,0.002850222,0.0007068892,5.615509e-05,46.9075182578526,6.01402511344038,68.2663714408638,0.0627884347377242,44.4901648754032,84136.0055033988,128.607925616386,0.0565967219452507,-4.4506242,112.624782896891,955044.2,0.000172715626844415,0.000169837923292427,45.28528,3.99686052662482e-07,1.10633834194407e-06,0.000417809193935692,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.8,0.4,1,1.433315,0.4,5,1.66,3.75,20,1.96,4.95,30,2,9.7,5,1.68,1.65,30,2,6.406047,3.505774,3.068025,4,0,591.326,16.992,62.65156,107.7839,325.9942,313.5881,10413060,3264243000,8598825,28018220,5077347000,9742490,0.004850373,4.981505e-05,3.483556e-05,0.02174873,0.0009159473,4.251259e-05,48.4521403828419,9.15003664384794,75.6074381209809,0.0586396566134951,41.9661485961171,100615.038604292,119.332419714845,0.0563564024565909,-16.6924296,110.178646749449,831389.6,0.000135754753644459,0.000147851833838619,46.11,4.57472396727764e-07,1.16533584131634e-06,0.000458923046406712,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
12.64,0.7,1,0.4477756,0.65,3,1.54,0.6,1,0.3636066,8.75,30,2,9.75,1,0.2496242,9.7,30,2,5.118066,3.680777,0.3450286,1,0,463.2489,684.6636,87.669,330.6303,62.6636,641.4987,1114655,615588000,2837684,1489795,1058124000,751224400,0.002919754,6.413721e-06,8.930885e-07,0.001766759,9.934618e-05,4.765775e-06,44.1276561791502,6.63190188598012,94.6189446631516,0.110518922127138,36.3932381101239,8121.56305102101,122.5966135319,0.0723922795849717,488.5,131.367816765037,115872.3,1.51187716932899e-05,0.000189718530198204,50.49477,3.16889964166163e-06,3.41148388151302e-06,0.000684475559941,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
4.059576,0.65,9,1.541976,0.7,10,1.807053,0.15,1,1.309793,5.35,30,2,7,30,2,6.95,30,2,5.343591,5.480333,4.03164,12,0,787.1216,165.4795,148.8949,396.0727,179.0116,422.8667,8963859,462135300,8339149,13412140,4249769000,6976829000,0.009750262,8.776485e-05,0.03943773,0.008194681,0.0007728743,5.330594e-05,57.2307249581073,8.13848720591416,74.7329967275258,0.00063814981786993,56.7797113377235,117554.443143613,134.802129005814,0.0464301540054288,327,121.778077708521,1079463,0.000178324224736932,0.000188006821997983,48.78682,3.14877551378309e-07,3.0400751496712e-07,4.07475342010244e-05,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
19.83626,0.9,1,0.6427299,1.7,3,1.52,0.55,1,0.2992442,8.85,30,2,8.25,1,0.8813651,9.2,30,2,4.157617,3.300896,0.3005324,24,0,707.0499,368.8622,26.66988,416.7582,48.3958,230.0448,909119.1,332796700,4184678,1315619,578957100,773346500,0.0007715645,7.656393e-06,2.382431e-06,8.868969e-06,0.0001198041,4.059508e-06,53.2380449112379,9.81463435389856,113.807553408835,0.0121646072089047,50.6569574846213,10465.2502490086,116.760697227513,0.0535953365635976,644,139.712773689564,121351.9,1.31640788336459e-05,0.000222234018343465,56.85485,3.0263669327929e-06,2.35138395505929e-06,0.000349825479330712,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
9.77,0.55,1,0.3626981,0.95,2,1.38,9,13,1.93,8.65,30,2,9.7,1,1.15381,9.15,30,2,6.911395,4.554139,0.3342541,3,0,884.5195,571.0472,308.2195,494.7299,193.4722,525.4574,1221553,955704100,3105694,1824498,948606400,975240,0.004024441,6.959054e-06,1.68397e-06,0.002373574,7.724863e-05,4.755539e-06,75.6899981875635,23.4597122579501,89.8861959625192,0.00168193092954562,63.6406665567736,27835.1387253305,135.342534736701,0.0421090183107241,659.5,130.811229414825,106650.7,1.46482482047744e-05,0.000148194560088416,51.54263,3.85820655204872e-06,1.6943038453765e-06,0.000237179548857769,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
0.15,0.05,3,1.34,0.15,22,1.97,0.05,3,1.72,1.35,30,2,3.15,30,2,2.5,30,2,6.002063,4.045042,45.16998,6,0,111.9917,144.3259,40.96078,194.9393,279.8217,497.1404,150515400,64776330000,84435680,128463300,42361790000,47977530000,0.2534491,0.0006288531,0.0785689,0.06118458,0.01020587,0.0005299573,57.6622688163365,40.3922681430862,56.2030161709625,1.44382261195147,50.3700008534651,6615829.46257667,114.979412700709,0.0227087262073098,-7.8659064,89.0500195120267,9205464,0.00202209261079515,0.000160938710829665,47.82811,3.63821695092796e-08,4.25690361260445e-06,0.000846129238275595,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
1.92,0.2,1,1.11296,0.45,6,1.88,0.2,1,1.939953,4.4,30,2,6.9,30,2,4.7,30,2,6.80064,4.10665,3.580257,1,0,154.7451,374.8216,799.2812,231.074,377.7232,694.4176,12650520,6983259000,8907567,15298320,4062109000,4811426000,0.02277069,6.16704e-05,0.03450131,0.0259109,0.0008062923,5.740368e-05,47.9295779371851,47.7667342254092,64.2763152629191,0.0597164856208249,45.4264002149563,615127.899013492,132.16547501594,0.150658318542376,-17.0543241,115.072304924224,827734.1,0.000158984525861085,0.000166150924541734,46.14289,4.3928755102573e-07,1.2366713280651e-06,0.000417593014482409,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.12,0.3,10,1.88,0.2,28,1.96,0.05,4,1.7,1.5,30,2,2.95,9,1.95,2.45,30,2,5.302885,3.437474,38.16462,12,0,368.9702,193.1958,24.24429,250.1929,273.2506,215.5354,122704700,3276233000,224052100,135129900,26882250000,35687550000,0.09232715,0.0006902828,0.0003138773,0.1089464,0.01136267,0.0004837497,74.1135859578138,43.3946481160868,73.1434974138884,0.0621044512116995,47.1802006145407,5994321.48830078,104.463172702154,0.0247650224125466,654,97.4082537188052,10103680,0.00170537087415473,0.000161402763895147,56.09588,2.9628544004255e-08,8.86779327760878e-07,0.000375304591427872,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
8.73,4.4,30,1.99,0.75,4,1.62,8.35,12,1.98,9,30,2,10,30,2,10,30,2,5.980156,3.074385,0.3189265,10,0,456.0552,472.0786,8.335138,198.8312,62.99011,834.587,894855.1,1542046,837691.8,970958.7,751680900,994149.1,0.001335594,9.31804e-06,0.00228111,0.002371099,0.0001165138,4.83063e-06,87.4533382530704,37.1700742450403,89.5623325145978,0.000103565864458022,87.9237727342843,42076.2914660016,142.437274436855,0.0246812288622678,645.5,139.30912894788,101384,1.39752313929927e-05,0.000170660672415981,47.53378,4.0653879217387e-06,1.26467172034211e-06,5.01782645753179e-05,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
4.059576,0.6629094,9,1.541976,0.7,14,1.646087,0.09708174,1,1.309793,5.35,30,2,7.150224,30,2,6.95,30,2,5.343591,5.811056,3.833827,20,0,650.2296,290.5808,96.89239,334.9732,125.4218,277.2194,8935840,405460300,8319270,11006420,3259374000,7621904000,0.00626029,7.910094e-05,0.02526673,0.005283397,0.0008581174,5.368742e-05,67.6291438804333,31.4930346516006,80.9306683284862,8.85604799053428e-05,67.1359027042455,432702.473059448,136.37590778078,0.0349469811825735,623.5,124.325868977074,1111957,0.000169624994838933,0.00018974455140558,46.05955,3.66121953083824e-07,1.11752079635097e-07,3.30925036904905e-05,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.02746833,0.05,4,1.92,0.2,27,1.99,0.05,2,1.81,1.65,30,2,2.7,30,2,2.25,30,2,4.246685,2.443608,39.80205,10,0,614.9634,405.9668,216.1396,499.1641,301.9872,353.936,99649510,41347400000,95992930,157510600,25720150000,57486590000,0.341045,0.0006790653,0.1447576,0.1206143,0.01053585,0.0004657606,44.163843969624,50.3138993178747,75.2736477539644,23.7453396784493,42.6543398777181,7233801.52988698,97.4338668977579,0.034910607641225,469.5,87.848275568627,10822350,0.00177498053098168,0.000199483809323011,48.28971,2.83706818604307e-08,1.35557882850088e-05,0.0017827884308933,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
0.12,0.05,2,1.86,0.15,29,2,0.05,7,1.7,1.984702,30,2,2.8,30,2,2.5,30,2,5.565618,1.51060245297099,42.24907,17,0,130.3298,81.91285,86.55016,443.0996,44.34533,157.9511,105454000,49792450000,84991820,132522300,31981110000,16988800000,0.1468905,0.0007756946,0.09155719,0.05715994,0.01281139,0.0005424045,60.2157572679767,57.1540982115694,72.2592305077011,0.73802521608008,53.844946242574,8688314.30969945,100.724063824319,0.0223985172261876,638,95.9678053512978,10984530,0.0018767357544311,0.000210467671725512,51.40223,3.1937976043161e-08,3.40403957834606e-06,0.000704531041007095,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
0.1309962,0.1072737,4,2.007419,0.15,28,2,0.05,7,1.841692,1.869003,30,2,3.240888,30,1.947062,2.635786,30,2,4.700886,1.51060245297099,33.41159,29,0,100.945,31.02305,8.953173,187.6576,58.98527,62.74739,93806500,26842850000,111333900,102812700,30427450000,12389650000,0.0002344261,0.0006712243,0.004599223,0.0002422363,0.01229033,0.0005073337,70.7957590401002,69.4619060192195,88.2055845625582,0.0270287577482274,64.631100872266,8377173.98605833,96.5094622130985,0.0203833512262228,645.5,101.054725119956,10637680,0.00148890099609177,0.000217917763598932,45.95461,3.37437778529771e-08,1.05708121917847e-06,0.000219813099043009,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
0.1062735,0.09383051,3,1.86,0.15,29,2,0.05,9,2.085708,1.798546,30,2,2.050766,30,2,2.558959,30,2,5.565618,1.51060245297099,47.91119,21,0,48.24955,23.16629,19.31819,331.9661,24.16254,195.5431,97899260,40483180000,152260000,113592500,36789850000,7107740000,0.03825325,0.000759205,0.00697229,0.03688062,0.0141137,0.0006110449,76.094186797777,56.4008355695794,76.9108808598601,0.0205490160806246,51.538524782156,9731478.35390305,98.7387210380568,0.02131471098453,650.5,97.5428869643388,13270310,0.00213014057078398,0.000218776252580744,54.81881,2.59505751931671e-08,3.90888976287418e-07,0.000240540289340063,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
0.070899,0.09383051,3,1.86,0.15,29,2,0.05,7,2.085708,1.721719,30,2,2.8,30,2,2.635786,30,2,5.565618,1.51060245297099,42.24907,19,0,122.9339,10.42402,26.54788,443.9495,44.33069,157.9422,127034000,37672900000,218083400,125645100,39812500000,16640720000,8.461989e-05,0.0007482669,0.01048537,0.05715721,0.01428205,0.0005463296,83.910573343687,58.6467241674915,75.6335437068636,0.0123440687043256,52.9532232801707,8940193.94076498,100.178648314555,0.0192521464390939,664.5,98.3526830396982,11529690,0.00188199368792678,0.000216217760357462,49.77229,3.0091906195784e-08,3.40537271627528e-07,0.000231069997861877,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
