RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.49,0.55,2,1.53,0.4,5,1.8,0.2,1,1.017485,2.8,30,2,8.25,30,2,1.9,30,2,6.555384,4.735015,3.717967,0,7,195.4814,162.7903,56.90094,122.617,134.2906,330.941,17161090,847667600,11614420,22325050,5722191000,5381420000,0.01026171,6.459333e-05,0.01633008,0.03626042,0.0007328312,5.587732e-05,38.7793991408625,0.074043277632016,44.7153203038678,1.20322383061162,37.3738514778564,1000,131.701879049638,0.207166064863419,0.863663443075144,101.065574222314,603907.9,0.000166735987481562,0.000170724272256017,48.40046,4.27967949237777e-07,2.82223975110379e-06,0.000998889869946007,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
9.07,0.8,1,0.4509337,2.3,3,1.39,1.75,1,0.6472127,4.25,30,2,9.55,30,2,10,30,2,6.371932,4.601284,0.3763099,0,55,427.2422,303.724,789.1814,532.186,484.5857,73.66789,1160511,423541100,1370244,1254768,165464800,96350460,0.0002999338,6.136155e-06,0.001485879,0.004709597,7.468461e-05,5.461525e-06,35.7454904674008,0.729847366883495,46.227598013771,3.35554196033469,35.1056523958217,1000,138.774635359606,0.312287624596337,1.79817540125951,108.438982071585,63338.72,1.69154258445333e-05,0.000175906177291549,62.13073,3.43732097910803e-06,1.2830960876424e-05,0.00163833074429431,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
15.67,0.55,1,0.3666231,1.3,2,1.79,0.55,1,0.1966761,8.55,30,2,10,30,2,10,30,2,6.732711,4.545761,0.4014086,0,12,184.4462,394.6689,473.2087,248.2594,398.0474,201.1318,1308000,922684400,1213210,1003810,502561400,889413600,0.003714035,6.669093e-06,0.002401008,0.002193848,7.454101e-05,5.704504e-06,44.3297177739165,0.701029209718958,45.9889742983199,0.17732691555835,42.9948824707341,1000,147.884000207767,0.500678685631445,0.751323852070329,123.717993010547,65602.08,1.76107911641728e-05,0.000205697022973899,61.88735,2.67967758241746e-07,5.07383296010772e-06,0.000549591003047967,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
24.69,2.1,1,0.742969,1.6,1,1.786284,0.8,1,0.3906511,4.65,30,2,10,30,2,10,30,2,5.971902,4.946539,0.3096497,1,38,448.2745,50.43265,401.9336,379.9704,406.6023,669.6069,1163841,147424900,1352243,1074015,352552300,395398500,0.002804396,6.645758e-06,0.002029078,0.00126705,5.716276e-05,4.422784e-06,40.7931154274137,1.97406006663099,64.5315882342561,1.82761566188023,39.7618276791314,2219.21166741344,140.180867382321,0.0735629654394944,-27.1799154,102.41946917178,72545.54,1.38788456184602e-05,0.000184951782068893,51.56124,4.30697746317543e-06,1.34391833377739e-05,0.00157520450403559,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
16.76,1.8,1,0.7527319,1.9,3,1.7,5.65,2,1.13,8.8,30,2,9.15,30,2,10,30,2,5.030418,4.723046,0.3679306,0,16,148.5568,204.5165,407.5532,94.75318,487.5725,581.7597,1077084,91855740,1627472,1139722,233868700,8676493,0.0001961959,6.263443e-06,0.004891071,0.000125206,9.112692e-05,4.560244e-06,39.4683542300461,0.765615091515416,55.3888755085867,0.571323556086581,37.994519474833,1000,141.452833994337,0.503849139478766,0.581571664249283,123.196961657854,72345.59,1.61251771930322e-05,0.000183705980319794,49.42591,3.9500814207187e-07,8.19870518052684e-06,0.000863803650717865,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
0.13,0.1,2,1.95,0.15,19,1.95,0.1,4,1.71,1.2,30,2,2.2,30,2,2.25,30,2,5.466556,3.368164,33.14262,0,16,171.8704,532.9587,266.503,808.2717,340.0109,573.2785,182138700,32249040000,146006500,157389900,43233020000,18230210000,0.01909171,0.0005276931,0.05604293,0.2315459,0.007337548,0.0004439183,41.757291967593,7.00803929346879,67.5426683144584,3.50396798099377,36.8654440159439,849632.987637371,106.765986886696,0.0689605027341666,0.245746067172847,90.248484441623,8188664,0.00149675190226842,0.000170256743532202,49.53665,4.1443808927359e-08,2.47066170382199e-06,0.00122953995596942,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
21.64098,0.5,1,0.3988021,1.55,3,1.43,1.2,1,0.4946567,4.65,30,2,10,30,2,10,30,2,4.601505,4.381057,0.3824904,5,22,452.8122,432.8842,436.3997,383.6926,123.82,190.2014,1220924,992145900,844025.3,994234.2,346420600,195035700,0.001207965,7.257776e-06,0.003012159,0.001718024,9.483084e-05,4.4687e-06,39.658164038022,2.40588948676603,70.9035271471125,0.852866582447959,39.0030850740304,3339.91257439935,132.401854198232,0.07599286267787,-8.61639075,115.91344141451,98429.95,1.71385630136557e-05,0.000200110386719874,56.77761,3.3520559561892e-06,8.91734148666307e-06,0.00112500905180979,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
17.69,1.7,1,0.8645912,4.35,16,1.99,0.6,1,0.3635184,4.3,30,2,10,30,2,10,30,2,6.043639,4.426792,0.3459233,2,13,420.0167,81.86948,427.5684,363.7684,215.5752,482.1751,1319155,85386560,1178694,1565287,36282900,691279100,0.001637485,6.497178e-06,0.00114164,0.002295538,7.505743e-05,4.807288e-06,42.6286158193658,3.44982598994882,67.0880690747465,0.878884660665114,41.7178142581137,4348.84602131386,138.185235774738,0.0716982882922624,-15.2745813,122.08027109675,84571.13,1.55629464238728e-05,0.000188493877849404,55.40416,3.98738017838574e-06,1.12841615868525e-05,0.00145573089484419,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,0
1.64,0.2,1,0.5974047,1,7,1.88,0.25,1,0.7503242,4.95,30,2,7.4,30,2,7.6,30,2,6.175823,4.532809,4.025324,0,30,238.1423,289.5723,293.0142,225.132,23.14722,98.21046,11787830,9653382000,9484061,14694310,2052412000,5416794000,0.01459944,6.167129e-05,0.007623171,0.01204934,0.0009017282,5.121543e-05,33.2938514762085,56.7876835219485,31.6672023695925,7.29950716032201,28.6902218918753,819741.211158683,134.460235015967,0.135492998101053,1.11406763510949,99.2664883341734,457122.2,0.00017821226784581,0.000222967976591085,42.80742,4.00064798415359e-07,2.51954709744179e-06,0.00177283502455616,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,1
0.2,1.65,30,2,0.1,14,1.99,1.7,30,1.99,1.7,30,2,2.4,30,2,2.55,30,2,5.190788,3.681538,32.48273,2,44,463.1803,285.4526,229.8027,252.314,41.47785,298.7327,98994390,113902500,122286300,127651700,83870930000,91364360,0.3899007,0.0005298877,0.1933885,0.2821862,0.007985778,0.0003845284,49.8974890286353,57.8538565046073,43.8983143184056,0.866171830914985,43.6062659432757,6798903.63974801,109.989676851966,0.0226490964706491,-47.9272068,91.4473701176091,5158868,0.00145084678953966,0.000166534125185971,49.73744,3.49321351563814e-08,1.81895773599422e-06,0.000708910608362701,"Leung_NMCNR_Pin_3",40,0.9,0.3,10,2
