MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.35,1,0.1484243,0.322662,1,0.12,0.6104281,50,2,1.717918,5,1.89,7,50,2,0.2,50,2,0.04,33,1.97,0.25,4,2.117739,15.24281,17.65787,15,19,400.6289,77.00721,101.8613,25.75539,666.3825,184.3291,138.5379,150.1669,36239310,9677574000,8000770000,29707620,1273602000,1907103000,2866823000,3851504000,0.0103495,2.587902e-05,2.5138e-06,0.0001356613,4.869401e-05,0.002460326,0.00726665,0.0003146594,19.9216601857833,12.4998432689213,24.3706354742134,1125615073.14094,28.1048364748844,618393.744818711,148.748820676485,0.0532407277741761,-1.23398549999999,34.1476899361736,1205667,0.00305383456117248,4.0983848926921e-05,80.99716,3.19206853886587e-07,1.34494466744412,0.0107358578661477,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
1.95,50,2,0.25,50,2,2.8,16,1.92,7,1,1.362716,1.8,50,2,0.3,50,2,0.5,11,1.84,0.3,2,1.79,11.41072,14.26753,10,45,72.81511,178.4588,168.0332,332.3522,327.5124,217.3104,399.2066,152.8965,25383130,189197100,3315688000,12367990,208783000,2346770000,2697856000,3375409000,0.0001262677,0.03050158,0.03253831,1.269602e-05,0.1009611,0.05068925,0.001596472,0.0001451145,16.5551242133759,9.10216074357954,73.85287705019,377351128452.922,9.74185823135234,75130.0423952142,121.253326403856,0.0855257954520011,-131.614076085489,35.8226643158836,609588.2,0.000509511649884615,7.18203439474799e-05,64.1183,6.02704784339009e-07,81.9985499691383,0.0131093274931751,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4,50,2,0.15,50,1.99,3.8,50,2,5.9,2,1.77,7,50,2,0.25,50,2,0.6,26,1.93,0.25,3,1.68,10.61807,12.13771,10,25,195.2248,124.1412,423.0899,67.0203,759.6472,263.5026,314.9012,240.6672,8804269,4797099000,6396485000,20849420,8001495,3258935000,1877824000,4895252000,0.04158819,0.1334416,0.003533883,3.505382e-05,0.04772865,0.00944235,0.002500112,0.0002613731,12.6488191735282,10.5004509947886,80.7029446462088,355257420112.075,12.6890048971197,115480.214727762,140.57230605635,0.0851304580970845,-104.641221940936,34.231302745497,887542.2,0.000678866871534027,7.38457750780391e-05,55.93556,8.40756184193459e-07,90.1294544255721,0.00894381065697569,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4,50,2,0.15,50,1.99,3.8,50,2,5.9,2,1.77,7,50,2,0.25,50,1.99,0.6,26,1.93,0.25,6,1.79,8.503313,14.9192,10,32,195.2309,127.0154,320.743,67.1037,752.4365,90.04979,315.268,241.7463,8912308,4525028000,5994001000,21377270,8000046,3264721000,1884491000,4280648000,0.03090646,0.09872287,0.003240638,3.764773e-05,0.04772864,0.00704869,0.002580404,0.0004604622,11.3450704496584,10.247272964565,121.985483382915,323313848741.686,11.2048223427398,135064.797585865,132.132141649941,0.210311875054734,-115.342295963203,42.9862301181594,1607837,0.00081361482348944,4.96963342325401e-05,34.47749,5.86740575325332e-07,72.7168449121896,0.0166536769598349,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.75,50,2,0.45,50,2,2.1,50,2,6.9,2,1.69,0.5,50,2,0.2,50,2,0.5,17,1.92,0.3,2,1.86,8.705983,16.29902,10,26,159.1553,23.04818,25.69612,363.2211,31.25495,192.4322,220.8264,121.8485,29693560,3140135000,1271463000,12871150,6444011000,4139971000,2684171000,4082865000,0.05300403,0.009768075,0.02875699,2.795361e-05,0.06677645,0.1089437,0.002051446,0.0001868859,12.2294506386351,20.4351349525268,97.0429333747574,1372919044547.62,12.0726649267385,188468.243270362,108.772724002849,0.0847406642932288,-107.196565002561,33.2797820663671,895003.2,0.000569305864835717,8.40767994061414e-05,62.27782,5.62298224758323e-07,225.192621842017,0.0116364998219196,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.7,50,1.98,0.35,50,2,5.35,50,2,8.55,2,1.13,0.35,50,2,0.25,50,2,3.4,50,1.97,0.35,3,1.37,11.91116,14.63648,6,25,641.6642,301.6765,295.3479,96.21717,34.57056,268.9041,269.7938,159.7982,8564001,1570549000,1878065000,12140200,4040161000,2926000000,61346890,2673372000,0.05361594,0.005137769,0.003582424,2.116556e-05,0.02883048,0.2011175,0.001567829,0.0001563009,10.0868657537322,41.0981540996138,56.6430717116419,1624668993719.4,9.84096756551053,363243.067945045,134.525658296104,0.0617415181563986,-164.637203086435,35.4225885966405,500635.7,0.000545581963296905,7.80353323050406e-05,35.82691,4.84007210244182e-07,124.351219069823,0.0107382405540397,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.45,50,1.99,0.25,50,2,4.65,50,2,6.95,1,1.327199,0.4,50,2,0.35,50,2,0.8,12,1.97,0.2,2,1.04,10.01953,9.40725,2,3,583.2379,60.12284,174.6532,481.4593,652.3824,349.9226,284.6342,103.2066,11031840,3933056000,4890458000,13259380,4998082000,2205866000,1168907000,10519730000,0.02704835,0.01287899,0.1223883,1.268875e-05,0.09518992,0.1034371,0.000802101,0.0001052014,12.9108776028644,58.8391795567601,81.2287896832028,8304748357435.69,7.23522816557207,359018.945111697,122.881810701788,0.0839275885018905,-147.003943444646,34.4538463611055,495633.6,0.000376648067587708,0.000115961943093651,44.85678,4.52303573852381e-07,220.645839654131,0.0251368749341433,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.45,50,2,3.6,50,2,5.35,50,2,6.85,4,1.63,0.5,50,2,3.1,50,2,0.35,13,1.97,0.2,2,1.53,8.066869,17.72249,5,19,513.6884,355.7314,351.1976,272.5963,243.7814,325.2036,268.1819,19.31647,8633156,4087718000,9623244,14249740,3012139000,172099200,6241811000,7804179000,0.06468209,0.132883,0.06014357,3.398641e-05,0.07440845,0.1609422,0.002186354,0.0002135539,23.0220238300462,55.9317266202278,120.600680773053,282416655547.344,17.0136467048145,378014.527519242,120.216595530734,0.149720147751047,-172.29362195356,34.636962727431,815079.6,0.000417191306326336,0.000108290834576373,33.53925,1.96648355701374e-06,89.0767022958944,0.0466466705445351,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.8526548,12,1.423822,0.1336194,1,0.551173,1.437959,10,1.976006,1.364648,2,1.378684,1.516418,50,2,0.347945,50,2.011418,1.323807,13,1.971071,0.1204355,14,1.811148,9.630531,8.092954,36,14,16.74031,82.10159,81.00885,16.94657,356.345,174.2677,37.03467,71.53765,18559400,76387090,2187131000,107742900,12394800,697714800,309613900,2490858000,0.00462391,0.01189303,2.514381e-06,0.0001290531,1.667432e-05,0.0104885,0.001732706,0.0002303566,60.5840000286769,57.1360638798718,918.635051505951,335.789011833928,81.8549659062999,184548.042350868,109.038543634935,0.0352148612290897,577.5,82.2942208175915,2967168,0.000199381156007775,3.51031128815912e-05,49.74251,7.23718549352397e-07,1.79866574725989,3.06099036475604e-05,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.45,50,2,0.4,50,2,3.8,50,2,7.05,1,1.008579,0.45,50,2,0.25,50,2,0.5,9,1.88,0.2,1,1.641454,8.705983,16.29902,5,23,197.5031,49.65044,196.084,452.1042,102.9657,227.1045,261.5368,146.503,9422962,3757420000,1485861000,12891380,3871688000,5074851000,3222134000,10480830000,0.06617756,0.01167727,0.03576761,8.458254e-06,0.08347056,0.1361293,0.001810257,0.0001454273,17.8319471939673,105.496386456938,56.8135212220363,27342634257031.1,9.01615697378945,913800.376376192,114.036735973326,0.0746799553104573,-217.344716855309,32.9237010683214,492113.7,0.000534685902853463,0.000116322184135643,43.8775,1.91558784931929e-07,373.338484501998,0.0925820508876741,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4,50,1.99,0.25,50,2,1.8,50,2,7,5,1.66,0.4,50,2,0.15,50,2,0.45,11,1.99,0.15,1,1.445273,8.705983,16.29902,10,35,162.3368,61.76027,244.511,314.0915,113.3498,269.9733,316.2385,180.4428,10605500,4582997000,3792568000,12330850,4839610000,6188500000,3716290000,10567140000,0.08265358,0.01429532,0.04461111,5.000801e-05,0.1043382,0.0794933,0.001137443,0.0001234357,28.989269367994,66.8708703615595,59.1241294706832,187748269.182363,33.2762907731345,815572.988479782,108.154439474069,0.0802232001938662,-120.395319569159,46.329429759981,721091.9,0.000752854140560051,0.000137894756009929,56.26018,2.5348810797948e-07,79.6257450889501,0.000154091047988303,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
1.4,50,2,5.25,50,2,3.6,50,2,7.4,2,2,0.45,50,1.99,0.6,50,2,0.5,45,1.99,0.4,2,1.61,9.22233,16.08587,6,28,178.4257,274.4046,209.825,300.8011,81.73424,315.7963,32.05799,21.71969,9655147,378186600,8862613,14354720,3860970000,661025800,3180814000,2393750000,0.03400495,0.07799215,0.00438696,3.422056e-05,0.01773588,0.1376306,0.005608728,0.0001307686,9.25961990158551,101.02720149397,96.5325608282083,14028155531365.2,9.07672551348011,561869.021702997,119.22585864652,0.0680265895516788,-173.785928944112,31.2372623362432,536871.8,0.000343306282186779,9.55368274510146e-05,65.43095,1.98284563224763e-07,196.502859852984,0.0439708713832086,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.5,50,1.98,0.25,50,2,5.1,50,2,7.35,2,1.72,0.4,50,2,0.35,50,2,0.85,11,1.93,0.1,2,1.61,8.585367,24.02589,10,54,467.2976,48.05064,140.1732,385.818,34.64868,294.8114,240.5369,17.63581,9633293,3252974000,4068683000,14945330,3998480000,1832475000,1028869000,14482860000,0.02170766,0.0106393,0.1727819,3.470263e-05,0.1555094,0.03902078,0.001431095,0.0002542768,21.9462492937219,74.7412379877337,68.0406612932426,213727046948.701,10.8697035633634,1085998.41711749,118.382093928938,0.113188972289098,-137.664534055466,39.4101174288059,988638.3,0.000896920376663306,0.000108485012699366,23.73472,6.11788344053671e-07,53.5488833062149,0.0144190156537723,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.3,50,2,0.15,1,0.12,3.8,50,2,5,5,1.62,7,1,1.362716,0.25,1,0.12,0.65,13,1.94,0.85,7,1.81,11.65616,12.49176,4,22,195.2289,597.1579,326.6567,139.5577,764.7105,243.7233,316.9674,258.8219,8819016,7842732000,7216485000,16169630,8010933,3464423000,1656951000,426362400,0.16488,0.09848215,4.685431e-06,4.777632e-05,2.514267e-06,3.123214e-05,0.0009256185,0.0001510216,47.0977273247291,87.5116362537972,175.030164046694,1100134551.0952,29.9542987332168,310788.762696474,127.047399910427,0.0565332536943602,-292.016958164272,65.1454576799595,621602,0.000219222178280792,0.000111031786779436,7.708769,6.39306668670064e-07,422.863264824545,0.0028471917445283,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4,50,2,3.6,50,2,5.35,50,2,6.85,4,1.63,0.5,50,2,3.8,50,2,1.35,48,1.96,0.2,5,1.85,10.43055,14.62709,3,9,513.6731,355.3996,348.038,272.533,243.8451,195.888,281.5317,34.27048,8564609,4680781000,8064298,13935680,3012147000,18142400,391879200,6730748000,0.06467476,0.1327997,0.06012298,3.06853e-05,0.04493547,0.160936,0.0006112996,0.0002029002,36.6166252767834,109.557668618819,141.208300893263,8183119414.49303,23.3474206847518,670105.46704562,131.188265290764,0.143173582504649,-222.770558339211,46.4455439361156,863695.4,0.000377559467304243,5.94431040891244e-05,27.47361,5.1771290707241e-07,41.8742466538639,0.0510326225675392,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4363771,1,0.2378541,0.8,1,0.2533784,0.4838696,50,2,7.066805,3,1.725352,7.023583,50,2,0.3352842,50,2,0.9,17,1.967415,0.2241491,4,1.6,11.94683,15.34165,16,23,52.59641,21.48451,127.7098,18.93216,631.5929,151.09,119.7167,38.76999,39055810,9764319000,174753700,14494150,8502343,1487213000,526919400,4688094000,0.00472774,4.190059e-05,2.513542e-06,0.0001140455,0.01006997,0.03385476,0.002049299,0.000298775,18.648540742096,88.6833360525131,227.073324367745,167221468.170535,35.3016099414952,462002.680303556,136.510511754553,0.0755144599011173,317.5,41.4963288129076,1182956,0.000321578835875865,5.41619516837392e-05,54.91974,3.44122472795139e-07,2.34265358911709,0.0133059095000483,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.35,50,2,0.2,1,0.12,3.75,50,2,5.35,3,1.72,7,50,2,0.25,50,2,0.6,21,1.96,0.9,7,1.695414,8.443509,9.801487,12,43,228.0217,134.2234,328.2711,139.6154,913.8291,242.7199,316.3774,259.5707,8717986,4437112000,6539434000,16242870,8002787,5172265000,915414000,407574800,0.03088403,0.09845518,4.088141e-06,3.995853e-05,0.04772866,0.007030918,0.001388699,0.0001741287,50.864513581507,78.2407011824859,264.480682569325,32080183.1640914,54.2767110664332,300661.778803695,131.846973454835,0.0467949793963185,-91.8098352525373,49.0173553621888,1016341,0.000237208623919017,6.12599645186385e-05,56.41923,6.12873996921121e-07,68.8440414629833,0.0023680974554357,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.3,1,0.2378541,0.3,1,0.1381488,1.1,1,2,0.7561101,8,1.93,6.937677,50,2,0.4869682,47,1.981166,0.2605608,27,1.772611,0.25,19,1.010863,6.283734,15.11904,30,37,61.21327,84.01145,125.4643,16.82474,444.4227,36.49185,192.6625,123.903,91612930,6762043000,2869258000,71435680,9168528,1438382000,932031200,557006600,0.005355022,5.17113e-06,4.012247e-06,0.0001779845,0.04557081,0.006309933,0.004558679,0.0002178274,48.1097402629727,95.0169892326159,478.375640326558,34919.090932047,77.6286876133885,592334.770416412,108.910098350144,0.0362720053194814,505.5,69.791717328735,2982188,0.000384814073907863,4.09949241010413e-05,67.52729,2.0070487233017e-07,0.788480034945524,0.00131745860032589,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.35,50,2,3.5,50,2,5.35,50,2,7.45,1,0.7523996,0.45,50,2,4.3,50,2,1.3,23,2,0.2,2,1.51,8.304661,17.72249,2,10,641.0567,432.8327,340.0251,339.2794,284.8937,397.468,325.7035,37.2831,8479447,5712440000,9721557,13919620,3765169000,30245460,482325700,6648735000,0.08078431,0.1658356,0.07515345,6.393963e-06,0.09301056,0.2011264,0.00243114,0.0001593936,0.887697572872466,149.389853263248,24.1889920736127,9.94119284521758e+16,2.05994624179577,1095677.26020595,120.637545847634,0.268878346071937,-411.632963820318,46.4993874637297,177410.5,0.000452737567517139,0.00015794951319001,28.34272,1.82702038358491e-06,239.584724492839,0.0706806447741185,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.5,50,2,3.75,50,2,1.55,50,2,5,8,1.8,0.4,50,2,3.7,50,2,0.45,50,1.97,0.45,3,1.48,9.581323,18.80452,10,50,143.1205,100.4207,305.6036,162.7237,40.00136,262.0591,31.48198,23.45009,11462100,2956527000,8675458,15761400,3088830000,54820010,2564978000,2594144000,0.02727718,0.06256867,0.003516683,7.135683e-05,0.01418874,0.1101577,0.004686135,0.0001754906,8.82134283800877,240.795625087963,62.6382796907505,459029961257.221,20.8998760823883,1480832.27827825,115.322954120158,0.0518235631946221,-136.097295468314,26.027589241612,385209.6,0.000379614039334506,0.000119165629772351,45.44401,1.87428335898056e-07,18.8483336532193,0.0307757077482911,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.6,50,2,0.2,50,1.99,1.75,10,1.93,9.9,50,2,0.5,50,2,0.35,50,2,1.1,20,1.93,0.2,2,1.33,12.87701,20.51293,6,27,77.68067,53.90538,114.1939,55.43853,209.6517,322.831,211.8658,180.2664,57401300,1162310000,5264834000,8426395,3267103000,1960599000,587412600,6591043000,0.0001192197,0.03829831,0.008498829,0.0957914,0.08215645,0.03842691,0.001391196,0.0001570942,42.2806374108211,139.742976095332,43.203490294744,65437823.4517548,49.5081574580825,1859612.03559016,147.414910677312,0.450310503535311,-173.617921481713,74.6877226618704,574925,0.000821442834566115,8.70908327149013e-05,33.20841,4.45368393161747e-05,29.4379636744546,0.00230341342642476,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
0.4,50,2,0.5,50,2,5.35,50,2,7.45,2,1.34,0.45,50,2,2.95,50,2,1.3,24,2,0.2,2,1.51,7.578703,10.79048,5,29,641.6561,434.8562,179.7464,340.7848,286.5683,396.7005,204.0514,39.71479,8469872,5195243000,861177300,14889450,3765169000,39713840,431367600,7652317000,0.08077573,0.1630457,0.07524999,2.356864e-05,0.09301056,0.2011065,0.001246841,0.0002184239,25.9354969217677,172.604830541395,95.3716967912418,1736453670389.17,9.01733428919136,1307075.4637837,115.913647026569,0.0918658553858623,-227.689431110345,43.8050087094399,722216.2,0.000467447349827106,0.000106416701867355,29.32082,6.6923515138657e-07,117.852085481955,0.105674466756653,"R2R_Miller_PNin_2",40,0.9,0.3,50,0
