MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_15_2_L_gmc_NMOS,MOSFET_15_2_M_gmc_NMOS,MOSFET_15_2_W_gmc_NMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_7_1_L_gmf1_PMOS,MOSFET_7_1_M_gmf1_PMOS,MOSFET_7_1_W_gmf1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS11,VDS15,VDS17,VDS21,VDS23,VDS7,VDS8,ft0,ft10,ft11,ft15,ft17,ft21,ft23,ft7,ft8,gm0,gm10,gm11,gm15,gm17,gm21,gm23,gm7,gm8,gmid_offset0,gmid_offset10,gmid_offset11,gmid_offset15,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset7,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.85,1,0.188,0.31,2,0.725,0.48,2,0.283,0.434,15,0.108,0.314,1,0.1,0.85,12,0.1,0.743,1,0.833,0.548,25,0.99,0.151,3,0.957,1.15,0.1,49,48,0.0722142427528816,0.598937543856975,0.690017856843042,0.602592961175621,0.0498219987386665,0.390699906593183,0.299787209573239,0.0498219987386665,0.0498232836802576,477321905.630207,4106727491.07346,1549911477.52254,165371431.053744,381570787.02551,1118343613.39797,806220950.334245,381570787.02551,381577432.299824,5.52255430247234e-06,0.00010852310478032,2.49990088803339e-05,3.41137959959467e-06,2.33000448480832e-06,9.30953185151424e-05,2.77018910066025e-05,2.33000448480832e-06,2.33003659325961e-06,-4,-4,14,-4,-9,6,-3,3,13,108.580039789573,485.88160626415,7615.34099416864,11.5657991348936,76.6040434192791,24664.2557710274,35.6800294422524,0.000702585895056185,322.000000000001,110.285984551988,386568.9,5.01351738204239e-05,0.000487047452067937,64.53889,9.09969053326178e-06,1.84860594956787e-06,7.91846841877164e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.839,1,0.202,0.31,2,0.826,0.48,2,0.283,0.355,32,0.108,0.383,1,0.1,0.694,12,0.185,0.688,1,0.927,0.548,25,0.99,0.44,3,0.957,1.15,0.1,47,53,0.119616714276634,0.625095234172492,0.689949307394151,0.54885636367117,0.0521222203033578,0.36453455398147,0.299870605177551,0.0521222203033578,0.0521240245891885,449358114.667445,4054501947.47845,1527798861.50383,125077862.878595,300371663.958409,1239361765.6099,841015190.463912,300371663.958409,300378685.168681,6.07423315942848e-06,0.000121194487342717,2.45138594392593e-05,4.09333612041744e-06,2.29999661580879e-06,0.000121618585149836,2.85414397019673e-05,2.29999661580879e-06,2.30003786938106e-06,10,-13,0,14,7,2,5,7,8,106.354859552595,461.588589913017,7945.13465436752,12.0666732563207,72.5941433336936,24488.5299729781,35.7354180051108,0.000758172386705265,307.200000000001,112.346836765887,421511,5.23977476284784e-05,0.000497217683125226,69.55912,9.90087530147151e-06,1.35802399163054e-06,9.83040115953848e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,2,0.81,0.56,1,0.66,0.48,2,0.678,0.204,13,0.98,0.85,5,0.138,0.85,16,0.97,0.505,3,0.814,0.85,25,0.99,0.44,31,0.99,1.15,0.537,20,0,0.110533531673399,0.729508821616343,0.69052769296336,0.577843390809129,0.0594811452875492,0.260332444586326,0.299162464102808,0.0594811452875492,0.0594930259388107,152511092.395692,1511056429.7347,2164705600.53793,281890781.48883,109499351.345455,199553786.396291,1797039233.39634,109499351.345455,109514348.152909,2.83728933436578e-05,3.52498242118657e-05,8.95574387504775e-05,1.9234939360592e-05,1.14329545041797e-05,8.21711514120044e-05,0.000128015102388687,1.14329545041797e-05,1.14340837449686e-05,2,5,0,-5,-4,-4,-4,-4,-7,87.7879038338997,2099.30976752474,77272.5754415434,117.357723951844,70.332105801548,64577.1749385122,36.7335243340467,0.003584766373812,412.400000000002,117.408166826855,2376993,3.03813790855644e-05,0.000416001171059664,58.49764,3.50147135647021e-06,3.18432767107718e-06,0.000371650891466013,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,3,0.32,0.311,2,0.93,0.48,2,0.572,0.385,15,0.453,0.599,1,0.1,0.85,16,0.1,0.515,4,0.91,0.551,25,0.994,0.488,1,0.985,1.15,0.712,30,14,0.157379435690984,0.582116983263343,0.690100732168881,0.487422812906709,0.0854229387522825,0.407454654440616,0.299745184487284,0.0854229387522825,0.0854254097014209,785633244.916812,4487720052.62888,1710293546.62209,336963004.686492,542237495.457225,1222773904.76464,989380915.980009,542237495.457225,542248893.721404,2.72278769892446e-05,0.000157908619068558,5.50039236536948e-05,2.29708674492329e-05,1.10026867593627e-05,0.000138058982001461,8.44573213787468e-05,1.10026867593627e-05,1.10028560047226e-05,-14,2,-9,-12,-5,2,4,7,-4,64.650559870767,626.109606151844,24383.4890388527,37.0324239777575,62.3107200797457,50242.214699996,35.8455762961066,0.00107853864355509,404.900000000001,118.134207803939,1956655,7.92543988414805e-05,0.000407580203695302,59.81555,4.96789977432331e-06,1.15766110741766e-06,8.79916571356887e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,3,0.459,0.311,2,1,0.48,2,0.572,0.385,13,0.466,0.599,1,0.519,0.85,16,0.837,0.515,4,0.91,0.551,25,0.994,0.44,1,0.65,1.15,0.712,28,14,0.119327457448756,0.673226307654757,0.6901560083159,0.54591962621656,0.0652200034056019,0.316614420417958,0.299738937670873,0.0652200034056019,0.0652330664060534,376622565.982844,3784035784.83149,1434253476.5178,380109221.065802,273132956.814036,364374520.366373,806563638.9465,273132956.814036,273171104.342059,3.45340070690383e-05,0.000133676737950557,4.29288112999301e-05,2.37859011211348e-05,1.39660554963914e-05,0.000180057648732111,6.23946297113855e-05,1.39660554963914e-05,1.39674623781365e-05,-1,9,7,10,-14,8,-5,11,-3,61.8982611304249,878.227844152601,29599.6711584827,44.9545005719456,61.2572581883926,49672.19893345,36.1750037595022,0.00133694126894134,393.400000000001,117.368997646832,1674145,5.58613146192343e-05,0.000342764152829553,53.16365,4.34652856645101e-06,1.3265073895119e-06,0.000107160459956013,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,3,0.261,0.202,2,1,0.48,2,0.572,0.385,13,0.466,0.599,1,0.519,0.85,16,0.425,0.515,4,0.91,0.551,25,0.994,0.44,1,0.65,1.15,0.712,30,20,0.119431127348243,0.613216519699672,0.689867856210597,0.510327269107471,0.0651934757604455,0.376465389367885,0.300039363747502,0.0651934757604455,0.0652073624982513,376065762.97097,9464396833.95929,1353910392.72071,378593680.811725,272674662.302001,665604250.853764,754249186.0983,272674662.302001,272715142.714374,3.4440755930747e-05,0.000227768452206276,3.95137011049419e-05,2.37162391702688e-05,1.39260275076165e-05,0.000224887286763154,5.64333011378619e-05,1.39260275076165e-05,1.39275188046025e-05,-14,5,-10,-15,2,-4,10,-12,4,74.6346670558918,510.336238866208,16195.5665749064,24.5970167356391,76.9767109125825,50103.0244365931,35.9606353809273,0.00101980685347379,389.300000000001,117.040376257926,1590024,9.69644418928364e-05,0.000328891780429701,50.9613,4.3823646845021e-06,2.43627078982123e-07,7.86017108456161e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,3,0.459,0.311,2,1,0.48,2,0.572,0.385,13,0.466,0.599,1,0.519,0.85,5,0.837,0.515,4,0.91,0.551,25,0.994,0.44,1,0.65,1.15,0.712,29,24,0.119321337024821,0.593177148413129,0.690160976861738,0.545920569426181,0.065219977078778,0.396610902834423,0.29973264458354,0.065219977078778,0.0652330401550811,376616157.598889,3774903466.7059,1442595683.08533,380100431.633131,273132899.879047,666879088.557192,812016819.16244,273132899.879047,273171047.64674,3.45336612182297e-05,0.000133802077132701,4.32862682263725e-05,2.37851640011853e-05,1.39660546096342e-05,0.000133984715212161,6.30258689321858e-05,1.39660546096342e-05,1.39674615006128e-05,-11,-3,14,-14,-11,-11,8,-7,9,61.4124594589575,860.176474487013,29542.2652175538,44.8673152991598,60.733292820071,48704.5588269146,35.9580171449984,0.00137235986848503,370.500000000001,117.199828079536,1672730,5.59225570611974e-05,0.000342081339364917,53.53337,4.41730187081704e-06,1.35616328603511e-06,0.000109963640394672,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,2,0.81,0.56,1,0.66,0.48,2,0.678,0.204,13,0.98,0.85,5,0.138,0.85,16,0.97,0.505,3,0.814,0.85,25,0.99,0.44,31,0.99,1.15,0.537,24,2,0.110533531673399,0.729508821616343,0.69052769296336,0.577843390809129,0.0594811452875492,0.260332444586326,0.299162464102808,0.0594811452875492,0.0594930259388107,152511092.395692,1511056429.7347,2164705600.53793,281890781.48883,109499351.345455,199553786.396291,1797039233.39634,109499351.345455,109514348.152909,2.83728933436578e-05,3.52498242118657e-05,8.95574387504775e-05,1.9234939360592e-05,1.14329545041797e-05,8.21711514120044e-05,0.000128015102388687,1.14329545041797e-05,1.14340837449686e-05,13,11,15,-8,-4,-12,-7,2,-1,87.7879038338997,2099.30976738543,77272.5754415434,117.357723951844,70.332105801548,64577.1749342269,36.7335243340467,0.003584766373812,363.700000000001,117.408166826855,2376993,3.03813790855644e-05,0.000416001171059664,58.49764,3.50147138846658e-06,3.18432767107718e-06,0.000371650891466013,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,1,1,0.259,2,0.708,0.48,1,0.763,0.483,14,0.519,0.826,1,0.81,0.492,23,0.449,0.77,7,1,0.755,25,0.999,0.526,1,0.521,1.15,0.835,39,42,0.120089026742235,0.705297137974584,0.689952344630035,0.510685442963413,0.0658289498545692,0.284452813726397,0.29995083157933,0.0658289498545692,0.0658604698734316,212861898.550905,6209923076.99321,1535418475.56048,298165722.131137,154365775.714854,905570790.350857,283929471.824109,154365775.714854,154417758.386899,3.98885715278119e-05,0.000136630300533746,3.14662321994902e-05,2.71957484483135e-05,1.61667005078165e-05,0.000205912868181758,5.24681382565539e-05,1.61667005078165e-05,1.61705864213694e-05,-15,-11,12,-5,4,10,5,-12,-8,67.7976182603214,511.026783405439,25103.3636886916,38.1257336022004,66.0380587139341,30527.7436360603,36.1461110632942,0.000507641560536527,332.200000000001,118.584955584189,1499626,5.90005433985977e-05,0.000313475187873224,50.78965,6.99950607667514e-06,7.35032664853641e-07,4.5829377856188e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,3,0.32,0.49,3,0.93,0.48,2,0.572,0.767,15,0.453,0.714,1,0.1,0.85,16,0.1,0.515,4,0.809,0.665,25,0.994,0.488,1,0.985,1.15,0.712,35,41,0.144390573312102,0.612173065042454,0.690068114719435,0.50369526119566,0.0903369936630295,0.377561010897079,0.299787419072933,0.0903369936630295,0.0903406323306282,571573846.980488,1552950579.38044,1634085117.6133,148937356.514685,421944426.409258,1037354363.121,996622953.827464,421944426.409258,421956865.376298,2.51408846564854e-05,0.000121697251573048,5.16228724599969e-05,2.10453889951613e-05,1.04719560530995e-05,0.000113440141251531,7.61181781153172e-05,1.04719560530995e-05,1.0472181438182e-05,12,15,13,-6,-4,-11,13,-3,10,66.9719777742124,738.859135705604,30509.9800428221,46.337032190036,65.3565653930414,46486.3785183728,35.9665219335982,0.000899432395653698,321.000000000001,118.547038765333,1919579,6.21396831845255e-05,0.000382825385531855,56.28909,4.93492632152128e-06,9.91919322611001e-07,6.03571087969823e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.844,1,0.655,0.397,3,0.768,0.48,2,0.689,0.56,15,0.906,0.599,1,0.59,0.85,16,0.422,0.567,3,0.92,0.635,25,0.99,0.44,37,1,1.15,0.498,31,49,0.105410582837239,0.638158069927737,0.690036348710795,0.533459747358793,0.060260446293373,0.351636929261303,0.299788013457156,0.060260446293373,0.0602803763253211,286742259.886991,2594893261.05029,1702856750.20112,113705751.597185,215350275.859938,559226583.044515,1094044179.5925,215350275.859938,215397275.869959,2.55604474712624e-05,0.000140665424823391,6.56768117211086e-05,1.70580231113162e-05,1.04424555607667e-05,0.000176767861444965,8.78766439605197e-05,1.04424555607667e-05,1.04441597074496e-05,-5,6,8,3,-8,6,-13,-13,-13,100.827126724559,1042.94242731211,32536.3820489415,49.4146302368298,75.7427233794167,64159.1824776669,36.5699730379994,0.000992167583745341,292.2,117.765482670624,2001556,6.07579978967907e-05,0.000326635889243134,50.89315,3.45685227232595e-06,9.92384450050621e-07,4.56824339741813e-05,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.85,2,0.81,0.56,1,0.66,0.48,2,0.678,0.204,17,0.98,0.85,5,0.1,0.85,16,0.97,0.505,3,0.814,0.85,25,0.99,0.249,31,0.99,1.15,0.537,28,31,0.119171303440692,0.729046131453023,0.690524293340421,0.568616352764779,0.060933788594296,0.260793608136312,0.299162874383815,0.060933788594296,0.0609419031700716,156272232.124471,1517415583.7771,2173884249.28007,222330924.70891,107359653.309908,200617971.110071,1805982253.31676,107359653.309908,107369573.180444,2.80754355051596e-05,3.54483132735778e-05,9.00640163778555e-05,1.94674597400622e-05,1.11969431125441e-05,8.28496043444954e-05,0.000128889340420065,1.11969431125441e-05,1.11976863729171e-05,1,2,-7,-11,14,-15,-5,13,-9,92.0603298344908,2103.90241482697,78174.6754572508,118.7277883507,66.943937620743,65121.5604712221,36.5800094313821,0.00361169899206357,268.4,117.55094988207,2419721,3.05706149370769e-05,0.000445250817689029,58.17628,3.53798889378955e-06,3.18609923342761e-06,0.00036334288571499,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
0.793,1,0.948,0.401,2,0.66,0.48,3,0.915,0.56,10,1,0.599,1,0.81,0.85,16,1,0.4,2,1,0.74,25,0.99,0.44,86,0.472,1.15,0.784,26,12,0.0930512243037367,0.682520413931399,0.690142296156749,0.54855896406988,0.0613299640759445,0.307272626130393,0.29947878465166,0.0613299640759445,0.0613532420161105,297008211.582309,2935572362.75919,1963916140.91998,193477518.950245,234760708.797555,321569841.092268,3547188803.73893,234760708.797555,234820479.971654,3.81876488618618e-05,9.68862112207832e-05,0.000158941602531499,2.46385671357378e-05,1.61799487394204e-05,0.000177032347732811,0.000181260993901092,1.61799487394204e-05,1.61829989271633e-05,-13,9,4,-1,-6,-15,10,11,-12,92.1508095812091,2140.94124650011,53641.285873823,81.4677029208687,80.1238272374086,133472.553044883,36.8353542401861,0.00154729495323029,337.800000000001,114.91083498262,3344155,6.1573265480093e-05,0.000347898172867568,55.81681,1.74948346946673e-06,1.51415602375249e-06,0.000129903058482983,Sau_CFCC_Pin_3,22,0.9,0.3,800,2
