MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS3,VDS5,VDS7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,gmid_offset0,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.605,7,0.418,0.705,1,0.965,0.186,20,0.941,0.25,0.515,7,1,3.39,7,26,47,0.377990218562168,0.510799548765461,0.303118612155904,0.299579464112119,853646886.750915,1081154194.26172,814220987.969955,5517465681.10103,8.46737763713449e-05,4.90447236658242e-05,0.000121366202736081,0.00103721647071111,-7,0,1,-9,50.4377358453252,89.118211916865,232.378282646947,282.339613416041,50.46617819568,5556713.82900581,17.4080843288399,0.00197453163923757,333.500000000001,69.1166541604267,14489290,7.69779866772502e-05,0.000413791199222869,81.30537,1.65761174825781e-07,4.71284839072272e-07,0.000336860059164112,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.347,3,0.1,0.85,2,0.993,0.201,30,0.561,0.25,0.85,12,1,3.37,17,24,62,0.657403018283061,0.488992631895439,0.332215873873012,0.29985112904898,8245875690.15421,724670585.621121,400624164.706936,8944720884.7936,7.8018697597691e-05,8.16539078824131e-05,0.000184964343664249,0.00193340435480445,7,7,-1,-7,54.8888094571098,64.0348522119124,150.160208509055,182.444653338502,54.2923648889258,9072300.78450045,17.7865997312584,0.00175013975428431,317.400000000001,69.9128013206904,21274330,0.000174910551863597,0.000440095364978538,79.80473,8.7341186670284e-08,1.18065549441354e-06,0.000461980465771228,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.64,2,0.71,0.48,1,0.823,0.28,22,0.99,0.25,0.68,1,0.389,11.8,5,10,62,0.421164918810414,0.228869251086702,0.505141483627771,0.294555396470602,937865393.57876,1784504210.19851,2105739458.86996,2538271826.62363,5.08908566236626e-05,4.59692542827064e-05,3.99183477623105e-05,0.000737522994543979,-7,-2,13,-6,27.0778291807064,115.688597904651,418.830499590196,508.879057002088,42.0256389408011,5165285.47158261,18.4275966962597,0.398423129904304,313.000000000001,68.5273945323879,18700020,5.5121211246634e-05,0.000396072220822346,96.09191,0.398423129904304,4.70046059233184e-05,0.00240504859514601,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.4,8,0.1,0.738,3,1,0.279,28,0.884,0.25,0.85,12,0.879,3.4,6,34,54,0.399991999883899,0.387903421273268,0.297880860290779,0.29999139893728,2756013978.71758,571447127.154211,303294616.102169,2650399388.6366,6.43000976611023e-05,7.01031672433248e-05,0.000107164003253205,0.000886453306827682,-1,-3,-10,12,54.6580679860474,340.708573302295,568.700113261508,690.970637612732,54.100408388415,18414375.1000189,17.8559628135813,0.00113819959487434,324.100000000001,77.3632807876419,30736700,6.67250495032475e-05,0.000377942807239958,68.08365,5.04989766313541e-08,4.86535002607591e-07,0.000183383903302692,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.272,10,0.43,0.483,14,1,0.271,30,1,0.25,0.85,11,1,7.19,5,100,35,0.263896877947112,0.25592887084911,0.292262096296803,0.299911832589112,2029904407.2947,496879229.251417,278502799.39054,2275636094.20833,9.79298127534168e-05,0.000110448040044185,9.75684926616469e-05,0.000836565467069068,-2,12,3,-11,72.0795718623201,543.385922421199,1338.99172882551,1626.874950523,73.1141198820337,25624639.4780304,18.7008983741424,0.000455850056260179,351.500000000002,75.1958188057518,63143300,5.82189491389928e-05,0.000361008591941787,67.82284,1.99271795487571e-08,2.18330763841479e-07,2.5452812825566e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.272,10,0.294,0.483,14,1,0.271,29,1,0.25,0.85,11,1,7.19,5,100,53,0.280204679660012,0.25597693328582,0.29197996763142,0.299927085184422,2469521912.47471,495441742.121269,277725608.968632,2312390787.51871,9.03908617021015e-05,0.000109962262027996,9.71478473357837e-05,0.000826600261152938,5,-9,11,11,70.9200339179378,555.513019413137,1346.35131067629,1635.8168424717,71.5433134323643,26028756.1765217,18.6837544406899,0.000474952169421415,336.450000000001,75.4263394603374,63083760,5.78461093828952e-05,0.000379728131691185,67.961,1.9572977202903e-08,1.48035228604015e-07,1.64558673002024e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.272,10,0.294,0.483,14,1,0.271,29,1,0.25,0.85,11,1,7.19,5,100,56,0.280204679660012,0.25597693328582,0.29197996763142,0.299927085184422,2469521912.47471,495441742.121269,277725608.968632,2312390787.51871,9.03908617021015e-05,0.000109962262027996,9.71478473357837e-05,0.000826600261152938,9,-2,7,2,70.9200339179378,555.513019425113,1346.35131067629,1635.8168424717,71.5433134323643,26028756.1770829,18.6837544406899,0.000474952172278873,335.150000000001,75.4263394603374,63083760,5.78461093828952e-05,0.000379728131691185,67.961,1.9572977156446e-08,1.48035228604015e-07,1.64558673002024e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.448,5,1,0.334,16,1,0.205,19,0.842,0.25,0.503,7,0.916,4.25,6,100,9,0.304461229673591,0.227964161156295,0.29946459286338,0.299864985201384,1015357745.01796,819333773.131671,835170417.232677,4992894808.51097,0.000100879080461085,0.000137381281446151,0.000110893991541711,0.000879886751798672,0,-1,-15,-4,70.0423135501391,548.083144991643,1344.03630761714,1633.00411375483,71.0995048483727,29933661.7118467,17.7808341199169,0.000458638675739701,380.700000000002,71.1095311271163,73404790,6.74261528630361e-05,0.000296977386455306,67.69729,1.63227675639991e-08,4.62663660977247e-07,6.55172935050685e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.473,5,0.581,0.405,7,0.912,0.201,27,0.797,0.25,0.36,6,0.89,5.32,8,28,24,0.364024178414153,0.296096694115498,0.303177337642112,0.299714808289799,1389681691.46394,1210952873.74157,1653404612.04512,5042164915.03704,0.000102780477705441,0.00013768412111047,0.000143773922058753,0.00116918135959206,2,4,3,-9,52.9115304679295,529.299199373396,1193.4935048241,1450.09460836128,52.9383787986186,38199232.1832799,17.7077729825069,0.0012590062042934,360.400000000001,70.7384124880847,86133770,8.90980866041609e-05,0.000337962365086218,84.38516,1.65947895352171e-08,6.20266700074312e-07,0.000166851983384064,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.572,5,0.581,0.405,7,0.912,0.201,27,0.797,0.25,0.36,6,0.89,5.32,8,31,47,0.384694724200877,0.296086206484433,0.303062275097862,0.299710715160608,1009665596.31361,1209708268.37536,1651447740.73783,5019747736.26262,9.39953923352045e-05,0.000137470898627659,0.00014353392559636,0.00116241435408663,14,-5,-14,8,51.811617974562,518.666320952843,1197.19123766533,1454.58735376338,51.7794307760958,37270528.9974077,17.7158917077295,0.0012737193740078,332.000000000001,71.1943510425421,86028240,8.87140670281062e-05,0.000334580734742426,84.3749,1.71012991800741e-08,6.69417167889763e-07,0.000171263679229372,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.395,6,0.302,0.446,4,1,0.22,29,0.967,0.25,0.461,9,0.91,4.01,11,28,51,0.406421985918262,0.345876153738278,0.312604231271891,0.299899267799907,2632524104.80198,1518828722.13427,1124116060.04412,4696789517.94821,0.000117914869051876,0.000144389853124983,0.000188741427885653,0.0015619153773342,15,-12,12,11,51.0081798395469,395.100329655367,786.935688082699,956.126861020479,50.4594570522682,39137830.6865371,17.6154585520786,0.00151213882506337,331.800000000001,71.4963846250474,77952240,0.000122293771639468,0.00037736988024106,82.25518,2.34474779174081e-08,4.89497028468011e-07,0.000181694001689992,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.194,11,0.506,0.74,11,1,0.245,27,0.944,0.25,0.85,11,0.933,4.19,8,50,58,0.25092477516401,0.296315542978545,0.320934026401419,0.299884397793399,3560847827.37397,361940440.893712,369048876.402003,3846099635.2062,0.000162899881122196,0.000133415490395347,0.000140186367761468,0.0012643186519869,-11,12,5,-9,59.5333043492338,480.169542733251,960.512315734455,1167.02246361736,59.6480655726802,37371238.8084662,18.2825453370148,0.000722292180615322,320.300000000001,73.525529733425,74755960,9.60855026324206e-05,0.000378133821363672,66.488,2.2656865802613e-08,2.63332830360563e-07,1.8080402673093e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.402,2,0.1,0.546,8,1,0.201,30,0.967,0.25,0.585,16,0.779,7.23,13,28,62,0.734085490532342,0.331001101642431,0.303382821418187,0.299930133267533,6734646448.1462,821568023.639192,676800909.717497,5583100569.28036,4.99367968504472e-05,0.000175152835845803,0.000208923654467544,0.00179388811728689,12,-10,8,-6,55.8650471594129,390.196450416891,824.467085810822,1001.72750926015,55.1278803494622,44202565.3895781,18.3747187733581,0.0012669937748683,316.300000000001,72.8234912433917,93397980,0.000139855368555739,0.000461935144925851,70.16646,2.66772192496881e-08,3.82964974070255e-07,0.000251050076090498,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.473,5,0.581,0.405,7,0.912,0.201,27,0.797,0.25,0.36,6,0.808,5.32,12,18,17,0.397599676842582,0.294279946409787,0.329526116621572,0.299611613509597,1678399921.9833,1471703586.42636,2182968985.29352,6438198319.5407,0.00013401503107518,0.000184313359766789,0.00019288281938753,0.00160525626621589,15,-7,-9,1,49.9052559507499,488.468528804709,1280.50504817148,1555.81363352835,49.7507148245749,52702666.4099298,17.6977677688459,0.00185098848471371,386.400000000001,69.7845120873502,138158400,0.000133202072236645,0.000376989270852424,90.35251,1.83815932680471e-08,1.09287788286283e-06,0.000198881193882672,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.501,5,0.822,0.405,7,0.87,0.201,28,0.894,0.25,0.36,6,0.808,5.32,12,17,23,0.375232526031308,0.297200754224687,0.329659368293483,0.299537311873503,1306241958.21867,1507649795.43068,2185607020.11957,5891547618.81141,0.000147829750229333,0.000182077261208269,0.000193204335870144,0.00166172188759821,-12,12,0,7,49.4120089550477,485.357115700824,1267.76057770571,1540.32910191243,49.3695020254083,52391829.6124678,17.7303130824021,0.00254594321859727,370.050000000001,70.1839159890858,136848300,0.000133265319563942,0.00037857488749695,90.17672,1.80265592635081e-08,1.54297049090701e-06,0.000253516429633116,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.501,5,0.57,0.405,7,0.87,0.201,28,0.894,0.25,0.36,12,1,5.32,12,15,23,0.405944911090629,0.342870254832106,0.284054246261127,0.300341463830015,1542170709.51704,1510557874.8469,1307077452.82745,5882397707.13149,0.000129539790605652,0.000181693070743922,0.000230693642198564,0.00165818855968146,10,15,6,10,52.2775148319938,512.553810207023,1267.85875292045,1540.44838479834,51.3964018805049,55216320.9710203,17.8572725241007,0.00331651827421766,360.850000000001,70.032932018928,136583700,0.000132997348059033,0.000387790635548015,86.12086,1.6294258356673e-08,2.26994101563877e-06,0.00035522090474982,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.402,5,0.815,0.577,8,1,0.158,22,0.695,0.25,0.325,11,0.835,3.37,16,26,42,0.376203495054818,0.357891792186384,0.302772727797849,0.29993951594788,2131065604.68573,861223246.724655,2029903152.60076,12521884426.5634,0.000196210286071405,0.000209267145214408,0.000283306139354227,0.00196428599708808,0,-3,9,-6,50.4699466284912,408.240531368192,835.523590071339,1015.16116193668,50.0993314212727,58955939.4339659,17.5600746012083,0.00174753215261657,342.000000000001,66.3740772866452,120661900,0.000178289769926492,0.000376722112348093,84.8203,1.7015931958633e-08,1.58399828610351e-06,0.000245946287494303,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.42,5,0.341,0.405,7,0.85,0.201,28,0.967,0.25,0.36,11,0.861,6.19,12,19,39,0.429916464655614,0.335571649458266,0.292514112989749,0.300154690989354,2565893959.56292,1524367614.08197,1490401924.3598,5626792869.19841,0.000117519513726303,0.000180012112576224,0.000220391859837343,0.00169127148165385,-13,10,-5,13,50.3148006428153,515.138418228868,1508.79968934732,1833.191622557,49.7186126617012,55526797.921802,17.9163890335078,0.00222142154584709,332.800000000001,69.7900854147013,162633600,0.00013307414074898,0.000416249684616595,79.18594,1.92255215808811e-08,1.20500303377791e-06,0.000278112432527289,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.42,2,0.341,0.338,5,0.918,0.201,30,0.967,0.25,0.36,7,0.813,6.2,12,23,60,0.543016553475343,0.30949254203467,0.318874769349009,0.299577575901103,3820250670.28062,2265997538.10307,1974481019.33055,5359905553.38601,7.85249938855205e-05,0.000177031540169982,0.000196994872384275,0.00170135836074537,4,15,-5,-7,49.7081949930653,438.348809532166,1230.77812003056,1495.39541583713,49.3209764510931,46840368.9264526,17.7923525706973,0.00213853603651504,320.300000000001,69.1618436712118,131516500,0.00013192146231742,0.000401068939838817,83.80267,2.37101810118621e-08,1.09085368571515e-06,0.000237339566054207,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
0.318,6,0.488,0.446,7,0.965,0.201,27,0.967,0.25,0.36,11,0.802,6.19,11,22,54,0.347300617045252,0.332904468613609,0.290231860042242,0.300152716838808,2997967858.99938,1189733140.7271,1482648140.41116,5542462957.06023,0.000152018890132261,0.000170802694530401,0.000204240471513025,0.00159920747765132,9,3,-8,-2,52.381310733386,565.362976489086,1414.35141272569,1718.43696646171,51.9231822683821,56810218.196744,17.9375670869826,0.00213686514899757,316.100000000001,69.2564320550854,142120400,0.000124054943044517,0.000412792963750526,84.01699,1.7577005590041e-08,1.08045348263003e-06,0.000200201887610219,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,1,0
