RESISTOR_0,RESISTOR_2,MOSFET_0_1_L_LOAD_NMOS,MOSFET_0_1_M_LOAD_NMOS,MOSFET_0_1_W_LOAD_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_2_1_L_gm2_PMOS,MOSFET_2_1_M_gm2_PMOS,MOSFET_2_1_W_gm2_PMOS,MOSFET_4_1_L_gm3_NMOS,MOSFET_4_1_M_gm3_NMOS,MOSFET_4_1_W_gm3_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av14,av2,av4,av6,ft0,ft10,ft14,ft2,ft4,ft6,gm0,gm10,gm14,gm2,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.43,68.2,2.4,1,3,0.8,1,3,0.8,5,8,0.8,1,6,0.4,32,10,1.6,42,5,8,30,2,18,256.556866494104,0.234209962006853,87.5381774504039,680.293490459595,68.5731090540708,406.236037582962,57714407.2441059,448069764.663893,1363134413.54126,2876579.43651597,2575932255.68405,163751142.688108,6.7164010789621e-06,3.26764315166051e-05,0.00109996945511799,1.69065254258444e-07,0.00641764490947622,0.000215800496929167,0.157841005360955,25.082857592804,1.33268276324696,985269586895742,1.33253230999827,662689312.071188,56.7498898677345,0.969083654111886,-459.760609307499,21.7301151515973,35209490,0.000825625267201047,0.000899808718398105,29.88087,0.953000015301152,0.00123203049943726,0.533715152927306,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
44.1,0.1,0.8,8,9,0.4,3,7,0.4,2,8,0.4,2,7,0.4,6,10,0.4,7,1,3,58.7,8,38,68.7562799769726,51.072909258455,16.2163452088052,2.90320881374091,23.6921012485768,31.9446883069277,3477975110.34181,8639158089.37676,10707734278.4055,7291124960.02372,13372157298.1247,5523603369.52704,0.00501733597193876,0.00184096855693061,0.00191443984907473,0.00115145346051963,0.00889750298976485,0.000179096748970108,30.8238901579984,13.3613363697908,1.85886477091478,150244966.155166,17.929535604393,4250458291.52794,18.2043950737178,0.116220946849034,-135.070055773185,18.6963598919406,591335100,0.0099411329775786,0.00302563422888262,47.2174,2.16806460790998e-10,0.000824386595955221,0.0629246224453022,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,1
80,0.1,0.4,3,10,0.4,3,10,0.4,2,6,0.4,2,7,0.4,4,10,0.4,7,1,3,68.9,8,43,30.7150538428023,61.7475680668568,18.1399595042602,2.08372379254001,22.872698754349,34.4469120013789,15246850829.401,8826892316.59176,11829339041.6889,7775995209.55543,14724695351.1171,6527053384.17632,0.00492799533935379,0.00262643960947797,0.00155110221358812,0.00120386182650128,0.00647257951618738,0.000208350389241785,27.9507477445384,13.8400011843734,2.94931259970091,302385966.097193,17.519963557771,4318556055.14821,21.4312855424027,0.122438710393432,-142.84573825668,18.640236550618,920286900,0.00975107407329981,0.00311996594286538,39.39393,2.05759650794943e-10,0.00111920040533741,0.0897902482562531,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,1
3.03,8.83,1.6,1,3,1.2,2,5,0.4,1,3,0.8,2,7,1.2,1,2,0.4,4,5,10,30,10,12,74.6184665500418,261.849364289402,29.0315818204107,1.70264283793916,215.415967034601,84.0406300447164,1422248717.70641,661736338.47407,6065399688.4066,740688758.740288,2595642843.4882,1142598791.12251,0.000171544773892139,0.000190881996760491,0.000198370914358383,0.000212130926572396,0.0001538070410265,0.000476115909626261,34.7435769946205,7.36905154503222,6.82476030731848,178139.087265546,29.4542606145074,118678073.318487,13.0728726758888,0.0805255929757964,-35.4830477213844,24.1801071577151,109912300,0.000503279121951985,0.000694306598619342,44.13923,2.52548206046193e-09,0.000415741256953805,0.0314862384716148,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
10.7,10.7,2.4,1,2,0.8,1,7,1.2,1,3,0.8,1,2,1.2,1,10,1.2,3,1,2,1.18,10,42,140.139422299197,456.032819609205,75.2701087702087,0.577412521038038,114.15460161085,364.625532810209,377689425.342683,688419673.853612,1245132171.62301,487775064.786956,1609310256.25823,248036044.742285,4.35509891425569e-05,7.799527356199e-05,0.000113260274404399,2.16583847149559e-05,0.000458991214576207,1.154794955987e-05,69.2939656607124,9.75624036294887,8.9773115867579,446384.447810957,21.3360670275334,80655214.1369113,11.9079805172834,0.0604637756587019,-73.7109491321213,22.5965037085602,74215780,0.000258344951334989,0.00178702810447596,58.84572,5.75304645872588e-09,0.000942150800447765,0.039470029702493,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
72.2,1.34,0.4,1,10,0.4,1,5,0.4,1,3,0.4,1,3,0.4,4,9,0.4,9,1,2,59.9,10,62,28.5802874157435,36.5471677398019,14.070558131658,6.96408398458228,0.110036151191043,27.0956234303569,15624453788.4659,9918671262.27053,12317728914.6972,10442303162.413,2171172412.85059,6463511183.54599,0.00167356875827429,0.000511211159479313,0.00041615286018919,0.000354780251299032,0.0010063694599949,0.000141923507235047,12.8100824152721,19.0584333910323,9.50043473211718,507333269.529133,17.368139926976,2526306434.02644,19.9424171052558,0.246967311235642,-127.186722607125,27.4060788269715,1259338000,0.00414236965040755,0.00221479450238146,43.02001,5.68928605649085e-10,0.00122660246901613,0.23792640219882,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,1
10.7,10.7,1.2,1,2,0.8,2,6,0.8,1,6,0.546,1,2,0.4,1,8,0.8,3,1,2,1,13,43,133.501352257689,536.34800708366,76.3966788185664,0.517135192100285,60.8307294130465,297.97487272581,1172402542.27005,636001534.43284,2038548954.60051,904528360.925353,10905066802.7368,475490282.841812,6.34184674620828e-05,0.000112943449071204,0.000243342395572388,2.67898208174982e-05,0.000822539775500638,1.37661262336779e-05,63.9552150294767,8.78088150089638,15.3694574240163,49297.8973391059,21.2100143080561,92623573.5858732,11.5278792498881,0.0656072452244467,-39.694213983234,19.1072983081109,162122000,0.000329635091222112,0.00211027508580701,48.10692,3.48002038548702e-09,9.83609764665694e-05,0.02465167538575,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
15.2,13.9,2.4,1,2,0.8,2,5,0.8,1,2,0.8,1,3,0.4,1,2,0.8,7,1,2,1.1,9,54,118.418842298649,392.296938684474,40.4590174467575,0.568250115773877,11.3425642916406,264.334738471331,530831993.97649,771977100.539515,3153271796.2428,567250983.284756,15376390805.6059,445391876.126983,6.29542726598858e-05,0.000130201374253674,0.000131410475238903,3.84989040571885e-05,0.000353612871407878,1.35837339610625e-05,52.8048456080433,9.49875555695246,20.8785127918641,1729865.4041065,18.1382934608748,125404196.922642,13.2022725316515,0.122904435695835,-146.761399019839,20.6555975838249,275641700,0.000412567849581537,0.00115565050511432,34.87066,2.72353131136011e-09,0.00192035726087548,0.049108511223517,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
3.03,8.83,2.4,2,7,0.8,5,8,0.8,1,7,0.8,1,6,1.2,1,2,0.8,4,1,8,7.24,12,19,135.712078203603,296.772564623199,129.488294628445,58.4135201671826,457.874796538331,229.263427190927,409437477.716664,803765585.443216,927281371.172874,1558505048.10064,1746025493.79083,545379748.046989,0.000330397564323585,0.000559263442322863,0.000124097594381787,0.000191762114039718,9.96880569926941e-05,7.09465513953425e-05,97.0711752967196,19.6388148816453,14.2805213742037,2.14527102994677,50.8982583389399,259943368.1569,12.7788888405839,0.0416230942359717,-28.8437688,47.9349681710586,189019900,0.000413631387833651,0.00034979569839566,35.43244,2.08635610161706e-09,1.85527158348353e-05,0.00246519787930888,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
51.7,13.9,2.4,2,9,0.8,3,9,0.8,1,2,0.8,1,2,0.4,1,2,0.8,7,5,9,1.1,1,1,288.220822950099,669.246508787866,201.23877423293,4.50770471716597,73.0874966466443,370.227153386314,93119217.2164001,290606871.768341,795906975.091323,744691220.785569,3339195231.05292,51283763.1382704,6.9402545997132e-05,9.57849088055115e-05,2.71797206916171e-05,2.73395605381087e-05,5.16805929219311e-05,2.5623929906603e-05,63.5126533828463,8.83181249722226,58.9380320527202,101.544740629035,38.4162303154264,9227201.09229507,25.4715527598928,0.350059482030586,-67.5185445,36.8323693603461,61576610,3.26490212767664e-05,0.00111145979313605,35.11142,3.62132161548086e-05,5.69802312280054e-05,0.012449345031639,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
15.2,13.9,1.2,1,4,0.8,1,8,1.2,1,2,0.8,1,2,0.4,1,2,0.8,7,1,3,1.1,10,13,101.884013313345,323.765114610775,85.9744761710535,24.6688382257411,44.4944349772842,289.430354496851,1189279670.49012,893343166.479165,1085841835.23747,1436380718.30381,12511975627.3058,351828355.871522,0.000133565656663727,0.000127185841021221,6.57081181826348e-05,5.89463542965902e-05,0.000251259177769824,1.54125275260401e-05,87.9055023788789,31.585679586965,54.7500939359286,42.6663095945845,35.8420908415422,198723370.755142,13.3529023062404,0.0566304027204205,-35.5751154,35.1671085452135,344463800,0.000196611420659792,0.00123758083427833,32.03277,1.97207283336402e-09,5.58615190826295e-05,0.00286097408938213,"HSOTA_COMP_Pin_2",65,3.3,1.6,0.1,0
