MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS11,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset11,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.37,5,0.919,1,109,1,1.5,186,0.765,0.5,200,0.942,0.961,1,1,0.616,14,0.993,1.24,108,0.998,7.14,11.3,5,38,8,0.264174467,0.728218781,0.728218781,0.264174467,0.239494054,0.554773357,0.264174467,126542720.8,34121003.6,364343774.4,113096345.7,32928993.94,349898591.3,113096345.7,0.000205491,2.23E-05,0.001767335,9.27E-05,8.97E-05,0.003008048,9.27E-05,7.525552056,-2.317226494,-11.96786698,7.609902731,10.14216578,2.315004636,6.808088652,79.73322614,50.18284074,196.7591038,4.781246221,81.02766256,352529.1757,144.7149539,0.000950573,905.4,136.10811,1382212,0.000433635,3.52E-05,57.09526,1.25E-06,3.82E-07,7.44E-05,Leung_NMCF_Pin_3,180,1.8,0.9,100,1
4.95,2,1.27,1.98,182,1,1.91,125,1.21,0.5,200,1,1.75,1,1,1.93,1,0.989,1,83,0.993,7.14,11.3,5,29,13,0.634040859,1.038962494,1.038962494,0.634040859,0.450489156,0.772709125,0.634040859,214789636,31914024.24,184480709.6,184088377.7,74810417.08,514562487.7,184088377.7,0.00013053,1.65E-05,0.002847793,5.83E-05,0.000126242,0.006170058,5.83E-05,1.246825686,-3.357670587,-3.317280614,3.7816505,15,-0.611715593,4.076711612,79.03007632,11.55818673,80.07813902,1.945898778,78.03813677,171007.8374,145.3794342,0.001301564,849.6,139.4291786,1184787,0.000913295,3.13E-05,63.84761,2.19E-06,3.21E-07,8.41E-05,Leung_NMCF_Pin_3,180,1.8,0.9,100,1
