MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS3,VDS5,VDS7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,gmid_offset0,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.85,30,0.99,0.85,30,0.98,0.04,3,0.91,3,0.44,3,0.7,12.7,30,1,8,0.347806231591132,0.158451748957085,0.489086003162581,0.293499314597447,331347337.576305,299116079.938704,4238699048.06599,179735920740.706,0.00041835662740064,0.000402965652107911,0.0002703549893598,0.00214699477247763,-7,12,-14,10,24.005333901841,643.559821494052,5062.29413070454,615.068736880602,48.4183968820209,17290374.7119235,58.3753561016976,0.626964804263005,470.700000000002,51.8201562191503,136007500,0.000331688537828583,0.000226063444848708,64.42088,0.626964804263005,5.77354301821983e-05,0.001535892459467,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.84,16,0.99,0.32,8,0.89,0.04,2,0.99,3,0.85,6,0.88,50.9,11,10,14,0.321556505734328,0.210117722145928,0.382555792232424,0.29646823046237,282493753.92293,1885838637.4525,601449890.989926,129601447481.063,0.00017212607889062,0.000193410445039696,0.000146465185686099,0.00104579899273556,-13,13,11,5,42.4745690687645,757.616629727019,12230.3771836602,1485.99082781471,51.3872777242815,7477910.1157176,59.5685957531315,0.356866050362817,432.100000000001,52.8304538648483,120717600,0.000121855664658637,0.00026179988468359,48.87085,0.356866050362817,7.00669008055349e-06,0.0015637223185832,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.72,7,0.92,0.4,4,0.91,0.04,3,0.87,4,0.48,3,0.72,53.1,24,10,49,0.442664498802706,0.246622775230639,0.472186550919128,0.293341842515457,794228700.872987,2586354308.96219,3258983386.49351,166460844313.986,0.000226106399239754,0.000237646362141482,0.000226445831737951,0.00186568289750224,-5,-13,14,-4,32.2482530039,813.200702055134,11438.7497483183,1389.80809442068,43.3239304380168,17402413.6513702,68.0531174892084,0.364471393756706,356.400000000001,47.8110721570239,244788100,0.000264196295498663,0.000385824764406556,55.34645,0.364471393756706,2.0660671312607e-05,0.00261123288274617,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.48,30,1,0.64,4,0.86,0.04,2,0.98,5,0.68,8,0.91,54.2,21,1,15,0.279274953496303,0.389895456925419,0.389657063490059,0.29639942895803,698846680.304486,1189255301.19553,976932648.782923,179598806336.084,0.0003937763850383,0.00016988248006914,0.000269219775997702,0.00153966976319051,-8,10,11,9,48.0910676633778,786.99408626487,7010.58800131802,851.786442160139,47.9936788110085,14987353.9634784,75.7943427968077,1.00213939002242,-0.211347457577734,52.9728003247853,133508200,0.000235108578967438,0.00044261571833196,47.83653,1.00213939002242,2.38195982860873e-06,0.000934319236268466,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.85,24,0.99,0.85,30,0.98,0.04,3,0.89,3,0.64,30,1,11,15,10,2,0.316489415333007,0.323190585487016,0.28027982824468,0.298395653904264,264726553.664697,239616307.691526,426556716.113128,130798643234.218,0.000240009484163515,0.000254983862518224,0.000294111697782168,0.00142295636251806,10,-9,14,1,57.8436624185241,642.037582574951,3770.69163955519,458.139034205956,58.1246343613601,8641304.92421667,58.5720308679834,0.00152412171984972,528.300000000002,58.3886018897793,50750450,0.000166162822453975,0.000165798498322184,76.95306,2.19386605629116e-07,1.11755958132453e-06,0.000358954606221595,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.85,1,0.499,0.44,2,0.9,0.08,3,0.85,3,0.68,30,1,73.4,5,10,4,0.609504782788651,0.426709418016653,0.229378737251093,0.300097033668994,896446534.119951,1550719175.03184,203422463.69746,38243198569.0732,2.71501544317658e-05,6.48636686325131e-05,0.000108328524169172,0.00058471744305129,-9,-10,15,-7,57.2872352308891,777.743531889366,7673.83837727574,932.371362839002,55.8341833546327,3442886.91918147,60.6383719273531,0.00424950858876449,505.500000000002,62.0233204541169,33970270,5.46514050419186e-05,0.000282191582011703,61.1038,1.6238037066008e-06,4.21414157780908e-06,0.000491383401761802,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.64,30,0.99,0.64,4,0.86,0.12,2,0.97,3,0.85,12,0.94,100,5,10,9,0.229358909061709,0.361126566738277,0.287557555536933,0.299921441501554,208089873.21731,627843218.172756,269637339.991686,28958499573.5717,0.000112333997796986,6.99198834997228e-05,9.53732248895865e-05,0.000510646039285177,-13,12,-11,-6,56.4189655992342,736.213647812784,10587.5728618375,1286.39010271325,55.2695066848315,3343391.74917343,61.7237393552918,0.347323005164362,455.600000000002,66.2514167376648,48081700,5.6065846470584e-05,0.000301965239795138,52.06859,0.347323005164362,3.48685278940802e-06,0.000346010158583321,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.52,2,1,0.431,9,0.98,0.06,2,0.884,3,0.72,21,0.994,58.4,5,12,28,0.367197656656033,0.311297293890336,0.250053097378744,0.299411024996594,1141545746.00893,738011381.147748,240919638.984043,63578890190.867,6.39179904522704e-05,0.000101133369758457,0.000107145360233273,0.000562259799308368,11,-6,10,12,60.4054277903915,736.060810903998,9619.74292406587,1168.798765274,60.4247249768222,3313420.37689058,59.9817262172405,0.00107929499314837,386.500000000001,61.1039722499995,43303830,5.55747892022904e-05,0.00021634321684532,55.75913,7.96321129100915e-07,2.49944560742454e-06,0.000149324295139974,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.703,10,0.911,0.85,25,0.814,0.301,20,0.99,3,0.85,8,0.9,10.7,11,21,44,0.34321033036935,0.246506798683961,0.360345280725119,0.299884599387077,490710160.42222,243715010.36327,510884132.428721,3858321844.94248,0.000156051127889165,0.000182917733950346,0.000158589066805737,0.00130806095301977,2,-5,9,-2,57.7640670073888,664.918996754084,3219.36408108463,391.152735851783,57.3996322322809,6568328.35356688,58.1351797967461,0.000956110039325077,356.400000000001,78.8822277826348,31802130,0.000121955416970612,0.000145526484192115,88.0913,2.70200972861077e-07,2.55888463167875e-07,4.3747331415489e-05,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
0.52,1,0.885,0.431,9,0.98,0.06,2,0.884,3,0.72,21,0.994,58.4,5,16,50,0.440643547567106,0.311278246480583,0.249792876766057,0.299412608292745,1661626309.61547,735828518.218536,240139867.218874,63344025944.6354,4.74148000366737e-05,0.000100678431083159,0.000106622179853838,0.000559729208959417,-1,11,9,-10,59.1329116516723,746.957914819787,9588.09095420429,1164.95305093582,59.007422860115,3346585.11415459,59.9768928838432,0.0011297251442072,339.700000000001,61.1609246079293,42957390,5.53121732658992e-05,0.000215186792963556,57.43999,7.09710940680021e-07,2.48929602736009e-06,0.000151049654662283,"TwoStFixIRatio_SMCNR_Pin_2",22,0.9,0.3,10,2
