MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
3.95,12,1.89,0.1,2,1.35,0.25,1,1.297584,4.05,30,1.99,2.4,1,0.12,1.75,30,1.99,2.4,30,2,7.45,30,2,2.15,30,1.98,0.1,5,1.85,0.05,10,1.94,3.9,12,2,2.3,1,30,10.69,82.68,1.99,9.721966,10,32,285.4163,15.55554,201.141,300.0031,373.7038,131.4927,146.4262,8.009396,313.309,35.45445,9.188927,176.9555,486.9543,48133140,25452710000,10131030000,40275680,50685510,42163040,40001590,40055590,55908880,34123510000,26230050000,41466540,49050710,0.0001713005,0.0001365207,0.0001054798,0.0008037291,3.835179e-07,0.0008379387,0.001337904,0.001533317,0.0008293478,0.001531366,0.001423468,4.832139e-05,0.0009518476,39.3194695244973,0.0257881020961191,0.407749375106696,68333.6731961708,22.6111176010212,110481.331797942,43.0707951633122,0.0518582638302634,-75.2171173352709,54.671600281654,1746879,0.00052891331597416,0.000826578872631516,55.42554,2.57389375242262e-07,0.000160831692520369,0.012138601825332,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
3.068784,20,1.989528,0.4744504,7,1.971168,0.4,1,1.302046,2.449141,1,0.9355026,2.155629,30,2,2.232976,3,2.440437,4.462034,6,0.12,2.2449,30,1.998707,1.846749,30,1.991863,0.1,19,1.79077,0.06,9,1.02892,2.453585,24,1.93,2.763115,1,30,16.8091,75.20795,2,10.25915,40,54,171.7731,60.76373,62.54814,83.80841,86.06152,88.00589,113.6253,28.19627,91.30387,28.83968,8.999178,150.0009,315.6621,89466180,599185000,2551449000,46572090,40352790,40202630,40403200,40172400,49375550,26212590000,61262640000,41767210,44201030,0.0002446652,8.704683e-05,3.964005e-05,0.0001870783,4.890333e-05,5.836984e-06,2.75332e-05,0.0001508877,0.000512581,0.003634351,0.003542055,0.0001190361,0.0002463695,82.7458188002684,0.0442754680141869,0.97818460020102,0.779379310033114,74.6171693075063,275299.480886319,35.6203205184474,0.0569496928909034,411.5,87.5707922828046,6082233,0.000767639321666536,0.00108829954815982,66.87604,1.00658974077294e-07,1.16889701130332e-05,0.000230168926909469,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
1.3,7,1.75,0.05,1,1.515296,0.2,1,1.541232,1.3,30,1.99,0.75,30,1.99,0.65,1,0.12,0.75,30,2,2.3,30,1.96,0.65,30,1.99,0.05,30,2,0.05,11,1.84,1.25,30,2,0.4,16,1,10.85,19.07,0.1204166,9.398872,9,60,149.8604,8.997836,255.213,344.004,200.8003,77.88998,241.6289,8.008058,295.212,203.4223,8.877375,267.3608,200.6371,439929700,121558400000,15076360000,401221000,400345200,901866800,400100800,400711800,524023500,49800430000,58001230000,514499800,2572550000,0.0002742501,0.000396641,0.0001781408,0.009685949,0.002977177,2.445719e-06,0.01179366,0.001494237,0.006379398,0.01325005,0.00352285,0.005542255,5.600268e-06,12.030193095292,0.0376824003283435,1.45026749837147,18967638.4867412,15.1838749082426,939029.928729419,24.2322033137724,0.13650323916957,-113.394225039737,39.5959372415983,36140070,0.00307649246918047,0.000586416922155504,41.07048,2.25141787805745e-08,0.000246522960642256,0.0536487626128093,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,1
4.05,30,1.99,0.1,3,1.42,0.25,1,0.1304757,2.85,17,3.149827,2.3,30,1.98,2.087638,30,2.291986,2.774834,30,2,5.286835,30,1.95,2.4,11,1.91,0.1,21,1.88,0.05,5,1.81,2.75,27,1.96,0.3984666,11,1,5.76011,63.76591,0.12,10.89045,16,54,197.882,13.88397,60.98377,315.5816,701.0914,161.602,241.66,24.02517,392.0453,128.8416,8.806175,178.4151,214.1072,43561540,25522340000,15319120000,60286800,42710250,40190500,40202300,40337320,44201020,24883650000,64766820000,114947400,1659836000,0.001278935,0.000401731,1.809143e-05,0.000225396,0.0001735911,0.001762835,0.001323636,0.0003522611,8.265382e-05,0.003810498,0.002691466,0.0006345779,3.405784e-06,49.9509659600942,0.0161850202519017,1.22424884796783,3.44115566457576,49.016966360975,147597.872728966,41.222546167832,0.103205203945758,-19.901178,65.6380217755835,11164430,0.00112585337012646,0.000746917467756154,35.95401,7.77985676870402e-08,2.80212520882422e-06,0.000504118006939669,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
1.45,22,1.82,0.05,1,1.661352,0.3785306,1,1.349148,1.142462,30,1.972147,0.5091626,30,2.000117,0.9942898,30,1.99,0.7198746,30,2,2.3,30,1.98,0.75,30,1.939749,0.05,30,1.860974,0.05,20,1.93,1.25,30,2,0.5910031,21,1,10.85,26.2443,1.431361,10.30096,18,34,81.56894,8.751028,87.61522,351.6561,118.4597,22.41491,73.68063,8.018343,149.6565,101.0037,9.617398,121.2033,130.6733,417570700,93300180000,11551260000,419020900,438329400,403125800,400085000,401764000,428983000,38986960000,89036810000,488808700,2038323000,0.002261268,0.0006946902,0.000200724,0.00325566,0.0007166561,0.001654237,0.00483697,0.0007007203,0.007447499,0.005696595,0.01321598,0.00320068,0.0006663134,40.4582734981705,0.038149240182549,1.37826716973569,158.695305192345,40.8109197075131,1249684.06478303,26.880662191484,0.0796315049447194,-9.6050592,61.9435491208983,45148960,0.0040441692303251,0.000578572425872,50.07802,8.76746758578391e-09,2.12947966743404e-05,0.000895461713138479,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,1
4.481133,11,1.932678,0.15,1,1.196081,0.3,1,0.1450785,3.950508,30,1.98,2.3,1,0.12,1.8,30,3.000781,1.897957,30,0.7539128,7.45,30,1.99,2.530609,30,2,0.1,9,1.83,0.2662812,7,1.72,3.8,3,1.61,2.4,1,30,12.57903,65.68516,1.98,10.20767,15,61,220.9502,24.09561,69.22715,193.602,144.1294,167.6573,49.64894,8.097747,209.5436,49.70811,12.97404,265.6543,235.7266,45335910,9614723000,6317333000,43979930,60313350,41144330,40938570,40038830,44607430,21269340000,15858480000,44279320,45109990,0.0001300243,5.445822e-05,4.000546e-05,0.0002666029,9.201834e-07,0.0003032055,0.0004283662,0.000507355,0.0003602002,0.001977852,0.002485584,2.60451e-05,0.0004057836,20.3620882628665,0.0167774286392506,2.00751647514743,866436.457115963,14.6739546061892,44491.4952093812,41.0984681179044,0.107619022428701,-29.9628276665255,72.6770214425243,5323665,0.000327390883576347,0.00142144114238944,38.07259,3.11700593629135e-07,0.000229929598913515,0.0352407333452841,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
3.1,30,1.99,0.3,1,1.71,0.3281185,1,1.281742,3.6,1,0.12,2.4,30,1.99,1.75,5,3.514988,2.043649,1,0.12,3.9,30,1.98,1.505666,30,1.99,0.1,10,1.84,0.3304425,3,1.148877,4.05,30,2,2.05,1,30,10.46996,57.0395,2.006088,10.82133,15,42,76.39994,29.72833,52.29119,193.5691,300.9775,62.40692,237.639,150.4336,182.0367,208.5189,10.71906,201.2868,299.7818,45126530,1928014000,9388826000,62812820,40320360,40210620,44382530,40028470,58819730,17268810000,13405610000,40816790,47841790,0.0009027732,9.57688e-05,5.817926e-05,8.969314e-07,0.0002946185,0.0004716172,2.238331e-07,0.0006885057,0.0005530334,0.001329853,0.0008015006,0.0006248197,0.0007544235,74.712192016875,0.0132398043611269,3.38255182091408,4.93139651114785,72.0930176652565,14879.8403965495,37.2715150175928,0.0773929949094773,-23.7292308,63.6112907534528,3801554,0.00013874958290932,0.00172692625671491,64.21157,3.57625354336115e-07,4.37411716040453e-05,0.000430776882386796,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
3.9,30,2,0.2,1,0.8513758,0.35,1,1.004122,3.7,1,0.2754899,2.8,30,1.97,2.4,2,1.82,2.1,30,1.97,4.3,30,1.99,1.9,30,2,0.15,11,1.85,0.45,1,1.108858,4.05,30,1.98,2.4,1,30,10.29,81.07,1.99,9.039014,10,46,205.0024,19.03501,299.9783,214.1922,22.22486,351.2472,62.40139,50.4039,120.4746,408.7299,12.51512,201.9802,342.9154,43345060,8084214000,5387284000,53579360,40236360,40670020,40148840,40000020,47719670,11479920000,9671684000,40726030,44780070,0.001124985,5.135176e-05,6.960735e-05,8.695503e-07,0.0003694186,1.34791e-05,0.0003415452,0.001152584,0.0006518564,0.001237416,0.0001238128,0.0004575948,0.0008923973,79.014863829043,0.0287908387513048,2.01630839872257,0.194769296905242,70.4473020774315,18485.6748138949,41.8183992590582,0.0888939663088274,-87.3133074,70.7064141747296,1294607,7.92676481398467e-05,0.00153278231275578,38.66067,3.72311107665701e-07,1.7807135912625e-05,6.34662569223843e-05,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
4.481133,11,1.82,0.15,1,1.196081,0.3,1,0.1450785,3.950508,30,1.98,2.3,1,0.12,1.8,30,1.99,1.8,30,2,7.45,30,1.99,2.4,30,2,0.1,6,1.83,0.2,7,1.72,3.8,3,1.61,2.4,1,30,12.57903,82.68,1.98,9.721966,12,4,236.6469,13.69391,106.8077,302.402,191.312,157.2738,75.93677,8.637442,260.4835,71.19907,13.45145,150.9974,346.127,45371030,13900980000,7934703000,40066520,56289730,41427070,40444640,40234860,44974970,29869740000,22342140000,44159970,44969290,0.0001408205,7.641258e-05,5.799835e-05,0.0004140222,7.566889e-07,0.0004646195,0.0005864124,0.00079058,0.0004934062,0.001685916,0.002537385,3.230658e-05,0.000554255,22.7937909907851,0.0204725457880263,2.21814607536892,308614.76658686,16.9001456390249,47431.404826545,42.0691281530768,0.0934416305353802,-8.47222200000001,72.0516166453421,5139067,0.000286028374368384,0.00142800248693046,41.14899,2.48725643144316e-07,0.000183811910042067,0.0287149841623243,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
3.1,30,1.99,0.3,1,1.71,0.3281185,1,1.281742,3.6,1,0.12,2.4,30,1.99,1.75,5,3.514988,2.043649,1,0.12,3.9,30,1.98,1.505666,30,1.99,0.1,10,1.84,0.3,1,1.148877,4.05,30,2,2.05,1,30,9.02,57.0395,2,11.03009,14,62,58.87695,28.12757,120.2264,198.8177,342.7462,78.40755,296.827,185.8062,192.1849,256.6219,11.83148,234.3858,331.784,45186670,2172253000,11675690000,62434830,40305980,40212240,43622250,40004690,58319170,18370850000,14510060000,40827670,51797640,0.001353635,0.0001149813,7.201395e-05,7.758116e-07,0.0004680532,0.0005891366,1.888041e-07,0.0008605597,0.0006378142,0.001304775,0.0001446116,0.0009358615,0.0009038637,75.4987274184444,0.0214638512681644,4.38481340826024,6.82468734742545,63.8364829695983,15627.3325636514,37.1584091349781,0.0732804617323383,-38.9422077033015,58.0888899979991,3192481,8.98860270878672e-05,0.0019230308482845,49.97131,3.96243723495109e-07,4.84165025803632e-05,0.0004568129250484,"CLASSAB_NULL_Pin_3",40,0.9,0.3,0.1,0
