RESISTOR_0,RESISTOR_2,MOSFET_0_1_L_LOAD_NMOS,MOSFET_0_1_M_LOAD_NMOS,MOSFET_0_1_W_LOAD_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_2_1_L_gm2_PMOS,MOSFET_2_1_M_gm2_PMOS,MOSFET_2_1_W_gm2_PMOS,MOSFET_4_1_L_gm3_NMOS,MOSFET_4_1_M_gm3_NMOS,MOSFET_4_1_W_gm3_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av14,av2,av4,av6,ft0,ft10,ft14,ft2,ft4,ft6,gm0,gm10,gm14,gm2,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.1,7.21,0.811,30,4.22,0.407,30,2,0.5,30,2,0.12,30,1.99,0.581,30,1.98,0.26,29,30,2,24.3,21,25,220,260,250,31,160,340,860000000,940000000,910000000,2500000000,3600000000,950000000,0.0098,0.0078,0.0049,0.0055,0.0038,0.0081,11.4988413813037,7.99757480006933,30.7034775080345,650114.17616122,17.3861215462294,24578387.2763613,26.2243779716507,0.29747018065457,-34.3023832157709,17.7480695162195,94358850,0.000379411118421109,0.000473519217710072,47.07392,9.48087379644988e-09,0.000156981825524493,0.0112761213412889,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
51.6,22.7,0.298,30,1.99,0.159,1,0.314,0.158,30,2,0.04,6,0.16,0.04,30,1.9,0.25,8,1,0.234,72.9,28,31,44,11,41,25,51,42,8700000000,22000000000,13000000000,99000000000,44000000000,14000000000,0.0065,5.4e-05,0.011,0.00011,0.028,5.4e-05,21.6197359004032,1.99692103354196,38.5220379291222,537755.618894355,17.1355807383756,76827109.2823852,20.040132883791,0.191375500048909,-29.5613450489063,17.6559305432055,1482050000,0.00474972627717981,0.00260110960546967,44.78235,1.09958020140796e-09,4.3404012341991e-05,0.00660691789939,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
59.9,28.8,0.298,30,1.99,0.182,1,0.314,0.112,30,2,0.05,6,0.16,0.04,30,2.59,0.25,16,1,0.244,32.6,30,54,56,66,41,8.9,37,25,8500000000,19000000000,15000000000,92000000000,45000000000,14000000000,0.0063,4.5e-05,0.028,0.0002,0.027,5.2e-05,22.9330456966383,2.09809494014972,27.9789417330615,214801.535759536,18.3659985245087,93200032.4455854,21.7301575696082,0.185780358581363,-19.284500840197,20.1301765555058,1242860000,0.00548410685567591,0.00238070058368551,49.11574,1.44957351377783e-09,3.96951901007131e-05,0.00420153162744397,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
59.9,28.8,0.298,30,1.94,0.18,1,0.314,0.112,30,2,0.0493,6,0.16,0.04,30,2.59,0.25,14,1,0.228,32.6,30,53,49,46,32,8.9,17,25,8500000000,21000000000,16000000000,85000000000,48000000000,14000000000,0.042,9.6e-05,0.0085,0.00025,0.015,3.2e-05,22.9505221209516,2.00772660606262,28.2739049847611,208534.8165644,18.385162026196,89194019.3254435,21.7157419398924,0.186938001197197,-19.006419957757,20.2003990005664,1256079000,0.00548461493256984,0.00237490517282528,49.02033,1.44569330328814e-09,3.94435122926248e-05,0.00418041123855678,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
59.9,32,0.298,30,1.99,0.0954,1,0.282,0.11,30,0.12,0.05,6,0.16,0.04,30,2.59,0.296,16,1,0.234,10,27,22,47,52,45,9.2,44,12,8300000000,22000000000,19000000000,93000000000,28000000000,11000000000,0.0074,4.9e-05,0.011,0.00015,0.028,4.4e-05,12.7337034329614,5.92731955581279,80.1719254964342,3635132.77236569,12.783967740643,73525180.3758511,21.9539911360099,0.234228759424074,-43.5466467360055,18.0626031474734,994489200,0.00153141444070599,0.00171191821555527,37.94137,4.12246260350806e-09,7.01153871601307e-05,0.021567146666672,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
59.9,28.8,0.379,30,1.94,0.0954,1,0.314,0.0611,30,0.12,0.05,6,0.16,0.04,30,2.59,0.25,16,1,0.244,32.6,29,54,23,37,31,15,29,10,8200000000,26000000000,31000000000,21000000000,69000000000,23000000000,0.0042,6.3e-05,0.02,0.00036,0.03,5.1e-05,12.809588958125,2.65259842305482,64.8460365221001,2380210.77645574,12.8842288675676,46347837.9322307,21.6780929880836,0.236931241963393,-30.4174306032329,19.0247195446382,1133030000,0.00215711328580441,0.00166579563982909,41.9294,5.69608866793503e-09,4.62818972740933e-05,0.018998270218783,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
59.9,28.8,0.241,30,1.99,0.0954,1,0.314,0.112,30,0.12,0.05,6,0.16,0.04,30,2.59,0.281,16,1,0.244,10,28,41,42,39,53,12,53,13,8300000000,17000000000,21000000000,81000000000,43000000000,11000000000,0.0043,1.9e-05,0.019,0.00023,0.022,4.1e-05,13.2444275032763,7.04933568433076,92.4627535476214,2245924.22141265,13.2356526679781,83024612.286377,21.5075307648275,0.225926036125836,-43.2308391910607,18.3583825275099,1088994000,0.00145403093186556,0.00167732794131908,37.30453,2.86460713643694e-09,6.04629416910854e-05,0.0208215409719424,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
0.1,7.92,0.95,30,2,0.5,30,2,0.493,30,2,0.244,30,2,0.35,30,2,0.457,27,30,2,24.3,16,38,200,370,300,27,140,120,870000000,900000000,1000000000,2600000000,7300000000,880000000,0.012,0.0061,0.0081,0.0026,0.0079,0.013,13.2143905493937,16.1796894153893,49.9582773692129,647701.191440564,17.6506630019969,77638500.7083555,30.5394826413284,0.27968955613642,-74.1981396988776,15.3141904800814,239725600,0.000592409399301232,0.000555463188850998,36.80407,3.66359792492826e-09,0.000137442757830129,0.0113161116027158,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
35.3,12.6,0.329,30,1.99,0.15,1,0.314,0.158,25,0.12,0.05,15,0.16,0.303,30,4.16,0.123,9,1,0.329,39.5,25,22,46,82,53,8.6,96,41,8900000000,15000000000,16000000000,93000000000,8300000000,25000000000,0.004,3e-05,0.008,0.00038,0.022,0.002,7.16677057746258,31.8933708525686,55.1117698858722,210567625.406465,8.1899845614695,472100248.356175,17.2615469468991,0.416626700253052,-109.045613702456,25.4599327912911,815789600,0.00182746381835792,0.00198864723768375,27.26789,8.23000026296847e-05,0.000234944051940703,0.062921252092378,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
50.2,28.8,0.351,30,1.91,0.15,1,0.314,0.23,30,0.12,0.04,1,0.131,0.04,30,1.55,0.359,15,1,0.234,10,26,38,58,27,16,27,65,46,8100000000,12000000000,11000000000,130000000000,13000000000,10000000000,0.018,0.0087,0.0064,0.00065,0.01,2.6e-05,13.7138055551031,25.2366209865463,63.4274941592142,3574266.6814389,12.1484173459366,176423204.665503,20.4722429157139,0.126392928548182,-108.22385859542,15.2402997824358,443406500,0.000863057006043241,0.00143160527052106,65.2321,1.391535844581e-09,4.47062460954351e-05,0.0351365727015409,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
55.9,28.8,0.35,30,1.99,0.15,1,0.314,0.252,30,0.12,0.04,1,0.16,0.0468,30,2,0.336,9,1,0.234,44.5,26,34,46,37,45,34,65,45,8200000000,14000000000,11000000000,160000000000,18000000000,15000000000,0.0061,4.4e-05,0.0089,7e-05,0.021,4.9e-05,14.127357813083,22.4932317338679,67.5458813127348,1597446.34479705,13.0702021486583,151486284.370581,21.1865833961024,0.113987715449532,-80.444639038384,18.3130822125293,454904600,0.000831450573105583,0.00141570036592415,61.65823,1.64268768248098e-09,4.82033506262761e-05,0.0274644443053884,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
55.9,14.8,0.35,30,2.08,0.0779,1,0.314,0.2,30,0.628,0.04,1,0.184,0.04,30,0.12,0.218,27,1,0.12,10,25,24,30,65,29,8.7,41,21,8200000000,29000000000,9100000000,140000000000,61000000000,14000000000,0.0049,0.00011,0.0017,8e-05,0.025,2.6e-05,25.6281395545915,62.3182196226136,48.2870885261354,402444.111217513,21.6860318209048,229892854.860428,19.4933357997034,0.14035470777108,-130.778925514853,17.1133626982695,178131800,0.000455433966266378,0.00218819116395724,36.73505,4.00389591730929e-10,0.000108440934539853,0.0179844606989879,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
35.3,6.7,0.329,30,1.98,0.195,1,0.314,0.157,25,0.12,0.05,15,0.12,0.259,30,2,0.155,9,1,0.326,13.6,27,58,20,12,9.9,8.5,51,28,8800000000,15000000000,20000000000,50000000000,9100000000,21000000000,0.0039,3.3e-05,0.0046,0.00063,0.019,0.0011,11.7313892844176,79.7179815123511,44.6847570074401,53703794.1190402,9.88623118069142,859034293.887975,15.6894741785695,0.148388673448153,-104.656843479996,17.4139759523304,481519200,0.00133036003317455,0.00272897556653346,55.13556,4.05490407584035e-10,0.000135013000182461,0.0392268683022269,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
35.3,12.6,0.329,30,1.98,0.177,1,0.314,0.2,25,0.12,0.05,15,0.16,0.178,30,2,0.155,9,1,0.329,39.5,27,62,35,30,37,8.5,62,29,8900000000,15000000000,16000000000,88000000000,8700000000,26000000000,0.0041,2.9e-05,0.0054,0.0006,0.00091,0.0013,6.16822191177105,65.058378312292,90.4270931574261,791006428.766974,7.04647373518258,885770631.306127,16.4607755892607,0.432048835826045,-122.809274453573,21.6778604534965,1231166000,0.00168086573572064,0.00257290729917055,25.33875,2.27000087873598e-05,0.000283016314226672,0.080524152802866,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
74,28.8,0.274,30,1.97,0.15,1,0.314,0.2,30,4.56,0.0496,1,1.32,0.0436,30,4.36,0.222,9,1,0.234,10,27,0,41,69,51,8.9,13,21,8600000000,11000000000,9500000000,100000000000,26000000000,18000000000,0.029,9.3e-05,0.017,0.00023,0.031,5.3e-05,25.3906855457362,1.57080579295918,28.2184099374641,37042.1738871126,21.0797236195954,61477299.3363367,23.7452391859926,0.168088941948689,-3.18964151871943,24.1945349700203,1104396000,0.00483178129055977,0.00198498187112144,48.30005,1.63531408719304e-09,2.54545399417033e-05,0.00338222926091863,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
55.9,28.8,0.274,30,1.96,0.15,1,0.314,0.2,30,4.56,0.05,1,1.32,0.0436,30,4.36,0.222,9,1,0.234,10,24,0,34,81,60,8.9,16,21,8600000000,11000000000,9500000000,120000000000,20000000000,19000000000,0.045,0.00013,0.02,9.7e-05,0.038,5.7e-05,25.283696105336,2.04330873195058,28.224955975471,40262.7281645363,20.9227291430872,79619160.1440258,21.7544182179161,0.166629984229053,-3.98938018527947,23.9925807612931,1099808000,0.00481059263830555,0.0019795214039279,48.44973,1.36025597056596e-09,2.59854248131228e-05,0.00347700041062632,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
68.5,28.8,0.353,30,1.96,0.112,1,0.314,0.159,30,2.84,0.05,1,1.32,0.0436,30,3.93,0.439,5,1,0.642,24.8,30,0,57,47,11,9.1,91,20,8200000000,17000000000,11000000000,76000000000,26000000000,14000000000,0.023,9.4e-05,0.012,0.00024,0.029,5.7e-05,25.6539477743053,1.94863344572049,38.8255671429399,14002.1991468787,22.5283919376249,66450767.4543948,22.9663666695453,0.163319679487903,307,25.6930354591479,1323999000,0.00421002650302277,0.00187247088477293,46.98595,3.17587610411197e-09,1.71345226707142e-05,0.00332680838630411,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
0.1,7.92,0.95,30,3.25,0.45,30,2,1.27,30,2,0.106,30,1.98,0.551,30,2.02,0.481,25,30,2,24.3,27,0,94,110,140,18,91,62,850000000,930000000,830000000,2100000000,1100000000,870000000,0.0011,0.0006,0.0015,0.0021,0.0012,0.0037,23.0271422602277,6.21106022342282,41.2827714291851,4366.85195938522,26.5025935531545,19424193.0068752,31.5770802956828,0.202144872731626,-0.114880424203761,24.9709897918677,129105900,0.000386093264773688,0.000421203772471117,46.25631,7.32331416500709e-09,5.4551694748286e-05,0.00519561706780564,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
59.9,28.8,0.298,30,1.99,0.0954,1,0.314,0.158,30,2,0.05,6,0.16,0.04,30,2.59,0.25,16,1,0.234,32.6,23,0,51,33,55,9.2,55,10,8300000000,20000000000,11000000000,100000000000,28000000000,12000000000,0.009,4.6e-05,0.013,0.00011,0.033,4.7e-05,22.030520721925,3.62555309731715,63.45568059274,41336.742423547,20.9509029991023,81422232.9610606,21.7920296347082,0.162196259449816,-27.2056246687598,22.1758316493031,1425080000,0.00277257766090787,0.00204685807617858,37.71731,2.179227263216e-09,2.59526932080875e-05,0.00443993720727709,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
68.5,28.8,0.274,30,1.99,0.112,1,0.314,0.159,30,2.84,0.0572,1,1.3,0.0422,30,3.93,0.242,7,1,0.163,24.8,35,0,29,24,25,9.4,9.1,19,8300000000,22000000000,10000000000,58000000000,36000000000,15000000000,0.012,8.2e-05,0.0094,0.00027,0.029,4.4e-05,26.0443970767141,3.38878885681325,40.8185749695614,16321.3722331521,23.7434434876921,96336203.2634234,22.8421896936349,0.154922768560725,645,25.6480007612838,1160387000,0.00350961919733395,0.0018222275229064,46.19628,2.02731180662102e-09,2.05262403045819e-05,0.00426156523875842,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
53.7,28.8,0.353,30,2,0.101,1,0.314,0.17,30,5.89,0.0585,1,1.43,0.0426,30,3.62,1.03,2,1,0.67,24.8,43,0,71,27,42,9.5,41,27,8200000000,18000000000,10000000000,71000000000,42000000000,8200000000,0.016,9.1e-05,0.012,0.00024,0.024,5e-05,28.7046908914046,5.31320209665346,42.4860577007694,15889.872776969,26.9364639270032,136323729.726326,21.6758143791646,0.128549163928122,689,26.9562372717119,1090088000,0.00316759833025556,0.00177550594537003,47.58402,1.27456865041983e-09,2.8568999180133e-05,0.00567373939982974,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
53.7,28.8,0.465,30,2,0.0975,1,0.361,0.17,30,5.89,0.0585,1,1.43,0.0473,30,3.93,1.24,2,1,0.67,24.8,60,0,65,23,38,9.5,29,50,8100000000,20000000000,9400000000,64000000000,41000000000,8200000000,0.014,9.2e-05,0.012,0.00024,0.022,4.7e-05,26.8741444793002,4.11139878926005,42.9827851734601,9474.23552797353,26.8615618240928,97726437.5738685,21.8585480418988,0.121488276361308,632.5,29.1342119733763,1021685000,0.0029345225096108,0.00166660815282303,47.36215,2.36224692953589e-09,2.27354403921948e-05,0.00481866490928778,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,1
0.1,7.92,0.95,30,2,0.5,30,2,0.5,30,2,0.4,30,2,0.866,30,2.95,0.45,26,30,2,24.3,17,0,210,240,160,68,160,110,870000000,910000000,950000000,1100000000,960000000,880000000,0.0098,0.005,0.0051,0.0078,0.0063,0.0048,14.6199273223871,11.6847612143159,32.1165917964256,315030.164004043,19.8018930036907,40572217.1662388,30.9796868931886,0.274018222030366,-34.1382876318741,17.7975814060924,111516300,0.000428670779630381,0.000531666953957752,42.44695,6.31989214653077e-09,0.000134751863441897,0.011502938589063,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,7.92,0.95,30,3.25,0.45,30,2,0.84,30,2,0.106,30,1.98,0.551,30,2.02,0.481,25,30,2,24.3,24,0,110,49,170,19,100,40,850000000,930000000,860000000,1900000000,1300000000,870000000,0.0011,0.00049,0.002,0.003,0.0012,0.0035,20.4428950972629,7.90877190293569,42.4231084641445,15635.0385281304,24.3198714737328,24786944.6158669,31.1658787779199,0.252541092574989,-11.9650359725989,22.752398491768,132958600,0.000386926903038755,0.000436779238885023,43.60703,5.47293145408033e-09,7.64667858088613e-05,0.00714027824447733,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,7.92,0.95,30,3.25,0.45,30,2,1.09,30,2,0.106,30,1.98,0.551,30,2.02,0.481,25,30,2,24.3,26,0,100,140,150,18,95,42,850000000,930000000,840000000,2000000000,1200000000,870000000,0.0011,0.00055,0.0017,0.0025,0.0012,0.0029,22.0590654371824,7.30616430180893,42.0736688186322,6823.4453135378,25.7996677869827,22867706.7310825,31.4056045953585,0.212316497013109,-2.88455538785247,24.2715769222595,131687200,0.000386409825167089,0.000425181837525669,45.00822,6.23456026291103e-09,6.20017353919519e-05,0.00586688006426189,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,7.17,0.95,30,4.03,0.42,30,2,0.893,30,2,0.142,30,1.99,0.551,30,1.97,0.318,22,30,2,24.3,25,0,130,210,130,19,71,130,840000000,950000000,850000000,1900000000,2700000000,920000000,0.022,0.0048,0.0022,0.0018,0.0062,0.0026,36.3223660699668,8.24815897743999,40.0757726244996,4426.20352369276,26.2503661087722,21946595.2484114,26.2828175810738,0.170238519434368,-10.157124596705,22.4350695462866,106633100,0.000328492238197441,0.000437073743334325,46.90601,5.80191644322669e-09,6.12569404460661e-05,0.00951209302814632,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,7.92,0.95,30,2.98,0.45,30,2,1.27,30,2,0.106,30,1.98,0.551,30,2.02,0.481,25,30,2,24.3,31,0,90,90,74,15,87,59,860000000,930000000,840000000,2200000000,970000000,870000000,0.00018,0.00064,0.0013,0.0018,0.00022,0.003,23.2777730413701,6.55048256986851,42.5539741731376,4011.550098254,26.5589854038544,20995791.7579817,31.4549996026069,0.199051636266826,365,25.0025912454526,136395200,0.000395707190866242,0.00042655802389103,45.44764,7.19009252805682e-09,5.2763394282154e-05,0.005027624478949,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,7.45,0.95,30,3.25,0.506,30,2,1.24,30,2,0.106,30,1.99,0.551,30,2.02,0.333,25,30,2,24.3,33,0,32,83,160,18,76,66,850000000,920000000,840000000,3300000000,960000000,920000000,0.0048,0.001,0.00092,0.0017,0.0031,0.0015,28.0125144279028,8.19791655098677,43.9132427889789,2118.65306744525,27.8238118164108,25610763.528508,27.8272132992149,0.180263906976797,692,25.5776316935427,137187500,0.000385686123806653,0.000411119421009933,45.47067,6.68468852681999e-09,4.47176977901775e-05,0.00556357266574603,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,6.74,0.981,30,3.53,0.42,30,2,1.06,30,2,0.0868,30,2,0.642,30,2.03,0.224,23,30,2,24.3,34,0,97,85,93,14,78,87,850000000,960000000,840000000,1900000000,1700000000,980000000,0.0078,0.0011,0.0006,0.0014,0.0023,0.00026,38.5548549551625,8.5626510747653,47.1514042374282,1180.44566591047,29.4297646067713,24408894.1985654,24.0897011189429,0.152960201841044,717,25.3001792984901,134410900,0.000351928824601853,0.000413004831665724,49.36318,5.12589859195098e-09,4.32004709624845e-05,0.0071846184134613,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
0.1,6.25,0.95,30,3.65,0.408,30,2,1.27,30,2,0.116,30,1.99,0.662,30,2.02,0.281,25,30,2,24.3,35,0,97,120,150,18,83,26,850000000,970000000,830000000,2100000000,1700000000,940000000,0.0011,0.00049,0.00098,0.0013,0.001,0.0018,41.4782158823773,9.46419607088732,43.4523756478882,641.787526516533,30.399573533379,27937911.9376937,26.5517871338259,0.132786544236723,737,26.6019413880037,128269600,0.000364439293601416,0.000403902932209882,50.58468,5.87823060373886e-09,3.68789100035269e-05,0.0060260764469186,"HSOTA_COMP_Pin_2",40,0.9,0.3,0.1,0
