MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
8,2,10,2,24,10,2,19,10,2,41,10,2,1,10,6,1,2,7,50,10,1.327505,0.05934888,25.93713,29,18,91.91766,855.126,101.4908,16.00346,303.8178,20.09305,402.2741,273919800,230735900,629390900,82127450,109937000,814531700,3570771000,0.04753489,7.640172e-05,0.004246453,5.485855e-06,0.0004907353,0.0004045958,0.000737565,90.1808393457013,4.13586672609411,5.79621780465185,4.28364254790383,55.4540435264436,7637694.08030878,106.837651955291,0.0254203758215547,607.5,65.6357068274466,10703860,0.00410377186593393,6.41054639360629e-05,49.8424,7.9270283288699e-08,5.93067940738989e-06,0.003871114674737,"Leung_NMCF_Pin_3",180,5,2,10,0
8,4,10,2,25,10,2,1,4,2,5,8,2,50,10,8,1,2,4,50,10,0.511168,0.08207966,19.51181,19,56,16.58075,747.1621,224.1117,60.0042,216.0078,21.6824,167.9367,86434210,261290400,3412560000,81465730,152803100,23521340000,237203700,0.01370251,0.0003099111,0.001243512,5.446531e-06,0.005582501,0.0002877793,0.0001904425,57.7033117675646,10.5869757538692,7.7732102438031,371306.359263623,47.5573573687725,8666928.86716643,117.243535863347,0.0971148377809317,-66.0444119052311,53.1846476937993,6363466,0.00181920147687102,0.000221169810081481,36.45573,7.4479289307891e-08,0.00981827734215851,0.0202025775413659,"Leung_NMCF_Pin_3",180,5,2,10,0
8,2,10,2,48,10,3,19,10,3,24,10,2,1,10,6,1,2,9,50,10,1.26126,0.01321345,43.07772,28,36,25.64057,1006.869,212.1556,16.00568,340.6173,16.08446,433.9946,279763900,117362800,184447700,83398740,89108840,346600900,109783300,0.0177015,0.0001564435,0.005305605,5.760113e-06,0.00583787,0.0004257736,0.0006456897,99.1227772942686,9.93883740750071,7.44844494607818,2283.85842034566,61.4828509221785,13769084.3686447,117.31113155643,0.0398641122792616,296.5,66.1350607452126,10318940,0.00307862620235269,6.73576226961847e-05,56.41954,4.44500054452981e-08,0.00999838965406278,0.00229927742115099,"Leung_NMCF_Pin_3",180,5,2,10,0
8,12,7,2,35,10,2,18,9,2,25,10,6,50,10,8,1,2,2,50,10,0.9155198,0.04801278,19.25745,20,55,120.0733,786.5434,159.2091,16.00311,159.9968,109.1555,251.8927,81632860,482626700,409434200,81097590,1683970000,3012278000,104477500,0.05219121,0.0005107109,0.003397239,5.341093e-06,0.03076765,0.0009586553,0.0005354123,92.0065601754952,9.92285771532394,8.0262392769629,147.817310030941,55.8636982804631,9571972.53957362,172.792612630344,0.0292796317859489,-44.7550301,97.0521247658659,7742421,0.00214364154945932,0.000315377173231766,34.81591,9.0003547115414e-08,0.000194329682983725,0.00311608405206409,"Leung_NMCF_Pin_3",180,5,2,10,0
8,12,10,2,24,10,2,2,9,2,30,10,4,50,10,8,1,2,2,50,10,2.082436,0.07676858,33.9074,16,3,211.1921,637.0008,151.9012,33.60546,171.2386,123.8693,229.5533,83963430,596888800,264791200,81884010,1000325000,3866885000,113521100,0.07963414,0.0004297938,0.002593214,5.566253e-06,0.02200418,0.0007734348,0.0005820321,78.0420877828942,8.55435558753577,8.57786378469493,4861.53745825253,62.5647712166135,8270258.52905625,152.116316638354,0.0390642549110303,-40.4224326,103.796260805043,8292986,0.00214842042731659,0.000243796185535193,35.61435,7.56018125427838e-08,0.00999844413104727,0.00274657452336191,"Leung_NMCF_Pin_3",180,5,2,10,0
2,4,5,2,32,10,4,11,10,2,33,7,2,29,5,4,50,10,2,50,10,0.697463,0.0851306,19.97777,23,11,68.74653,222.7379,232.1952,16.00095,114.6251,26.54379,344.7219,377707100,682161100,5028416000,81069440,989764500,511859900,110579000,0.04592533,0.0002526638,0.002951328,0.001193294,0.0297995,0.000535592,0.000471201,65.3270042542937,9.63774584001896,10.8488537678044,7950.42969413523,44.8816952887307,7661625.28352045,145.657970706721,0.0505927936324659,-13.6183608,61.7881395219289,8624408,0.0017665784350405,0.000265695615403009,54.06195,9.66201359829461e-08,0.000372645183517255,0.0175241371652299,"Leung_NMCF_Pin_3",180,5,2,10,0
8,2,10,2,48,10,4,19,10,3,24,10,2,1,10,8,1,2,9,50,10,1.26126,0.01321345,43.07772,30,63,26.44057,1016.956,212.0663,16.00752,345.6409,16.08282,411.8328,313996400,98327930,240590100,82488840,87961070,344624300,131437800,0.0001877868,0.000133482,0.005321944,5.739562e-06,0.004639239,0.0003867943,0.0006546066,98.796472519341,6.01470058248789,9.71192682573761,910.267704366223,65.4883985895245,6584096.84205631,118.236633862141,0.0537958549781888,326.5,70.106798812117,10631330,0.0024325942937676,6.53319262327846e-05,50.5972,4.7796758058349e-08,0.00999958924775391,0.00153701289171404,"Leung_NMCF_Pin_3",180,5,2,10,0
8,4,10,2,21,10,2,1,5,2,5,8,2,50,10,8,1,2,4,50,10,0.511168,0.08207966,19.51181,18,36,16.58075,602.7345,245.7667,81.6042,223.5118,34.48196,151.7997,86434210,367104700,5022365000,81465730,460411200,36053310000,185075100,0.0212158,0.0004269573,0.002259643,5.446531e-06,0.008650206,0.0003445513,0.0002780599,58.2362856096047,12.4777979012571,6.25115827450886,543529.565228114,46.5162296082235,12535350.2628871,116.910421698581,0.0342662950666385,-63.719547879526,51.8717461942267,6279991,0.0022324719584311,0.000214413545659677,38.8728,5.90989397605141e-08,0.00985801347067366,0.02279780938536,"Leung_NMCF_Pin_3",180,5,2,10,0
8,4,10,2,25,10,4,1,5,2,5,8,2,50,10,4,1,2,4,50,10,0.511168,0.08207966,19.51181,17,23,16.58075,505.452,230.2998,60.0024,217.3555,16.07646,172.177,86434210,260290400,3394444000,83353470,143983600,23348470000,192424700,0.02778338,0.0003059536,0.002371577,5.513238e-06,0.005577251,0.0002762353,0.0002301048,66.8319678182154,22.3280368712154,9.85689802017349,69481.9876306088,43.3759570151284,12970320.239249,117.055741857202,0.0278541418821164,-69.7798715855737,49.4404060693493,5725856,0.00129088526820535,0.000265834285666982,40.43522,6.53242380496e-08,0.00159462996330799,0.024964597794457,"Leung_NMCF_Pin_3",180,5,2,10,0
8,1,10,2,35,10,5,19,10,2,23,10,2,1,10,6,1,2,7,2,7,1.031288,0.01922539,26.7848,31,14,107.1314,965.7141,226.6445,16.00357,203.0926,16.08177,295.7681,365573500,106951200,488410400,82191100,90663440,183961900,127527200,0.008362137,9.411452e-06,0.006768843,5.49959e-06,2.589688e-05,0.0002179954,0.0007859476,108.348642962964,13.1008394234199,12.2065847815965,1.05272781812901,60.6131823418786,11252712.735365,65.0692637249723,0.0260368209359805,627,64.5589161151715,10484610,0.00190873481405387,7.55915610490619e-05,45.72041,6.15271906735991e-08,7.27277641851431e-06,0.00233575168527911,"Leung_NMCF_Pin_3",180,5,2,10,0
