MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_24_1_L_gm4_NMOS,MOSFET_24_1_M_gm4_NMOS,MOSFET_24_1_W_gm4_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av11,av12,av17,av18,av22,av24,av25,av9,ft0,ft11,ft12,ft17,ft18,ft22,ft24,ft25,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm24,gm25,gm9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4,50,5,0.5,8,4.44,0.5,27,4.89,1.5,50,5,4.5,1,0.5,2.5,50,5,0.5,50,5,0.5,32,4.88,0.5,1,2.96,2.6,0.697,295,6,17,426,212,137,563,666,1000,1000,870,10,112000000,75600000000,5480000000,117000000,188000000,196000000,29900000000,5480000000,23700000000,0.58,0.00228,0.00726,0.411,6.28318530717959e-06,0.628,0.235,0.00726,0.000198,24.7899821874709,87.8584568236781,9.92902998420733,209501.201561172,30.938742249117,59776911.9153545,125.58263414979,0.0667786497332596,-32.1206688,101.567468700417,6755488,0.0030926247262023,0.00245196882753718,51.56184,1.1896954744698e-08,0.00018412344972409,0.009466525243498,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
5,50,5,0.5,7,4.46,0.5,50,4.99,1.5,50,5,6.5,50,5,2.5,50,5,0.5,50,5,1,50,4.98,0.5,1,3.2,3.03,0.441,133,4,12,178,10,451,736,609,1000,148,592,701,100000000,82500000000,3480000000,188000000,190000000,214000000,42800000000,3480000000,85400000000,0.618,0.00201,0.00212,0.628,0.528,0.628,0.385,0.00212,0.000262,47.7123077038377,61.4409397223163,11.8445336688692,14.1768183050092,47.5280062660548,34079998.5326343,171.893801517099,0.0200781091326866,-33.9578514,137.244862755304,6569914,0.00252126814692878,0.000392168531064538,53.63706,1.5700263424687e-08,9.03322292268971e-06,0.0015762907734771,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
10,50,5,0.5,1,0.533,0.5,1,2.66,10,50,5,10,1,0.5,10,1,0.5,0.5,1,1.85,0.5,1,1.7,4.5,1,3.09,3.33,0.227,6.87,10,6,1000,454,10,32,458,375,672,135,10,12000000,8100000000,4470000000,10000000,23800000,12100000,10000000000,6040000000,73700000,0.0216,3.43e-05,0.000112,0.0126,6.28318530717959e-07,6.28318530717959e-07,0.000143,8.92e-05,2.36e-05,54.1187919731001,87.9563437747845,19.3800279486976,1034.84512560394,53.244347668124,2289932.39230178,203.592127794765,0.559931364435514,-143.395772194936,101.695395307883,504556.6,0.00011834033970334,0.000497963742548715,40.33715,1.269998999999,0.00369384070397114,0.00115991825981099,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
4,50,5,0.5,7,4.47,0.5,21,4.86,1.5,50,5,4.5,1,0.5,2,50,5,0.5,50,5,0.5,20,4.96,0.5,1,3.85,2.6,0.3,295,10,17,426,212,137,563,666,1000,836,870,10,112000000,75600000000,5350000000,117000000,188000000,178000000,29900000000,5350000000,23700000000,0.58,0.00228,0.00726,0.411,6.28318530717959e-06,0.602,0.186,0.00726,0.000208,19.2282325309987,84.2428217944898,12.5146022622268,394665.550522619,28.9927174936847,54872132.9233648,122.653882938943,0.094519056465088,-18.3004371,97.5136661486908,8151471,0.00296071262455751,0.00188261066515844,45.82289,7.64215831723791e-08,0.000167146760427315,0.0142968387372731,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
5,50,5,0.5,8,4.89,0.5,50,4.96,1.5,50,5,6.5,50,5,2,50,5,0.5,50,5,1,50,4.96,0.5,1,3.04,2.54,0.373,157,1,4,178,399,451,736,609,1000,384,592,701,100000000,82500000000,3730000000,188000000,190000000,145000000,52900000000,3730000000,85400000000,0.618,0.00213,0.00289,0.622,0.528,0.478,0.385,0.00289,0.000193,44.2892749236714,74.6230354075613,12.4416516284202,66.75500960535,44.0780647389072,44783249.9866043,169.386708451401,0.023907071878097,-25.0810263,131.186869569818,7466563,0.00272784705285805,0.000420942841415682,51.79841,1.27272267744801e-08,1.65108421355042e-05,0.00252414771605003,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
10,50,5,1,1,0.5,0.5,1,2.09,10,1,0.5,10,1,0.5,10,1,0.5,0.5,1,0.5,0.5,2,2.73,0.5,1,0.5,2.79,0.309,6.89,13,54,1000,10,382,248,458,10,215,798,300,10000000,1590000000,3710000000,11800000,10100000,18900000,10000000000,3710000000,6420000000,0.00615,1.51e-05,6.73e-05,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.000156,2.15e-05,29.1656700150562,64.4580168127252,25.0104300286408,33313700.0701289,17.7470957574982,2780046.30940288,153.166040622587,0.080130562413909,-191.867054036052,62.8642943437119,1078689,0.000196043483161504,0.000918767368732792,43.53572,2.8986654358846e-07,0.00550269433575914,0.147844174533268,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
10,50,5,1,1,0.5,0.5,1,3.47,10,1,3.63,10,1,0.5,10,1,0.5,0.5,1,0.5,0.5,2,2.73,0.5,1,1.68,2.79,0.309,6.89,13,55,407,10,382,676,458,302,215,1000,300,35400000,67700000,3710000000,11800000,13700000,18900000,10000000000,3710000000,6420000000,0.00615,1.51e-05,6.73e-05,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.000156,2.89e-06,80.2876358966021,62.2802693383421,33.3287952833257,17852.6761967311,50.4702655697226,3468265.59776176,153.885691342633,0.0345056418190758,-192.781150142081,96.2073662408675,1856015,0.000253127415691576,0.00108459789804687,25.61029,2.07944059819958e-07,0.00516474971659265,0.0104275434346079,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
10,50,5,0.5,1,0.533,0.5,1,5.56,10,50,5,10,1,0.5,10,1,0.5,0.5,1,1.85,0.5,1,1.7,4.5,1,3.09,2.16,0.227,6.75,15,46,1000,454,10,32,458,10,672,135,10,12000000,8100000000,4470000000,10000000,22500000,12100000,10000000000,10000000000,73700000,0.0309,3.43e-05,0.000126,0.0126,6.28318530717959e-07,6.28318530717959e-07,0.000143,8.92e-05,2.36e-05,54.4438747226331,96.659441748629,23.5807208306719,269.451893310017,53.7433830730038,3126122.06367024,200.442197403641,0.0626163072696572,-84.0800105220819,107.893183449315,762638.5,0.000147007322687721,0.000505909770273487,32.23067,2.78418830845001e-07,0.0014044340163865,0.00089809708780586,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
4,50,5,0.5,6,4.28,0.5,10,4.59,6.5,50,5,4.5,50,5,1,50,5,0.5,1,0.5,0.5,10,4.61,0.5,2,2.79,2.5,0.352,126,1,16,10,730,584,450,480,504,178,608,874,100000000,66700000000,3460000000,100000000,205000000,197000000,55300000000,3460000000,17700000000,0.521,0.00129,0.00227,0.46,0.378,0.628,6.28318530717959e-06,0.00227,0.000216,52.6244102436905,96.309331706928,22.9627294001643,1.97304891073214,52.3332092999057,31134213.2098794,175.842253170278,0.0455097966101176,-52.5907492,131.195793658712,7423232,0.00146942303975947,0.00124790038460537,32.69057,8.9643239866992e-08,2.42229999014465e-06,0.000631987823835001,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
2.6,50,5,0.5,4,4.14,0.5,50,5.03,0.5,50,5,2,1,4.64,1.11,50,5,0.5,50,5,1.46,50,4.87,0.5,5,4.03,3.47,0.827,201,26,60,891,1000,926,553,841,396,965,454,567,193000000,100000000000,1080000000,163000000,100000000,103000000,4720000000,2730000000,1980000000,0.0697,0.00219,0.0118,0.492,0.136,0.603,6.28318530717959e-06,0.00465,0.000461,79.5231854875401,67.5430005475787,29.4564794080064,0.0342664092765007,82.0713717590904,77046103.389473,109.58596169218,0.0270377705557025,353,136.568817748537,33600920,0.00518498671989774,0.000249600028105716,51.96331,9.58534013256114e-09,3.00841991952017e-06,0.000162124056158008,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
10,50,5,0.5,1,0.5,0.5,1,6.03,10,1,4.26,10,1,0.5,10,1,0.5,0.5,1,0.5,2.77,1,0.5,0.5,1,0.5,2.79,0.309,5.44,20,63,1000,10,10,402,285,10,737,10,939,13800000,3430000000,2420000000,11900000,10200000,45500000,10000000000,3710000000,10000000000,0.00615,1.52e-05,9.6e-05,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,5.65e-05,1.89e-05,67.7668930373017,91.5194154392565,40.6774436074454,0.00604226220784116,69.9183341808994,2124976.56573403,154.024059808849,0.0633731906149764,-25.7968139,84.398812422043,944483.9,0.000105540276271881,0.000282022554425297,35.7724,3.00364407619381e-07,7.35436065250061e-07,0.000171593096931044,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
10,50,5,0.5,1,0.5,0.5,1,2.4,10,1,0.5,10,1,0.5,10,1,0.5,0.5,1,0.5,0.5,1,2.67,8.43,2,3.6,2.79,0.565,4.23,18,47,518,10,257,33,724,250,73,546,43,37200000,10000000000,3080000000,12700000,10100000,17200000,10000000000,3370000000,10000000,0.0254,1.52e-05,0.000137,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,7.12e-05,6.28318530717959e-07,54.7338132464209,119.554144273241,40.9720493599149,0.342054537472312,53.8514913378497,1672703.7928181,154.460422115181,0.0721280391817021,-42.2485074,111.058634108541,573247.4,6.35962818728141e-05,0.000339822063282968,47.85115,3.96325083658105e-07,9.93372665002989e-06,0.000517061769947924,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
10,50,5,0.5,1,0.5,0.5,1,7.47,10,1,0.5,10,1,0.523,3.96,1,0.5,0.5,1,0.5,1.12,1,2.5,0.5,1,0.617,1.83,0.229,6.01,27,61,1000,10,257,406,1000,10,399,10,478,10000000,10000000000,6940000000,10100000,10100000,51500000,10000000000,1220000000,6420000000,0.00518,1.16e-05,4e-05,6.28318530717959e-07,6.28318530717959e-07,0.0311,6.28318530717959e-07,4.2e-05,6.14e-05,58.9420445894505,104.320080611376,52.7633735189757,0.233731062967457,57.1426414470525,3096218.16163727,149.417110800604,0.0616555029080463,358,150.336447082285,1566016,0.000134909011132401,0.000437966882943208,47.42794,1.83568274534114e-07,1.42238304613151e-05,0.000356923634196926,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
10,50,5,0.5,1,3.74,0.5,1,3.43,10,1,0.5,10,1,0.5,10,1,0.5,0.5,1,0.5,1.5,1,2.59,0.5,1,0.5,2.79,0.0973,3.99,14,12,1000,32,81,723,458,10,451,10,300,10000000,8950000000,4790000000,11800000,10000000,17200000,10000000000,3710000000,6470000000,0.00615,1.51e-05,9.79e-05,0.042,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.000139,2.15e-05,89.0597954150971,129.246152763,81.8296307760286,0.000120460094922321,87.2671466948694,1369754.94891961,152.422077469112,0.0910335171145308,-51.823062225,120.487521020921,867233.1,4.81728757539306e-05,0.000498293161684386,52.14096,5.10444042084754e-07,3.80854177994827e-07,4.30401690019178e-05,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
4,50,5,0.5,6,4.3,0.5,24,5,1.5,50,5,4,50,5,2,50,5,0.5,50,5,1,11,4.79,0.5,1,4.38,2.95,0.222,300,1,0,453,212,137,563,699,977,946,870,72,112000000,75600000000,3200000000,117000000,188000000,172000000,58400000000,3200000000,23700000000,0.58,0.00197,0.00839,0.411,0.418,0.602,0.186,0.00839,0.000223,41.8348582296921,7.72229734157081,9.02903697028909,186.840739875056,41.2933922335539,7981310.14754867,149.446179259546,0.079959037720951,-6.6143979,124.056688825489,9331879,0.00469791318362756,0.000503033245535347,59.26243,1.08997965206791e-08,1.41732830004493e-05,0.00313056035846815,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
4,50,5,0.5,6,4.25,0.5,50,4.97,0.802,50,5,4,50,5,1.4,50,5,0.5,50,5,0.5,50,4.94,0.5,3,3.85,3.76,0.393,300,14,0,75,24,180,250,175,699,506,1000,421,109000000,100000000000,2390000000,281000000,100000000,190000000,61400000000,3640000000,57400000000,0.613,0.00119,0.00648,0.512,0.251,0.628,0.51,0.00648,0.000297,50.0358572394056,13.2688671521515,12.494145932273,6.06382308179334,49.7512219510957,18131078.1558864,148.402045134156,0.101170222025844,605.5,133.307260274508,17072470,0.00621107971559594,0.000450806665724603,54.03663,0.000108059472394513,4.14645324778973e-06,0.000950601042936983,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
3.5,50,5,0.5,5,4.64,0.5,50,4.99,0.5,50,5,2,1,4.64,1.5,50,5,0.5,50,5,1,50,4.87,0.5,3,4.03,3.47,0.55,201,16,0,891,606,631,245,841,598,810,447,567,185000000,100000000000,2770000000,163000000,100000000,147000000,54300000000,3140000000,1980000000,0.0697,0.00107,0.00952,0.381,6.28318530717959e-06,0.628,0.341,0.00465,0.000423,57.8882295795332,24.5601337034728,20.9277315523963,0.631066026837233,57.761448723041,23493850.7023031,116.553335430609,0.0321569695045778,700.5,139.885153891511,20019150,0.0043481127486661,0.000328012390671622,58.09657,8.50509372893596e-09,5.83415339844073e-06,0.000296953643394993,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
2,50,5,0.5,7,4.37,0.5,50,4.96,1.5,50,5,4,50,5,2,50,5,0.5,50,5,0.5,50,4.97,0.5,2,2.55,2.95,0.222,300,11,0,1000,212,10,563,699,1000,897,870,72,103000000,24200000000,3080000000,117000000,188000000,172000000,58400000000,3080000000,23700000000,0.58,0.00197,0.0104,0.411,0.628,0.602,0.186,0.00839,0.000328,48.3441926427216,36.6995914137074,9.60221275947581,22.7099829510927,48.4080775239016,46423686.9447657,135.915241970869,0.0241999551317868,323,124.098457173371,12146460,0.00574983945900359,0.000781400631031269,68.48065,7.37348240950599e-09,5.24398429165074e-06,0.00113335995087405,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
2,50,5,0.5,7,4.36,0.5,50,5,2,50,5,4,50,5,1.39,50,5,0.5,1,0.5,1,50,4.94,0.5,2,2.55,2.95,0.262,263,13,0,1000,75,594,1000,699,689,946,292,153,101000000,15700000000,3200000000,117000000,188000000,152000000,53800000000,2150000000,23700000000,0.628,0.00196,0.00839,0.628,0.628,0.529,6.28318530717959e-06,0.00839,0.000328,49.4879619561364,40.9170817265559,9.99855346874007,7.23659403028096,49.5370415115269,43133007.132432,138.150200868475,0.0233074347701707,565.5,124.656166767516,10540040,0.00479162039559607,0.000454862771873579,66.35962,9.20015927853799e-09,4.33814674517974e-06,0.000928186181497148,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
3.5,50,5,0.5,4,4.68,0.5,50,4.99,0.5,50,5,2,1,4.64,1.5,50,5,0.5,50,5,1,50,4.87,0.5,4,4.03,3.47,0.801,201,23,0,891,606,631,85,841,396,465,454,567,185000000,100000000000,1080000000,163000000,100000000,159000000,54300000000,3450000000,1980000000,0.0697,0.00107,0.0118,0.492,6.28318530717959e-06,0.628,0.341,0.00465,0.000423,63.1467794522202,49.9472682079413,23.5299316631175,0.0480261402174871,63.1328524312015,53341799.5661326,117.72769003085,0.0280047421738724,676.5,140.994646795833,25129080,0.00485437410292747,0.000307419508052348,55.91184,9.09507099993696e-09,2.38974659490521e-06,8.53154993090133e-05,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
3.65,50,5,0.5,3,4.42,0.5,50,4.95,0.5,50,5,3.67,1,3.77,1.5,50,5,0.5,50,5,1.24,50,4.84,0.5,4,3.85,4.15,0.999967549135023,45.5,28,0,1000,1000,631,10,1000,902,1000,171,556,312000000,100000000000,2770000000,100000000,100000000,163000000,24700000000,3480000000,97900000000,6.28318530717959e-06,6.28318530717959e-06,0.018,0.26,0.128,0.585,0.45,0.00767,0.000423,97.1482065702667,53.5693367272075,39.1286499341358,3.42889118256979e-05,99.4184947086681,15674246.9536252,123.292440810489,0.0259095368860437,646.5,148.727700848118,11448940,0.00132998803820819,0.000187740715667061,58.83506,4.6143119999863e-08,1.26771696864481e-07,3.02520978590071e-05,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
3.88,50,5,0.5,4,4.64,0.5,50,5,0.5,50,5,3.45,1,4.64,1.5,50,5,0.5,50,5,1,50,4.79,0.5,5,4.06,4.3,0.918,129,24,0,891,1000,631,10,1000,356,304,10,988,232000000,84000000000,290000000,158000000,100000000,176000000,60100000000,3590000000,88600000000,6.28318530717959e-06,0.000334,0.0124,0.381,6.28318530717959e-06,0.628,0.341,0.00333,0.000514,69.4007986892376,48.2551241616009,29.2583901196172,0.00110878181568147,69.4148843971793,33180307.4102523,125.293806710468,0.0252350750589583,678.5,145.711969473136,20118120,0.00312546246140477,0.000225975942284466,54.4357,1.63047409058901e-08,5.41724550479072e-07,2.56194248180464e-05,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,1
10,50,5,0.5,1,0.5,0.5,1,5.64,10,1,0.5,10,1,0.5,10,1,0.5,0.5,1,0.5,1.5,1,1.53,0.5,1,0.5,2.79,0.309,6.16,15,0,1000,10,382,466,928,10,275,10,300,10000000,10000000000,8890000000,11800000,10100000,17200000,10000000000,3710000000,6420000000,6.28318530717959e-07,1.16e-05,9.79e-05,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,4.2e-05,2.6e-05,55.9414650060029,82.0846608543761,37.5802709501896,5.62433694417506,53.4939157696013,2308525.97944268,153.169598811252,0.0528312073642638,-0.699979499999998,135.655653403277,1056897,0.000127835088764921,0.000370967039742933,55.27824,2.57322759144303e-07,0.00013390738119466,0.000600219335008978,"Leung_DFCFC1_Pin_3",40,2.5,1.2,10,0
