Element,X,Y,Factor
CAPACITOR_0,2689,526,1
CURRENT_0,258,691,1
MOSFET_0,258,217,4
MOSFET_0,508,217,4
MOSFET_0,1143,225,4
MOSFET_0,1624,214,8
MOSFET_0,2728,216,32
MOSFET_0,886,325,1
MOSFET_17,1136,617,1
MOSFET_17,574,532,4
MOSFET_17,821,533,4
MOSFET_17,574,700,4
MOSFET_17,821,702,4
MOSFET_17,2175,721,12
MOSFET_17,2402,717,12
MOSFET_17,2172,544,8
MOSFET_17,2409,539,8
MOSFET_5,2161,225,1
MOSFET_5,2405,223,1
MOSFET_68,2725,700,1
MOSFET_8,1528,430,1
MOSFET_8,1762,436,1
