CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
11.7,0.5,5,2,0.95,1,2.66,0.5,2,0.738,0.713,6,1.41,15,42,1000,1000,1000,12,1000000000,1000000000,1000000000,1000000000,0.0628,6.28318530717959e-07,5.46e-05,0.000152,8.52101932958544,56.5105995617496,102.173951330496,7877514.30622669,1.40693237125658,38663580.1779034,8.43972511400697,0.104820131058001,-109.515777917571,27.1459253926969,69905660,8.4467012214745e-05,0.000537488088677127,71.38166,2.53488690516598e-09,1.87110433320792e-05,0.032846585376467,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
12.4,0.357,30,5.18,0.95,1,2.23,0.5,2,1.56,0.229,4,2.11,21,56,830,940,1000,10,1000000000,1000000000,1000000000,1000000000,6.28318530717959e-07,6.28318530717959e-07,7.46e-05,0.000156,29.3262616165388,58.9533543558678,186.795962272926,119.123345257678,21.987119889223,47444778.9154099,21.578633413634,0.156509834423132,280,27.8219852115116,150330600,9.93561804415045e-05,0.00051432290322674,64.90213,3.58486557769394e-09,1.05353820057547e-05,0.00349241510069653,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
12.8,0.5,1,2.94,0.124,1,2.81,0.5,2,1.57,0.5,5,1.3,16,33,1000,1000,891,390,1000000000,1000000000,1000000000,1000000000,0.0278,0.0333,3.4e-05,8.2e-05,15.9624482612764,65.3438221351618,93.8592354484402,244532.570976433,9.78376658155462,48833953.8578107,4.88252803371368,0.12232397986699,-29.5568262,16.3834530500941,70144620,9.22640120415933e-05,0.000648269255642034,88.39084,2.30312555639495e-09,5.91400597999855e-05,0.0151616483950481,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
10.7,0.5,30,0.12,0.95,1,0.625,0.508,2,1.26,0.317,4,1.74,20,39,869,576,1000,10,1000000000,1000000000,1000000000,1000000000,0.00124,6.28318530717959e-07,5.23e-05,0.000108,14.4041524270961,72.0524672146103,159.00039924532,173173.860298591,6.96703660385986,44317884.0003679,5.05264386237542,0.241273472074428,-2.1803364,17.7260234698674,97797640,7.59355496801043e-05,0.000440487969001309,76.05737,3.28603959045809e-09,3.97636701195292e-05,0.01629802966593,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
11.5,0.5,30,1.99,0.95,1,1.3,0.5,2,1.56,0.5,4,1.7,12,0,830,940,1000,10,1000000000,1000000000,1000000000,1000000000,0.00124,6.28318530717959e-07,5.43e-05,0.000118,18.23968933814,53.7886772947579,125.342659868542,7867.26707954803,11.4531995727695,37431722.0516194,16.0425995399748,0.205952001276155,-12.6458838,22.7941822364833,87226380,8.59139968800964e-05,0.000518439897479983,74.13222,3.63938289815497e-09,2.08257310811583e-05,0.00718425563037561,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
9.03,0.5,30,0.817,0.95,5,0.12,0.447,2,1.51,0.5,5,1.68,13,0,878,1000,1000,362,1000000000,1000000000,1000000000,1000000000,0.0536,6.28318530717959e-07,4.85e-05,0.000137,23.8283136166929,77.7602725358406,165.516098090914,2811.04163201804,16.2367917832187,42522806.5284456,10.6362530996587,0.193233183300768,-9.3934863,20.12529787592,90511630,6.75117129845835e-05,0.00048341559527716,78.32533,3.43682431445103e-09,3.0658232484512e-05,0.00648192880052623,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
9.83,0.5,30,1.98,0.95,1,1.29,0.562,4,1.69,0.174,3,1.8,19,0,1000,1000,107,10,1000000000,1000000000,1000000000,1000000000,0.04,6.28318530717959e-07,8.86e-05,2.03e-05,40.2864149517812,108.263183342278,213.602909342178,91.0231118460053,29.3375032822956,65066706.126915,15.9892445099823,0.130787145379587,524.5,26.5906422716522,128376400,7.41981385947133e-05,0.00052597116752174,66.44889,3.63531056957315e-09,1.79040744387515e-05,0.0058313437627448,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
9.83,0.5,30,1.98,0.95,1,1.29,0.562,4,1.7,0.174,3,1.8,18,0,1000,1000,107,10,1000000000,1000000000,1000000000,1000000000,0.04,6.28318530717959e-07,8.86e-05,2.03e-05,40.3583852992012,108.236772343451,213.513039366356,90.8844656215733,29.3643436634586,65050991.3006538,15.9906503932767,0.130418783328996,516.5,26.5876727992854,128322700,7.41983191705323e-05,0.000526128152580218,66.43665,3.63735350117513e-09,1.79114969519201e-05,0.00584726415266623,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
7.49,0.5,5,2,0.95,1,2.66,0.5,2,0.738,0.31,7,1.41,20,0,1000,1000,1000,224,1000000000,1000000000,1000000000,1000000000,0.0628,6.28318530717959e-07,5.46e-05,0.000152,30.9193316120957,124.137554777576,234.161516106973,21.8683427770817,24.1785440814359,55444373.5931278,8.07987623667591,0.136461100454734,695,32.4442389991332,104585100,5.51403191925107e-05,0.000511808039303654,62.9505,4.187278924382e-09,6.75820759328039e-06,0.00275929755000159,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
7.49,0.5,30,0.12,0.95,1,2.66,0.5,3,1.57,0.086,7,1.65,23,0,816,1000,1000,224,1000000000,1000000000,1000000000,1000000000,0.0628,6.28318530717959e-07,9.82e-05,0.000143,56.4357755181497,100.930540942138,270.640202464424,11.9396523189827,34.3085882402387,44941504.9549796,6.22780860335319,0.0582633909730472,732,32.2861091152841,120508400,5.49718043049028e-05,0.000536569652369374,56.75886,3.47484161173604e-09,1.4416542156982e-05,0.00481813803881753,"Cascode_Null_Pin_1",40,0.9,0.3,0.1,0
