CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,VDS0,VDS17,VDS5,VDS8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,gmid_offset0,gmid_offset17,gmid_offset5,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.15,4.01,1,8.62,12.8,8,1.88,18.6,19,2.34,11.8,10,8.62,0,7,0.338,0.229,0.328,0.274,3730000,221000,177000,199000,2.83e-06,3.08e-06,3.05e-06,3.33e-06,-8,-8,-2,1,81.2993719926469,1863782.07272548,8.98709548614633,229.170934896731,56.1282702688062,34585367970.834,72.8858395026085,0.0447330398787673,1.41709051987958,55.8881992869734,166769.5,1.09156185147442e-06,0.000141522035432765,48.9158,1.0000000000276e-12,3.04111639100435e-06,0.00108688645588684,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.7,1,0.22,5.71,1,0.22,7.59,1,0.22,0.18,20,0.22,68,5,0.751338804059406,0.345459707344854,0.681335079918299,0.162128197295468,4582579.326756,8805803.29354157,7715012.12782315,91160632.4215564,4.80108624095707e-07,1.51203384701057e-06,5.70010202895576e-07,2.63275298921466e-06,15,8,-15,9,110.275443723509,109.020309098721,194.851193132112,4968.70542486886,59.3032613581433,1465353.78749724,5.70517309115157,0.00274294940772195,398.700000000001,58.8776625906047,2619016,7.90653432650152e-07,0.000377208558359603,55.08998,2.43152141111806e-07,1.3915520610247e-06,0.000403435272897323,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.7,1,0.22,5.71,1,0.22,7.59,1,0.22,0.18,20,0.22,66,3,0.751338804059406,0.345459707344854,0.681335079918299,0.162128197295468,4582579.326756,8805803.29354157,7715012.12782315,91160632.4215564,4.80108624095707e-07,1.51203384701057e-06,5.70010202895576e-07,2.63275298921466e-06,15,8,-7,9,110.275443723509,109.020306807425,194.851193132112,4968.70542486886,59.3032613581433,1465353.75669968,5.70517309115157,0.00288708061273087,387.400000000001,58.8776625906047,2619016,7.90653432650152e-07,0.000377208558359603,55.08998,2.43342839828173e-07,1.3915520610247e-06,0.000403435272897323,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
2.95,4.42,20,0.22,2.95,2,0.22,14.5,18,0.22,0.18,3,8.27,28,5,0.629749827608342,0.530489375646245,0.949772456290507,0.272891223148774,19432991.5091342,91890952.985913,3458725.17300845,399147147.926812,1.66898720938106e-05,2.13714294756249e-05,8.93132373528774e-06,6.24874279078928e-05,15,-12,-7,-13,98.8270010542168,51.3690224342943,78.8227283323974,2009.97957247614,59.6085359580872,18222552.7503669,16.9835685296112,0.00407384844169564,383.000000000001,58.9700197904567,27961430,2.086695087569e-05,0.000345493997945748,65.59122,1.3809789559204e-08,1.65915447795706e-06,0.000172807440430356,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
1.73,4.84,16,0.22,4.41,2,0.22,18.9,20,0.22,0.18,14,1.74,26,6,0.592549071800959,0.509796840790845,0.835937264493788,0.249717726990595,14495771.1775024,38598151.6207249,1724266.00086194,239255841.166731,1.07430735554904e-05,1.31860736487449e-05,6.39285850598384e-06,3.69164950568225e-05,-12,-5,-3,15,105.942380604497,49.8613429113949,81.4228013137669,2076.28143350106,60.5481683045792,10378420.4640336,18.0268355514771,0.00427298255995105,377.900000000001,59.8704439813701,16947800,1.22438603889712e-05,0.000345803539858243,61.00828,2.66602119388868e-08,7.32206488914811e-07,0.000237789028046387,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.6,1,0.22,5.74,1,0.22,7.59,1,0.22,0.18,20,0.22,75,21,0.749147609231991,0.345775210533057,0.681340494112394,0.162132526219726,4647991.81591443,8740705.80845845,7715116.99952735,91161853.8612209,4.82340536246557e-07,1.51013310100272e-06,5.70018563310653e-07,2.63281977634706e-06,-6,8,15,-2,110.245950877939,108.958586378887,194.819099048874,4967.88702574629,59.3112814226436,1464561.85010211,5.69378608660354,0.0027580065103568,364.750000000001,58.8866424708358,2618652,7.90673777330902e-07,0.000377272159572307,54.98313,2.43218234159074e-07,1.27344111865213e-06,0.000403108388808082,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
5.09,1.1,7,0.22,3.48,8,0.22,16.5,20,1.48,0.18,14,6.57,25,13,0.675063963491784,0.45552427984496,0.701119451342287,0.237136855696764,326510897.25532,46654579.0084575,1398139.92601547,194308581.237816,2.60172563286046e-05,4.80198838260867e-05,2.79820479393904e-05,0.000111677408984485,-9,-4,-12,9,91.7833422585575,28.754763528088,41.4873734629368,1057.92802330489,59.5916140957734,17915324.090922,32.6548373139417,0.00394649933540431,360.250000000001,58.6727822504986,25848230,3.66493222089704e-05,0.000302692265278773,52.7536,1.33708437001741e-08,1.28648044996849e-06,0.000381553327599926,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.5,1,0.22,5.74,1,0.22,7.59,1,0.22,0.18,20,0.22,77,23,0.746945796912045,0.345778214525691,0.68135067839862,0.162133876979602,4714942.05846791,8740910.2056007,7715314.26617805,91164673.8162449,4.84600195304674e-07,1.51018108478798e-06,5.70034289472717e-07,2.63290161618004e-06,-6,8,12,-2,110.169600440558,108.961406934403,194.822595884369,4967.97619505141,59.3116023793046,1464648.41885937,5.67830960762092,0.00280035730159463,358.100000000001,58.8867412077875,2618786,7.90700044801513e-07,0.000377295058717284,54.98061,2.43201399579987e-07,1.2869164119228e-06,0.000403110297032216,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.2,1,0.22,5.78,1,0.22,7.4,1,0.22,0.18,20,0.22,80,23,0.740274912459671,0.346202475643605,0.67638611366104,0.162146630922779,4925538.40238723,8655712.63912648,8010365.75579951,91180405.2011124,4.91551462587247e-07,1.50774417798057e-06,5.76683212055756e-07,2.63340187795097e-06,15,8,-15,15,110.022545799699,109.355659360941,195.961855677536,4997.02731977715,59.2607186624096,1470089.76652163,5.62967139360727,0.00274364144600497,356.800000000001,58.8381159131406,2634354,7.90776345040319e-07,0.000377732528046742,54.99655,2.43210628363957e-07,1.32426005976682e-06,0.000410064015203826,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
0.112,10.7,1,0.22,5.78,1,0.22,7.4,1,0.22,0.18,20,0.22,78,24,0.751338804059406,0.346187240188704,0.676335090469207,0.162139819768432,4582579.326756,8654688.84827752,8009324.59456966,91166185.0786046,4.80108624095707e-07,1.50750187960064e-06,5.76602200424541e-07,2.63298917522758e-06,15,8,-7,9,109.881217214961,109.342104364312,195.996904201092,4997.92105712783,59.2639101268922,1469660.31302172,5.70729357927205,0.00270414333814723,354.200000000001,58.8401312802381,2634382,7.90643340467418e-07,0.000377586909802095,54.99909,2.43259309746016e-07,1.30528706681232e-06,0.000410053186912895,"Cascode_Null_Pin_1",180,1.8,0.8,0.1,0
