RESISTOR_0,MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.01520418,0.1,20,2,0.4,20,2,0.6,1,0.6078053,0.8,1,0.2695201,3.1,20,2,0.4,20,2,0.4,20,1.99,0.4,10,1.94,0.4019709,75.8653,7,35,78.4297,143.2009,95.21693,172.1591,153.1411,263.3557,33.70031,145.9302,697368700,41237070000,377014600000,1254542000,138720400000,189352300000,187549100000,157570300000,2.013495e-05,0.1648742,0.2306337,3.03053e-05,0.2509682,0.1177064,0.01515082,0.0008400725,6.1311069260608,6.80757812107283,21.6746218579745,609744324321.228,10.0654743147934,21909489.641645,37.0125533974623,0.156949092054013,-113.208148499989,49.3346839765261,69757540,0.00585163107989482,0.000120040470837744,50.89628,4.97210647262002e-09,1.42388215050725,0.188788542587221,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.05,0.1,20,2,0.4,20,2,0.6,1,0.4776021,0.8,1,0.2809114,3.1,20,2,0.4,20,2,0.2,20,1.95,0.4,6,1.91,0.3226434,49.36694,6,15,16.09718,280.001,315.2157,470.6472,268.759,468.8837,22.91141,644.6381,1170301000,76388560000,640073500000,1246687000,270907500000,368356700000,364080800000,354450500000,2.925003e-05,0.1916267,0.4493374,3.189606e-05,0.2993041,0.4485113,0.01379851,0.0005078977,7.16086555619626,16.6951105877277,49.7476905554524,119900704373.543,13.5404890171326,31420898.304442,35.6631217999771,0.153833265499097,-82.671623499744,45.4698870115916,93627240,0.00342189443477368,0.000135861145888632,54.92636,5.07986506055489e-09,1.47889966487302,0.131198761001592,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.05507721,0.1,20,2,0.4,20,2,0.5,2,1.13,0.8,1,1.639973,3.1,20,2,0.4,20,2,0.2,20,1.93,0.4,8,1.84,0.4277051,71.97491,10,35,121.6886,374.4263,252.9192,377.9691,151.6888,380.8817,24.78858,520.4622,1175703000,62710420000,512541800000,1277429000,216729800000,295180400000,291845800000,244994900000,0.0001303726,0.1539067,0.3599605,0.0001569025,0.334224,0.3589882,0.009772693,0.0007354874,12.222352583457,32.5210894908577,62.5126468223056,17036541740.4039,15.3170982282398,57780677.7060223,37.4416624731061,0.0989765535812236,-47.3038364163256,38.2197624178531,111067100,0.00323038924255125,0.000155914134919802,49.14069,3.17714773078808e-09,1.27067430179672,0.0574510716872214,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.04,0.1,20,2,0.4,20,2,0.5,1,0.8929643,0.8,1,0.743133,3.1,20,2,0.4,20,2,0.2,20,1.95,0.4,8,1.78,0.4277051,71.97491,10,43,150.6957,280.0028,315.2388,470.8886,150.9753,468.9066,23.13003,645.814,972826800,76574110000,640129200000,1257253000,270909000000,368378200000,363806900000,305236900000,5.502459e-05,0.1916996,0.4494045,7.998513e-05,0.4177633,0.4485211,0.008102741,0.0005404207,12.1117719670484,26.8805845120085,81.6811842600505,5207122296.47503,18.1798931671613,42378924.1327046,37.2987969765782,0.103405667543683,-52.9094660044878,43.4422464344236,128775500,0.00286647744946797,0.000133766894695091,56.10792,3.60960433093891e-09,0.875296277949041,0.064438394232733,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.0231374,1.9,20,2,0.1,20,2,0.3,2,2.772913,0.7,2,1.25,3.1,20,2,0.1,20,2,0.1519821,20,2,1.1,11,1.96,0.4773735,77.57137,14,32,27.05267,94.90018,46.35746,60.21679,152.3332,30.69522,72.12521,105.6782,2333877000,39669680000,177639700000,1589400000,157344800000,74928040000,45771340000,462669700,0.0005117811,0.05268909,0.03056124,0.0002228322,0.09609403,0.1293995,0.02153911,0.0009220868,19.6142669984052,42.3107563698415,59.9784424627494,745031069.452063,28.7758726954033,73507571.8090557,39.0810784766746,0.0920047301375089,293.5,40.3346513952737,104202100,0.00315877431718955,0.000156830573435604,60.10792,2.341169425894e-09,1.19940123999226,0.0265348463514683,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.04,2.8,20,2,0.4,20,2,0.6,2,1.45,0.8,1,1.639973,3.1,20,2,0.4,20,2,0.2,20,1.93,0.4,8,1.84,0.3079019,66.68393,6,23,121.6994,227.3202,256.5623,205.1621,155.9677,508.0544,24.86401,450.3732,777191300,118972100,512521100000,1267599000,216735000000,295156100000,291860700000,244941300000,0.000130073,0.1536462,0.3599175,0.0001532509,0.3342619,0.3589773,0.009843879,0.0007133113,14.1602424361018,69.8643010621826,129.222740893434,2149209748.72683,21.5123464559605,91491909.0132018,37.2050670997917,0.0999340205483787,-109.523311743169,42.9493834712438,169225700,0.00238102897974303,0.000204225373563627,17.57935,2.31517173946806e-09,0.93385003390853,0.0421552089711087,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.08194091,2.912026,20,0.4553758,0.5613185,20,2.006978,0.8881818,12,0.5800923,0.3179991,1,1.067553,2.958205,20,2,0.3966885,20,2,0.06,7,1.904906,0.5633138,19,2.024402,0.4567218,59.26046,29,41,26.49187,140.5538,31.20081,108.0615,210.2977,249.2075,17.34387,136.3741,482987600,47405580000,278933400000,3017237000,90013910,167672200000,89275640000,24840880000,0.0005625623,0.04888485,0.4804644,0.0005322213,0.3317705,0.02586425,0.007389615,0.00121887,30.7045474822039,85.0898868676347,154.417729288883,5202001.17143195,50.7050836831687,81888896.6233273,38.2792691052035,0.0678252087020459,487.5,43.5417220150245,148608700,0.00174978376905254,0.000155921660116065,57.21188,3.17386257300707e-09,0.453850510183946,0.0094138766694262,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.06267387,3.028514,18,0.7374115,0.06,20,1.994214,0.1548844,6,0.3279077,0.3794086,2,1.441181,3,20,2,0.241473,20,2,0.2495159,16,2.163227,0.3283806,10,1.98,0.421313,90.03141,39,50,70.30666,132.5186,90.90644,16.78743,299.9648,96.89234,26.41649,90.54748,2776156000,105075000,66625720000,2741623000,2491834000,9097192000,820131800,18240470000,0.000738081,0.06542808,7.120539e-05,0.0006540115,0.02915828,0.00036679,0.01412429,0.001209348,44.6459320004046,80.0178232431988,152.336946091565,166659.186780826,62.072827198328,99844117.0572728,37.1026273298495,0.0682403721414906,462.5,59.8510968649125,190082000,0.00226867903834638,0.0001707564629903,52.56366,1.96500880625494e-09,0.512291820307578,0.00127409902510289,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.04,3.1,20,2,0.4,20,2,0.5,20,2,0.6,2,1.62,3.1,20,2,0.1,20,2,0.4,17,1.96,0.4,12,1.93,0.473026,63.40044,10,36,323.0156,335.8972,147.5231,175.2496,339.8111,28.03715,28.92558,414.6612,847474300,281982900000,216657300000,1761767000,209774600000,198964700000,401615100000,48003820000,0.5840835,0.231483,0.1617418,0.0002656489,0.302595,0.09947227,0.005870154,0.001011147,28.8417753480759,91.7792579069601,94.7208021466001,63444738.8434319,41.960257831352,99106903.2095599,41.5153623855074,0.0821350360500451,-49.163497625,40.5161085240534,102283300,0.00196334524359084,0.000312965722408359,34.0204,2.96186478984399e-09,0.820171699709265,0.012244342518628,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.08238342,0.1,20,2,0.1,20,2,0.6,1,0.6541658,0.9,1,0.768814,3.1,20,2,0.3,20,2,0.2,20,1.98,0.4,7,1.84,0.1510129,62.08027,9,53,16.16704,75.20198,67.21276,372.4701,404.2016,36.89427,23.05726,327.1643,1227174000,61811680000,37059450000,1010712000,98456710000,348113500000,332440400000,64433430000,4.383808e-05,0.113309,0.4932539,7.248276e-05,0.2427115,0.4908427,0.01416953,0.000565976,20.1695333457623,120.522086963134,120.653637735395,395547244.288979,27.8333952795404,183780701.969548,32.7707261018123,0.120402887899052,-86.3690055309788,53.3071162480297,183981300,0.00277249373350078,0.000219372816699303,27.62657,1.4932034418159e-09,0.941457316867388,0.0335649210347775,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.04,0.1,20,1.99,0.4,20,2,0.6,4,1.5,0.8,2,1.86,3.1,20,2,0.4,20,2,0.1,9,1.81,0.4,11,1.85,0.4019709,57.47019,7,42,98.34202,182.6582,213.5829,215.2979,155.5039,307.5526,23.10437,178.0726,738797800,52901390000,410054600000,1001147000,173383400000,383418400000,67474760000,196668600000,0.0002090166,0.1238375,0.2879572,0.0002325258,0.1106471,0.2873078,0.00939339,0.0009251517,41.9231107841678,92.0058166179737,152.534068976282,7403369.18733673,44.6524591978957,89758982.0921552,37.4343065930171,0.0727540913547219,-138.197043875,45.715825398937,148809100,0.00177378078101404,0.000337664711852161,17.60341,3.06869154220596e-09,0.910435282273498,0.0048517715013876,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.012467,0.9576089,19,0.12,0.6596542,20,2.006215,0.201696,15,0.1684933,0.5141084,1,1.038796,2.983025,20,2,0.1415479,20,2,0.1104472,6,1.820029,0.2275505,6,1.977621,0.3226434,44.40224,34,53,79.01746,76.51056,61.7589,139.3769,270.7051,28.70965,21.04206,21.06594,1497253000,91307510000,44508910000,1251177000,87044170,131617600000,123595300000,1794670000,0.0002377749,0.1781919,0.110183,0.0003151516,0.2378881,0.02979989,0.01235429,0.000806432,29.8047431139387,96.8216141768956,230.30865762963,3260609.87632766,54.1219700644223,74012569.9837869,35.1098858818689,0.0827207991885189,439,45.4340912304655,176053000,0.00138985814485153,0.000174961697960522,50.29945,2.905094848027e-09,0.394286192338398,0.0096947623398678,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.012467,0.8947615,20,0.12,0.6974066,20,2.006215,0.4838799,15,0.2739084,0.3687554,1,0.8644371,2.927626,20,2,0.1415479,20,2,0.1104472,6,1.939281,0.4,10,1.961267,0.3226434,49.36694,23,3,75.85551,80.67944,25.28,177.7283,298.2157,19.89643,21.84445,21.71044,1035756000,77972410000,82113260,2099925000,87441790,176125800000,151286500000,599291500,0.0001693866,0.1549479,0.2161953,0.0003584271,0.2961153,0.04915403,0.01085379,0.0007169039,31.349240251556,127.020986242099,230.884463994278,2627280.57415239,53.1875488927777,105087863.458451,35.1313931267093,0.0773935722479647,611.5,45.924130523862,191016900,0.00150423050792219,0.000169902569588902,50.44604,2.68217630521702e-09,0.415758866421425,0.0080149785026859,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.02,0.1,1,0.12,0.1,20,2,0.6,1,0.6541658,0.9,1,0.768814,3.1,20,2,0.3,20,2,0.2,20,1.98,0.4,7,1.84,0.3608187,69.65183,3,0,16.11726,76.21992,67.21765,372.4107,403.6841,36.97442,22.79197,328.3455,1199443000,41994580000,37086450000,1011818000,98461660000,347688500000,332886700000,64299150000,4.15161e-05,3.074354e-05,0.4932615,7.312484e-05,0.4698295,0.4908809,0.01296123,0.0004907562,28.8171949802828,17.5160057746775,63.1354317456064,28169585.4871093,46.567639580721,29215282.6693802,36.0291422093283,0.0828294252907015,591.5,56.1313047880065,105304800,0.00303258039794108,0.000138013221548759,52.39855,3.379951169838e-09,1.36996280973816,0.0114420771668516,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.05,3.1,20,2,0.4,20,2,0.6,1,0.3318297,0.8,1,0.3088568,3.1,20,2,0.4,20,2,0.2,10,1.83,0.4,9,1.91,0.3226434,49.36694,1,0,16.0451,349.6145,393.6146,588.2727,218.0633,578.7684,21.05944,802.7905,1253842000,95337180000,800039300000,1171588000,338629800000,459850200000,453315500000,380721500000,1.808676e-05,0.2394744,0.5616077,3.324352e-05,0.5221654,0.5604236,0.008848311,0.0004207919,18.5488997985657,11.9384645187605,91.0610377168262,898695360.84336,27.0240012354603,20441352.447646,37.2755555725196,0.104874349726836,-50.8886715755653,57.2124131051469,155917100,0.00311313865371484,0.000147007270596153,42.67827,6.2981583705309e-09,1.53246008943122,0.05263917335899,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.05,0.1,20,2,0.4,20,2,0.5,1,0.398124,0.8,1,0.743133,3.1,20,2,0.4,20,2,0.2,20,1.95,0.4,6,1.91,0.3226434,49.36694,7,0,16.18392,280.0022,315.228,471.0028,208.9217,468.8017,23.00802,646.8782,1726150000,76472420000,602351600000,1218056000,270913600000,368287400000,364280300000,236951600000,3.403143e-05,0.1916588,0.4493802,7.256154e-05,0.3053427,0.4484805,0.01491344,0.0004911754,23.988861259412,24.0443130091228,86.518188153974,98895799.7422222,33.0358504662875,30697354.7381874,35.6895881651778,0.105467911880332,568,56.1532978222585,110457700,0.00232127123906902,0.000156257250637615,46.67913,4.42349416501007e-09,1.15271328291582,0.019691973927908,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.03,1.087149,20,2,0.4,20,2.008486,0.4,9,0.2281329,0.6172572,2,1.115471,3,20,2,0.2,20,2,0.1,1,1.899311,0.639703,10,1.98,0.4757052,62.3883,19,0,152.7499,125.4947,89.80555,56.1508,184.6058,148.6356,110.8069,66.36739,1419447000,79900710000,199943300000,1746962000,89445900,14107960000,53318820000,49656600000,0.0005180124,0.2278192,0.0283165,0.0003933122,0.1657078,0.005599511,0.006057318,0.0009596423,42.1672440692293,69.2107133217635,118.948960940877,376440.23740279,50.039195159875,80742290.0297065,38.1420049801525,0.0610651707483261,702.5,56.8728515724601,138767700,0.00212111906733105,0.000166381303118074,45.75142,2.38242285484698e-09,0.832618595482524,0.000869291883564383,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
0.03,3.146274,18,2,0.2904882,20,2.008486,0.1796688,10,0.2281329,0.5385303,2,1.441181,3,20,2,0.2,20,2,0.2225166,10,1.918822,0.639703,10,1.98,0.4757052,62.3883,22,0,99.0558,116.2906,70.90906,16.83312,230.7228,104.1987,97.59008,52.04359,3186913000,2109838000,122349200,1482047000,89753140,14566680000,1015069000,32335880000,0.0008033506,0.1463251,2.493218e-05,0.0004627926,0.1061621,0.003814423,0.007096235,0.001038314,41.0945486650369,77.365741356366,147.196448748945,332582.254154102,60.2372433017005,76100870.9763072,39.0154868916231,0.0643152453769032,728.5,57.6495458468374,144789900,0.00178845594356263,0.000172720079956014,52.05223,2.49371645736693e-09,0.521510821873563,0.00202364432888458,"R2R_SMCNR_PNin_2",65,1.2,0.4,2,0
