CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,VDS0,VDS17,VDS5,VDS8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,gmid_offset0,gmid_offset17,gmid_offset5,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
16,10,2,9,10,1,2,7,2,10,2,10,6,5,35,0.840940131088465,5.1233912608691,0.471742554756095,0.15561381493399,16929693.8812263,3920586.51169136,20209752.3860167,130310409.673277,3.71512690461168e-05,1.39996653322539e-06,3.42059267615329e-05,0.000171584538205265,12,-2,1,10,86.2714398358567,14.219739381158,10.5284845594759,71.0672707764626,44.9994489865549,6141616.88831279,45.8257569495584,0.258524751427752,-42.726729375,56.7115540732589,4547335,9.59795194816896e-05,0.000113209207090917,73.98512,0.258524751427752,8.75205028643133e-06,0.00876080530529011,"Cascode_Null_Pin_1",180,5,2,1,0
21,10,5,10,10,1,2,7,2,10,2,10,3,5,39,0.579987265291984,5.25025292092171,0.518641286017969,0.276127492290948,12006436.9685808,4852681.10131684,22268272.4000583,207584984.102029,7.23020953448883e-05,1.73218056776901e-06,3.78238867934626e-05,0.000145174890419099,13,-2,4,10,84.6255216825697,14.4414460953739,7.68712838941726,51.8881166285665,44.9055128492629,8070089.84095195,67.3795221116921,0.255420966538795,-47.9660283305731,53.9320373224813,4295679,0.000124181005568673,0.000126694663491887,75.70856,0.255420966538795,1.28229571831961e-05,0.0102193607414729,"Cascode_Null_Pin_1",180,5,2,1,0
32,9,1,2,8,1,6,10,20,3,3,8,8,4,51,3.73601845141752,3.71073721253548,0.469677154842412,0.309872754527964,64120144.6524288,5489795.15960287,9666414.07345674,91616648.4768908,1.46148303746259e-05,4.67024781577446e-06,6.98191952250213e-05,0.000202562944867061,3,-1,10,1,61.8903212093358,9.54588964910049,4.91875575092238,33.201601318726,36.9642705005431,8296230.56768557,45.4312667664022,0.231319118675955,-88.3701762909256,53.7578174215099,4274838,0.000193130955897101,0.000149331111826198,70.26382,0.231319118675955,2.33734410131237e-05,0.017451482928994,"Cascode_Null_Pin_1",180,5,2,1,0
21,8,2,9,10,1,2,7,8,5,2,17,6,6,19,0.854525429307873,5.13568177055372,0.361017534135396,0.132154730622693,27007417.6663753,5040584.63984007,15221551.2098107,114030445.423939,4.77326464834831e-05,1.79951681828865e-06,5.10640795659167e-05,0.000249826830454388,-6,-2,6,10,87.2263020997466,15.4299555858235,10.8979853613022,73.5614011887899,47.449119106893,8607400.89870042,47.5394572960189,0.216105403988889,-23.7686625,57.5780843967042,6079300,0.000123963788789135,0.000103857857033692,67.45237,0.216105403988889,7.91070022944984e-06,0.00721553903902494,"Cascode_Null_Pin_1",180,5,2,1,0
21,8,2,9,9,5,2,7,2,7,2,8,9,7,38,0.854525429307873,5.12763963004703,0.624720447884766,0.163352473252834,27007417.6663753,5646909.39632583,26728026.9100285,136718866.878509,4.77326464834831e-05,1.816560579629e-06,3.19937273098858e-05,0.000217598735686367,2,-4,-1,15,88.3535273153576,15.2002684279652,10.6448445876013,71.8527009663087,48.5475858547794,8537260.80281056,47.6025209416476,0.00479530386004812,-25.01361225,57.6899825465544,5978698,0.000124811550288208,9.97247048109947e-05,73.44977,2.57856182362781e-07,7.55559715119425e-06,0.00648654263163806,"Cascode_Null_Pin_1",180,5,2,1,0
21,10,2,9,10,1,2,7,2,10,2,12,6,7,39,0.965229105699164,5.092180757615,0.513804549384376,0.163663414669128,19066267.2283974,5094329.17063191,22058591.5627382,135207920.325226,4.2009756001071e-05,1.81880400902738e-06,3.74550505079786e-05,0.000215319104676248,12,-2,1,10,87.1201353203128,15.1914235355363,10.7259419218184,72.4001079722744,48.3416506259607,8438819.14977216,46.3465209050259,0.242586999147246,-25.266668625,57.5675171445901,5958249,0.000123444201263105,0.000102138235686425,71.05473,0.242586999147246,7.55924725517998e-06,0.00669127661300317,"Cascode_Null_Pin_1",180,5,2,1,0
21,8,8,9,9,5,2,7,1,8,2,10,7,6,21,0.430167808987409,5.30372201268682,0.83792795273635,0.167031333394284,13946290.5247635,5375021.50894377,34858459.6803632,138409745.6326,9.63127146914523e-05,1.72867593084495e-06,2.4052172291942e-05,0.000214752184779869,-2,-4,-2,15,91.6041882772205,14.0794088197819,10.4871917619341,70.7885443930554,50.920644664832,7979488.93073906,75.0333259292163,0.00404345097262067,-25.4479005,57.9464375690062,5943604,0.0001259441916265,9.54323232743278e-05,75.72054,1.7892970694813e-07,6.70876440068913e-06,0.00540570875189195,"Cascode_Null_Pin_1",180,5,2,1,0
21,8,8,9,9,1,2,7,1,8,2,10,7,7,43,0.430167808987409,5.30372201268682,0.83792795273635,0.167031333394284,13946290.5247635,5375021.50894377,34858459.6803632,138409745.6326,9.63127146914523e-05,1.72867593084495e-06,2.4052172291942e-05,0.000214752184779869,-2,-4,-2,15,91.6041882772205,14.0794088197825,10.4871917619341,70.7885443930554,50.920644664832,7979488.9307394,71.596089278675,0.00404345097262067,-25.4479005,57.9464375690062,5943604,0.0001259441916265,9.54323232743278e-05,75.72054,1.78917977744692e-07,6.70876440068913e-06,0.00540570875189195,"Cascode_Null_Pin_1",180,5,2,1,0
21,7,1,9,9,17,2,7,2,8,2,10,7,5,12,1.13176293329436,5.00971934238015,0.582126564689668,0.166522820547408,44805908.2723516,5878117.60617886,24974990.4101818,138012920.723468,3.50700684355799e-05,1.89119720711094e-06,3.40827568674766e-05,0.000214075385150084,2,-4,0,15,88.4891540583087,15.3730934258667,10.5722553745941,71.3627237785098,47.967403463514,8616734.99314313,56.1248608016091,0.242791381627481,-25.667866125,57.5136429999137,5925829,0.000124557234216398,0.0001014326993941,72.95972,0.242791381627481,8.02282725839598e-06,0.00681716710583391,"Cascode_Null_Pin_1",180,5,2,1,0
21,8,2,9,10,7,2,7,1,10,2,10,6,7,51,0.854525429307873,5.13568177101765,0.72715391211974,0.182528304402382,27007417.6663753,5040584.63899569,30737502.581747,148077978.039748,4.77326464834831e-05,1.79951681798621e-06,2.6397136680124e-05,0.00019919175437165,1,-2,7,10,89.2314412157076,15.2220017144386,10.4751967154462,70.707577829262,50.3810429389458,8486870.21961227,50.1198563445667,0.00435504004024671,-26.72581725,57.779127423629,5840338,0.000123897710386206,9.72732947316594e-05,74.35541,1.60900124905735e-07,7.39733071046134e-06,0.00569986844898596,"Cascode_Null_Pin_1",180,5,2,1,0
