MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.42,1,0.5,0.822,2,2.75,0.5,1,0.611,1.5,1,0.5,1,1,0.5,1,1,0.5,1,50,5,1,50,5,0.5,50,5,0.5,50,4.87,0.5,1,2.01,2.5,26,2.18,1,1,1,10,9.07,0.5,11.5,15,5,466,19,392,804,389,536,381,10,10,489,15,522,10,963000000,140000000000,10300000000,1190000000,823000000,500000000,862000000,1070000000,1380000000,24300000000,14700000000,514000000,750000000,3.14159265358979e-07,0.000361,1.87e-06,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,0.00974,0.000264,3.14159265358979e-07,3.14159265358979e-07,33.9289947466997,0.447869162669276,0.103624789589782,30921.5956656257,36.9724191037799,65676791.0951278,31.5054201685996,0.0271309348577304,-69.4833989498084,59.6538531213283,15195830,0.00666558212748986,0.00101121858148306,47.96357,9.62187458038594e-09,0.00010308755299843,0.00388570178088199,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1.42,1,0.5,0.5,2,2.75,0.5,1,0.611,1.5,1,0.5,1,10,0.5,0.5,1,0.5,0.61,50,5,1,50,5,0.5,50,5,0.5,50,4.87,0.5,2,1.79,2.5,26,4.97,1,1,1,10,9.07,0.5,10.1,18,19,466,20,550,804,389,682,381,10,10,489,15,10,10,944000000,76600000000,9130000000,1190000000,823000000,500000000,862000000,1510000000,1380000000,24300000000,14700000000,514000000,945000000,3.14159265358979e-07,0.000361,0.000194,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,3.14159265358979e-07,0.000264,3.14159265358979e-07,3.14159265358979e-07,70.6266447427661,0.444496735710842,0.137328508667747,0.378301868756048,71.9215372391216,65615040.0882469,32.8588724700042,0.021352621188607,-73.801585,93.5886487886124,20271950,0.00670983965140578,0.00105455237631281,38.20907,1.2942329279743e-08,1.3905287951399e-06,0.000156490286062017,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1.42,1,0.5,0.5,2,2.75,0.5,1,0.611,0.5,1,0.5,1,1,0.5,1,1,0.5,0.5,50,5.52,0.5,50,5,0.5,50,5,0.5,31,4.87,0.5,1,1.79,2.5,26,4.97,1,1,1,10,9.07,0.5,10.1,18,29,466,22,392,804,389,682,381,10,10,489,10,522,10,1010000000,140000000000,10300000000,1880000000,823000000,500000000,862000000,1650000000,1380000000,24300000000,14700000000,514000000,750000000,3.14159265358979e-07,0.000361,4.88e-05,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,0.00974,0.000264,3.14159265358979e-07,3.14159265358979e-07,56.447884986575,0.719788288062537,0.173872793873237,21.5210388537462,61.0011592161022,130512405.728571,29.8042866044467,0.042655942533483,-98.803727825,75.9452815508722,31526710,0.00824184302100782,0.00138528001878201,25.02532,6.93364618761035e-09,1.140139853404e-05,0.000253930946437109,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1,1,0.5,1,11,6.85,0.5,1,1.07,0.98,1,0.5,0.5,1,0.5,1.67,1,0.5,1.98,50,10.2,1,22,5,1.5,50,5,1.5,50,5,0.5,2,2.58,0.5,26,5,1.64,1,1,10,6.11,0.5,12.4,17,13,1000,19,16,1000,389,314,300,10,10,489,15,522,430,944000000,30500000000,10300000000,2040000000,500000000,500000000,1210000000,500000000,1180000000,500000000,5920000000,697000000,500000000,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.0172,0.0314,0.0314,0.0314,0.0157,0.000264,0.00336,3.14159265358979e-07,59.8274004947494,0.441020002290202,0.211822905187131,3.53428988925464,66.5334798953334,37046317.2168185,45.7898460359936,0.0312115810041339,-75.8840786,93.2924258880855,17793430,0.00381824747428877,0.000833057136549924,39.49315,1.0572581260838e-08,4.25213760853027e-06,0.000608022064991998,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1.42,1,0.5,0.5,2,2.75,0.5,1,0.611,1.5,1,0.5,1,1,0.5,1,1,0.5,1,50,5,1,50,5,0.5,50,5,0.5,31,4.87,0.5,1,1.79,2.5,26,4.97,1,1,1,10,9.07,0.5,10.1,12,1,466,19,392,804,389,682,381,10,10,489,15,522,10,944000000,140000000000,10300000000,1190000000,823000000,500000000,862000000,1070000000,1380000000,24300000000,14700000000,514000000,750000000,3.14159265358979e-07,0.000361,4.88e-05,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,0.00974,0.000264,3.14159265358979e-07,3.14159265358979e-07,60.2178945746596,0.512297501543241,0.204433198231135,4.34810819727338,73.3811779883669,71946012.7323716,33.552876180739,0.0268332378976248,-100.8530116,77.1965107271154,28710180,0.00638354334379056,0.00139187810702906,25.52,1.01164016235941e-08,7.66936137986951e-06,0.000159137271560139,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1,1,0.5,0.654,11,6.3,0.5,1,1.07,0.98,1,0.5,0.5,31,3.29,1.63,50,0.5,1.4,50,10.2,0.5,22,5,0.759,50,4.99,1.5,39,5,0.5,2,2.4,0.5,26,5,0.5,1,1,10,6.11,0.5,15.2,21,60,678,23,16,1000,1000,314,300,574,10,456,49,522,430,500000000,197000000000,10300000000,1610000000,500000000,500000000,1210000000,500000000,1180000000,500000000,5920000000,677000000,1460000000,3.14159265358979e-07,3.14159265358979e-07,0.000177,3.14159265358979e-07,0.00771,0.0172,0.0314,0.0314,3.14159265358979e-07,0.0157,0.000339,3.14159265358979e-07,0.0195,62.7716777255755,0.506197787168027,0.292146106189426,3.10396060973482,62.9893787708112,43968615.6655926,39.2130424731364,0.0310874240248295,-70.5219834,133.493311645279,25375970,0.00394820659040477,0.00104521585455746,35.10618,1.42191085241881e-08,6.49519966389511e-06,0.000650085219565888,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
8.5,8,4.39,0.5,1,4.72,0.5,1,2.15,10,1,0.5,3.5,47,5,4.5,50,4.99,4.5,50,4.97,2,50,5,5,50,4.99,0.5,7,4.61,0.5,1,1.44,9.5,50,4.94,2,21,50,8.83,27.4,4.98,10.5,10,32,76,10,550,403,669,764,512,728,620,535,46,725,67,73900000,26300000000,15700000000,82100000,121000000,86500000,96400000,69000000,75100000,10700000000,11600000000,96200000,112000000,0.000478,0.000316,0.000344,3.14159265358979e-08,0.00117,0.00314,0.0025,0.00117,0.00314,0.00215,0.000157,0.0022,0.00279,88.8861670729891,0.842946347884289,0.60421044296419,6.85044171433245,56.8012606389664,2920037.33589045,134.612257985668,0.0384538368181265,-57.5578872,85.2489268725679,2093036,0.000157458384090919,0.00428644618556726,65.75097,4.32033570091014e-07,1.01094775380106e-05,0.00107630953325488,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
10,43,5,0.5,2,4.98,0.5,1,1.39,8.5,1,0.5,3,50,4.98,3.5,50,4.99,4.5,50,4.99,7.5,1,0.5,4.5,40,4.97,0.5,4,3.77,0.5,1,1.27,2.5,50,5,5,50,50,11.4,58.3,4.97,8.74,10,56,379,17,150,356,787,1000,494,463,10,10,17,1000,67,96100000,48900000000,25100000000,127000000,158000000,58500000,96400000,76700000,75100000,19000000000,14600000000,69500000,59900000,0.00205,0.000664,0.000223,3.14159265358979e-08,0.00127,0.0024,0.00314,3.14159265358979e-08,0.00152,0.00101,0.000186,0.00149,0.00314,92.5487188000958,0.425620031987363,0.467643431681556,1.06316036235409,66.7051300877362,3041459.84926936,262.503238075266,0.0285668227160654,-68.0858134,97.2570046975206,3341757,0.000324815949853822,0.0033227732221861,28.97609,6.31025703882314e-07,1.046979914889e-05,0.000248010960985035,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
1,1,0.5,0.654,11,6.85,0.5,1,1.07,0.98,1,0.5,0.5,1,0.5,1.63,50,0.5,0.703,50,10.2,0.5,22,5,0.759,50,5,1.5,50,5,0.5,2,2.4,0.5,26,5,0.5,1,1,10,6.11,0.5,15.2,20,21,1000,19,16,1000,1000,314,300,10,10,489,49,522,430,500000000,197000000000,10300000000,2040000000,500000000,500000000,1210000000,500000000,1180000000,500000000,5920000000,677000000,1460000000,3.14159265358979e-07,3.14159265358979e-07,0.000177,3.14159265358979e-07,3.14159265358979e-07,0.0172,0.0314,0.0314,3.14159265358979e-07,0.0157,0.000264,0.00336,3.14159265358979e-07,85.7537923650209,0.576885235004754,0.389659342617739,0.0458250946452196,86.4944991035571,50247579.3181488,34.9039238481865,0.0346600089341857,-60.1738764,127.797668566025,33939920,0.00395915988052433,0.000969772603151076,32.10231,1.13857436589222e-08,2.4126802222646e-06,0.000103579917980934,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
7.5,7,4.44,0.5,2,3.54,0.5,1,2.2,10,1,0.5,3,50,4.96,5.5,50,4.99,4.5,50,5,8.5,32,4.97,5,50,5,0.5,4,4.7,0.5,1,0.664,9.5,50,4.98,3.5,32,50,9.17,32,4.98,10.6,10,22,76,15,262,437,720,561,512,1000,409,535,40,725,10,89300000,50000000000,11600000000,82100000,140000000,66400000,96400000,107000000,83000000,19000000000,14400000000,96200000,135000000,0.000478,0.000472,0.000204,3.14159265358979e-08,0.00186,0.00263,0.00314,0.00137,0.00244,0.00121,9.56e-05,0.00222,0.00279,88.9386833362932,0.988619293851244,0.872730032576929,6.38831701851124,57.124657320393,2945811.9303552,191.193389007047,0.0564302949335525,-47.9933828,84.5069611284703,2600494,0.000135441967521443,0.00506172125003698,44.78038,6.22768407946463e-07,1.13739513641298e-05,0.000974148374601969,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
0.5,1,0.5,1,10,4.94,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1.38,1,0.5,1,50,5,1.26,50,5,1.5,50,7.18,1.5,50,5,0.5,2,2.58,4.21,26,5,0.5,2,1,10,6.11,0.5,10.2,19,44,1000,19,392,379,598,842,381,10,10,489,15,299,10,944000000,500000000,21400000000,1240000000,572000000,628000000,862000000,1070000000,1240000000,500000000,5920000000,500000000,986000000,0.000836,0.000361,0.000212,3.14159265358979e-07,3.14159265358979e-07,3.14159265358979e-07,0.025,0.0314,0.0314,0.00974,0.000264,0.00336,0.015,30.5719945778005,0.553445925331579,1.04389481028267,49171.1382662832,33.9646899670913,25789112.5143292,46.4840832974041,0.0881550899339683,-96.4177537071122,93.709245350517,48642730,0.00211806128360717,0.00096925322863806,20.16803,2.04450491109978e-08,0.000127597267715814,0.049582658512143,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
0.5,1,0.5,1,16,3.72,0.5,1,0.691,1.5,1,2.43,1,7,0.5,0.5,50,8.61,0.5,50,5.39,1,1,5,0.905,50,5,3.46,50,4.95,0.5,2,2.58,5.12,33,5,0.5,1,1,8.83,6.11,2.26,9.14,21,41,628,27,479,804,389,526,576,10,151,450,15,265,269,944000000,63200000000,10300000000,857000000,984000000,1300000000,841000000,1340000000,500000000,500000000,14900000000,514000000,987000000,0.0123,0.000182,0.000149,0.0015,0.0128,3.14159265358979e-07,0.0237,0.0314,0.0314,0.000615,0.000288,0.0127,0.0225,100.611318295145,0.47554372643264,0.775814480919501,0.00319312573105252,80.3750018865453,10723838.018127,49.2754553505089,0.0414646215002963,-64.359603,112.249404122151,17495150,0.00102503125485177,0.00117889541750234,45.30804,2.97725496430957e-08,2.57346774634737e-07,0.000141549222661963,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
5.34,50,2.43,0.5,2,5.36,0.5,1,0.796,0.84,4,7.57,0.5,50,7.65,1.38,50,15.7,2.03,1,5,0.5,23,4.91,1.48,26,4.99,0.678,40,5.14,0.5,3,1.3,4.16,12,2.37,1.22,21,20,5.75,15.2,8.17,7.28,20,10,175,11,455,990,511,847,10,650,706,686,43,10,1000,500000000,152000000000,46300000000,730000000,557000000,914000000,500000000,663000000,500000000,254000000000,18400000000,744000000,500000000,0.0314,0.000641,8.16e-06,0.000251,0.0181,3.14159265358979e-07,0.0314,0.00262,0.0111,0.0234,0.000344,3.14159265358979e-07,0.0124,92.5231567404811,0.656767882462223,1.67726549464266,0.438223854326015,63.2504913756044,13848971.6441117,82.2429243157124,0.0456669307001441,-28.971855,89.1044521615021,35367750,0.00095847974285222,0.00103292303814154,72.34366,3.15785595677133e-08,3.52543377569514e-06,0.000812126642155908,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
1,31,0.5,1,10,6.39,0.5,1,0.864,0.5,11,0.5,0.926,1,0.5,1.65,32,0.5,1,10,2.28,1,19,5,1.5,24,5,1.5,50,4.6,0.5,2,2.96,2.5,9,4.98,1,1,1,7.96,6.11,0.52,8.24,23,34,1000,19,517,804,389,514,73,46,104,492,12,522,10,750000000,500000000,44700000000,1820000000,823000000,991000000,862000000,1070000000,1300000000,500000000,5920000000,514000000,750000000,0.0178,0.00058,8.99e-06,0.00223,3.14159265358979e-07,0.0201,0.0203,0.0314,0.0221,0.0149,9.49e-05,0.0201,0.00667,76.4441926930076,0.466788663917509,1.37093431745809,0.457480151890953,53.9118699131075,15941644.2791516,30.6288262915836,0.0461284832341788,-17.6022198,117.690617219157,46819790,0.00155235173970494,0.00115246118506146,39.86118,1.51230159621009e-08,1.82029240718529e-06,0.00090454640113391,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
10,6,4.23,0.5,2,2.31,0.5,1,0.728,5.8,1,0.5,5.5,33,4.92,5.5,50,4.97,1.5,50,4.99,10,9,4.67,6.5,36,5.02,0.5,10,4.65,0.5,1,1.36,8,21,4.81,0.5,24,50,10.6,19.9,4.99,9.71,16,29,10,24,10,458,566,446,914,10,232,347,10,738,1000,72600000,50000000000,11200000000,166000000,91900000,50000000,166000000,110000000,53700000,35700000000,14600000000,120000000,112000000,0.000275,0.000445,4.02e-05,3.14159265358979e-08,0.000699,0.00209,0.00221,0.000519,0.0008,0.00299,0.000183,0.001,0.00201,76.2506008763809,1.76090473358215,2.45782466494815,8.64385579456389,54.7407320505306,3772568.34648614,92.0154552235656,0.0498981271454766,208,82.5408642992005,5265652,9.73819742291776e-05,0.00347909943616095,64.49473,1.48815218298808e-07,1.41245781860555e-05,0.00196796986931602,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
4.86,1,0.5,0.5,1,1.62,0.5,1,1.3,1.81,1,0.5,0.5,50,5.01,0.5,50,0.905,0.5,1,0.5,1,50,4.98,1.48,49,10.1,0.5,39,5.01,0.5,2,2.49,3,1,0.5,0.5,1,50,6.9,114,5,8.18,29,7,743,14,419,774,707,983,789,44,117,10,13,23,298,1140000000,231000000000,4530000000,1110000000,4950000000,1000000000,1000000000,1000000000,2160000000,303000000000,57000000000,1100000000,1000000000,6.28318530717959e-07,6.28318530717959e-07,2.31e-05,6.28318530717959e-07,0.0628,0.05,0.0628,0.0304,0.0143,0.0628,0.000191,0.0628,6.28318530717959e-07,66.6222967704692,0.768660438585005,3.27626680381638,469.648292366503,59.6971656992184,17600372.094264,44.3346027387187,0.0275582706566992,-24.7319919,78.3465699959244,75018190,0.00104079366286673,0.0020617025275537,56.44664,2.9900724233401e-08,0.00047588097202749,0.00154708312335705,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
3.14,15,0.5,0.679,4,6.69,0.5,1,0.733,1.5,1,0.5,0.5,11,0.5,1,16,7.25,0.827,1,2.2,3.09,1,7.14,1.21,50,5.01,1.19,38,5.37,0.5,1,3.48,0.5,34,0.5,0.5,19,50,22.4,83,2.81,6.87,52,56,1000,15,10,1000,460,10,252,958,10,294,10,10,1000,642000000,166000000000,49800000000,851000000,500000000,500000000,1490000000,500000000,656000000,438000000000,33500000000,596000000,1460000000,3.14159265358979e-07,0.000106,2.28e-05,3.14159265358979e-07,3.14159265358979e-07,0.0214,0.00856,0.0314,0.0184,0.00944,0.000274,0.0129,0.0302,120.068181876325,1.06622593740044,3.51470687915949,2.29871324380746e-06,102.269846731808,17966483.1543848,51.0234744014949,0.0339578798306884,369.5,139.501803322627,59224710,0.000765933651164403,0.00125485734369257,54.31442,4.2407454846415e-08,5.94917951801666e-08,3.63131899905333e-06,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
4.86,1,0.5,0.5,1,1.62,0.5,1,1.3,1.81,1,0.5,0.5,50,5.01,0.5,50,0.905,0.5,1,0.5,1.55,21,4,1.97,49,7.07,0.5,40,5.04,0.5,1,3.6,3,1,0.5,0.5,1,50,7.11,101,5,7.25,37,48,743,10,10,774,707,731,789,36,304,10,15,23,298,1390000000,231000000000,4030000000,1090000000,3560000000,1000000000,1000000000,1740000000,1580000000,303000000000,101000000000,1160000000,1640000000,0.00706,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.0628,0.05,0.0628,0.0258,0.0143,0.062,0.000191,0.0628,0.00373,60.2414754474145,0.531597887115609,5.19424151537444,919.076273393981,59.7617432238894,9414344.02775524,41.6561772129897,0.0259706497533002,-7.9323453,75.8803030841209,91987530,0.000804978234312031,0.0022049862714338,49.41724,4.63789855876551e-08,0.000829025829938734,0.00178819041886391,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
4.86,1,0.5,0.5,1,1.62,0.5,1,1.3,1.81,1,0.5,0.5,50,5.01,0.5,50,0.905,0.5,1,0.5,1,21,4.98,1.48,49,10,0.5,40,5.03,0.5,2,2.49,3,1,0.5,0.5,1,50,6.9,106,5,8.18,34,14,743,14,419,774,707,589,789,40,162,10,13,23,298,1140000000,231000000000,4530000000,1110000000,3560000000,1080000000,1000000000,1290000000,2160000000,303000000000,98600000000,1240000000,1000000000,6.28318530717959e-07,0.000299,2.31e-05,6.28318530717959e-07,0.0628,0.05,0.0628,0.0258,0.0143,0.0628,0.000191,0.0628,0.00373,65.967120832802,0.640632154518623,4.80480559144464,506.300951252457,59.2256897301795,14754802.1351061,42.1519869045339,0.0244673579406894,-12.300572625,77.6777578095938,110662500,0.0010468922291716,0.00217710203868022,41.91897,4.29472143056881e-08,0.000522270710310455,0.00164839472981804,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
1.69,1,0.5,0.5,1,1.52,0.5,1,0.893,0.5,1,0.5,0.592,50,4.96,0.5,50,4.99,0.5,1,0.5,3.18,1,5.34,0.5,50,8.29,0.5,50,4.98,0.5,5,2.21,4.24,1,0.505,0.5,1,50,12.6,50.9,5,12.9,41,38,180,22,284,267,667,404,43,10,137,50,10,23,699,1000000000,1000000000,8480000000,1080000000,9280000000,1000000000,1910000000,1000000000,1860000000,1000000000,109000000000,1000000000,1000000000,0.0467,0.000497,0.000203,6.28318530717959e-07,0.0628,0.0038,6.28318530717959e-07,0.0313,0.0628,0.0608,0.000156,0.023,0.0484,86.7580143583548,0.452009366881174,5.15025650031727,0.18485297285359,76.8716825087868,18192523.5834816,32.7569061420642,0.0236651855760987,422.5,96.7649138960189,207288100,0.00182945963236121,0.00268998504408232,62.36925,2.46608002108289e-08,3.19310234537462e-06,0.000282147294806911,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
1.53,15,0.5,0.893,2,3.92,0.5,1,0.617,0.854,3,0.5,1.33,1,0.5,1.36,4,4.92,1.17,17,3.6,1.31,1,5,0.67,33,4.99,0.64,38,4.88,0.5,1,1.57,1.94,34,0.5,1.32,18,50,4.12,56.6,5,10.4,23,51,884,11,337,883,783,87,51,920,314,130,41,446,1000,790000000,118000000000,48800000000,2610000000,957000000,1050000000,1060000000,1000000000,1170000000,438000000000,14700000000,500000000,892000000,0.000749,0.000531,0.000125,3.14159265358979e-07,0.0155,0.0261,0.00856,0.0193,0.0071,0.00811,0.000334,0.0155,0.0314,44.4675742060956,1.85408218242126,10.3763469523027,454.444615166612,46.9785121853635,12520159.374957,81.4372452873991,0.0443473824274494,-38.98541075,105.847381240376,70068910,0.000306943326893927,0.000937034335069066,39.51055,4.64397974158986e-08,0.000123077519160365,0.0210163275562389,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
3.95,7,0.5,0.679,3,5.92,0.5,1,0.704,1.5,1,0.5,1.23,2,0.5,1,16,4.92,0.607,1,2.2,1.66,1,4.26,0.949,50,4.98,1.2,38,5.11,0.5,1,3.48,0.5,34,0.5,0.5,18,38,19.2,44.1,2.43,14.5,69,59,863,17,10,915,146,10,288,994,10,384,59,136,946,642000000,166000000000,38600000000,500000000,863000000,895000000,1540000000,500000000,500000000,374000000000,22800000000,667000000,1310000000,3.14159265358979e-07,0.000536,0.000178,3.14159265358979e-07,0.0102,0.0314,3.14159265358979e-07,0.0314,0.0124,0.0066,0.000222,0.00789,0.0297,148.594395796529,1.53570019638061,6.87585400619495,1.30547934942701e-08,120.218583994954,27539959.560552,41.7427842866285,0.061443262070675,371.5,144.685187086853,123305800,0.000815143702274556,0.00107555843339743,51.43501,1.17312552626588e-08,4.79399298924932e-09,9.21621051030996e-07,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,1
9,2,4.19,0.5,2,3.79,0.5,1,1.74,8,1,0.5,0.5,50,5,5.5,50,5,3,20,4.82,10,50,4.98,4.5,50,4.96,0.5,10,4.88,0.5,1,0.597,8.5,47,4.96,4,24,50,10.1,13.2,4.98,9.99,10,18,74,10,275,35,250,419,653,10,586,116,22,762,811,64300000,31300000000,16600000000,85800000,97400000,64400000,142000000,90700000,88800000,23700000000,18500000000,98200000,93800000,0.000108,0.000508,0.000282,3.14159265358979e-08,0.0017,0.0027,0.000517,0.00303,0.00197,0.00314,0.000105,0.00218,0.00268,101.568091077139,2.69663117988479,0.958591616406536,0.571610100886676,70.8000346195928,12552927.9260529,177.499291547882,0.159287880172347,-34.6251246,86.4843728874808,4462283,0.000211592759610079,0.00391047503781593,34.10076,0.00311010846822116,9.8002944440656e-06,0.000230369934018926,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
10,6,4.23,0.5,2,2.94,0.5,1,0.728,5.8,1,0.5,5.5,33,4.89,5.5,50,4.97,1.5,50,4.99,10,22,4.67,6.5,36,5,0.5,10,4.65,0.5,1,1.36,8,21,4.81,0.5,24,50,10.6,19.9,4.99,9.71,15,19,10,24,10,458,566,446,914,10,232,347,10,738,1000,72600000,50000000000,11200000000,166000000,73200000,50000000,166000000,110000000,53700000,35700000000,14600000000,120000000,112000000,0.000275,0.000445,4.02e-05,3.14159265358979e-08,0.000699,0.00209,0.00221,0.000519,0.0008,0.00299,0.000183,0.001,0.00201,77.812006738324,3.741666972803,2.38158563781665,6.12075870158672,55.676576350048,8020862.02973294,95.207399922485,0.044885563206114,244.5,83.3828451807519,5105310,9.7439093421511e-05,0.00339848797556002,60.30091,1.41159834999007e-07,1.22483713987442e-05,0.00177979788072791,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
3.84,1,0.5,0.5,1,3.28,0.5,1,1.73,1.5,1,0.5,0.5,50,5,0.889,50,5,0.5,1,0.5,0.5,50,2.2,1.39,50,4.97,0.5,50,5,0.5,1,1.06,5.72,1,0.51,0.5,1,50,9.88,31.9,5,10.2,19,49,796,15,639,784,592,10,982,44,98,10,25,26,1000,1050000000,265000000000,1000000000,1000000000,2990000000,2030000000,1620000000,1040000000,2400000000,1000000000,1000000000,1000000000,2440000000,6.28318530717959e-07,0.000219,0.000144,6.28318530717959e-07,0.0586,0.0628,0.0397,0.0394,6.28318530717959e-07,0.0357,0.000207,6.28318530717959e-07,0.00403,46.3470279584121,2.57158597322218,6.26269232235168,535414.401539364,28.0983685935435,15898364.1097012,34.8631209159478,0.0241445054140097,-224.23689580328,69.4454140761241,38717960,0.000281014487402826,0.00293886198185553,14.85736,3.1798254140879e-08,0.00546784763677066,0.0241365449177751,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,2
9,2,4.19,0.5,2,3.36,0.5,1,1.74,8,1,0.5,7,1,0.5,3,50,5,1.5,37,4.89,10,50,4.98,5.5,50,4.97,0.5,7,4.44,0.5,1,0.989,8.5,50,5,4,24,50,10.4,5.42,4.99,9.99,6,18,74,20,275,35,250,1000,922,10,586,10,22,1000,811,64300000,16700000000,16600000000,85800000,50000000,64400000,142000000,93400000,65500000,23700000000,18500000000,98200000,93800000,0.000108,0.00044,0.000282,3.14159265358979e-08,3.14159265358979e-08,0.00165,0.000517,0.00314,0.00197,0.00208,0.000174,0.00224,0.00292,27.9531561792754,2.43263134918817,4.0087247589728,5392333.64862505,14.7970929015639,5265863.38540779,176.458010586088,0.159497427995855,-149.52075356525,84.3985506108146,8677598,9.83944512140423e-05,0.00376191886302039,22.1449,1.13909701592057e-07,0.00121445403776031,0.1722502557923,CLASSAB_NULL_Pin_3,40,2.5,1.2,0.1,0
