MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS12,VDS13,VDS14,VDS15,VDS18,VDS21,VDS22,VDS28,VDS29,VDS4,VDS6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,gmid_offset0,gmid_offset10,gmid_offset12,gmid_offset13,gmid_offset14,gmid_offset15,gmid_offset18,gmid_offset21,gmid_offset22,gmid_offset28,gmid_offset29,gmid_offset4,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
6,15,5,7,7,2,2,1,2,2,20,5,10,2,10,2,7,10,9,4,2,2,7,2,5,20,5,10,14,9,2,4,7,4,9,2,2,1,4,80,43,3,8.48,85,31,0.519792448904836,0.519792448904836,0.741883594593485,0.684498697449844,0.842500809170625,0.280373426127055,0.926034052879128,0.807779844941835,0.288688545519191,0.935968854537997,1.09076604954479,0.842500809170625,0.288688545519191,24402689.7402551,24402689.7402551,945839987.68903,725528335.429111,15613280.3601456,77484806.5004827,21803061.8829261,851072119.334663,28141629.0454742,19493217.0067347,1423975335.05002,15613280.3601456,167539660.76933,2.79569167765384e-05,2.79569167765384e-05,5.42546609725889e-05,9.14357118538315e-05,3.91344654285084e-05,0.000142778364052646,1.80407839785459e-05,4.48065473186517e-05,0.00015780316125985,0.000292439021742574,0.000280425578614581,3.91344654285084e-05,5.25074029684868e-05,-3,1,-6,-15,-6,-15,-14,15,15,-2,-15,15,10,80.5479277630319,27.2359959105076,10.0703399128281,135.94958882318,51.7175540062617,103683666.122686,60.9836043539573,0.00615299841647482,318.500000000001,100.946821552945,38336390,0.000422984618767713,0.0012818118714719,49.10735,1.48113448494901e-08,7.93729542446053e-06,0.00134229782224304,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
3,5,7,3,2,4,2,7,2,2,20,2,10,1,10,2,15,10,10,5,2,2,5,2,8,20,3,8,12,4,2,19,6,5,1,2,7,1,15,78,64,2,7.89,58,0,0.19120528402463,0.19120528402463,0.470835070042132,0.568070399155128,0.676128709607693,0.376717234940578,0.63445376560382,0.562450657270033,0.382138326857819,1.09577346129785,0.972364376781363,0.676128709607693,0.382138326857819,58637387.5944255,58637387.5944255,593444719.472371,650851261.242729,13857436.5055736,4697095.69701325,11119818.6152571,509131681.040039,13848633.6057037,35222579.220234,1288303704.54794,13857436.5055736,16115344.2175854,1.53898855336809e-05,1.53898855336809e-05,3.14812465698386e-05,3.26505611406048e-05,1.67980573864298e-05,2.25724023566912e-05,1.23836083445574e-05,2.2477345059094e-05,7.55975169071132e-05,0.000162191965299595,0.000216242236237277,1.67980573864298e-05,4.11212924540677e-05,-8,8,4,-3,8,-15,-15,15,-13,2,-11,15,15,110.733729131969,19.8274276733311,19.6832867752104,265.72437146534,48.9829147090457,32657945.8526022,52.7162214123888,0.0071273103298539,459.400000000002,121.227013600968,32420530,0.000183012174351283,0.00155293166617757,46.73036,3.09752286891838e-08,1.29668694739304e-05,0.00190360820733004,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
2,5,7,6,4,3,2,9,2,4,20,6,9,2,10,2,17,6,10,11,6,2,4,2,4,20,5,10,14,10,3,4,4,10,13,6,10,1,16,78,67,2,9.52,32,1,0.263183112591426,0.263183112591426,0.453816124394982,0.572031887828752,0.436243521684245,0.895102234153385,0.501437742463649,0.895525993030007,0.502509500470544,1.28860373463836,2.61711657174498,0.436243521684245,0.502509500470544,17442522.2858739,17442522.2858739,577682993.633705,129346036.672691,11089475.0099801,1699727.51304181,0.0606197350608329,652504718.751909,77237766.1486943,25172869.9899938,1137404158.93326,11089475.0099801,10353213.9597508,1.3938746023192e-05,1.3938746023192e-05,3.01869600091465e-05,3.49878232973984e-05,2.38729235926365e-05,5.90173504180881e-06,1.01250478203566e-13,3.19094876270105e-05,0.000363508428375914,0.000424998841047784,0.000197292948962349,2.38729235926365e-05,4.02011469038111e-05,-15,3,10,-11,3,-15,-13,5,-8,4,-12,15,13,118.79927091173,2.71060700955248,4.00088761015812,54.0119827371346,45.7914917958594,11330154.2319602,73.4234295031225,0.00993724214473666,398.300000000002,121.52931393171,16723440,0.000464436940263504,0.00139189773199729,46.24368,4.5992247667174e-08,2.74640048209052e-05,0.003051899713294,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
5,16,6,8,2,3,2,15,3,5,20,2,9,2,10,2,20,10,8,9,3,3,1,3,2,17,5,10,19,2,2,16,3,3,20,6,2,1,15,76,73,3,10,55,20,0.507363755608181,0.507363755608181,0.318338857876888,0.663525927087014,0.282376932996618,0.662580864215515,0.406944956511856,0.655545572891888,0.154008032025389,1.45314865075624,1.38364324094034,0.282376932996618,0.154008032025389,18077358.7560067,18077358.7560067,357722153.579711,98078512.9674414,6903740.1343537,517686.358839157,1.098585015404,203299002.168518,134967906.285529,27779726.1246145,1708843099.77323,6903740.1343537,83162668.8499139,1.00599306841393e-05,1.00599306841393e-05,2.19431380759416e-05,1.1795822689826e-05,1.44591786746065e-05,3.47901863362605e-06,5.96238182751459e-13,1.87108574705215e-05,0.000248839188792341,0.00012802243467885,0.00014720231147485,1.44591786746065e-05,9.41130210402637e-05,10,11,15,4,6,-15,-5,-15,-15,15,-10,-14,5,79.219177198825,25.7985405460946,7.23605545203456,97.6867486024666,49.5851429417277,46893443.854148,58.8557558782486,0.0107108340960504,329.400000000001,121.082681473206,13152820,0.000201964240618628,0.00180392554996672,46.98319,6.58376362956052e-08,3.57605056275401e-05,0.00238298520605795,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
3,18,4,7,4,2,2,4,2,2,20,8,10,4,10,2,12,7,7,14,2,4,1,3,8,14,6,10,14,4,3,7,4,3,10,8,7,3,16,55,61,4,9.37,40,24,0.616212387584927,0.616212387584927,0.376406049704704,0.416223033432516,0.254331277268612,0.584912248023598,0.157809441711048,0.67462031884458,0.285663760400445,0.772126951553924,1.03126440868405,0.254331277268612,0.285663760400445,28577755.0026652,28577755.0026652,480662806.937739,311714600.709866,4944066.86463354,2095257.54288659,4169579.04080911,136154631.831914,10155674.0003107,16605010.5102877,570469632.81423,4944066.86463354,11756659.7250624,1.88363020562294e-05,1.88363020562294e-05,2.32010515804609e-05,4.03944049678816e-05,2.2737697286697e-05,5.89080707526903e-06,6.04860808491204e-06,1.86248727223328e-05,7.57410963451741e-05,0.00010971116416028,9.46557231549827e-05,2.2737697286697e-05,6.23932218758093e-05,-7,15,13,-11,1,-15,-15,-3,2,13,-11,8,1,102.553074570675,45.3436853253184,13.9710243868654,188.608829222683,49.3771686167377,44459128.3613476,69.7423830966508,0.0121020731391312,321.100000000001,120.873060425869,13698480,0.000108943574299696,0.000998761663291289,48.46957,1.58530480084225e-07,4.65937403349559e-05,0.00236885637454698,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
3,1,3,5,4,2,2,10,4,2,20,5,10,2,10,2,15,8,9,2,6,2,5,2,3,18,3,9,16,3,2,18,6,4,8,4,5,1,18,78,47,2,7.89,69,31,0.245212502385147,0.245212502385147,0.334522769592055,0.472180571533174,0.37146784720561,0.567792834912376,0.0804810507665006,0.638694389438686,0.282998778095074,1.58297210003949,1.26164923806356,0.37146784720561,0.282998778095074,24028718.6854174,24028718.6854174,384714700.671212,389997218.068935,7510351.48340476,1683538.62960293,2196.27828650438,545826836.542316,86102485.6040728,36706748.5171914,1600435864.1093,7510351.48340476,23049048.0950685,1.06847467717355e-05,1.06847467717355e-05,3.22486884195174e-05,3.55630167422891e-05,1.77704355722347e-05,6.73528241935327e-06,5.69279662089052e-10,2.50063697165824e-05,0.000157943173122917,0.000192345434111718,0.000272494163199876,1.77704355722347e-05,5.04122627133072e-05,1,11,10,-15,5,-11,-15,15,-15,11,-9,10,14,91.083340703107,32.381807027333,9.14508416697011,123.458636254097,45.1379142750934,70998715.8063,51.3809303146605,0.00927818045718017,313.4,120.926000460038,20051050,0.000243616614540419,0.0021806685967916,52.75172,4.49447193983472e-08,3.0137935239305e-05,0.00336421015071808,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
7,5,4,3,6,3,2,20,2,2,20,3,10,3,10,2,13,8,10,10,4,2,4,2,5,20,6,10,11,10,3,18,5,10,3,3,9,1,8,73,28,2,7.7,66,35,0.160404850975009,0.160404850975009,0.677790854312513,0.726162596291897,0.616493197909983,0.55529151538313,0.869038545056129,1.12776636744017,0.580182205702013,1.72557959127568,2.74758599386058,0.616493197909983,0.580182205702013,50550355.7304738,50550355.7304738,860731398.735079,814593198.143913,12635234.4620062,9347943.45783987,8.83359287885524e-07,961828489.632171,54216676.3944052,31354871.8495322,1136234567.13414,12635234.4620062,14783031.0079063,2.91640850452837e-05,2.91640850452837e-05,4.89774406641647e-05,6.36949838610584e-05,4.58949676678648e-05,3.22210794135976e-05,8.72821738912834e-19,5.19676465337179e-05,0.000385247935793278,0.00042024994695812,0.000246606608468032,4.58949676678648e-05,2.59860098079129e-05,7,2,-5,-15,5,-15,-15,15,8,-15,-9,15,6,94.8213189410741,2.11309275910708,3.10767051943731,41.9535520124037,43.8202597774373,12317611.0785965,63.4586479528204,0.00753922364369595,312.000000000001,121.593174592125,18115190,0.000647687351763833,0.00113530545863449,53.88416,5.2775663269203e-08,2.55763800807152e-05,0.00363275086472803,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
5,7,4,7,1,3,2,2,3,2,20,6,10,10,9,2,14,5,9,15,8,2,4,2,7,15,8,9,16,2,3,7,8,10,5,8,10,1,14,50,60,4,7.06,30,34,0.54294640278403,0.54294640278403,0.380841925309502,0.431116164969086,0.182911873861474,0.515259653377309,1.22494499064721,0.655130621745387,0.321915911364173,1.67677711167118,1.20875278921509,0.182911873861474,0.321915911364173,25492953.493398,25492953.493398,441062813.126345,380168483.607403,3478231.47053928,3503994.54914857,7.23272274332128e-11,581510898.412313,15057564.9350403,38402873.544673,662060633.400709,3478231.47053928,6457961.56866928,6.2364211815908e-06,6.2364211815908e-06,3.04125014336206e-05,4.136149178286e-05,3.45694564179767e-05,8.18456967494636e-06,2.12441596280582e-22,2.75280316412002e-05,0.000142375412767666,0.000134857452654264,0.000220934872568965,3.45694564179767e-05,4.27026400294842e-05,-15,-5,-7,1,7,-15,-15,-4,12,8,-12,9,-1,92.6978063105219,17.3681255054579,5.33137848887386,71.9736095997971,37.4007912695452,37130357.5166638,73.1778655059028,0.0193794096734219,308,121.090882331231,11397660,0.000237538315711322,0.00234183959579789,48.61947,9.79663883993805e-08,0.000240374446440496,0.00929554480400396,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
4,2,5,5,2,2,2,1,3,2,20,7,9,1,10,3,20,7,9,3,8,2,7,2,2,14,5,7,14,5,2,15,6,4,6,2,5,1,18,80,45,2,5.35,59,44,0.297255901999547,0.297255901999547,0.355947733722621,0.393392730949913,0.474590146765181,0.228281432997382,0.59254305053347,0.685989714812592,0.229489079516305,1.48725109904517,1.64053306962658,0.474590146765181,0.229489079516305,28914734.488124,28914734.488124,405451246.714359,323807017.289193,12022039.3750633,3551662.28399144,0.003212244872914,531366690.170935,186748456.084616,58622815.8787125,1925335824.87866,12022039.3750633,18187616.4799273,6.54993990934902e-06,6.54993990934902e-06,2.68809740407578e-05,3.80441967365497e-05,1.30242577174813e-05,2.11852360011992e-05,1.7305152277027e-15,2.38183872714117e-05,0.000297362197586145,0.000349151435270276,0.000332373620559469,1.30242577174813e-05,3.92419894246111e-05,-8,11,4,-15,3,-15,-15,4,-3,8,-7,11,15,84.1678570036507,7.35766243415923,4.10957862795953,55.4793114774536,38.0320408037751,22909222.3497339,52.5642464038057,0.0134427242194824,301.2,121.413906150085,12795810,0.000345961665508416,0.00335699137350037,57.99455,5.79333658837981e-08,4.46656664627498e-05,0.00660324610091001,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
8,8,6,9,1,3,2,14,4,3,20,6,8,20,10,2,15,10,7,9,5,4,4,2,4,17,9,10,15,3,2,4,10,2,1,8,5,2,7,30,52,5,6.58,20,43,1.24101730375393,1.24101730375393,0.322288538563463,0.425834660462637,0.0853318089453392,0.388727657312284,2.94883415997751,1.58011084384909,0.264205477818149,3.56536645904801,1.86088379347693,0.0853318089453392,0.264205477818149,30401565.6496613,30401565.6496613,356130075.440395,170905775.331514,2540659.71054891,1695937.00905095,4.80289750724174e-23,23701219.020762,41039753.7870074,50201963.0468754,2069062117.88347,2540659.71054891,21696262.7862616,9.88331650682898e-06,9.88331650682898e-06,2.94503688426351e-05,2.89004764953379e-05,3.93387236018657e-05,8.35510299977385e-06,4.05420151639349e-35,3.34001934504435e-06,0.000282110202381324,0.000284512672892611,0.00059963350401651,3.93387236018657e-05,4.52840892096218e-05,-8,15,-2,7,1,-9,-3,15,15,12,-15,5,-11,68.716150787473,9.80053216866222,1.73094652238081,23.3677780521409,42.3568321526324,75507534.9180769,71.0492786733264,0.040255466567036,300.4,121.465200098487,13335960,0.000856048014294081,0.00201425631118761,50.95373,1.00622865516301e-07,0.000413156264833909,0.00793272012750301,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
7,20,2,10,2,2,3,6,2,4,14,5,10,17,6,2,7,10,5,10,6,4,4,4,5,15,3,8,12,2,3,6,10,5,20,7,8,2,15,54,62,3,8.31,16,34,0.838703637004771,0.838703637004771,0.393938314020385,0.54690350450733,0.115842325727551,0.682492829506493,1.35264999283208,0.61875426046752,0.337372974046539,1.83700715550182,1.09633766016554,0.115842325727551,0.337372974046539,17808551.6640099,17808551.6640099,206325901.786969,101126594.66069,2208528.73022888,1255904.82666311,6.12074812834995e-12,113502522.082513,33492633.5405335,52291226.869517,605955981.539568,2208528.73022888,10720871.4937759,8.47290006878877e-06,8.47290006878877e-06,1.45509485784116e-05,1.89704594524391e-05,2.31250425615572e-05,2.96444773011239e-06,5.48040963522667e-24,1.8645462576621e-05,8.53139997420835e-05,0.000122877689718326,0.000251339748961681,2.31250425615572e-05,4.6153618980021e-05,-8,-15,0,-1,-3,-4,-7,-1,-10,-8,-12,0,-8,78.7195304509273,30.4099566917793,6.49149695865897,87.6352089418961,43.6756248824734,50991967.6918097,68.9710084020815,0.0292810218224035,-11.46475,121.47854413022,10885060,0.000186313129130844,0.0022743232561484,39.78875,7.77541433710349e-08,0.000395492949661155,0.00659894895714608,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
7,20,2,8,1,2,5,6,8,4,9,10,8,17,5,2,1,7,5,3,5,8,4,4,5,20,3,8,18,2,2,6,7,5,6,9,8,1,17,30,47,4,8.31,13,25,0.757144051862218,0.757144051862218,0.27623991585814,0.430582559858606,0.0855354848740131,0.468314169077218,1.32230394841207,0.758624656106346,0.276056290546412,2.30377655343515,1.51897011005058,0.0855354848740131,0.276056290546412,25891036.8420065,25891036.8420065,42674624.5055729,62865073.3229383,1972386.45948139,11851929.2032759,3.56121531187839e-12,32077488.6766562,27397354.496519,61298473.1631975,1822716953.89298,1972386.45948139,8604782.12222897,4.91508029715228e-06,4.91508029715228e-06,1.45700054114296e-05,1.7053705364106e-05,1.39253847627972e-05,2.75429336335432e-06,7.27520088697769e-25,1.12177182487755e-05,9.1569700667608e-05,0.000217605086713379,0.000366084784744587,1.39253847627972e-05,5.50643744703578e-05,-8,-12,-5,-4,0,-4,15,0,-7,-15,-12,1,3,69.675137963787,11.9544137345409,3.58786609639156,48.4361923012861,41.7126713656458,35454755.8720727,60.5309838016862,0.229715140672279,-50.7908656349139,120.940511416303,10641000,0.000329536638650602,0.00447488200644407,44.64746,0.229715140672279,0.00124934721115123,0.0144013950914219,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
10,1,3,2,5,2,2,8,3,2,20,2,10,1,10,2,16,10,9,1,6,2,7,2,4,20,2,10,10,2,2,9,6,10,7,2,10,1,13,61,55,2,6.02,100,0,0.102224748862999,0.102224748862999,0.588296883643737,0.754096514079008,1.08926759885354,0.164526502426605,0.508026050473588,0.872503898479918,0.424404892054316,2.32796467056355,1.10906109737381,1.08926759885354,0.424404892054316,86224051.7210832,86224051.7210832,713380077.985524,916847300.204302,12019545.6143964,64597545.2107893,0.00264859121321519,927906311.086005,66762246.9642983,39095516.146954,1443383481.21757,12019545.6143964,8703166.58638306,1.77948989051185e-05,1.77948989051185e-05,5.84144594429224e-05,4.9494211059253e-05,1.75012133842733e-05,0.000203754391600391,3.0924558093091e-16,4.97666575184067e-05,0.000124040421505879,9.63206701945609e-05,0.000244117323665247,1.75012133842733e-05,2.73298095237031e-05,-15,-1,-15,-11,-3,-15,-13,4,-11,-9,-15,15,8,101.775505079747,19.7830867895276,16.2010135200581,218.713682520784,54.2407423703027,40337559.4121686,46.1302503786832,0.00579142404279052,407.150000000001,102.308748499629,33033740,0.00022655468752071,0.0014983096005133,45.45358,4.66804081038479e-08,4.76779121843518e-06,0.00134720367407093,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
7,12,2,2,5,2,2,8,3,2,20,5,10,1,10,2,16,10,10,3,2,2,1,2,9,20,3,10,10,2,2,3,5,4,10,2,5,1,6,80,47,2,7.56,94,33,0.202140558455093,0.202140558455093,0.581365429963533,0.677958067571826,1.0209047843687,0.203172507629646,0.468248177758836,0.823694087593206,0.478510375494848,1.67640778616896,0.919853457199786,1.0209047843687,0.478510375494848,146965066.005971,146965066.005971,733210233.323183,644365285.415763,18916070.5319975,55509670.807052,5611111.43463776,909833637.03171,13445129.7937142,30933407.4705251,1223843788.78668,18916070.5319975,40841279.7134816,3.34245377446615e-05,3.34245377446615e-05,5.91045203892955e-05,7.79116382601118e-05,2.36343342256286e-05,0.000189010550379213,3.47921489164109e-06,4.86612493625456e-05,8.36552482029605e-05,7.53951070279281e-05,0.000170820519637415,2.36343342256286e-05,3.03453010795618e-05,-15,15,1,-15,-7,-15,-15,14,-13,-13,-14,15,15,104.775956879037,39.8966457069963,22.1465028032996,298.977787844544,63.6200249735416,65333282.4173064,49.6487663492256,0.00885879753768098,318.8,108.03038876943,36266300,0.000181951476703966,0.000935622591036274,46.54227,2.91746856438484e-08,3.70786789295918e-06,0.000566194713917056,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
4,5,2,2,5,2,2,10,3,2,20,4,10,1,10,2,15,10,9,1,2,2,1,3,7,20,2,10,7,8,4,1,9,2,1,2,5,1,1,76,18,3,8.02,100,52,0.54310837498426,0.54310837498426,0.866201175074696,0.860970473650117,1.68749831099311,0.325367874631085,2.02535736213372,1.05329702070869,1.00358753480676,1.68303167949242,1.6420649946707,1.68749831099311,1.00358753480676,367899904.203552,367899904.203552,929477711.580395,1029587199.81643,24553281.3759236,108879574.046728,41340387.2036685,1041367007.38115,43299348.5981024,30804121.3709204,477757650.01856,24553281.3759236,81396539.2096004,8.98135474641896e-05,8.98135474641896e-05,8.07288731834979e-05,0.000110942205840099,3.2250729836848e-05,0.000366282621620434,8.84630579654207e-06,8.32209782645701e-05,0.000145562929345513,0.000209977071679144,0.000240252116535959,3.2250729836848e-05,1.52837905506739e-05,4,-11,-7,-15,-10,-15,-12,15,11,12,-15,15,15,88.8189210156966,26.8748399487701,8.66203702548705,116.937499844075,61.8493436550783,104168910.259955,45.4862616621766,0.0102725024042632,304.15,113.333110955248,33574710,0.000430675062038721,0.000730980655009345,46.29995,2.76020318815053e-08,6.748689193109e-06,0.000915437344489956,"CLASSAB_NULL_Pin_3",180,5,2,0.5,0
