RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.66,0.4,2,8,5.6,17,10,0.8,2,9,10,1,6,8,6,9,3.2,50,10,6.89,4.49,3.2,3,54,1329.98105286682,142.743769025691,4.05099842094947,301.670499356686,898.484135351615,645.890269457376,7393881.83236628,964786866.079956,2247015.97591625,6610563.78989456,37558020.2244813,230724686.190641,1.00466334882773e-05,0.000110095196494385,5.58638050202782e-05,0.00012885718067493,0.000753056732705881,5.2695413335805e-05,100.72118504786,13.4258604968843,18.4438365070442,0.424599219786393,54.3677440294827,605599.24607097,141.747380928185,0.0263329930839483,-62.138184075,141.756125822174,831944.7,0.000140959132147319,0.000174708801586694,55.11789,1.42310660629363e-06,4.12878827524654e-05,0.000918044531119877,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
0.06,0.4,50,10,2.4,50,10,0.4,3,8,4.4,5,9,10,2,9,5.2,3,8,5.51,4.96,35.5,10,49,732.492031386256,138.294256991862,7.73554042082365,242.562553496472,448.583336277003,120.247880514486,31700020.4633031,409312568.976492,12202224.3585527,87865246.3398152,264338037.63111,2287454383.09003,0.000140437756711943,0.00139071483568987,0.000202882969932755,0.000261271115659244,0.00700011596342817,0.000439955814333243,112.543747617328,18.6442365242688,16.5959173534813,0.410771328939792,58.9063603053102,9351521.97746271,126.154389539167,0.0313693908250278,-86.119503525,145.824618270334,8324132,0.00156742841904689,0.00011842342249408,34.28241,9.1902183684228e-08,3.32171139097248e-05,0.000718573494544961,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
26.6,0.4,1,8,6.85,10,10,1.6,1,3,10,1,9,10,2,7,2.26,8,9,3.21,4.94,0.393,21,62,3223.47935783002,143.36395013193,3.98223821892143,235.002558463087,1072.83202952821,1491.2375345341,2935927.45021251,289955646.028396,989698.606481827,8430897.75795258,12520796.7470025,78569925.171341,4.36488991267278e-06,1.53560513726549e-05,7.36676090057751e-06,1.64166237203638e-05,0.000150684059323285,5.85079695956875e-06,114.790462833114,26.6286269300062,38.2831631119722,0.00256675225855073,58.5370744551287,147728.813309215,108.312464656659,0.11586678736875,371,146.228157290957,212385.2,1.73367009423639e-05,0.000119866699989214,68.07943,6.67553520688341e-06,4.09444090481492e-06,0.000536886038675854,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
17,0.8,1,2,3.6,2,10,0.8,1,2,10,50,10,2.4,50,10,1.6,50,10,6.18,3.59,0.318,0,55,3140,739,2.75,163,714,649,130000,347000000,161000,1640000,68100000,221000000,6.59e-06,9.21e-06,7.56e-06,1.42e-05,9.59e-05,5.54e-06,115.465888646739,77.5609814391694,17.2588238310956,0.00225973200692095,62.9137367194866,349683.652270798,246.598435562661,0.541414222257003,0.00195425553002426,139.387787950024,77811.4,1.40890611886247e-05,0.000134760796646772,47.29744,3.72000367059446e-06,2.9435502709696e-06,0.000462561282666085,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
0.507,0.4,7,10,2,37,10,0.92,6,9,4,5,9,10,3,7,5.2,3,8,6.36,4.55,87.4,15,0,497.979632674628,114.23433541629,10.7817066463984,198.40272069725,264.564573532503,451.369101160064,53670243.1518242,2999241139.63347,17920563.6084191,130228573.812394,606051384.689804,567321976.50498,0.000225909362203411,0.00176219553274435,0.000361999307819214,0.000398379949641699,0.0105979461690119,0.000591945945597336,89.8974075942215,15.395641992505,9.5315256266462,2.94089625521286,63.9307484305815,18997361.9076448,126.136771006713,0.0240328818791128,164,134.827210072273,11761370,0.00385607537446579,0.000230069261329656,60.12157,3.64430228963e-08,2.97650179211351e-05,0.000917333809556942,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.17,1.33,50,10,0.8,42,10,1.33,7,10,2.61,4,9,10,2,8,5.6,3,10,6.6,3.16,70.7,16,0,379.151128556861,1094.33779477419,11.125717058407,226.45348959757,207.575028336379,706.129180244081,105218204.388271,155424957.186151,18507204.6574708,96573663.6257449,2195015701.49613,255117125.927066,0.000230098600443002,0.00176452043412842,0.000285486805037643,0.000393735720503881,0.0162651208026851,0.000486607357183166,93.1775244177845,14.6373075162176,10.051542654697,0.277374009174203,67.1954610508377,14645516.7592771,118.424532931315,0.0207084041637073,327,139.519335824529,10057180,0.0031267526368516,0.000108195397970114,56.24251,5.29640319350691e-08,9.54006582281952e-06,0.000831919289164817,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
16.9,0.4,1,2,3.69,1,9,1.2,1,2,10,4,9,10,17,10,4.27,3,10,6.2,3.93,0.633,16,0,3869.76114217802,139.86313509976,3.70776416939484,384.969168559387,549.984463172264,976.525396870298,1848631.27619792,1374010154.84184,196064.007054879,11899236.6820525,133788533.227935,196019276.967615,9.54285318244185e-06,2.02998496115928e-05,1.37668765020215e-05,2.19133178137349e-05,0.000101531150835246,8.03157936356842e-06,125.134682076409,15.0396392093533,15.8850688418481,0.000415198157693018,66.0334395004096,134492.799108425,161.836584244725,0.0139642483904516,610,143.314249190646,142053.1,2.79454840214814e-05,0.000119561003779843,61.23172,7.06694069677237e-06,1.06480587711011e-06,0.000246735199997961,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
13,2,1,4,3.2,2,9,1.2,1,2,10,4,9,10,17,10,9.44,3,10,6.56,3.93,0.633,14,0,3869.76114217802,1865.20982564115,3.70776416939484,615.422113851198,607.855182795541,975.810637141478,1848631.27619792,87163693.104729,196064.007054879,4179653.56624319,120487062.818251,196396865.724411,9.54285318244185e-06,1.25237762136614e-05,1.37668765020215e-05,1.87002366279001e-05,0.000147196955430682,8.05115386412817e-06,140.960259462499,14.0771242003405,14.9186988993041,0.000285052416410064,67.0619404697926,125931.80137946,164.028686515499,0.012357976319085,642.5,143.003556427097,133460.4,2.79557723374559e-05,0.000117101747245027,54.87257,7.3431087511816e-06,1.00808465220981e-06,0.000230657906220122,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
0.17,1.33,50,10,0.8,42,10,1.33,7,10,2.61,4,9,10,2,8,5.6,3,10,6.05,3.16,59.1,13,0,405.510033618443,1141.73318519481,10.1655987119883,235.690992325624,214.82987564809,759.30062634043,97716473.0093402,141892459.924996,16896628.610698,89268195.4945451,2014679531.91255,240133167.533565,0.000211541025674035,0.00157086192367115,0.000258861647875316,0.000361957191448491,0.0146748941155716,0.000446703946976349,95.8487128464774,15.9976035580136,11.7944409239946,0.148329260482323,65.6503513102626,13384816.8485695,115.868114682168,0.0216359174034872,-1.305513,142.827468779006,9868130,0.00261461365135701,0.000113408547919993,52.72556,5.57516418542249e-08,6.87366139376477e-06,0.000738640239967836,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.196,1.33,50,10,0.8,20,9,1.08,10,10,2.61,3,8,10,1,8,3.63,3,8,6.33,3.16,52.2,20,0,365.135223173202,1185.17927011843,13.8269250984358,183.866490225488,179.726684344076,706.073070924263,109947238.810402,132490643.161606,22522760.1763743,182568529.656073,2813186355.47542,281204249.131466,0.000161094429307126,0.00144060399526681,0.000175688173447131,0.000380784554354078,0.00935655799414175,0.000555927642809679,95.4789370173327,15.9472168442535,16.084776715467,0.100949904602342,76.3133842214385,11776288.3432326,112.231680019503,0.0227128042525007,592,142.233375456378,11877870,0.00230766919594894,0.000105352762648721,53.7311,5.97892489533633e-08,1.05650950512748e-05,0.00058191815777886,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.17,1.33,50,10,0.8,42,10,1.33,7,10,2.61,4,9,10,1,8,5.6,3,10,6.05,3.16,59.1,19,0,405.510033618443,1141.73319156956,14.8723056631124,235.690993728867,214.806401369805,720.428471939561,97716473.0093402,141892457.966177,23960291.9966686,89268194.4599487,2014670905.81626,239712169.15628,0.000211541025674035,0.00157086189627566,0.000187415568191544,0.00036195718694376,0.0146748863642946,0.000446556271434115,97.0005998361508,16.4720314544422,12.7756091192639,0.0813175581039702,76.7362355957016,13779979.864071,113.425834799661,0.0227679724782487,574.5,144.035415589242,10687670,0.00261427603476368,0.000115688939741299,57.00378,5.165522643803e-08,6.58894670399923e-06,0.000613359309503902,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.17,0.4,50,10,0.8,50,10,0.4,13,10,2.8,3,9,10,2,8,5.2,3,7,7.08,4.16,35.4,11,0,461.338519232407,137.900173082308,8.06495859676042,234.620686672206,235.818198834603,130.396645177941,79813282.5267949,410971955.035544,12964497.3940521,93456101.2332049,1424787326.25673,696242551.342364,0.000137269685098627,0.00139759977449953,0.000193209462230506,0.000244555360911128,0.0114884520433909,0.000643780548994587,94.9589186378587,14.8532333586671,20.6316051511707,0.270766019143531,62.5570144525396,7444202.62247872,122.018072431915,0.0201313042082067,-17.8916958,137.760387996063,10340230,0.00156619994000644,9.17550289691161e-05,40.96379,1.164544067081e-07,2.76930863740044e-05,0.000586061339825861,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
13.3,0.4,1,2,5.48,14,10,0.4,1,2,10,4,9,10,17,10,10.7,3,10,6.96,3.93,0.633,20,0,3869.76114217802,139.306282733946,3.70776416939484,648.800769443793,952.635607212921,131.903993338771,1848631.27619792,1387499452.85963,196064.007054879,3523301.27511382,18756193.0928887,799168294.852692,9.54285318244185e-06,2.05338243780532e-05,1.37668765020215e-05,1.8166825661602e-05,0.000250025893807931,1.1458658707531e-05,133.758442511945,12.7016873316124,19.0235231318111,0.000154645372617212,69.238599456503,113659.181747197,167.682169594743,0.0111090835355042,622,145.656586330879,170229.2,2.79636030778361e-05,0.000120151640114684,54.41604,7.99981990279092e-06,8.4526676908947e-07,0.000163529659338968,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
12.8,0.4,1,3,8.15,46,10,0.4,1,2,10,11,8,10,2,7,12.2,1,10,5.53,5.96,0.748,21,0,4054.87931603486,139.504562995323,4.14045757565631,618.275655132748,1137.85369954776,131.286909806421,1149712.30306492,1162888324.3886,1572911.40911342,5787999.58558032,5901378.92949606,914623841.258412,1.31372139798691e-05,2.54023669151026e-05,1.28402916981981e-05,1.38351560370678e-05,0.000349769755448909,1.32524875611202e-05,137.138579068828,17.3474649152433,26.1140333225356,3.18297358168751e-05,74.0667703987167,183464.585857483,156.819673510692,0.0180934837804306,613.5,149.154076142666,276178.7,3.30496031325504e-05,0.000118934813348078,58.67805,4.62789767578797e-06,4.7288184601979e-07,8.26221685990003e-05,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
1.51,0.4,1,6,1.45,7,10,0.4,2,6,10,1,9,8,5,9,7.88,6,9,6.98,3.18,3.56,13,0,1472.70146543842,135.026065907119,4.1412910852811,522.00852827044,343.376349209117,132.774544701179,6503198.4680437,2076391789.6139,2744197.0116286,10313891.8921936,498951484.857987,752339141.161998,1.30253374036169e-05,9.65838034638763e-05,5.92558414305721e-05,7.99403008662724e-05,0.00101816870126537,6.42903349748929e-05,125.024738273736,14.2759591864834,21.0046762018163,0.0110301845434271,58.5796014899343,716956.450930417,123.597451430036,0.018590969657913,649.5,154.250705427315,1054881,0.000156941392160806,0.000106752990498859,53.30334,1.15755498338632e-06,6.50435412173578e-06,0.000530715568882956,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
1.51,0.4,1,6,1.2,7,10,0.4,2,6,10,1,9,8,5,9,6.4,6,9,6.98,3.18,3.46,4,0,1487.38843284078,135.49205334116,4.13143754458446,469.305711495453,298.194101119448,132.823128091018,6428569.52795475,2041678305.37375,2691571.75887047,13769756.5947932,662416816.398104,734967123.242214,1.28508184434375e-05,9.47196648728789e-05,5.78826438981964e-05,8.40073800590089e-05,0.00108914065949942,6.27019062785607e-05,124.24845286027,14.287457740893,20.662212192311,0.0103510668373546,58.6229300989909,697382.859874143,122.877947574005,0.0194927714110908,622.5,152.1599300972,1008540,0.000152533885078038,0.00010065176385657,54.30382,1.18785228550805e-06,6.30952776969007e-06,0.000527259862952878,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
1.19,0.4,2,6,1.2,4,10,0.4,2,7,10,2,5,8,2,10,6,1,10,6.23,3.6,3.35,16,0,1563.4556916799,138.455576631622,4.47844800385523,360.48677204695,280.296667376636,132.897260973505,6129311.07893334,1255553501.96222,4451566.94082846,35190189.9797105,863093747.934992,628800582.84723,1.34735746318632e-05,0.000110529117792008,4.75702616348649e-05,4.57110885483125e-05,0.000861616105851549,6.19393327893491e-05,119.73423698366,16.9424513848805,24.2673159764146,0.0101378568181955,58.6573920714266,800740.499204699,113.202561808468,0.0149552193313841,733,153.617594723969,1146931,0.000147694923430487,8.87515355109024e-05,56.79703,1.17819215683743e-06,7.59024910303441e-06,0.000508090928857952,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
0.224,1.33,40,10,0.8,20,9,1.08,6,10,2.92,3,9,10,1,8,3.63,3,10,5.75,2.94,52.2,22,0,409.539530453469,1163.31141927411,13.8488184208441,194.69954372094,179.764161024018,611.232953850902,87611489.8927344,149056663.727269,22517410.5594064,165239118.220598,2812585982.79375,344902890.921605,0.000160934790288777,0.0013354686659677,0.000175637468368218,0.00042627551562573,0.00935420276387764,0.000439433916839865,96.4357178943831,18.7053328560848,14.176898722606,0.119420861583309,75.017843608763,13805061.7582881,108.067802790655,0.0195437097384004,671,142.139231511257,10462950,0.00230633789446932,0.000109759091012841,57.46474,5.65347724872141e-08,1.02845096849546e-05,0.000627556963045839,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
