RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1.03,0.4,3,7,0.4,3,7,0.4,1,2,9.6,50,10,3.2,50,10,6.8,50,10,5.43,4.7,3.2,0,60,3910,143,3.25,496,58.9,121,981000,785000000,1060000,2790000,5790000000,2440000000,5.88e-05,0.000116,7.16e-05,0.000122,0.00107,3.94e-05,114.657645361546,0.0220749368413468,14.2438927317653,0.00131794074728917,68.3560951024876,1000,259.710279518279,0.585007186294585,1.17351880443349,135.867135310395,645251.8,0.000141563258932946,0.000190980830440708,38.97986,6.97076897377317e-07,8.35541943080553e-07,0.000212569655804851,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
0.96,0.4,1,2,2,11,9,0.4,1,2,8,50,10,2.4,50,10,3.6,50,10,5.07,3.74,3.14,0,30,3340,123,3.05,327,455,122,1200000,3430000000,1380000,5750000,238000000,2420000000,5.9e-05,5.81e-05,7.12e-05,0.000127,0.000932,3.9e-05,106.59179851145,0.0224841713664784,16.0037227879693,0.00687119296819803,64.4918981668658,1000,231.947546997254,0.554131072855991,0.473090064658744,144.754513239937,711777.3,0.000138986665288411,0.000202842897317425,30.39432,4.44304657909408e-07,1.95570872713935e-06,0.000416436909895124,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
10,1.2,1,2,1.6,1,7,1.6,1,2,10,50,10,8.8,50,10,3.6,50,10,6.79,3.47,0.371,0,20,3210,1130,3.36,287,365,1470,149000,212000000,53900,904000,435000000,97600000,7.66e-06,8.81e-06,8.59e-06,1.64e-05,0.0001,5.07e-06,114.338862606907,0.19023847530249,12.6764856326236,0.0052602474834732,58.7513643883133,1000,292.654727082173,0.537908973060951,0.339435349056992,138.030171546907,66634.71,1.64267506614058e-05,0.000138123718052923,35.41767,3.12000364347775e-06,3.32321124503987e-06,0.000619313083286999,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
9.89,1.2,1,2,1.2,1,7,0.8,1,2,10,50,10,0.4,50,10,2.4,50,10,6.35,4.52,0.378,0,41,6620,1060,2.24,325,302,704,236000,257000000,941000,2090000,846000000,334000000,1.06e-05,9.94e-06,1.26e-05,2.27e-05,0.000138,7.62e-06,109.989041036816,0.183668743306533,19.8079576575107,0.0454899539416786,70.666241952725,1000,236.009527809986,0.517117042488613,1.12621268252305,133.952834547208,107846.1,1.70143266826002e-05,0.000178357863665165,38.35858,1.39000668122612e-06,1.46764430493052e-05,0.00145437535737303,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
11.9,0.8,1,2,2,1,8,0.8,1,2,10,50,10,2,50,10,6,50,10,5.75,4.08,0.407,0,58,3260,717,2.67,399,428,644,162000,408000000,239000,579000,300000000,263000000,8.37e-06,1.12e-05,9.66e-06,1.76e-05,0.000101,6.74e-06,117.138454294624,0.173428550554525,19.0878757882771,0.00383167806633747,62.4570622985485,1000,252.558103317751,0.515540703554709,0.136897438262249,141.757740471732,110061.9,1.80189478030465e-05,0.000197717360686511,40.25165,1.24000930628252e-06,2.94277554234057e-06,0.000521665103923041,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,0
0.56,0.4,5,10,1.2,20,10,0.4,2,9,4.4,1,10,10,1,9,5.2,3,7,5.1,4.55,54.1,20,56,367.856516801129,119.325558251917,13.2312123634821,213.398824646845,214.240689075585,109.178642564863,72243834.1283452,2820295318.93275,21577697.2245243,112101147.462756,1481391166.33049,3001626383.23971,7.58775070767503e-05,0.00116402747529963,0.000188923661744784,0.000297400912929268,0.0081859405399497,0.000456936458460123,46.519393585329,14.5371083742928,12.6086969073503,1211.86398396538,47.4217841673855,11081423.6670109,109.482647026823,0.0561885226903619,-3.8469024,114.11472740331,9611424,0.00238214148699939,0.000108283775288018,65.31081,7.84598124793602e-08,0.000267388087380925,0.0138083569304108,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.11,0.4,13,10,2.14,50,10,0.8,3,9,4.4,4,9,10,2,8,5.2,3,8,5.06,4.55,40.4,14,40,643.335304531204,134.689670274877,8.5309072829431,235.264811918169,408.116495891592,420.546166663367,36589955.9292919,1353173579.72703,13864591.7314997,93100211.5851832,336686340.115721,706347112.148639,0.000132661705089284,0.00130628948369712,0.000208291321369902,0.000278296799420448,0.00795460939969121,0.000313008737908126,97.2295883926095,20.5386865874473,13.1213486164774,0.79655061030777,58.1782028116433,11719038.7803842,119.448064027844,0.0271352737632361,-31.3356087,142.231811640449,7486827,0.0017830739094623,0.000104035151199219,46.7398,7.16456901376757e-08,3.19999603700494e-05,0.000950679999168979,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
0.025,0.4,31,10,0.4,15,9,0.4,4,8,4,1,7,10,2,8,5.2,3,7,5.51,4.9,35.3,13,60,355.042952025795,137.702729988199,8.05333864276024,235.105859795626,56.6564577973057,126.571121485228,81490772.6281622,616844724.839688,12914870.1549492,93091268.3937509,7671370282.65149,1631660749.93916,5.44878995460894e-05,0.00133262560079762,0.000192362273429859,0.000243518248964305,0.00952204838031647,0.000399554872113476,61.8645530199186,14.0433740657455,14.7291003599576,434.741897881384,56.3401296792332,6989616.81500195,114.4666545331,0.0359675927925852,-46.575869175,104.148755644322,7330914,0.0015553635789108,8.03463354002873e-05,40.80417,1.39126590318109e-07,0.00029621030130015,0.0167610031839178,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
1.59,0.4,50,10,4.8,8,9,0.4,1,7,10,1,6,8,7,9,0.8,50,10,6.97,4.48,4.53,10,47,1182.81961529105,142.959491732267,4.10917254451792,125.078413605436,649.733492549038,131.701234756592,8583272.22734464,55820908.3134481,2570253.18266298,32426567.7666652,84271076.172615,1174659434.84465,1.18311571268306e-05,0.000174840929243835,7.663887798627e-05,0.000185292730846058,0.000671939880139859,6.06228128560484e-05,91.2039704245508,9.11788320709891,13.8385737306519,63.5228492655543,46.5180689871242,580772.957351137,133.552236971157,0.0578155789530203,-11.7352422,112.982421918844,881462.2,0.000199050092055277,0.000132627851597042,50.99024,1.941681861905e-06,0.000341133253253435,0.00608643854837188,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,1
0.105,1.2,14,10,1.2,13,10,0.4,11,9,2.4,1,2,10,2,8,5.2,3,7,6.3,3.25,34.9,10,34,163.112021480304,899.235815603282,7.97126742591804,236.124499464515,214.959153048418,131.31644399751,313890075.111628,235149490.483311,12827911.7620278,92332435.9276045,1474324929.06634,668527295.718613,3.69209444630457e-05,0.000722502346690616,0.000190944916531488,0.000241360632012161,0.00529177241355796,0.00046875263239595,38.0348804954895,11.2730288104729,15.6616997082267,2365.77926600134,38.2750819514781,5533848.94894986,110.365189258208,0.0449764617232924,-64.96292385,116.232950299204,7688216,0.00153404007531698,9.19756503183036e-05,41.1822,1.68582730331913e-07,0.000313461874627106,0.016986644398902,"Leung_NMCNR_Pin_3",65,3.3,1.6,10,2
