MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,av0,av2,av3,av5,av7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,40,7,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.471,19.6521536195163,9.45313746716302,3.80499990575074,5596556.57055357,22.5190770980353,2929404395.89368,11.0467189699023,0.045919797116123,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110462145e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,43,25,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00158,0.000557,0.405,19.6521536195163,9.45313747277049,3.80499990575074,5596556.57055357,22.5190770980353,2929404397.63136,11.0467189699023,0.0474293565044862,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110442028e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,50,0.5,0.5,4,4.41,0.5,1,6.89,0.5,24,5,185,45,57,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.471,19.6521536195163,9.45313745148409,3.80499990575074,5596556.57055357,22.5190770980353,2929404391.03498,11.0467189699023,0.0480286469011704,-34.64967,24.5772938509513,1179120000,0.00704288632903249,0.000902680445607225,38.87655,2.67959110522073e-10,0.000490386964376145,0.029169290240991,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,4.05,0.5,50,0.5,0.5,4,4.16,0.5,1,6.89,0.5,24,5,163,37,8,738,10,711,694,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.471,0.278,0.00142,0.000557,0.311,19.6617555786919,7.66144954054893,4.11341107984833,4754860.77511133,22.6698227720899,2126419962.82839,14.4837840359486,0.0719606164480832,-37.615644,26.6809483071242,1141669000,0.00630790898930273,0.00104947460031076,38.65191,2.56185294926081e-10,0.00061416407114222,0.0223547337711829,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,5,0.5,1,4.29,0.5,2,4.67,0.5,2,3.19,0.5,29,0.5,281,18,48,269,17,10,457,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.367,4.71238898038469e-06,0.0012,0.000494,0.471,7.2546295353659,29.1139150514173,5.9607198918748,19211748733.0571,7.68362826601059,2804051357.92288,12.3393678930487,0.234020551120437,-211.143097415778,19.057514222979,574095400,0.00218893404889873,0.00158448662687052,31.56019,3.86581290223085e-10,0.00140265312773302,0.427113264359383,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,15,5,0.5,1,4.29,0.5,2,5.97,0.5,2,3.19,0.5,29,0.5,281,22,20,269,17,10,457,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.363,4.71238898038469e-06,0.0012,0.000494,0.471,7.28079993720625,30.0830013951544,8.83413699715245,6074124223.55642,8.90612316125267,2894536465.9991,8.20731381147328,0.234641893680949,-170.40551345946,20.3006530757223,850006000,0.00218678046175253,0.00129134208352494,35.45458,3.50475136468075e-10,0.00118731452162341,0.366098538373174,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,3,20,0.5,1,6.27,0.5,3,18.3,0.5,2,5.09,0.5,27,0.5,281,50,45,269,10,10,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,4.71238898038469e-06,0.000262,4.71238898038469e-06,0.363,21.0867982903482,20.7732002082074,16.9111398204668,441185.705518838,19.7762062478002,1925174898.79138,10.397114984456,0.0733613512590885,-28.945928,27.8523916433781,1567255000,0.00210627031627243,0.000707366317264517,31.84276,3.07922924217091e-10,0.000245841594114306,0.025731769295003,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,37,0.5,0.5,1,10.7,0.5,2,4.06,0.5,1,4.7,0.5,18,0.5,281,36,39,168,507,783,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,0.314,0.000262,4.71238898038469e-06,0.123,29.7191976972373,56.3909419239785,12.556015946957,1801.50055667394,37.7011116857483,5127994242.82373,6.10491605183888,0.0472747493352456,-48.1426,27.2936834216124,1141800000,0.00206673837542306,0.00128354871877701,33.863,1.38126918010951e-10,1.39435165704105e-05,0.00615638834780485,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,50,0.5,0.5,1,10.7,0.5,2,4.67,0.5,2,5.85,0.5,36,0.5,99.7,30,25,269,17,719,10,10,15000000000,15000000000,15000000000,15000000000,15000000000,0.127,0.314,0.00155,4.71238898038469e-06,0.123,35.4439107289478,61.6452581148122,22.2180504026339,320.694658572938,33.4718079442521,2808448707.78075,7.29657453878188,0.0351830284180577,-64.681562,32.1995889618371,1012215000,0.00103541426663202,0.00139020527560038,30.23284,2.61173700957983e-10,1.05384300309552e-05,0.00392610015690709,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
0.5,32,0.5,0.5,50,5,0.5,2,6.06,0.5,1,1.69,0.5,16,4.93,218,18,0,1000,1000,792,10,1000,15000000000,15000000000,15000000000,15000000000,15000000000,4.71238898038469e-06,0.411,0.00045,0.000325,0.0116,39.6244094051457,3.59985297381555,1.40184952967342,745.53169366562,35.4538891312496,2961933879.06713,17.6422787643774,0.0782233220006447,-147.020538916492,32.1752474187159,1153432000,0.018699841232226,0.0010118762634943,17.5316,2.22195156886972e-10,3.8375512700406e-06,0.002849703927571,"PseudoTwoSt_Null_Pin_1",40,2.5,1.2,0.05,0
