Element,X,Y,Factor
CURRENT_0,250,504,1
MOSFET_0,304,295,1
MOSFET_0,1391,291,1
MOSFET_1,1278,408,1
MOSFET_1,1480,410,1
MOSFET_13,632,502,1
MOSFET_13,2119,518,1
MOSFET_14,889,499,1
MOSFET_14,1878,500,1
MOSFET_15,1277,540,1
MOSFET_15,1479,540,1
MOSFET_16,764,558,1
MOSFET_16,2004,562,1
MOSFET_17,515,473,1
MOSFET_17,2253,437,1
MOSFET_18,1010,564,1
MOSFET_18,1759,565,1
MOSFET_7,562,285,1
MOSFET_7,2200,270,1
MOSFET_3,754,411,1
MOSFET_3,1007,411,1
MOSFET_3,1769,409,1
MOSFET_3,2020,410,1
