CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
9.66,1.7,16,1.98,4,3,1.37,1.3,18,1.99,2.1,11,1.99,6,55,145.131362434757,6.75291797195112,118.787991261765,197.608600412785,61842791.8827561,30671127.4133255,90397531.6107606,51208366.2753422,0.000169012520149357,0.000128029267710953,0.000204135418835819,0.000125793441902511,45.6033183755198,7.06166500280864,134.456706403751,54.6465755116418,35.7988759021756,543172.775550451,27.0369746828302,0.0780094017599483,537,34.2095064004344,10342210,6.99259214536791e-05,0.000155299473755883,60.46899,2.8449056437647e-08,2.3617785507781e-05,0.00854884710113896,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
9.32,2.1,14,1.94,4,3,1.84,1.5,20,2,2.1,11,1.93,5,53,165.327770851964,6.57781195019401,133.808104937012,197.809373204479,47653312.7897563,25151157.1339162,67792957.5315595,51039505.447907,0.000143620319631389,0.000137605263906083,0.000197691261038381,0.000121494543533936,45.2727393515723,16.6310124846192,130.826293435274,45.2864067733482,36.6492819165643,1226383.20705269,28.6358865761128,0.0741294400735317,-3.4924428,35.0081311796898,9647228,6.70370385221249e-05,0.000160350832731935,58.14786,2.97751244087111e-08,2.26109693180096e-05,0.00781027358517739,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
9.32,2.1,14,1.91,4,3,1.63,1.1,13,1.98,2.1,9,1.97,3,16,164.825884308713,6.65893048771172,102.314237125091,195.290122763839,48025220.1219864,27051016.218433,136447196.674566,55106135.2532111,0.000142758570837635,0.00013234842987618,0.000190604696214593,0.000111387842153081,42.192999441414,105.141284846191,131.419822302967,107.631283593066,34.3460626475525,7744744.55503746,26.7814488032294,0.0879802757780585,-3.1637331,32.3506792915933,9680431,6.69639607173864e-05,0.000164260056316754,59.94326,3.05321240967191e-08,2.70858702418994e-05,0.00988169596779059,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
9.36,1.7,18,1.92,4,4,1.95,1.6,11,1.86,1.5,13,1.86,1,0,97.0029653966518,5.5482892086874,90.0319079968437,126.792522993288,50856946.143565,17488671.3388087,74565451.1077269,76341094.426741,0.000142148649464969,0.000124693012642916,0.000125840351762186,0.000136586608193515,56.1575197499786,26.7063471239659,152.300144666943,8.30428910367701,39.6044683838164,2005441.3539492,28.7476607744004,0.0658271057645455,2426,38.1977715148477,11436570,6.82657382953783e-05,0.000157771518297614,50.10495,3.04263910650681e-08,1.52137244906539e-05,0.00494793140822919,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
7.65,1.5,11,1.98,4,2,1.89,1.7,11,1.92,1.8,18,1.91,3,0,90.2076643043605,5.83056850929056,94.842153583918,146.526333233371,70092960.1930802,23600191.5483052,60629987.0888687,43773217.239968,0.000111200985602568,8.60468194770791e-05,0.000109330661146747,0.000126206813613697,58.4312986693423,39.8887709058323,169.239728660076,3.80826518097475,41.0636180258723,2441359.79354617,23.7229003285855,0.0641043819966346,2441.5,39.4717463159803,10358180,5.56401699960219e-05,0.000134758796943991,57.50956,3.197218854859e-08,1.34851718696136e-05,0.00434915637807937,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
6.83,1.8,8,1.96,4,3,1.51,1.3,6,1.93,1.7,20,1.96,10,0,96.1371150394566,5.85215269409981,80.0856510976872,142.167526354849,58666796.4516703,19629141.0615613,114426857.012078,41647188.9406212,8.52921346501962e-05,8.3437689403341e-05,8.89276527150034e-05,0.000122715217559599,60.3123975333832,52.1650791974472,188.095586820038,3.16044971983436,40.6220700238185,2826556.67053748,22.7160736043886,0.0554731673315948,2676,39.3180725430486,10191930,4.9258948951076e-05,0.000131825625586537,56.5008,3.67942017486389e-08,1.34116586065156e-05,0.0043002266551902,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
7.31,1.7,11,1.92,4,2,1.56,1.5,5,1.9,1.8,20,1.96,8,0,95.6702833901202,6.06932573137494,82.2082644714066,146.686387191707,57522106.8527729,25381633.9423444,102800162.81842,39620186.6434117,0.000102054949785799,7.75293959633764e-05,7.99537026003597e-05,0.000126264169533744,63.8797262240502,43.6494408793288,183.134050355506,1.51272245197358,42.221702638137,2537417.70989709,23.3283518491984,0.0637568532849266,2639,40.5460949750201,10645900,5.28470313975116e-05,0.000122430735409779,61.50781,2.8627773656814e-08,1.09326063552043e-05,0.00333788457176709,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
7.21,1.89,11,1.99,4,2,1.95,1.7,4,1.94,1.19,20,1.91,13,0,100.820028811881,5.82879164154315,83.6721028721627,106.169098638208,47742997.0401687,22333219.7520785,90716318.597824,72151064.7995221,9.84094411301913e-05,8.31477860016685e-05,6.76935915713857e-05,0.00013710996481731,66.9976783906685,69.6466054711551,213.374912416284,0.613345184757504,44.1233963688436,3987936.07376459,23.6109466138061,0.0543356229567015,2512,42.5532378704226,12217760,5.20541727219796e-05,0.000124983599227943,54.19516,3.43923997000171e-08,8.52214121167039e-06,0.00244751883732597,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
7.62,1.31,20,1.3,4,1,1.96,3.73,19,1.82,0.416,19,1.89,21,0,80.9266672574944,6.18207757230049,128.293794787395,70.6469436894656,78144643.2717734,34265424.2843808,14330135.0954182,309646858.695689,0.00012304438503674,6.81936837353712e-05,9.67613712430195e-05,0.000165966449453532,64.6689176285907,92.0827888557338,174.221014123755,0.520117047418516,48.2469703215249,5647678.03397008,24.8033046185382,0.0394322784905325,2426,43.4291462482686,10685430,5.57569207227038e-05,0.00012559479618007,52.58736,4.09895666855179e-08,9.33380931465638e-06,0.0019103880499694,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
5.14,1.59,9,1.95,4,1,2.95,2.06,4,1.9,0.706,20,1.87,25,0,93.6322195746502,5.57022879358083,93.6794870821918,82.4672839028209,58530412.668477,21970462.8521492,58868155.8400004,119339163.26127,7.78178334420089e-05,6.13774029611137e-05,5.15096544449868e-05,0.000111967707856695,66.3077599945904,112.67627343162,261.940036733388,0.329780595667794,45.8213892838677,4644430.68392503,19.7473238693247,0.0396426885997783,2359,44.0720790300899,10796970,3.74720390022613e-05,0.000122612531269088,53.80013,4.9913186741202e-08,8.08551075659331e-06,0.00209208193387705,"Cascode_Null_Pin_1",65,1.2,0.4,1,0
