MOSFET_0_2_L_LOAD0_NMOS,MOSFET_0_2_M_LOAD0_NMOS,MOSFET_0_2_W_LOAD0_NMOS,MOSFET_13_2_L_gm1_PMOS,MOSFET_13_2_M_gm1_PMOS,MOSFET_13_2_W_gm1_PMOS,MOSFET_1_2_L_gm2_NMOS,MOSFET_1_2_M_gm2_NMOS,MOSFET_1_2_W_gm2_NMOS,MOSFET_25_30_L_BIASCM_PMOS,MOSFET_25_30_M_BIASCM_PMOS,MOSFET_25_30_W_BIASCM_PMOS,MOSFET_28_25_L_BIASCM_NMOS,MOSFET_28_25_M_BIASCM_NMOS,MOSFET_28_25_W_BIASCM_NMOS,MOSFET_6_2_L_LOAD1_PMOS,MOSFET_6_2_M_LOAD1_PMOS,MOSFET_6_2_W_LOAD1_PMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS1,VDS13,VDS25,VDS28,VDS6,ft0,ft1,ft13,ft25,ft28,ft6,gm0,gm1,gm13,gm25,gm28,gm6,gmid_offset0,gmid_offset1,gmid_offset13,gmid_offset25,gmid_offset28,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.15,39,0.845,0.15,35,1.58,0.15,20,0.3,0.993,4,2,0.15,1,0.5,0.544,33,2,5,68,100,7,0.441670589514011,0.309804787706031,0.786262495423245,0.847255118399993,0.394462954234836,0.299384895350094,18730716543.2509,18732449454.4545,12706517651.7739,992978897.071222,34779254762.4317,953309437.817287,0.00373696787087212,0.000746860019194359,0.00348035236105297,0.000261842369224402,0.000502018229014856,0.000812339415051392,15,15,2,-8,-14,-15,84.4316637473554,37.9295519804975,56.049598927774,1429.26477265824,64.9912824436372,627403739.013082,19.1122866240542,0.00809452990834791,346.550000000001,59.2780882064693,927132700,0.000973017090047976,0.000793045957444601,57.18964,1.50172514727607e-09,2.82353367313748e-06,0.000382014596609359,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,39,0.845,0.15,34,1.58,0.15,22,0.3,0.989,4,2,0.15,1,0.5,0.544,33,2,5,68,100,15,0.441672093293282,0.302792044047046,0.788583022398894,0.846178381160962,0.394464292599221,0.293410105912159,18732581074.6713,18583996425.6678,12882845962.4982,999314111.137246,34779594365.6459,988823172.384519,0.00373742899241083,0.000815509764480358,0.00344240456179777,0.000262433661844387,0.000502024195804688,0.000859465784676547,15,15,-4,-7,-14,-15,84.0989394271921,39.2453763779083,60.6744211095681,1547.19773829399,64.648423624246,656232937.333018,19.0794522982186,0.00831013971268559,336.250000000001,58.9969204068642,1014554000,0.000983604721189706,0.000707904372467834,55.16064,1.45393409210497e-09,2.80630693589745e-06,0.000392173195419177,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,20,1.46,0.15,40,2,0.15,21,0.3,0.904,17,0.3,0.15,1,0.986,0.481,47,2,5,70,88,21,0.454310153355663,0.229298342835093,0.748303873853472,0.914896751293813,0.389140611976725,0.30996391802304,20237445950.6965,18175187020.0502,10751286548.5651,1360679325.2939,26503701267.3905,1006436669.17982,0.00360587758971483,0.00078331537797689,0.00405218694355843,0.000229787409787744,0.000687413816622838,0.00101974984122495,7,15,-9,7,-6,13,81.6888376917696,32.1187519937779,54.5125931452907,1390.07112520491,64.3525543896707,551504410.799103,17.0905675739573,0.010718574727396,328.700000000001,58.972904241818,936024400,0.00101004659009303,0.000458167078546527,49.57428,1.33108378144706e-09,3.99279818814879e-06,0.000439052520189054,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,38,0.845,0.15,48,1.58,0.15,22,0.3,1,4,2,0.15,1,0.516,0.544,33,2,5,68,96,27,0.443569522564112,0.297072745757312,0.760578066380152,0.849297483978237,0.394770957392832,0.29361317649756,19001150014.3262,18687961072.41,10886484044.0671,982267733.12818,34374624086.0064,996170150.469114,0.00370503872173321,0.000822789560296826,0.00390258139683121,0.000260886726879495,0.000509582193178115,0.000869050533984313,15,15,0,-7,-15,-15,85.2199519179334,29.3313482208336,55.2623030052127,1409.18872663292,65.3556964034933,491662608.92634,19.3160037274795,0.010971320302152,318.600000000001,59.7531912559845,926326600,0.000986021157946677,0.000682518100482847,54.36046,1.37427207303897e-09,2.60351359517352e-06,0.000358840205072375,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,49,0.8,0.15,37,2,0.15,27,0.3,0.854,4,1.82,0.15,1,1.39,0.59,33,2,5,69,95,37,0.430584992972059,0.206115503410588,0.7771778336993,0.841307021020004,0.380432495863221,0.300643706023698,17213802062.0349,14910905307.8985,11199455349.5679,1320003222.0324,22151653496.0699,853668911.389422,0.00402150387525238,0.000798766360676212,0.00393009995260117,0.000274912768669518,0.00077596676900224,0.000791089254130971,7,15,6,15,-9,-15,83.6335418797363,31.3859989076308,52.5758648484968,1340.68455363667,64.5596569267624,529475390.161376,18.1932982166511,0.0118134141869995,313.800000000001,59.0351698580887,886944100,0.000992340924933598,0.000622319303227449,48.52906,1.39862880199006e-09,2.65764736878005e-06,0.00039800058668138,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,45,0.823,0.15,38,2,0.15,24,0.3,0.793,4,1.22,0.15,1,0.622,0.533,41,2,5,69,97,38,0.434291098375156,0.279846073037868,0.77127221470688,0.923197458515426,0.395784733381843,0.315621304590175,17738680707.5895,17258586556.1763,11027175634.4007,1691480143.76133,32161324278.5845,914224421.809158,0.00393574816039428,0.000819208684179483,0.00395920618598702,0.000226445784383296,0.000559937130653597,0.000912059041740179,4,15,7,3,-15,6,84.1606601184129,34.0471721819762,58.5877390024982,1493.9873445637,65.2165940484287,575583933.689716,16.3373865719092,0.0139963030535786,311.3,59.8742077757083,990454100,0.000994440251054383,0.000596819550350028,46.30702,1.23956059582311e-09,3.39626397160731e-06,0.000377531288262123,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,39,0.845,0.15,33,1.58,0.15,22,0.3,1,4,2,0.15,1,0.5,0.544,33,2,5,68,100,41,0.441594200182625,0.302850948686734,0.790994652410564,0.849134188674997,0.394460643802056,0.294695021324936,18721953799.3582,18576480540.507,13058375525.7429,982045915.068292,34778669144.5298,988699406.233017,0.00373485827331175,0.0008150878216811,0.0034007494809037,0.000260815884131448,0.000502007940149276,0.000859060180625258,15,15,-4,-7,-14,-15,83.9999634436406,39.1564169706521,61.5993525892368,1570.78349102554,64.5713666919381,654219068.885162,19.1361307478811,0.00853679979535346,307.55,58.9216434200565,1029192000,0.000982813996212862,0.000727121624763887,55.41101,1.41789185766903e-09,2.84601854237732e-06,0.000395778368635247,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,34,0.954,0.15,50,1.56,0.15,21,0.3,1,2,2,0.15,1,0.3,0.657,34,2,5,68,100,43,0.441695087819343,0.379378970078784,0.758669144088221,1.06778555894265,0.380371095250266,0.347058183294676,18747381473.8032,20155499169.6851,10641218911.3778,1247256297.12248,41388800918.9047,764703566.132286,0.00366497812935386,0.000840819865374577,0.00389573660931893,0.0001730691396163,0.000389808265996173,0.000828422854245564,15,15,-1,-15,-15,-15,85.0673938521494,25.627705527626,70.0545853344295,1786.39192602795,66.0719460128452,426323090.58261,16.4468173212935,0.0143964494812919,305.9,59.310223922085,1165375000,0.000978543663644306,0.000538678470560768,49.95862,1.3486206058461e-09,3.49824996789039e-06,0.000356932827316858,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,48,0.845,0.15,29,1.56,0.15,22,0.3,0.996,4,2,0.15,1,0.581,0.619,33,2,5,69,90,52,0.428048505247838,0.299645993269993,0.817151854205654,0.852646197860839,0.395890620532223,0.310212276854528,16834189375.345,16865743043.9221,14058980216.3895,994538180.451598,33032862971.2883,764944761.57024,0.00403969583322606,0.000724722924756292,0.00324133258479598,0.000263395920041432,0.000542466255343645,0.000727053489796509,15,15,-15,-15,3,1,84.2466256819435,34.8672329705462,57.4031772780397,1463.78102059001,64.5951727603469,577271565.039316,19.3816085503758,0.0101736182578148,304.1,59.0357813364267,950382900,0.000973898643272056,0.000660711918346927,57.27307,1.67562180032109e-09,2.8390210472512e-06,0.00039756499061927,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
0.15,21,1.5,0.15,36,1.81,0.15,21,0.3,1,15,0.3,0.15,1,0.69,0.58,25,2,5,69,100,45,0.447256959190608,0.266235347965457,0.768590188271783,0.981653940560601,0.39486676751532,0.351950163762061,19204687795.9837,18417687779.1239,11769727391.7254,1205375000.52792,30825258168.9422,1015837686.39217,0.00365098614047901,0.000781011068774197,0.00370986870662194,0.000199875257151338,0.000586639959152988,0.000748487814635992,11,15,-14,-2,-12,11,83.4782446695655,36.0259274640287,49.1590941882143,1253.55690179947,64.3817350450876,603640780.083401,15.8579790641809,0.0106795355703869,303.65,59.2442603672078,823696600,0.000985631285046886,0.000486651066658876,50.95124,1.43814197722813e-09,3.29873638651001e-06,0.000393526699660862,"HSOTA_CS_Pin_2",22,1.8,0.8,0.1,0
