MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4,14,1.87,2.2,14,1.99,3.7,1,0.12,3.7,1,0.189,4,1,0.12,3,1,0.224,4,1,0.12,3.7,1,0.12,2.4,1,0.922,0.3,20,1.99,0.3,9,1.79,4,11,1.92,2,20,20,10.7,6.32,1.96,9.31,10,51,110.770360154139,78.8966176142659,0.253304824601579,1.65900716468686,0.0439040754108181,213.36880640639,0.302472003173762,3.45137710542894,62.6828591392791,45.9552612679449,27.9152280320004,108.85842835193,105.175154566524,22041967.1022307,56066711.6797243,13261996.8566612,23282624.3241453,3108735.729088,34265839.8341228,8305373.62847547,14123155.1525137,27968888.3244549,3641054956.41307,8760592526.27283,46621268.7958398,38021752.5093091,0.000123416772345022,0.000196540983522087,5.64075142128977e-07,1.2112622565564e-06,1.42368926564409e-07,1.40698921306309e-06,3.55658176619854e-07,3.91245632629093e-07,3.08405568605139e-06,0.00275298007971702,0.00279195378294827,0.000238608421455915,0.000143397482080868,17.2377370702566,0.0651558025492247,0.503611242569967,34870956.0872717,17.1400789334982,293327.695196068,43.8839047943548,0.0715856439023605,-132.150011905649,56.5008197893223,2267229,0.000409267525921231,0.00134067847232134,64.70179,8.49089105282429e-08,0.000960104272673537,0.111100714935617,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,13,1.95,2.5,20,2,3.7,1,0.12,3.7,1,0.147,4,1,0.12,3,1,0.12,4,1,0.12,3.7,1,0.12,2.4,1,1.45,0.3,20,1.96,0.3,11,1.95,4,20,1.96,2,20,19,10.7,6.32,1.98,9.31,10,47,111.070145030943,81.8546100871899,0.570372421327053,8.70922888809152,0.0471390836356489,188.482483939227,0.191116757754175,0.479586434575062,23.3446825364595,43.052308347634,25.8012123010207,111.635592774499,105.016975149736,22513225.8537482,42986757.4473689,17975098.9722836,33435963.6378886,3093001.97016566,43249880.6056839,5214180.41968626,11370146.3097788,25773389.0536,4045644984.24022,8554109480.23543,34429509.3144416,38800155.5530245,0.000122424945670201,0.000245245935403698,7.17046052296002e-07,1.27851119895426e-06,1.41484626539617e-07,1.07752447096363e-06,2.23800603202845e-07,4.25752907031041e-07,4.41937631129333e-06,0.00307880160103021,0.00361593593057716,0.000312498458507753,0.000141303717353848,24.0331342910982,0.0594156416398691,0.433428343561447,2899930.50092056,25.6916837266931,335811.17519847,44.4131388217496,0.117540212521778,-110.952457534616,60.7612705400114,2449693,0.000513808953531881,0.00105313463089003,60.88206,9.48814975290126e-08,0.000612877343499761,0.077055552070777,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,8,1.87,0.5,4,1.87,3.7,1,0.345,1,1,1.93,4,1,0.12,3,1,0.639,4,1,0.12,4.28,1,0.12,0.536,4,0.638,0.179,20,1.98,0.06,15,1.95,4.02,6,1.33,1.92,1,17,9.45,62.8,1.97,10.3,25,52,112.103723549677,62.0420881638696,79.6894494923528,62.1643961964015,0.606251085836842,158.851184145724,0.157316814126426,0.0696695454031468,0.131898302748481,25.1844746898064,6.27067426417582,107.807340567486,101.761948595184,32216081.4487712,264949588.026365,22652442.5082882,46811227.5900958,11764158.9996118,18672923.1417454,3049122.81966047,4340487.91064359,59520556.5595244,12399483530.2698,68118408684.912,16820155.4296712,45671869.436657,0.00011050362216949,3.79901431159172e-05,1.61397660806177e-06,2.67965959448182e-06,4.79672694106721e-07,1.76000489880359e-06,1.2392301653509e-07,2.21917710586726e-07,4.92766763759361e-06,0.00641838913907179,0.0115069354839783,2.76446072794873e-05,0.000145755892755117,87.7905018046421,0.188514380580773,0.569509525842516,0.0349229320461331,65.732054199936,2657969.57816056,23.1952316651505,0.0380947759628321,1584,78.5373603176646,8029833,0.00128177806526045,0.000725536716610347,56.22534,5.32133227948341e-08,7.59040926936461e-07,0.000115183055662105,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,11,1.91,0.5,1,0.844,3.7,1,0.235,4,1,0.6,4,1,0.122,4,1,0.175,4,1,0.12,3.7,1,0.12,2.4,1,0.7,0.4,20,2,0.9,2,1.14,4,2,1.68,2,1,20,10.9,32.7,1.91,9.04,7,61,131.021295683028,78.3807102731647,0.255944388352941,0.0918334544642657,0.0291620518861191,289.586325432099,0.454038681440341,11.6027726051115,28.2397051144147,78.9350098325455,59.683386771506,125.708391061682,151.7656186569,27262767.3756637,103211004.734668,8881874.31279342,3255731.68023654,2519065.92397458,21300740.5573867,10508945.0286577,6328186.24041862,28456158.4158115,607326450.977342,1267282213.41707,25195929.2109221,39462759.5725121,0.000126621456677379,1.18487599365626e-06,6.26674381358662e-07,5.94946601299546e-07,1.0268611452879e-07,8.96180728044182e-07,3.81818281376482e-07,1.32156241972236e-07,2.43750716697134e-06,0.000429346138488019,0.000164868019631794,1.8572311877361e-05,0.000148492171059343,7.9220282340899,0.207548474421374,0.673902157498575,2275771763.83661,12.5031275240232,170504.391028409,20.4307488849528,0.129382731045107,-258.288663656206,54.7929497822004,553621.4,7.4683272077111e-05,0.00285139421184335,52.50942,1.85682485617719e-07,0.00445723699698593,0.21018816509546,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,15,1.87,0.6,1,0.871,3.7,1,0.17,4,1,0.35,4,1,0.12,3,1,0.448,4,1,0.12,3.7,1,0.139,3.3,1,0.575,0.1,15,1.99,0.3,7,1.79,4,1,0.987,2,1,20,7.88,71,1.98,10.3,8,57,110.850308866056,55.0790992705321,0.171220918954841,1.2947173776109,0.0479456025455353,245.53281181913,0.316974126174084,37.5280280031204,129.823260669872,20.1508688672302,26.6526297730198,103.233848885344,104.693598914923,22461486.0673019,486592657.299809,10291860.0000311,15631002.6619906,3474766.34663056,26493717.040146,9911061.06003575,1656149.3315351,17330185.3489775,17034574321.3668,10042030349.9121,49430027.5655076,39802396.5982696,0.000135251106511007,1.29434218260881e-05,5.93684013619251e-07,1.51694210034921e-06,1.59115616139365e-07,1.96316368933102e-06,4.29131334779857e-07,2.19532467196984e-08,1.71242119801727e-06,0.00385405636246351,0.00253473946077376,1.21818519892078e-05,0.000153791065106711,13.2189650746836,0.210785327391228,0.681246592982568,541693731.636787,13.74232651313,838436.597154686,24.5715160297447,0.0864130767442047,-209.215392387697,50.7481452846276,2709781,0.000361607279669773,0.00173191700575467,57.41459,9.51434300687981e-08,0.0037653364980178,0.128548983845971,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,14,1.97,0.784,1,1.65,2.49,1,0.182,3.7,1,0.215,4,1,0.12,3,1,0.674,4,1,0.12,3.7,1,0.12,2.4,1,0.651,0.1,11,1.88,0.1,7,1.84,4,4,1.7,2,2,20,7.43,45.3,1.97,10.7,16,52,111.254804660034,55.0440243461438,0.735439415270978,103.119915495496,0.198967584348866,207.835679156916,0.381634787399782,3.4729349498447,67.5164301823625,17.5919714928624,10.4702899483764,110.894308734076,104.368542685418,23260545.4880826,423234826.686031,32663085.1485502,33962847.1243689,7466725.15491689,20260768.3845717,9205900.39521097,16416445.9351479,31974380.4972128,24204865338.1028,44963804435.85,26360974.2373235,40634253.6948838,0.000138457062425372,3.09728395291933e-05,1.15395984775282e-06,1.67317164706348e-06,3.31489716482654e-07,2.06804806877115e-06,3.8707176463627e-07,4.73848818857537e-07,2.59297976787119e-06,0.00409216975324656,0.00465217792061148,3.97883393013624e-05,0.00015722268392737,47.9691207964676,0.0649855690393105,0.864028218185389,736.729024340589,43.387533835549,397868.297493733,23.8674816434411,0.0444811017441111,-1.66140458204406,58.9930881320945,5289935,0.000556582726925473,0.0015147198828851,50.41479,4.43183703440191e-08,5.67071323089505e-05,0.00213721844033915,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,14,1.94,0.8,2,1.93,3.7,1,0.12,3.7,1,0.148,4,1,0.12,3,1,0.132,4,1,0.12,3.7,1,0.12,2.3,1,0.673,0.1,20,1.98,0.2,5,2,4,3,1.42,2,2,20,9.71,76.4,1.92,9.57,14,59,110.940417940711,58.7562828065589,0.589714870643257,48.6825366234732,0.0558962492434489,187.530100179178,0.182170853351464,6.7779612714429,71.9462742000838,20.5429871037439,14.0703880633469,109.928539149515,104.752325467242,21965490.605421,264510995.117817,17760811.9872735,35969516.8643055,3362397.87269367,40306950.6681824,6358341.31251227,3942285.86488654,33316190.1962316,17521706407.0495,21212787417.7612,32154075.1023999,38966143.6537576,0.00012737291359034,4.07224340992251e-05,7.03779512127598e-07,1.31399873705631e-06,1.53459454928456e-07,1.07353070776335e-06,2.79695819498851e-07,6.78597583076533e-08,2.63652631023565e-06,0.00526396555444118,0.00302848468591581,3.16784442345911e-05,0.00014508452745195,37.048513856993,0.265294588503282,0.928295843244478,102855.125629883,31.3970147998438,1480020.06317963,26.8927034713879,0.0609230357619729,-19.4814525503864,62.6269188375268,5178758,0.000507161790332602,0.000908682171924123,53.36436,7.51013079669949e-08,0.000288663972440631,0.0373497768163072,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,14,1.92,0.3,1,0.657,3.7,1,0.457,3.7,1,0.302,3.7,1,0.497,4,1,0.38,4,1,0.12,3.7,1,0.12,4,1,0.803,0.3,20,1.99,0.5,1,1.31,4,3,1.57,2.1,1,20,9.55,18.7,1.94,10.5,10,34,111.138794161836,47.4277320503393,2.30460921158665,111.503746385907,0.12098756875154,178.030274959322,0.145741902233872,15.8218214363456,116.939563579763,68.2933196877667,10.0488936659742,109.579187862534,106.406562240645,23322709.4292887,1949219532.6784,17777313.3350332,30468812.0582782,3488149.59540988,17783750.0864305,6551310.00875751,123212.370296083,11453828.9448452,1481522578.00512,4971006846.56031,21543501.5849068,37618959.7998811,0.000135470010955495,2.09267345086733e-05,1.87108790772293e-06,2.0017065664618e-06,4.98919349557199e-07,1.58953595082217e-06,2.93488708876716e-07,7.82654307967777e-10,1.89894999519923e-06,0.000850334352373585,0.000223842519921404,2.17222405672466e-05,0.000151509383443385,46.4264645591972,0.117423299456442,3.40718739329239,2709.24600979549,43.1498995721823,99565.6214732113,19.2921046026606,0.0676610178768694,-46.9448815351305,56.8802686453754,2889024,7.70836808012359e-05,0.00190509821437526,59.81121,1.89780811268338e-07,0.000419518436638745,0.00388210452553917,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,15,1.87,0.5,1,0.858,3.7,1,0.424,4,1,0.419,4,1,0.12,2.4,1,1.17,4,1,0.12,3.7,1,0.12,2.3,1,0.627,0.4,20,1.98,0.9,2,1.12,4,6,1.92,2,1,20,9.55,18.7,1.95,10.5,11,24,110.897515056769,58.8602467124753,34.0146241934941,136.688439584372,2.87183882348387,93.6487894918676,0.0649680214271618,1.77490920591109,65.9750005584778,75.1137216764896,9.15163760214432,107.920127791188,104.369620875869,22716431.2918392,845604193.76089,15441306.9559649,14847036.2781268,16766840.5098409,14488041.8260965,3087592.29459519,281199.083671068,34923157.5319997,1038163226.39792,1621246749.30698,12587033.8535475,40440716.5311338,0.000137089514042712,1.96518511936542e-05,1.24662684107969e-06,1.23657881292522e-06,5.8297434666052e-07,1.59383201252231e-06,1.3902785358248e-07,2.1047967063151e-09,2.61668874484005e-06,0.000822398666683602,0.000223815299101369,2.74922507703418e-05,0.000154671457850104,69.4560664172952,0.08239499816362,4.1013900592208,0.353102868299034,64.027332322272,73523.1391443304,20.1175023300608,0.0621301232225075,-26.5364748,66.4658259677142,3659774,8.11204792689082e-05,0.00152539351705038,50.89883,1.2937869039607e-07,6.24402096806781e-06,0.000305534043879785,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,15,1.99,0.84,2,1.43,3.7,1,0.444,0.06,1,1.51,4,1,0.12,3.16,1,0.624,4,1,0.12,3.7,1,0.12,4,1,1.43,0.1,20,1.98,0.26,5,1.91,4,4,1.59,2,2,20,8.31,28.5,1.95,10.5,12,53,111.06649295052,70.3324231964378,0.541342512140361,0.0105024723386012,0.0485847279988017,263.948966704207,0.318736796515533,29.3769611258838,69.4364107039847,21.3312632071284,21.7330257334684,107.598133248847,104.353013394378,21972292.0927211,256923671.092998,12639815.4996414,296631714.223256,3730865.00081853,22616176.8936126,10581897.9106612,7737386.36383683,10279948.6814609,14745459050.1025,13587155119.6113,27006482.7729051,40487422.3493332,0.000139943095694424,3.11553851498043e-05,1.51793813301156e-06,2.43866231265125e-06,1.70837005380476e-07,2.40584380419949e-06,4.60224190534145e-07,1.55835589600234e-07,2.9329126700298e-06,0.00426869680638397,0.00231028482301178,3.84054686918938e-05,0.000154905400256049,22.2348259059088,0.119827615794917,2.70761183935175,396885.120194294,28.0809095130154,468934.800221188,22.4625163327709,0.0633143664661404,-38.1094639675608,65.4877297339175,10596000,0.000355764704996766,0.000883152004361221,64.49474,4.63581433119559e-08,0.000650321383782736,0.0422842961822795,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
1.8,5,1.47,0.4,1,0.499,2.1,1,0.12,1.8,1,0.154,1.5,1,0.12,1.18,1,1.77,1.02,1,0.12,2.22,1,0.12,1.4,5,1.29,0.3,19,2,0.1,1,1.82,1.6,1,2.03,0.7,1,9,10.5,46.8,1.92,11,16,48,73.6294273622483,34.2362600962331,1.6031036153255,75.685782984316,1.24112969014514,84.7187518485279,0.0892908025504502,0.234826453505743,0.421595118032925,54.9980820646513,6.55551114165147,71.6958357350027,65.7847987723079,153045172.324526,2131887059.1836,99609332.9146864,179318417.562811,116086453.580312,71841358.974334,51246724.3783163,21734481.9823674,20062169.2266437,2913565362.41207,60741696263.4532,206229973.653012,300719037.117945,0.000117298183101949,2.72840530927545e-05,2.09640310100245e-06,3.29740797643918e-06,1.6357580216061e-06,6.14883386842882e-06,5.73079254643278e-07,5.14588127070635e-07,1.00740360676644e-05,0.00197778781870883,0.000939987619663622,3.87908258120377e-05,0.000174103161591379,53.4694732974193,0.151747468381515,5.70178166046531,8.29388629074661,49.4600405081084,374815.163674839,18.413913217999,0.0672519543723004,-71.1149472,62.0284108637504,14083360,0.000224544805603968,0.00200805999702463,62.22794,1.67688664626925e-08,8.70253793548853e-06,0.000853783275795494,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
1.8,4,1.51,0.4,1,0.499,3,1,0.12,1.73,1,0.154,1.5,1,0.12,0.7,1,1.35,1.5,1,0.12,3,1,0.12,1.4,1,0.189,0.3,19,2,0.06,1,1.55,2.79,1,2.28,0.7,1,14,9.81,46.8,1.92,17.5,14,26,74.2605710093013,31.0821801371683,9.49889152095468,68.5063941028013,2.92136490318194,60.5077788036833,0.221467583670077,16.0871292485388,76.8357059944106,55.1841067943749,4.71575623244739,94.7057393380842,65.7764078842483,220699808.785713,2123840274.34148,86793040.1114154,199605649.281963,153638570.365038,182038381.014666,53166877.2794662,1774036.8872409,127695304.724757,2896831747.60813,101627006177.314,87803433.143189,301173060.631633,0.000146869007824705,2.72138295022034e-05,2.42277970220942e-06,3.51862192611749e-06,2.05915541141591e-06,6.83303327855682e-06,8.67788052799024e-07,1.53333608672876e-08,1.97011204648677e-06,0.00196308680074567,0.000976828187076511,3.33893652816143e-05,0.000271359834371007,62.6302970341945,0.101305987334164,8.9356370666618,0.77848195476,57.384578805032,259742.61714135,18.2578153129009,0.0765314277422222,-96.30969975,67.9987328185818,22910450,0.000233085583745208,0.0032432842000171,43.22555,1.31082284422009e-08,3.89591158761637e-06,0.000302257313086363,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
0.06,1,2.51,0.24,1,0.678,0.245,1,0.12,0.06,1,0.214,1.1,1,0.12,0.835,1,0.444,1.1,1,0.12,0.06,1,0.12,0.06,1,1.66,0.488,20,1.6,0.06,5,1.11,0.765,3,1.56,0.5,1,9,20,55.6,1.56,14.2,40,49,7.33541387617974,35.2949763801914,20.9559378290261,6.56752374891896,1.07452326768537,54.2254818298939,0.279638730776699,0.870957086372619,7.20800317853729,48.4693300100909,5.96464779109807,50.3722771496213,58.1295978586483,18026010068.8769,4869960167.69114,6746325111.75589,17245718428.6227,338823386.831569,495027256.894609,77835796.2156639,15220787956.7372,12264228811.8955,1806982351.45174,76466488852.0824,464984202.096582,697279104.948828,0.000221176499609782,5.12146838479663e-05,1.52534731887843e-05,2.07248312717267e-05,3.66564047547186e-06,1.09874300904465e-05,8.72655683266876e-07,1.2315974180072e-05,0.000106227519875781,0.0018004010791816,0.00252835662304704,8.62230381786607e-05,0.000250934217047545,62.0131124540154,0.140811492335883,39.3708848787334,1.64042514511628,53.4055761717934,504835.229034477,20.1406628490723,0.0725846996640577,1472,67.2816723887441,141151900,0.000325925895458404,0.00246028529438005,55.41881,7.62573490943228e-09,1.03408584974912e-05,0.000466801952497153,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
4,13,1.95,2.5,20,2,3.7,1,0.12,3.7,1,0.197,4,1,0.12,3,1,0.224,4,1,0.12,3.7,1,0.12,2.4,1,1.63,0.3,20,1.99,0.3,11,1.95,4,20,1.96,2,20,20,10.7,6.32,2,9.31,10,37,111.070144928345,79.983487524239,0.720859097916616,81.5758566490242,0.082647206493662,195.88161363986,0.190639182928091,0.454525925940101,21.1932355661031,43.3056563702487,25.2828989619463,112.119455811672,105.425820298416,22513225.3020654,42547319.626607,20072506.2542655,32949348.6997233,4368181.47966812,32625184.9639161,5220943.07539932,11467218.5045127,24609450.5480133,4032212437.95145,8571387167.93964,33515965.8924804,37623245.6735783,0.000122424942081158,0.00024217724586655,7.86372279432892e-07,1.50062092394042e-06,1.98347786026962e-07,1.32335176772389e-06,2.24192527706469e-07,4.34526322014581e-07,4.68317975187e-06,0.00311281631812134,0.00362584258616659,0.000302847126490728,0.000144291883645235,25.5995276622392,0.29953145262059,0.460879430473796,673849.780783698,27.4699694097936,1697665.23630347,45.48445778505,0.067669279310727,-66.5674926977026,64.5776015266947,2612143,0.000515248739155971,0.00109221981629598,48.12758,8.22362126548948e-08,0.000448383486074752,0.0356032001752853,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,11,1.99,2.4,8,1.79,3.7,1,0.12,4,1,0.245,4,1,0.12,2.4,1,0.701,4,1,0.12,3.7,1,0.12,3,1,0.408,0.1,13,1.95,0.1,11,1.89,4,3,1.96,2,9,20,9.81,28.1,1.96,9.87,11,46,111.644770055188,32.7049115532263,0.262564516992545,93.9877363955313,0.172217420262828,184.784152671571,0.84286691305125,58.7529305911787,133.379229274245,18.1729460911322,11.9061414137158,112.065768055831,104.864734581686,25396842.3224348,49877414.9228451,15416718.0643418,32985296.156011,7743689.65696045,32088580.0912562,16524072.6041509,10484865.3289817,22195608.3266047,22870872095.2946,37253199888.1296,61820149.6192437,39065736.6611247,0.000121980122363489,0.000100421888336464,6.63614453017674e-07,2.03002388536464e-06,3.47650043562877e-07,2.72377107902681e-06,6.57419370654215e-07,2.29031903906833e-07,1.44471795652512e-06,0.00468023577231436,0.00601751635478993,9.09918397733653e-05,0.000148573469826897,34.3852465299064,0.832675805904315,0.686027494502506,72452.1163983645,24.3260723436777,5428186.58861991,32.4183034719586,0.0355567026569858,-49.5940410179947,55.9275174436396,4472191,0.000592633416940016,0.0014441211193431,33.62433,4.41479763045241e-08,0.000226417384794788,0.006921672873476,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,14,1.86,0.3,1,0.81,3.7,1,0.28,4,1,0.12,4,1,0.12,3,1,0.293,4,1,0.12,3.7,1,0.12,4,1,0.736,0.1,13,1.95,0.2,5,1.91,4,3,1.47,2,1,20,8,45.3,1.96,10.7,10,25,111.089930072089,48.5716064056481,1.1011885080778,100.86535874041,0.154057324167081,184.987192368841,0.227817106398103,13.37403773834,130.829358345269,19.7712070683574,15.9617454550474,109.38878124592,104.309500230212,23981204.2878689,1790575220.63578,15348490.7215732,37014994.6717121,5999480.4517653,27958880.1178612,7266488.56297287,1901739.68375794,11470078.2273047,19370728993.0115,19846705149.2065,22579054.7970813,40703645.4445203,0.000135791473466103,2.29456836874524e-05,1.11864879400132e-06,1.23033776938734e-06,2.67550553974148e-07,1.39269942380053e-06,3.16705147944776e-07,2.44276550178122e-08,1.7423375054697e-06,0.00381468472349768,0.00267836550942352,2.15657315849943e-05,0.000156781945753189,38.2667538492612,1.0719675343206,0.949761984315926,28074.9198760612,27.2892594990859,4812418.30312424,21.8662068041076,0.0196778535518467,-33.1409628,60.5327895192298,4263797,0.000408121103488991,0.0014918229829476,40.62417,7.36545473093261e-08,0.000274421721656971,0.0055457472148619,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,14,1.96,0.624,2,1.02,3.7,1,0.311,3.6,1,0.39,4,1,0.12,3,1,0.158,4,1,0.12,3.7,1,0.12,3.07,1,0.864,0.1,12,1.93,0.1,19,1.91,4,5,1.55,2,2,20,7.43,55.8,1.97,12.4,13,62,111.573077436088,59.0309447852822,0.436545325848312,0.37098700602445,0.036479240798787,204.279831735314,0.409919459778293,0.838516494604211,58.0010085967013,15.2186147269225,12.6248049340604,107.219750380925,103.209964443481,25410089.6421931,559565028.027586,11355805.3551134,10027969.5724526,2763699.02115067,40289191.5111315,7763170.13012874,16197012.4429228,19667506.4463684,28403981062.3395,36198930327.8718,26355530.7184995,43524176.9055268,0.000153065261427146,3.84878252316797e-05,1.00331184861271e-06,1.04883942525808e-06,1.26660920423918e-07,1.25564734263603e-06,3.15049337697812e-07,5.88499376818976e-07,2.72060923704948e-06,0.00556646905218992,0.0101319131465574,4.55091503912005e-05,0.000172023367708009,19.4937188115405,0.473672867683616,0.977143637210688,846626.792884128,22.3751265268589,4814467.29303857,25.0761468331959,0.0648599404178768,-31.6763250096182,66.2610113942034,9931804,0.000924010798765089,0.000735446930653438,43.95309,6.61227221970513e-08,0.000350245108848292,0.0374543374922459,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,10,1.64,0.06,4,1.69,3.11,1,0.353,0.806,1,1.36,4,1,0.28,2.35,1,1.25,4,1,0.12,3.7,1,0.12,2.4,4,1.73,0.221,20,1.94,0.1,20,1.85,4.69,5,1.86,2.1,1,20,7.7,108,1.86,9.37,24,22,111.077922420072,7.9398231776443,66.8518435164466,60.7114502889063,1.89394066744473,109.909500666898,0.125240490870449,0.0604978163272777,0.358008507322566,28.8028773111658,11.8518479826942,117.943508759794,106.675251194248,28790039.2687209,904387700.074077,26473799.7841843,70972945.7721695,11491941.1505037,17024774.6561996,2499207.28924123,4855225.98127394,6202802.50487278,8770873071.43021,37052153598.3235,10909808.0938675,36252288.9123384,0.000106604864327124,2.65047477995129e-05,1.55735873956581e-06,2.37815166919905e-06,8.2699646153498e-07,2.04146647757274e-06,1.01950302389852e-07,2.13731018867508e-07,5.87136842576439e-06,0.00527040409299039,0.0106470982786786,2.34471186372152e-05,0.000138448717842653,87.9189799276507,0.307268159505138,0.69409082018568,0.0737627378924045,66.0568085794564,3578778.0260635,28.3249164164698,0.0448765602199615,1813.5,82.8904878643237,8084134,0.00105882580687448,0.000778240630596488,59.27602,3.77993812552949e-08,1.55829104585198e-06,0.00015140374776923,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
1.8,3,2.09,0.6,2,1.27,1.6,1,0.12,2,1,0.12,1.4,1,0.12,1.3,1,0.271,1.5,1,0.12,3,1,0.12,1.3,1,0.373,0.8,20,2,0.06,2,1.22,1,2,1.15,0.7,1,8,8.23,15.8,1.92,11.7,14,31,76.0175535646088,49.4382331181828,1.27264884891789,59.1029616946026,0.121622165237598,113.810247718262,0.374811771126583,2.55073737737719,43.6358068914774,66.413373307093,5.72595740936015,53.5584130751705,65.1476080800892,176324180.43738,604141694.936346,142706612.083075,176796979.220081,42881856.2373936,174543101.75492,64136479.468796,25782629.7678607,126523531.423076,581964012.173446,83289947239.4865,401004201.585596,329338047.249608,0.000116514744326543,5.01425821821339e-05,2.29586139689048e-06,3.03861749884091e-06,6.7013581776748e-07,3.58813551429756e-06,1.00216544895787e-06,6.30866647998739e-07,3.32308890595034e-06,0.00113231546935267,0.00122402165191389,5.25199039495564e-05,0.00017422255313419,24.1824655049277,0.534089588885804,2.11946811360764,2166012.53623513,18.7750983176157,1182543.54598266,13.4214604272411,0.0985276333279542,-110.117201025411,49.7800902893893,4692777,0.000201284505376648,0.00345467702897697,79.13197,9.21383124742787e-08,0.000443131410072327,0.0311144793083371,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
