MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4,13,1.95,3.3,18,1.93,3.7,1,0.288,4,1,0.411,4,1,0.12,4,1,0.12,4,1,0.12,0.6,1,0.139,2.4,1,0.675,0.3,20,2,0.2,9,1.8,4,20,1.96,2,20,20,10.7,6.32,1.91,9.31,10,45,111.070141874624,174.414907324038,0.103304806405778,0.175827038179605,0.0230644968346017,227.002111668003,0.334730896580542,15.7267367374118,165.65282909152,40.2429829737649,27.2921056406136,100.90022641235,104.853368770606,22513208.8819162,22078646.2255162,5155200.70295839,5112593.99398425,1843444.83906006,25358977.3371676,8329670.56384435,3086876.01858123,31242161.9427679,3886950481.45734,16576873417.5558,32777028.7349953,38507125.8443498,0.000122424835257767,0.000139376851479671,4.63643988025878e-07,6.50319353436539e-07,8.45459987160642e-08,8.52143498227546e-07,3.52312252882444e-07,5.00148606798515e-09,2.57385379476048e-06,0.00300935611117372,0.00366042086271394,0.000295853253498361,0.000142114572702729,8.33001677958273,0.498478659778846,1.62102615660373,277584610.776119,9.33813955806754,2591231.69388126,44.7999441963938,0.248192294010208,-104.065032700011,70.5764321530688,8426548,0.000472570917539539,0.00109931554602876,47.01472,9.70097474053662e-08,0.00123360850970133,0.15158121396557,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
1.8,3,1.84,0.6,2,1.27,1.6,1,0.12,2,1,0.12,1.4,1,0.12,1.4,1,0.271,1.5,1,0.12,3,1,0.12,1.3,1,0.373,0.8,20,2,0.1,2,1.12,1,2,1.15,0.7,1,8,10.8,15.8,1.99,9.17,10,11,75.1921668004923,53.7553537092953,1.6080093232655,56.8655833965638,0.0927358072635407,123.461059120343,0.285220867988481,7.27724309179494,66.4430564784078,70.1836656064112,8.90636744888504,53.286695702989,66.2091096237286,164253441.116149,541676333.003019,145669483.322729,166221276.873918,35220148.8172436,147451888.03999,56090230.0226741,11875204.6034852,115240101.211257,537798986.065305,51789775263.5707,350507025.575464,284860091.810193,9.48484573560251e-05,4.34292840604119e-05,2.27519457489479e-06,2.83558598790846e-06,5.53208013393855e-07,3.25615918028796e-06,8.9517905316402e-07,2.0907146311511e-07,2.91951760689741e-06,0.00103016523957326,0.000960382073583534,4.47082541268594e-05,0.000149492350648212,24.0147195167941,0.56959025630352,3.25723909150856,2132020.70259225,19.3560891880426,1029213.0388049,13.8611796034825,0.0942511572599034,-115.782710504977,54.2769985269058,5885622,0.000164266893041228,0.00399836051074095,59.47488,1.03298402415891e-07,0.000540141414629547,0.0371218862321321,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
1.8,6,1.51,0.301,2,1.65,3,1,0.12,1.6,1,0.147,1.5,1,0.12,0.06,1,1.44,1.5,1,0.12,3,1,0.12,1.1,1,0.358,0.298,17,1.99,0.06,7,2.75,1.58,20,2.08,0.733,14,7,6.4,19.5,1.71,13.8,18,45,73.8368146552492,25.9590392857057,2.11006012445922,77.7578572496126,14.4724022973624,6.65244666751811,0.315635335888278,0.215250244876833,7.72974389592573,33.9152742520687,6.42968078947233,71.554044755892,62.5478804735627,154832552.816367,4943424183.04631,53574224.4158972,182298768.905462,157235113.130506,699062680.066847,37371430.4479071,16437275.7784834,185792892.20456,5149903015.70405,62734621244.3826,205543122.438197,376351494.964519,0.000146399618384792,0.000331595631659432,1.58260184774912e-06,2.74778654534025e-06,1.97075922720233e-06,4.30508946452861e-06,5.48633873106162e-07,5.60868378159628e-07,4.21426320853646e-06,0.00349321142176398,0.00685469847621386,0.000778026155096432,0.000173667360261464,54.5155956626977,0.68535603047871,3.63199244740436,5.13267908073712,49.5451442033988,6582252.63536771,18.6654006118272,0.0591743225357848,-29.933343,67.5669040186191,34882150,0.000873103287348742,0.00109602359053417,61.44283,2.01922663140247e-08,5.24105826982091e-06,0.000805217060124208,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
1.28,4,1.28,0.1,1,0.12,1.1,1,0.12,1.6,1,0.135,1.1,1,0.12,1.06,1,0.12,1.1,1,0.12,2.57,1,0.12,1.1,1,0.63,0.432,20,1.95,0.06,2,1.07,0.524,1,1.82,0.5,2,7,9.02,34.5,1.78,12.1,21,41,61.6299469992422,14.6522362307977,0.264318296825738,0.52216041514925,0.0348177613006543,101.114365306167,0.245614342391939,1.33628647110694,23.9633957544428,54.3299450186098,5.918929781552,42.6615918519781,59.8416398485265,317647258.279652,33484617167.8688,147969889.526181,107714236.134766,33399039.8466654,398422166.985517,93664690.6640322,29449271.3940842,149063462.630265,1752815684.46155,99305500402.7745,1796707755.79403,607088868.006215,0.000122953673124143,4.126835008731e-05,1.84216229857335e-06,2.08819464654718e-06,4.17892317647137e-07,3.52255087377803e-06,1.09886294244749e-06,6.54330585189079e-07,5.35652021124704e-06,0.00180637050623102,0.00131356597327541,0.000100599642443774,0.000186007437640651,7.62860034229076,1.21648121461776,6.42948281596296,126484272.849631,8.89361198359341,3471161.18107881,16.00925607266,0.213581704260965,-153.244439920901,51.7301032698384,18346170,0.000259404011816126,0.0023684458222253,53.68876,2.70837433006155e-08,0.000588631840690653,0.0738104928666314,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.28,4,1.52,0.1,1,0.12,1.1,1,0.12,1.17,1,0.12,1.1,1,0.12,0.8,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.491,0.263,20,1.95,0.06,2,1.07,0.6,2,1.82,0.5,3,6,13.9,34.5,1.78,11.3,23,61,62.7452401927725,10.7569422363108,1.78481909855269,35.5666660951493,0.149679856674746,74.7130920617203,0.315425645530309,10.3501215491469,34.9883651262962,50.8245056051092,4.99842980706446,47.6489479162743,59.4826835126135,280124513.13845,39800144092.8512,376951230.348105,522878538.137498,89275886.2024033,703325136.647686,127927368.962843,33000369.9917451,167815759.57291,3765657172.55257,97006498152.0783,1258964343.56594,633647466.424051,0.000124913197426327,5.07168357459988e-05,4.07776910490982e-06,5.31775251958647e-06,1.09465988963031e-06,4.73832256377633e-06,1.50432704564954e-06,4.836091111348e-07,4.82514883431379e-06,0.00233720742592374,0.00128912559552595,0.00015793978801155,0.00016858347147766,31.6621328764832,1.35981721001355,9.60404117632579,772.093687870081,37.1988313626311,4084284.94551,16.7280094452388,0.0849937775272466,-79.6343958390308,54.4289737945268,28846260,0.00027305039874168,0.00203732760300888,73.52472,1.30417113745765e-08,5.16967467884596e-05,0.00237032048974467,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.28,3,1.52,0.1,1,0.12,1.1,1,0.12,2.01,1,0.12,1.1,1,0.12,1.3,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.625,0.4,20,1.92,0.06,2,1.07,0.6,2,1.82,0.5,3,8,9.02,34.5,1.78,14.2,22,37,63.1714207012753,12.9590461345566,0.364541606761294,0.465977916158147,0.0344505618006007,112.026164982856,0.232564718635699,1.8755198821424,30.9264268845113,54.0454032564834,5.65787979976701,45.344247006954,59.7750735260461,374545297.767363,38261180872.1186,168038357.644792,73657068.2079592,32617241.4520289,278619427.443934,90883091.3967553,33131525.213426,153137819.317109,2004937439.40727,99094270817.9018,1189316343.35298,612387911.193907,0.000131446014747175,4.82099017670078e-05,2.04343560062928e-06,1.66973619281892e-06,4.08065465081532e-07,3.08092034207264e-06,1.06962374924077e-06,5.80660859798381e-07,5.46948764035165e-06,0.00188495261070661,0.00131320215607519,0.000147815612882898,0.000215000932332865,8.13454455824151,1.01770688512129,16.2230001471165,24422978.9556905,9.02602192198863,3075829.73752553,16.2552114720172,0.169185813669774,-83.2813059863959,55.8493046628583,49031000,0.000274755815566944,0.0023598656279615,63.54233,2.29707661738074e-08,0.000436193876324315,0.0406700834054424,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.28,4,1.95,0.1,1,0.12,1.1,1,0.12,0.0896,1,0.133,1.1,1,0.12,0.96,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.63,0.432,20,1.95,0.06,2,1.07,0.234,1,1.82,0.5,2,9,9.02,52.2,1.64,12.1,26,23,64.2372338444806,13.4897656259351,10.2736176145598,0.464462578226033,0.0422139942220072,95.7260832900518,0.252925022554137,3.73888082657283,44.8553995171161,58.0172208555692,5.13692161174779,34.6158480900308,60.1035058497456,256041868.320473,33330336131.7208,434746604.980514,5013920347.27736,37534093.6651705,464942457.199165,98278569.6110416,28371094.8143413,143589041.718882,1722386494.95565,94675691352.4833,4833817261.48615,558305662.165283,0.000142535450437507,4.12488944283734e-05,4.20605145290123e-06,5.45515026246816e-06,4.69004361429847e-07,3.68219503469647e-06,1.15499012115914e-06,4.31896345722269e-07,5.02824168820644e-06,0.00176259410494845,0.00125260700519627,0.000115170638726522,0.000197474064588891,12.8968720303901,1.30740890338836,30.6233000307092,222280.050071358,14.2491605794799,3609144.5554671,18.7014544033345,0.134824497160068,-21.6121483413579,59.8534822779649,84536610,0.000250957485180554,0.00204980544146582,64.78947,2.19596299275019e-08,0.000180443438750809,0.0106550425686114,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
4,14,1.86,0.5,1,0.828,3.7,1,0.162,4,1,0.239,4,1,0.12,2.4,1,0.291,4,1,0.12,3.7,1,0.12,1.6,1,0.357,0.1,15,2,0.2,5,1.86,3,2,1.28,1.9,1,19,9.4,79.8,1.9,9.57,10,17,110.823740419074,51.0763744361788,1.09271418340951,115.499838119064,0.272838283466078,153.800116514528,0.199567990545032,7.24603081827903,63.1213609606662,20.1307014266826,14.8208791365266,93.6574180931238,102.000919661782,22466136.3402081,836923471.537181,19712905.9859395,25434291.2135137,8024650.66376372,39661888.2496814,6675502.88868762,4523884.60710866,80007694.9352575,18522388920.9973,20546792977.4471,44367919.4704811,43415254.4100919,0.0001256098083813,1.88379357019307e-05,9.28524431126394e-07,1.44962972982546e-06,3.48390637196069e-07,1.51695541755064e-06,2.92450053229939e-07,8.16062083688118e-08,2.44577213102536e-06,0.00427026057251562,0.00271788176526529,1.89773978095447e-05,0.000144600753317691,53.375018242648,1.53714687350714,1.10482179189297,198.332134505905,49.2158927249813,7369934.05046443,25.2177120294447,0.0173616894856573,-23.6430612,63.4873026371587,5297128,0.000435868566716089,0.00133085850463192,38.05906,6.63753628797853e-08,4.50986154215791e-05,0.0019412578561811,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,2,1.87,0.118,3,2.96,4.33,1,0.319,0.464,1,1.32,4.33,1,0.346,2.63,1,1.79,4,1,0.12,4,1,0.12,0.06,1,1.11,0.257,20,1.92,0.154,12,1.25,3.68,4,2.05,1.93,1,17,6.18,58.9,1.98,11.3,42,17,111.798469183792,26.6990950791056,112.037167505048,47.1017888480911,3.46152780329695,104.280807401047,0.091653049010138,0.0827924370678059,0.130448848670037,37.7779165959999,14.2859398348192,105.471253594726,101.433955799346,70474315.4644354,888884838.364356,17187251.806294,137139047.246418,10261265.9577416,11331043.6058233,2538283.80811602,4633276.37251625,1109905489.76906,5722359415.96552,26524790853.9325,20101159.0910654,46820256.3743261,6.69115272414797e-05,4.21215021655895e-05,1.3342805134059e-06,2.36163587974878e-06,9.23332370784355e-07,2.03799542496405e-06,1.0896906405152e-07,2.16484646570058e-07,6.44814929165537e-06,0.00375736729458201,0.00448687294553354,3.06920054693834e-05,0.000152611779293915,98.6044187796043,1.4396916290382,1.6642130254487,0.0079542436610983,71.6136094282021,9608088.65185335,21.3998287376325,0.023403219283044,1910,87.4325123719831,11106480,0.00060670117620776,0.000966420494539913,60.53939,4.14604004128031e-08,8.94293496687959e-07,7.70825118276974e-05,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,11,1.84,0.4,1,1.87,1.8,1,0.12,3.7,1,0.567,4,1,0.634,4,1,0.364,4,1,0.12,3.7,1,0.12,4,1,0.833,0.1,20,2,0.2,5,1.83,4,2,1.7,2,2,20,9.75,64,1.95,10.1,10,49,111.451643136708,62.3349914426111,0.145560897223543,0.242846086029602,0.0133587957151942,268.027768498438,0.329334136292979,43.254868151161,128.744056430812,20.8461028923666,19.0568247750672,101.111559955714,104.66529364396,26815624.2898943,811911302.323287,35174547.7008552,7764232.05678211,768942.929840825,19332156.2472318,10596740.2620638,2005068.12542615,10953115.1360506,15591893567.5233,20618422208.9214,37440997.029756,39576563.2453519,0.000120558314613854,2.88761476860632e-05,7.30433476629479e-07,1.223817989721e-06,1.57432039259975e-07,1.68850657973179e-06,4.59445028685893e-07,2.54118307602799e-08,1.85613538583452e-06,0.00462538271812507,0.00267009941330796,3.00491445942333e-05,0.000150358392535577,21.778062868977,3.56772692949817,3.2522554762753,534629.654382701,25.0095867934888,15490671.8116305,25.2279586966524,0.0878452761951747,-123.022089955934,66.0116488363636,14120930,0.00039471711815245,0.000901306639080127,26.72075,4.19153358230829e-08,0.000469604180261536,0.0621794517509508,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,15,1.87,0.8,1,1.6,3.7,1,0.229,4,1,0.637,4,1,0.14,1.7,1,0.21,4,1,0.12,3.7,1,0.12,2.4,1,0.673,0.4,20,1.96,0.9,2,1.14,4,3,1.43,2,9,20,10.8,19.8,1.96,9.88,4,27,110.746189478976,68.3707531175879,0.0810028791632422,0.397953924248099,0.0539481908019729,157.606987509934,0.230575445506931,41.0873411553284,75.5874298544632,68.994322596546,44.3508671546731,92.553766368943,104.835477975688,21918050.8088207,464511150.925462,7028903.86462976,8918479.59292776,3841828.40292131,108344490.036963,9464335.69568615,1097981.08504919,30819254.0323654,921423662.612354,1609267667.64504,62572834.454385,39158465.641594,0.000131342087683065,3.45476756909807e-05,5.4230163856322e-07,1.65018841056364e-06,1.99530807972555e-07,2.34689121932456e-06,4.19855185892257e-07,1.09916501538106e-08,2.55012487662887e-06,0.000706496382748581,0.000220988268325388,6.80175596013076e-05,0.000149035344528948,1.9973020685945,2.05324308535061,6.06189364817372,55211612953.889,3.72761974624609,1933197.84516861,31.8405951577542,0.528473962511528,-320.17635209562,58.6230120584539,5707478,8.55939853910098e-05,0.00159973787805704,23.39476,0.003098999999,0.00345560730154753,0.212413961428821,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,15,1.99,0.5,1,0.761,3.7,1,0.424,4,1,0.419,4,1,0.12,2.4,1,1.17,4,1,0.12,3.7,1,0.12,2.3,1,0.627,0.4,20,1.98,0.9,2,1.12,4,3,1.35,2,1,20,9.55,18.7,1.95,10.5,10,38,111.066490445547,52.6189288570205,1.70002562623184,120.472347842981,0.442622650298798,158.619822301514,0.164502405125327,19.3898928302872,65.825535457236,76.0182669317365,14.631522916478,108.987324334726,104.361550131156,21972279.2285067,877154320.660598,17655079.6696061,23856508.5844699,12110915.8904382,23363231.9724995,7170406.12517646,824841.819140051,34937788.0686758,959986517.225006,1575422872.61734,23297893.2451889,40463436.3713973,0.00013994299754359,1.8404997155067e-05,1.80218484628049e-06,2.23509367790165e-06,5.16236282303274e-07,2.9819733510559e-06,3.20407606865558e-07,7.56640893537123e-09,2.61820974836069e-06,0.000741778220038647,0.000215550633904913,2.06280074247633e-05,0.000154785247553737,43.1016507988671,3.63704223470566,4.57383970222106,468.1040168574,45.2950022618314,2911055.76543903,19.5444467816308,0.0236571706041895,-67.6303454687238,59.4269923371371,3660860,7.27628155363302e-05,0.00201586399901492,30.35261,1.04888742926378e-07,8.02238259247898e-05,0.00409803540270948,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
4,10,1.97,4,6,1.8,3.7,1,0.304,1.6,1,0.532,4,1,0.12,2.3,1,0.748,4,1,0.12,3.7,1,0.12,1.8,1,0.505,0.2,13,1.86,0.3,2,1.89,4,5,2,2,4,18,10.2,19.8,1.98,7.82,11,54,111.308741075448,104.259444066296,2.44835191980774,25.4387719988569,0.0836859034373333,191.115263810561,0.318232952123914,38.1915412401837,73.910993539416,47.1852377128408,19.3868553117182,111.735597820226,105.631517066222,23573925.05475,17241247.8972346,24258525.3406474,78331590.1113222,5206066.37515164,33871408.6670219,10616265.6462795,4408850.85855193,54949690.0730905,5134769806.45761,10436882768.4049,28117733.418062,36515509.8467419,0.000100490281324289,4.27316282702849e-05,1.86619170557989e-06,3.29501838073176e-06,2.374485470975e-07,2.90424341800899e-06,4.61897627913287e-07,7.36398468893627e-08,2.55497187661322e-06,0.00149566730112495,0.000802059599513782,6.28528708547123e-05,0.000123644718131664,26.8075699580228,2.57813960781476,6.26682991732732,22777.5559142825,28.6015017016792,4307843.86910828,24.6799392219673,0.156565848744728,-84.19379265,66.4990997566599,10471320,0.000151901071893804,0.0018372015892994,13.58127,0.001190000002,0.000393412908697722,0.00698112914048549,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
1.04,3,1.26,0.5,2,1.13,2.1,1,0.12,1,1,0.12,1.1,1,0.12,0.7,1,0.227,1.1,1,0.12,2.1,1,0.12,0.609,1,0.433,0.3,20,2,0.1,6,1.91,0.6,2,1.62,0.5,6,5,9.51,43.3,1.77,8.54,22,53,55.603409277388,24.7558352835805,0.655698870003382,43.2940442713229,0.113690846021756,88.9341174815293,0.340092817441705,0.674461087047708,16.6187729295114,42.2007382991777,10.5587961200582,47.1595104979717,59.7920674854195,413973375.985393,1821589223.581,84340655.9133303,578035277.710067,69113358.4081101,579181864.88678,101936392.973643,51638733.4120563,491301125.170146,4151025155.32615,44722846142.114,1997499108.84428,609714083.230372,9.40044193263295e-05,0.000133781695193059,1.9640583419923e-06,4.84251568591651e-06,8.49770392475353e-07,5.37092600806306e-06,1.1548857898312e-06,1.10813250827471e-06,6.94189882001783e-06,0.00323928198021879,0.00411150201500087,0.00024166417564761,0.000132857224390869,20.3966952903026,1.44458788678933,6.57952458274055,23015.5563105314,27.0938148104737,8688159.74464781,17.6652709291423,0.0748595456419998,-114.89877135,60.4643081847001,39571120,0.000546752960676095,0.00159756011929804,33.42367,1.27133341811924e-08,9.38519439693325e-05,0.00788745911325339,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
4,12,1.87,0.3,1,0.764,3.7,1,0.375,2.5,1,0.356,4,1,0.12,3,1,0.58,4,1,0.12,3.7,1,0.162,1.5,1,0.245,1.6,20,2,1.8,20,1.98,4,12,1.93,2,8,20,13.1,28.6,1.97,9.84,10,35,111.264696357692,31.8365271589231,4.45861391049731,29.6992009704482,0.114110205761346,232.503558660803,0.945943990469137,37.5570026688441,73.7697024652713,102.593859205498,65.5278248880876,111.623033220142,104.962673432791,24910914.9479455,4395120704.86111,26009237.4277655,55565652.7905612,6499792.38923588,26386354.855609,17172781.6846214,20393916.3440311,101769287.532867,141435354.649171,195144518.665707,27152204.9739834,38863588.9453099,0.000122419877778913,6.74782320806793e-05,2.31591809312396e-06,2.85557044781771e-06,2.95316804312468e-07,2.51661907819265e-06,6.73239867576292e-07,6.96420224250089e-07,2.08779348318114e-06,0.000546014745625895,0.000831296908006698,0.000139814134007011,0.000148313494658251,47.2357676177631,3.38425696756675,5.39080214745385,16.5877224588179,50.8769322124984,4959648.9593702,34.0991730104998,0.0240053049862817,-60.009345,81.5891242434412,7900253,0.000133227820004679,0.00100880655780646,19.69225,5.69292079337564e-08,0.000108183576101235,0.000493118652174551,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,0
1.47,5,1.52,0.1,1,0.12,1.1,1,0.12,0.955,1,0.135,1.1,1,0.12,0.8,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.694,0.432,20,1.95,0.06,2,0.731,0.524,1,0.634,0.5,2,8,9.02,38.9,1.78,12.1,20,37,78.3037270068592,14.5283383092645,0.222484145917286,0.894698847149358,0.0518581119021628,97.4923832764365,0.354619100339946,4.64424718864236,1.16904362201984,79.1118606069129,8.45029128044044,44.0147759711977,71.5749047036273,234794266.971742,30526665557.4484,183626043.009918,394714381.092672,54149255.2618408,762656434.700755,147167461.528821,46125838.6603258,74840179.5315192,896073759.786363,55751037945.7612,2824911541.10377,600412098.145216,0.000150040846851333,3.746833388392e-05,2.05848995034337e-06,3.88765931932395e-06,6.65746364354144e-07,5.09841853816148e-06,1.68963119838352e-06,7.24897873852729e-07,3.17685238424355e-06,0.000764414692256643,0.000479545678061134,5.93839289984736e-05,0.000209998723992615,5.002584879219,1.82122501799212,11.6287617366138,2177479633.2831,5.9633578454107,4243635.20497558,16.850705059433,0.297396989101885,-181.307119528201,50.2682943938481,27096170,0.000211827212355927,0.00260589185998321,73.042,6.96893236652079e-08,0.00114413789374704,0.161439762909192,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.28,4,1.52,0.1,1,0.12,1.1,1,0.12,1.17,1,0.135,1.1,1,0.12,0.8,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.63,0.432,20,1.95,0.06,2,1.07,0.524,1,1.82,0.5,2,7,9.02,45.1,1.78,12.1,22,50,62.81464118846,12.9314383167399,0.458917995587768,0.923420522221027,0.0476033110673213,90.9649989443323,0.307286339010485,3.03820610834066,31.696420085494,57.2877591721912,5.55766015461427,44.0562003716127,59.8264529494883,291301781.063897,34778786142.1679,208146006.484386,241779107.319681,43362845.5770785,670867728.596863,115186199.215324,42838751.6733142,152119104.832559,1704343502.40086,95311237214.7699,1830279044.1483,608309310.100495,0.000130805052445505,4.33644158211611e-05,2.52406574799023e-06,3.21895610037116e-06,5.41902561108627e-07,4.45256027983901e-06,1.34470240977009e-06,7.50495742726069e-07,5.46218494433504e-06,0.00174168155438278,0.00125747441738726,0.00010273175405258,0.000186494815836946,9.55599436168892,1.38127842818698,14.3861011898202,12799265.2188977,11.0903134463939,3691288.45063489,17.6180995002299,0.171932233357648,-102.061993732945,50.3245180641484,38445000,0.000242942820565804,0.00246434468539913,51.12845,2.00954257352287e-08,0.00037497741559718,0.0402210116360423,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.6,4,1.79,0.06,1,0.12,1.1,1,0.12,1.17,1,0.12,1.1,1,0.12,0.8,1,0.12,1.1,1,0.12,2.25,1,0.12,1.1,1,0.715,0.246,20,1.95,0.181,2,1.18,0.6,2,1.82,0.5,2,9,9.64,34.5,1.92,12.1,20,9,70.8745750646617,7.05961249379098,2.80515368199458,39.3134072891788,0.0916008589078942,84.2227416022499,0.156482811905111,6.42997779715397,52.2582870901973,53.4003786741346,10.31417427053,47.3301007512238,61.0015475457925,195659978.290992,51552884573.8124,357596846.964151,438681504.441396,59393396.2439222,612670973.311598,78108463.4119541,6338380.56135476,129740374.039409,3558167099.53368,26411823526.9487,912226052.132218,507553965.586477,0.000129221115820499,4.63066863374335e-05,3.65579142473756e-06,4.34054960205957e-06,7.33222794663454e-07,3.99092128210009e-06,9.42847313857697e-07,5.43901138035504e-08,4.97800039576239e-06,0.00196969578760851,0.000838203101727366,0.000107386651744011,0.000204429652538857,13.480168667982,1.9301050915745,10.1718541551541,203250.997683933,14.8568482198363,4309979.63454016,16.2276695800722,0.088427642824508,-76.5131004,61.8519569234173,22714040,0.000203002588886553,0.00166739759873221,79.24179,1.52427473611855e-08,0.000257585814208015,0.00681911627148896,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,2
1.8,3,1.52,0.6,2,1.23,1.6,1,0.12,2,1,0.12,1.4,1,0.12,1.98,1,0.271,1.5,1,0.12,3,1,0.12,1.3,1,0.373,0.8,20,2.03,0.1,2,1.12,1.17,2,1.15,0.7,1,8,16.9,15.8,1.99,9.59,13,3,74.1578555721339,51.9578060297958,4.3517023498561,7.42550419247509,0.0800440285903903,142.211472223434,0.365355458711465,13.2135152596462,63.827916406091,71.6278284976067,9.13792139199634,57.57989738884,66.1331867050567,185391354.520078,558418883.02519,207645086.669324,163198006.978349,35290575.7108247,91556868.8415548,69594436.4440803,15371839.0115147,116652203.144736,522462850.931943,50731977777.342,286928954.341716,289997055.596615,9.08064636425506e-05,4.37940705990548e-05,3.07641749167562e-06,2.97239428145175e-06,5.5825857479485e-07,3.05966697128427e-06,1.10170818267048e-06,2.82747093079334e-07,2.96852580448058e-06,0.00100934714074473,0.000937251172599278,4.36913544005208e-05,0.000153010350038145,23.8578948738581,1.97884790472049,18.9379964784018,341975.884950009,23.3329389992961,3427541.1709492,14.8957873239383,0.0465392776320873,-57.2269645466739,58.827843183834,32802300,0.000157462658530335,0.00365117127382428,40.97044,3.86171468471372e-08,0.00058437259479148,0.0250078859426489,"CLASSAB_NULL_Pin_3",65,1.2,0.4,0.1,1
