MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.8,50,10,0.4,47,10,8.8,50,10,3.2,50,10,0.4,50,10,0.4,50,10,0.4,2,6,0.4,1,2,12.25675,24.79349,0,52,428.8585,138.2264,669.0742,472.0917,605.9187,793.9288,386.582,512.9333,12317590,6461534000,7769873000,16238920,6005896000,5242041000,5293888000,8959416000,0.0137117,0.1521318,0.02674129,0.01761909,0.1989933,0.2277782,0.0009969401,0.0001381544,83.107027538544,0.0257382832449547,18.8789535453245,3898851.40887087,66.3061979352787,1000,248.879901952717,0.5,0.823782011801948,67.5932519716264,733497,0.000607072346329193,0.000144520811412596,56.88988,1e-06,14.8986721946012,0.00141764624745488,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.4,50,10,0.4,50,10,7.6,50,10,3.6,50,10,0.4,50,10,0.4,50,10,0.4,2,9,0.4,1,2,9.073253,15.21645,0,35,748.7899,584.6455,764.9237,494.4632,316.3908,459.7223,331.574,272.0535,15531560,6091248000,5766328000,12205920,5797898000,5974596000,4862841000,7645358000,0.1977966,0.0456789,0.1288308,0.01185544,0.07227761,0.1501035,0.000683823,8.937864e-05,85.5808135504404,0.0413557160337787,26.658465264255,1083983.84617197,68.6485338339709,1000,234.2835309844,0.508287526837473,0.596712432706263,69.6558429173522,644613.8,0.000377819597833532,0.000142641289356597,52.05714,4.4406283461869e-08,10.3000761113142,0.00105025047755491,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.8,50,10,0.4,50,10,10,50,10,0.8,50,10,0.4,50,10,0.4,50,10,0.4,2,8,2,2,7,8.072429,21.68487,0,60,168.0702,465.3244,400.2293,190.1297,688.4113,795.034,210.1177,475.4567,12004060,4415271000,2667470000,14713580,7809628000,5642166000,8026593000,347021800,0.181008,0.0538449,0.2506114,0.1394829,0.1223807,0.1419653,0.001104217,0.0001231216,69.162651398676,0.0266925964717485,24.6612925495081,41225015.2314548,57.5647991997575,1000,232.002748448497,0.5,0.250026716115693,58.1221735105376,923900.1,0.000585368306771412,0.000226205143613845,55.9523,1e-06,17.950476709667,0.00357080886864791,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.8,50,10,0.8,50,10,6.8,50,10,6.8,50,10,1.2,50,10,0.4,50,10,0.8,2,10,0.4,1,2,9.801943,20.20925,0,11,712.7846,192.7163,778.1077,32.23999,281.9066,195.8898,563.9741,112.256,15731590,4064961000,912024800,13856310,1251395000,5860907000,2071506000,6227036000,0.008170498,0.05016458,0.07906347,0.1474213,0.2293579,0.1407,0.0009442829,0.0001118418,92.6741937255132,0.0334939056157234,22.362082156887,518254.546340969,64.3020935253026,1000,258.633168931026,0.5,0.222680355402614,78.5627941502035,667646.3,0.000466502777528129,9.42238403163967e-05,46.56434,1e-06,8.94027327874922,0.000944739788838023,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.4,50,10,0.4,50,10,9.2,50,10,6.8,50,10,0.4,50,10,0.4,50,10,2,3,8,0.4,1,2,8.805804,20.08212,0,46,736.0211,601.4564,722.2166,254.6393,233.9547,240.5969,144.7885,313.118,11526430,5372975000,2012384000,15471670,5320233000,3904070000,1437241000,7058708000,0.05557382,0.07677314,0.2230202,0.2275051,0.2426558,0.220185,0.0008528634,0.0001191227,88.1117953753063,0.034181185185254,29.9124029291417,676439.993967124,67.2443434002163,1000,268.771875440471,0.5,0.799356791231369,80.9416794030444,875113.1,0.000457122826938744,9.84680901488837e-05,42.91531,1e-06,11.4736801646297,0.00112723440526996,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.8,50,10,0.4,50,10,0.4,50,10,2.8,50,10,0.4,50,10,0.4,50,10,0.4,4,8,0.4,1,6,9.437605,15.1428,0,13,111.0942,232.6045,630.8514,399.9149,311.6239,156.0161,591.8197,265.48,19403290,3541472000,6976199000,12436320,6878428000,2547614000,3514299000,3422636000,0.1110726,0.09081384,0.0761596,0.05269162,0.1746938,0.178465,0.000891439,0.0001254883,70.6962405971616,0.0348832132206688,36.8311267301241,10290020.6031528,52.0382471254003,1000,154.572805926203,0.5,0.279796053599513,55.8702899829028,1055841,0.000447923185893379,0.000139936367026709,57.44397,1e-06,3.3211031630038,0.00858338912908896,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.4,50,10,0.4,50,10,10,50,10,5.2,50,10,0.4,50,10,0.4,50,10,0.4,3,9,0.4,1,2,7.556244,13.92362,0,41,99.20122,708.632,83.1595,673.7383,256.4023,142.2674,245.2657,522.0662,14097890,5462954000,5045327000,13762010,3719705000,5854423000,3290126000,7845024000,0.1391548,0.1304896,0.0938988,0.2269311,0.2225175,0.1170572,0.000726028,7.925671e-05,93.425070835835,0.046889142900117,36.9240418720125,187836.273029702,72.5007093697934,1000,261.611064731399,0.5,0.443994640743498,76.469810629835,787475.3,0.000333232791934037,0.000116064002828833,42.90289,1e-06,9.56886124502651,0.000483330056989084,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.4,50,10,0.4,50,10,9.2,50,10,4.8,50,10,0.4,50,10,0.4,50,10,1.6,7,10,0.4,1,2,8.458487,12.35474,0,9,707.1875,578.2267,678.9821,662.5045,214.8125,77.99603,609.6375,750.5925,9399673,3073660000,7702434000,12985010,8022743000,7345624000,395246300,9006929000,0.07544832,0.1728282,0.2481853,0.2280782,0.1541611,0.131797,0.0006379977,7.263835e-05,95.2995873642728,0.0563540000932198,41.4052900708919,135853.779513451,60.393740958492,1000,254.802064921879,0.499886999693337,0.240839709916668,85.0981122908652,734735.6,0.000277265144872651,9.72893426759407e-05,39.18614,6.95650986811792e-09,9.04573384045266,0.000457929543498992,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
2.8,1,2,0.4,50,10,6.4,50,10,3.6,1,4,0.4,50,10,0.4,50,10,0.4,12,10,2,3,8,9.061108,12.41968,2,15,65.47696,785.0718,514.8348,540.2823,440.2086,473.9672,504.6667,802.791,8561427,123823200,4665771000,29796810,3576417000,2404834000,3420828000,133314400,0.1288388,2.513274e-06,0.1580553,2.014376e-05,0.08871567,0.119262,0.003788428,0.0001187648,153.388675336126,7.22696654688597,16.1485791190638,16.8388946270215,96.7817434402416,465970.913100355,193.571554242869,0.14650149974941,-90.2183451604835,137.071696120875,1041207,0.00100744834917359,3.44636597920928e-05,60.63239,2.29828267034369e-06,9.01880129057323,9.08820589895498e-07,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.8,50,10,0.8,50,10,6.4,50,10,5.45461,1,2,0.4,1,2,0.4,50,10,1.2,13,10,0.4,1,5,7.104507,15.05238,14,39,16.65668,476.1344,538.3662,450.7168,252.3291,288.0313,380.854,187.0779,8317772,1409297000,549855800,35234460,5564689000,2330785000,957487100,4314860000,0.07802435,0.03660856,0.0290299,2.734334e-05,8.168285e-05,0.06895539,0.005373341,0.0001392884,48.1305126358402,11.4156109094491,28.7842410434252,48091.9569597376,76.8264189160504,602831.931851212,185.948306426813,0.101645631651328,337.5,84.3960376354362,1520029,0.000825120005393543,6.81427403397399e-05,71.92926,1.31931064032468e-06,0.564328091695213,0.000727941142460997,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
0.8,50,10,0.4,19,10,6.4,50,10,6.4,1,6,0.8,50,10,0.4,50,10,0.8,6,10,0.4,2,6,11.60021,15.70096,4,10,32.69795,261.7913,362.1318,71.7559,349.1364,491.545,467.1438,632.4881,8775136,2788141000,4942320000,22383150,1611342000,5313293000,1470385000,2140534000,0.02812555,0.07782993,0.005936568,3.140948e-05,0.1779266,0.0404152,0.002211879,0.0001368521,135.461302591839,14.7046731660315,30.6062449339072,1.4153283110966,114.297873500963,692567.940039473,205.012752505789,0.15312037116864,-64.9359753926225,145.86179723,1441508,0.000735913946602681,3.00292913502183e-05,53.50307,2.0155642590869e-06,2.32503354823338,6.74705560976818e-07,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
1.501849,50,10,5.219196,50,10,8.449458,50,10,1.871441,1,2,2.551691,44,2,0.4,50,10,2.15898,10,8,0.4,2,10,7.03219,10.7952,30,44,83.87975,182.4635,1870.519,51.29179,186.198,263.442,425.8213,376.4969,8177208,447259700,8000000,95063050,1554643000,1684575000,654608800,1416076000,0.0205846,0.01576485,2.513274e-06,8.730484e-05,0.000702105,0.0136464,0.003040181,0.0001509698,148.698625953185,26.7289338289802,51.2521326402317,0.874496198483818,96.8605967806278,809938.524045736,216.321912066254,0.109928886628711,566,131.414265185328,1553039,0.000473467797824896,3.37861466861516e-05,65.95148,2.01254264213459e-06,0.348392697085989,2.80223246007516e-06,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
1.568517,50,10,0.4,50,10,5.835536,50,10,2.776116,1,4,3.140339,8,6,0.4,50,10,1.409412,24,10,0.4,3,10,4.702315,18.14771,67,31,38.35424,468.1925,680.9658,199.4038,818.6456,312.5358,177.0356,240.7638,8583432,8000155,205305600,234308000,41496940,1358941000,1136316000,3265034000,0.0001821001,2.514107e-06,0.02051617,6.467056e-05,0.002380699,0.03089697,0.009216218,0.0002900411,129.355998736906,26.475421255426,64.1041658553416,1.1595496913206,101.611822854507,1507309.26806742,176.437999215022,0.068563585721508,596,137.984153045599,3649604,0.000889568747040303,4.07421524519763e-05,59.91428,1.30368941330009e-06,0.518747643474199,1.55028898407572e-06,"R2R_Miller_PNin_2",65,3.3,1.6,50,0
