MOSFET_15_1_L_EXTCM_NMOS,MOSFET_15_1_M_EXTCM_NMOS,MOSFET_15_1_W_EXTCM_NMOS,MOSFET_16_1_L_EXTCM_PMOS,MOSFET_16_1_M_EXTCM_PMOS,MOSFET_16_1_W_EXTCM_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_19_7_L_gm1_NMOS,MOSFET_19_7_M_gm1_NMOS,MOSFET_19_7_W_gm1_NMOS,MOSFET_28_1_L_gm2_PMOS,MOSFET_28_1_M_gm2_PMOS,MOSFET_28_1_W_gm2_PMOS,MOSFET_29_1_L_gm2_NMOS,MOSFET_29_1_M_gm2_NMOS,MOSFET_29_1_W_gm2_NMOS,MOSFET_4_1_L_gm1_PMOS,MOSFET_4_1_M_gm1_PMOS,MOSFET_4_1_W_gm1_PMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,av0,av15,av16,av17,av19,av28,av29,av4,ft0,ft15,ft16,ft17,ft19,ft28,ft29,ft4,gm0,gm15,gm16,gm17,gm19,gm28,gm29,gm4,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.3,50,2,0.45,50,2,1,50,2,1,50,2,0.6,50,2,0.15,50,2,0.6,9,1.83,0.3,3,1.6,12.20776,18.68007,0,21,644.6821,195.1434,121.4029,585.265,458.3908,211.9791,324.0863,230.857,26654090,7301232000,1823042000,30188560,3076005000,7544867000,3157970000,3587035000,0.2088208,0.0725563,0.1827329,0.1320049,0.05612438,0.1113792,0.001695062,0.0001384973,50.8140806570109,0.0403794897690495,94.2972533499068,52691571.6666584,38.4716334968374,1000,123.756091608822,0.662029600081164,0.139013293619272,43.5707335495655,2335276,0.00072838376299708,6.73218677142585e-05,67.69929,3.20002710781129e-07,4.85207211423592,0.00982122668349306,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.6,50,2,0.45,50,2,1,50,2,1,50,2,1,50,2,0.3,50,2,0.3,5,1.95,0.45,4,1.72,12.43823,19.48275,0,54,751.8848,418.2439,200.8259,443.6659,335.2823,247.5456,603.706,127.4603,29836200,3016747000,1512114000,32902200,658417900,6332185000,8179096000,2125280000,0.02902414,0.2146272,0.111811,0.1192442,0.2179723,0.1916377,0.001246159,0.0001317563,59.3117628620829,0.0505237467267104,97.9282078542604,9731141.77636007,48.832813700614,1000,126.040703130025,0.630859375773083,1.62892806786518,47.8046733467418,1938261,0.000582137442517367,8.00901246431839e-05,64.61065,2.92003505260843e-07,4.459347715871,0.00499689186360619,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.45,50,2,0.3,50,2,1,50,2,1,50,2,0.45,50,2,0.3,50,2,0.45,4,1.62,0.3,1,0.9726958,9.541879,23.54106,0,51,191.0977,196.2185,186.2704,132.47,805.969,564.4154,311.1068,656.4524,28111330,4710741000,5650569000,32229630,7184762000,4700816000,7357971000,8958593000,0.1205658,0.1494351,0.1088512,0.0705873,0.1462604,0.1213996,0.001176255,0.000129488,44.1812565619705,0.042677066343504,113.442812088179,243168157.364419,41.5386133428235,1000,110.969879763896,0.538810079532195,0.119976052174032,47.1453530928871,2658168,0.000689170255264259,0.000103020198933646,46.90551,3.7399875e-07,18.9792228688025,0.00881025492599508,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.45,50,2,0.3,50,2,1,50,2,0.6,50,2,0.45,50,2,0.75,50,2,0.45,5,1.81,0.3,1,1.247067,11.08865,12.16545,0,3,799.1005,512.6916,312.4214,46.82533,368.885,103.4109,428.6422,619.6657,21693250,6060287000,3879359000,35124960,6442260000,1137924000,6284505000,7854536000,0.03464936,0.07055838,0.05526636,0.1014767,0.1156539,0.104062,0.0007296091,7.609801e-05,55.0930538335101,0.0756688561272371,95.4060935528973,45245401.7124956,48.9664874777066,1000,117.324256543893,0.619879137514545,1.04853490101668,46.1181571138179,1260837,0.000388690489207693,9.90835060774231e-05,61.23979,3.58002358192105e-07,14.6257080951286,0.00558440897102486,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
1,50,2,1,50,2,1,50,2,1,50,2,0.3,50,2,0.3,50,2,0.45,3,1.79,0.3,1,0.8182425,8.627511,10.07535,0,39,274.2495,168.5778,493.7043,537.2542,472.4498,409.0926,63.58577,485.3685,25687700,387558700,251023700,22404030,7819336000,3125539000,7325533000,7441008000,0.02760143,0.06072534,0.1065013,0.1077696,0.05797221,0.02675758,0.0007349256,7.510982e-05,48.1078844499839,0.0928798608493932,115.035887255712,139179750.637801,43.4766762121428,1000,106.48014329741,0.609498583315975,1.19232851495354,44.7639339875882,1238545,0.000316664607772983,0.000114847544797733,58.49746,3.21002652128358e-07,13.5122380806444,0.0110521072599742,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.75,50,2,1,50,2,1,50,2,1,50,2,0.45,50,2,0.15,50,2,0.6,7,1.87,0.3,1,1.280029,8.618234,13.90931,0,57,783.065,45.74395,332.0404,172.4594,771.8771,137.5681,424.1754,105.0588,24138970,6467718000,236117000,28298820,5379999000,7363971000,3544494000,7854831000,0.09939819,0.1399651,0.1236724,0.06589666,0.02307202,0.2019357,0.001268728,7.376775e-05,46.817103819894,0.0523970122415493,112.442154374936,235802382.569625,36.1957760047861,1000,106.763733508278,0.431661224207883,1.49814393100436,41.2407284704851,2145965,0.000561325225382979,9.10403888914821e-05,63.57895,3.32000580973302e-07,10.21102277266,0.0129323996488997,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.45,50,2,0.3,50,2,1,50,2,1,50,2,0.3,50,2,0.3,50,2,0.75,7,1.73,0.9,4,1.61,8.225353,15.64183,0,45,564.6714,707.0902,389.8303,204.4615,644.4597,321.4157,621.8062,536.4994,25007950,5135765000,5569956000,23847830,8299870000,2611314000,2164713000,570799900,0.004365784,0.0852112,0.1005127,0.2147599,0.1759597,0.2414738,0.001094655,0.0001093939,53.7658549731598,0.0630553979639953,158.204480162113,28157046.4675943,47.3684462068883,1000,103.861870697443,0.536105026366685,1.67100853112745,49.803047857724,2508976,0.000466443249199323,9.67173402594936e-05,52.9846,4.4899875e-07,9.75464116112293,0.00652204996678096,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.45,50,2,0.45,50,2,1,50,2,1,50,2,0.45,50,2,0.45,50,2,1,50,2,0.3,2,1.77,8.021731,10.86312,0,34,677.4528,405.4569,266.3229,318.0553,695.3252,663.7853,274.3427,710.3947,19524460,5113781000,2144276000,27822700,7035339000,1542420000,100180400,3529042000,0.0104245,0.04219354,0.08626768,0.04851711,0.1854255,0.07103292,0.0009368054,0.0001033345,62.2884111317542,0.0913386411330058,247.152132978107,180531.292724327,76.6987951801647,1000,103.859170951983,0.403466245421888,0.837175163745087,59.2221068905562,2705888,0.000322007907508208,6.73196241037936e-05,56.37,4.0500075e-07,5.17678708612402,0.000847340893658011,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.6179398,50,1.992219,0.9442944,6,0.3,1,2,2,1,1,0.9914025,0.8706812,50,2,0.3224378,50,2,0.6705091,26,2,1,26,2,7.688425,7.409308,31,10,16.89469,161.1508,246.9006,30.2725,286.4257,117.8618,99.6066,262.3601,125347700,145390800,437312100,548753800,299417700,1543041000,721969500,1434990000,0.01143168,2.595449e-06,2.513275e-06,5.64387e-05,0.007230779,0.00705783,0.00332468,0.0001717974,78.1622311191451,27.4627171727089,224.996960408723,13.4293149208973,101.764364264969,444044.203693877,95.9347436341017,0.101868348334809,649,91.1387800299832,3637972,0.000475558319882263,3.27080287382486e-05,77.10834,1.08389553212483e-06,0.202259070609226,1.71146936017719e-05,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
0.45,50,2,1,50,2,1,50,2,0.6,50,2,1,50,2,0.3,50,2,1,4,1.78,0.15,3,1.53,10.16205,14.0878,1,17,16.70946,478.6032,450.2958,44.42704,699.1754,213.2039,30.35226,499.2598,33227560,4409043000,8000000,47082430,1068929000,4403808000,3886136000,9327922000,0.1104993,0.1143048,0.1541696,0.09614002,0.2514848,0.2418412,0.0007146912,0.0001013604,43.0219131281047,55.2774102506962,101.99084648881,131288190.227947,37.7446835687191,871903.804550909,114.757487555279,0.0981374471622657,-76.3131089409088,44.6939387391346,1608726,0.000463918794844264,0.000103955071701676,59.71515,1.24318332180235e-06,3.49100279071789,0.0208390118714824,"R2R_Miller_PNin_2",22,1.8,0.8,50,0
