RESISTOR_0,RESISTOR_2,MOSFET_0_1_L_LOAD_NMOS,MOSFET_0_1_M_LOAD_NMOS,MOSFET_0_1_W_LOAD_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_2_1_L_gm2_PMOS,MOSFET_2_1_M_gm2_PMOS,MOSFET_2_1_W_gm2_PMOS,MOSFET_4_1_L_gm3_NMOS,MOSFET_4_1_M_gm3_NMOS,MOSFET_4_1_W_gm3_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av14,av2,av4,av6,ft0,ft10,ft14,ft2,ft4,ft6,gm0,gm10,gm14,gm2,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
8.03,40.9,1,31,0.5,0.5,1,0.5,2.19,45,5.99,0.5,1,0.5,0.5,50,5,0.5,9,1,6.7,17.1,16,44,1000,1000,10,939,1000,390,1040000000,1440000000,1240000000,8220000000,20700000000,1740000000,0.0628,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0606,0.0536,43.0486208449416,0.557670886283102,3.9017553601434,279.839828196461,40.1331979621383,19999657.7368587,31.7193080000179,0.0812926149331596,311,42.2361344271211,139928000,0.00163012876238603,0.00135751339870623,60.31412,3.21738420649455e-09,9.00038377793511e-06,0.00353988467410415,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
70.1,33.3,2.5,50,5,0.5,1,0.5,0.5,1,1.7,0.5,1,0.5,0.5,50,5,1.15,28,1,5,14.5,15,32,658,695,51,10,1000,10,1000000000,1480000000,1000000000,9140000000,14000000000,1430000000,0.0628,6.28318530717959e-07,0.00284,6.28318530717959e-07,0.0147,0.0333,22.1138670903479,1.50543191793983,8.59105882228636,102663.739282099,22.607446276815,20077901.4163644,37.8067454298833,0.125080598430127,206,36.3387255568693,114578700,0.000606225941994735,0.00117913893916953,53.40089,7.8767757107166e-08,9.51937306751249e-05,0.0213202826597909,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
70.1,33.3,2.5,50,5,0.5,1,0.5,0.5,1,4.35,0.5,1,0.5,0.5,50,5,0.5,49,50,5,23.9,16,48,658,610,802,10,1000,10,1000000000,1480000000,1000000000,9140000000,14000000000,1430000000,0.0628,6.28318530717959e-07,0.000113,6.28318530717959e-07,0.0558,0.0333,44.1264129380167,1.5362998931471,8.10627275503562,36.8196773289922,42.0959041664144,22587965.5863999,85.9922961665753,0.0850989368603217,290,48.9737245504955,119185200,0.000668310733504955,0.00129926211101159,50.21963,8.29881158417149e-08,7.80161858070061e-06,0.00196423937509005,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
68.3,48.9,0.5,1,2.44,0.5,1,0.5,3.02,39,4.36,0.5,1,0.5,0.5,26,5.18,0.5,15,50,5,30,24,41,481,214,10,10,10,10,1000000000,2270000000,3840000000,1780000000,24100000000,1150000000,0.042,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0488,0.0232,49.3029092297849,2.42840185058577,3.80268183606669,403.071415234885,44.2567295506255,148582604.985236,55.1686577687005,0.0654976365961767,417,55.8691580695716,232668400,0.00278115204467789,0.00184665745676446,63.62876,2.72867265136984e-09,3.91085840911543e-05,0.00181959823103006,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,20.6,1,50,5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,50,4.96,0.5,50,50,5,18.9,9,46,658,695,443,10,1000,10,2090000000,1030000000,1200000000,18000000000,16400000000,2130000000,0.0628,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.0558,0.0333,21.7861355005111,6.82368222138976,6.85933779688439,1126968.85591872,19.5666234752787,61164946.6972913,84.4260031033094,0.0626090856959414,-69.3903052705767,34.0517984168866,61484550,0.000407437620873065,0.0016563753178519,63.49398,9.46639909775804e-09,0.000251707404840775,0.0438441161556289,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,80,2,50,5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,50,4.96,1,48,4,3.92,16.8,8,28,341,438,228,338,1000,499,1000000000,1000000000,1180000000,6780000000,12200000000,1610000000,0.0618,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.0244,0.000447,4.44263714219221,5.64415092306834,14.5978886912426,18216238460.7913,5.13576458010316,40630270.3569417,42.4416069441297,0.460573146774033,-149.078824934225,23.1058095942079,105085100,0.000327211390330095,0.00103895363583053,52.47559,0.0029195060412596,0.00166822928110081,0.366052373392086,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
37,43.6,2.5,50,5,0.5,1,0.5,0.5,50,5,0.5,1,0.5,0.5,35,4.97,0.5,38,50,5,18.9,10,47,658,1000,802,328,688,494,1000000000,1000000000,1000000000,6080000000,14000000000,1110000000,0.0628,6.28318530717959e-07,0.00919,6.28318530717959e-07,0.0242,0.0333,55.0796847382059,4.73263479285855,13.3859564620681,11.4074511696657,51.7410166248504,43521007.046935,77.3981588928316,0.0560332472700918,-37.653748,51.0060594378673,123096400,0.000417997094562971,0.00146128978894202,27.88466,4.28525392722569e-08,9.45015744365563e-06,0.001853185874237,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,80,2,50,5,0.5,1,0.5,0.5,50,4.93,0.5,1,0.5,0.5,28,5,0.5,17,1,0.5,16.8,9,53,235,10,228,338,1000,499,1070000000,1000000000,1180000000,3950000000,20200000000,1030000000,0.0618,6.28318530717959e-07,0.0022,6.28318530717959e-07,0.0244,6.28318530717959e-07,7.66740242144603,42.4852055023391,3.02359838692867,265805129.664915,9.84757745207376,234411642.214713,33.4910435788436,0.276286254451168,-159.668264007196,26.3338713415203,16682670,0.000250794941913054,0.00104789757722165,42.10102,1.20215165391904e-08,0.000620151928513321,0.105342874643893,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,40.1,2,50,5,1,1,0.5,0.5,50,5,0.5,1,0.5,0.5,49,4.96,1,13,4,3.92,16.8,10,63,341,438,255,338,721,446,1760000000,1000000000,1180000000,6780000000,16200000000,1610000000,0.0618,6.28318530717959e-07,0.0283,6.28318530717959e-07,0.0381,0.000447,32.2598247682269,11.1440140838513,3.01998242372268,137348.216567217,38.4018383849891,197240824.437697,34.2820652820101,0.0438983332820168,-46.0830546,26.730475451056,53451460,0.000804511906790133,0.00204849734545293,65.30857,2.53947572714276e-09,0.000133785484582855,0.0199768648139811,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,80,2,50,5,1.5,1,0.5,0.5,50,4.93,0.5,1,0.5,0.5,28,5,0.5,17,1,0.5,16.8,10,24,235,149,228,469,1000,499,1070000000,1000000000,1180000000,3950000000,20200000000,1030000000,0.0618,6.28318530717959e-07,0.0022,6.28318530717959e-07,0.0244,6.28318530717959e-07,32.1962815760954,15.9430492008043,6.84423930509345,36136.6661755603,44.2335492093038,162875125.333099,33.4985074294363,0.067260469359264,-29.7780615,28.4186115541705,69921150,0.000464366301240207,0.0020811988748293,53.75463,2.80322725221185e-09,0.00011714144711624,0.0174883249465509,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,80,2,50,5,1,1,0.5,1.5,1,0.5,0.5,1,0.5,0.5,32,4.88,1,17,50,5,16.8,7,52,341,438,10,338,1000,499,1000000000,1000000000,1180000000,6780000000,16200000000,1610000000,0.0618,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.0244,0.0435,9.17740517497227,14.7378108752162,16.545947170438,12887369546.6703,3.7474941904297,49196254.1942702,72.4791694212896,0.151334259431544,-248.419994445879,19.9545059784136,55231990,0.000151731718597863,0.000982157960957431,72.1381,7.46205055201806e-09,0.00321490504900989,0.376614866114407,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
36.5,72.3,1,1,0.5,0.5,1,0.5,1,50,5,0.5,1,0.5,0.5,27,4.93,0.5,23,50,5,4.95,11,0,10,875,10,180,389,575,1000000000,1320000000,2550000000,5570000000,25300000000,1150000000,6.28318530717959e-07,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0214,0.0135,48.3143482057945,0.251006136682047,1.43435350579042,860.162860731971,41.6178102795359,30701999.5184363,61.1273670298337,0.0675703691985721,281.5,44.5483750168715,175444000,0.00555980603145155,0.00120522334200501,67.23921,9.08188106600808e-09,2.82997939374696e-05,0.00192829700568087,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
36.5,62.4,0.5,1,0.5,0.5,1,0.5,1,50,5,0.5,1,0.5,0.5,27,4.93,0.5,23,50,5,20.7,6,0,259,875,10,180,389,575,1000000000,1710000000,2550000000,5570000000,25300000000,1030000000,6.28318530717959e-07,6.28318530717959e-07,0.0597,6.28318530717959e-07,0.0214,0.0192,35.0226905072152,0.308460305842618,1.09093782095182,109466.859026001,31.1984192266716,74998580.2060317,60.7190661983532,0.103820620925638,-9.42143140848526,44.2439652361298,265249000,0.0110517506091717,0.00130780939651957,54.96858,4.09898610886916e-09,0.000163384491077481,0.00705757404403395,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
36.5,72.3,0.5,1,0.5,0.5,1,0.5,1,40,5,0.5,1,0.5,0.5,27,4.93,0.5,23,50,5,7.97,14,0,10,874,10,180,389,575,1000000000,1040000000,2670000000,7300000000,27300000000,1150000000,6.28318530717959e-07,6.28318530717959e-07,0.0628,6.28318530717959e-07,6.28318530717959e-07,0.00121,55.4566171844332,0.65847714276492,2.99638359949369,61.0123528516318,46.9571626875479,55718560.1402873,60.7149487358756,0.0597546181390663,562.5,49.607498613553,253545900,0.00384624106149527,0.00135037196981785,55.48935,7.37540071155579e-09,1.25216271911954e-05,0.000997149964979904,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
57.1,72.3,1,1,3.26,0.5,1,0.5,0.993,22,5,0.5,1,0.5,0.5,27,4.93,0.5,19,50,5,4.95,15,0,10,875,10,180,389,575,1000000000,1320000000,1600000000,8920000000,26200000000,1160000000,0.0385,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0214,0.0135,74.9867216107351,1.26256104843499,5.97789175084272,3.19646365573453,53.2778128987527,32057022.401923,56.5821968467114,0.0515164556404914,677,51.4074491503054,151781500,0.00115411241595944,0.00132188936409965,58.58426,7.41284945120709e-09,4.68518181471977e-06,0.000929572209515062,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,43.6,2.5,50,5,0.5,1,0.5,0.5,50,5,0.5,1,0.5,0.5,50,5,1,38,50,5,18.9,5,0,658,695,802,10,1000,10,1000000000,1000000000,1000000000,6280000000,14000000000,1530000000,0.0628,6.28318530717959e-07,0.00919,6.28318530717959e-07,0.0558,0.0333,61.5840974462016,1.79626260878474,8.95162092413583,1.57781081682102,58.3631923887047,21832778.9212627,104.849892703808,0.0943427527733156,-22.324632,57.0883800882892,108803000,0.000552479930842061,0.00131474461167402,34.85244,8.8136525679751e-08,4.41623765625065e-06,0.000864043669696057,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,72.3,0.5,1,3.26,0.5,1,0.5,1.01,22,5,0.5,1,0.5,0.5,26,4.91,0.5,22,50,5,4.95,25,0,10,933,10,180,10,242,1000000000,1320000000,2370000000,6370000000,26200000000,1160000000,0.0385,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0214,0.0135,79.8852391469714,2.73222799371115,14.0813417416734,0.60643009407615,57.8560041849665,33759436.5341293,60.7335162821979,0.0532470460365133,623.5,55.9676809811349,173989200,0.00056163682020405,0.00152348212271509,48.10911,7.90862360859233e-09,3.45203537627459e-06,0.000724833547653958,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,43.6,1.5,50,5,1,1,0.5,0.5,50,5,0.5,1,0.5,0.5,50,5,0.5,38,50,5,18.9,3,0,658,695,802,10,1000,10,1000000000,1480000000,1000000000,6280000000,14000000000,1530000000,0.0628,6.28318530717959e-07,0.0196,6.28318530717959e-07,0.0558,0.0333,51.8372027506052,9.75921510092475,6.59703134824208,14.9102679489397,65.5170395857693,92296883.3345515,77.4193128360101,0.0410787015991613,-37.2330882,49.5800402893637,62390820,0.000429882202150224,0.00194695627845531,45.05608,4.28925134299263e-09,9.92123119745059e-06,0.00160856994380709,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
68.3,48.9,0.5,1,9.29,0.5,1,0.5,3.45,40,4.36,0.5,1,0.5,0.5,26,5.18,0.5,15,50,2.65,30,26,0,481,214,10,10,10,615,1000000000,1860000000,3950000000,6770000000,24100000000,1080000000,6.28318530717959e-07,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0488,0.0232,64.3965063087167,10.7239748703032,8.7418227022353,0.46865939082625,55.7357031890256,227007181.886377,47.475414690132,0.0840879024997294,620,59.4986393486495,185048600,0.000962190642215749,0.00215706848006518,57.24781,8.588490046695e-09,1.81215454324035e-06,0.000309204334584923,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
4.73,80,2,50,5,1,1,0.5,0.5,50,4.93,0.5,1,0.5,0.5,28,5,1,17,1,0.5,16.8,10,0,235,438,228,338,1000,499,1070000000,1000000000,1180000000,3950000000,20200000000,1610000000,0.0618,6.28318530717959e-07,0.0022,6.28318530717959e-07,0.0244,6.28318530717959e-07,36.8238878351309,7.85279944891425,11.8887552664707,7368.62686568615,38.9528170313525,62333679.6244732,33.5581584715252,0.104682721919509,-5.5735515,32.3991585293344,94370150,0.000360807517404693,0.0015827181884688,45.51591,4.56488615534206e-09,8.32327690428103e-05,0.01301052575659,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,36.6,1,50,5,0.5,1,0.5,0.5,50,5,0.5,1,0.5,0.5,50,4.97,1,40,50,5,17.1,2,0,1000,671,10,939,1000,390,1000000000,1550000000,1000000000,8280000000,14200000000,1000000000,0.0628,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0342,0.0628,58.3728377796983,10.5012272753869,12.0387913668187,2.20130158931718,60.4474298551227,75549680.0654308,105.274640821045,0.0598034464331136,-40.0918188,55.3833946195211,86611480,0.000327016669247736,0.00151397866249637,32.80128,3.70088233802231e-08,6.10238808792518e-06,0.00103579601606896,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,72.3,0.5,1,3.26,0.5,1,0.5,1.01,11,3.48,0.5,1,0.5,0.5,25,5.08,0.5,22,50,2.47,6.03,28,0,455,379,10,10,10,709,1000000000,1420000000,4630000000,3500000000,7420000000,1160000000,0.00837,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0509,0.027,67.7187055273663,7.39324013068796,14.2295774288243,0.224102737540809,56.570619646492,107886995.173815,47.1624087595195,0.0501575049244306,673.5,56.9485409475901,207647300,0.000663302454593232,0.0015146137517399,49.89997,4.46066577908783e-09,1.56154145716014e-06,0.000391893128927956,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,45.5,1.22,15,2.44,0.5,1,0.5,2.63,8,4.57,0.5,1,0.5,0.5,26,5.18,0.5,13,50,5,30,35,0,407,168,606,149,10,10,1000000000,2940000000,3660000000,1000000000,24100000000,1000000000,0.042,6.28318530717959e-07,0.0156,6.28318530717959e-07,0.0595,0.0295,60.180053077376,10.446349866449,18.229697731005,0.580698568400214,53.6817680732769,114609188.63378,49.6099264260692,0.0726318730265362,643,60.679245366715,200002000,0.00049869175749075,0.00146033264319772,46.22883,2.40236366015339e-08,3.36267282886493e-06,0.000515464090452999,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,70.8,0.5,1,12,0.5,1,0.5,2.64,40,5.18,0.5,1,0.5,0.5,29,5.13,0.5,17,50,1.62,18.4,61,0,1000,815,10,16,10,838,1000000000,2250000000,1500000000,11300000000,22200000000,1050000000,6.28318530717959e-07,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0628,6.28318530717959e-07,80.4881474292455,13.0778067990649,9.41673476867804,0.109027523002093,64.1057926949719,183172779.466606,45.5015714014362,0.0527405071721335,595.5,62.410096668107,131894400,0.000636653802753503,0.00214473775822981,54.53442,2.34442767143469e-08,1.32599934628996e-06,0.000286851148514122,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,80,0.5,1,9.71,0.5,1,0.5,5.45,50,5.4,0.5,1,0.5,0.5,26,4.93,0.5,17,50,1.41,15.3,47,0,285,1000,10,231,10,1000,1000000000,2670000000,1320000000,7350000000,24800000000,1080000000,6.28318530717959e-07,6.28318530717959e-07,0.0628,6.28318530717959e-07,0.0628,0.0391,78.0520075780686,13.3519910931163,12.231279939434,0.0582675972839494,63.6018860620564,165940022.180818,54.2235649879275,0.0568901953825046,619,62.940967690364,152011700,0.000564914118676649,0.00218895102633145,53.81083,3.35142886126121e-08,9.7863017406441e-07,0.000231826729977014,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,45.5,1.22,15,2.44,0.5,1,0.5,2.43,8,4.57,0.5,1,0.5,0.5,26,5.14,0.5,10,50,5,30,42,0,407,10,606,149,10,10,1000000000,3470000000,3720000000,1000000000,24100000000,1000000000,0.0171,6.28318530717959e-07,0.0156,6.28318530717959e-07,0.0595,0.0522,63.9379759308324,17.1137627706681,19.9237292455455,0.175311812113333,55.5218301311531,147769952.687549,45.5885160978069,0.0669265649634156,641,59.6071405950794,172032800,0.000392480375079431,0.0015031737069134,49.21482,2.01806119715429e-08,2.02968414608984e-06,0.000343924500050941,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
64.1,73.5,0.5,1,18.5,0.5,1,0.5,3.85,50,3.38,0.5,1,0.5,0.5,27,5.44,0.5,17,50,1.16,15.3,56,0,147,10,10,96,10,1000,1000000000,3020000000,1000000000,10900000000,186000000000,5660000000,0.0379,6.28318530717959e-07,6.28318530717959e-07,6.28318530717959e-07,0.0628,0.0391,80.1185512884446,22.1929250798244,14.4546781177336,0.115070707529711,62.719003133887,191024617.088777,43.7588848121156,0.0511581063111347,612.5,60.803419915089,124418000,0.000391247981470123,0.00240115202415067,52.47297,2.548150881368e-08,1.46969521524487e-06,0.000347126539268938,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
80,50.6,1.16,15,2.44,0.5,1,0.5,2.63,8,5.76,0.5,1,0.5,0.5,26,5.25,0.5,10,50,3.37,30,52,0,1000,10,606,149,265,10,1000000000,3090000000,6170000000,4000000000,2460000000,1000000000,0.00219,6.28318530717959e-07,0.0158,6.28318530717959e-07,0.0623,0.0628,67.1802998797109,21.8451923369024,19.7377426699297,0.0649681289010864,57.5819436477091,181558958.061472,41.5679732486442,0.063886202605056,634,60.5674390402078,164043600,0.000377780144235401,0.00153410203932524,49.40265,1.99292581636479e-08,1.31458488187963e-06,0.000239824156543111,"HSOTA_COMP_Pin_2",40,2.5,1.2,0.1,0
