MOSFET_15_2_L_gmb_NMOS,MOSFET_15_2_W_gmb_NMOS,MOSFET_15_2_M_gmb_NMOS,MOSFET_11_1_L_gmf_PMOS,MOSFET_11_1_M_gmf_PMOS,MOSFET_11_1_W_gmf_PMOS,MOSFET_7_1_L_gm3_PMOS,MOSFET_7_1_M_gm3_PMOS,MOSFET_7_1_W_gm3_PMOS,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,RESISTOR_0,gen,index,VDS0,VDS10,VDS11,VDS15,VDS17,VDS21,VDS7,VDS8,ft0,ft10,ft11,ft15,ft17,ft21,ft7,ft8,gm0,gm10,gm11,gm15,gm17,gm21,gm7,gm8,gmid_offset0,gmid_offset10,gmid_offset11,gmid_offset15,gmid_offset17,gmid_offset21,gmid_offset7,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,1,18,0.5,200,1.04,0.5,50,1.01,0.5,29,0.996,0.5,43,0.99,0.5,1,1.02,1.26,1,0.812,0.697,19,1.01,11,0.56,5,2.56,100,56,0.489277003870203,0.368788384674122,0.368788384674122,0.388200173038882,0.489277003870203,0.554040514270983,0.489277003870203,0.489277003870203,352318020.144426,367949692.556447,422806761.24994,469130731.735447,285021823.165223,1455291320.27283,285021823.165223,285021823.165223,0.000110873095654201,0.000167684168160262,0.00131957170222233,0.000108866132655377,4.65970955517904e-05,0.000814721621431772,4.65970955517904e-05,4.65970955517904e-05,-2.88898472618903,1.27087891936481,2.61242634378019,6.20737489550203,1.07752407011757,3.18447649143424,-3.86238681855431,-3.86238681855431,79.728931389149,1608.19140489684,2688.56788886956,13.0664399399061,89.9372658523716,1308444.96349874,113.274422090779,0.00182318575805211,231.8,109.347447469263,2187453,0.0002511150332524,0.000184735814682635,65.91852,1.72159868823458e-06,1.83488003359988e-06,0.000326134096003794,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1,35,0.5,200,1.01,0.5,50,1.01,0.5,30,0.981,0.5,58,0.99,0.5,1,1.02,1.26,1,0.832,0.697,6,1.01,11,0.56,5,2.56,100,58,0.487332154352716,0.367268225720606,0.367268225720606,0.358015150198613,0.487332154352716,0.726345006621859,0.487332154352716,0.487332154352716,350848339.247942,364467045.152715,419637569.300053,284938724.500312,281993696.273438,2478347179.41923,281993696.273438,281993696.273438,0.000112534031965485,0.000168600640136059,0.00126724586745637,0.000115881705100865,4.70791959560379e-05,0.000475565356433652,4.70791959560379e-05,4.70791959560379e-05,-2.82743747544459,1.33768649449522,1.16127170067902,7.20551125979016,-2.33618216457885,-8.49283187874121,-3.64368395748656,-3.77316718044799,79.8325109940956,1615.25347789553,2762.29972677463,13.4247766721247,90.1580965563488,1277502.89159688,113.322949485089,0.00170923446351714,230.2,108.605776097857,2184701,0.000244104731127818,0.000172684805765416,59.60666,1.41974263348905e-06,1.86686019707172e-06,0.000326386150211966,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1,15,0.5,200,0.995,0.5,48,0.987,0.5,29,0.989,0.5,28,0.978,0.5,1,1.02,1.26,1,1.07,0.821,14,1.04,11,0.56,5,2.56,100,20,0.468217281263421,0.369726473468242,0.369726473468242,0.388546254959909,0.468217281263421,0.606287317382879,0.468217281263421,0.468217281263421,308258559.080478,371175138.587017,427409921.890242,534668615.87744,251230546.702048,1302662990.25106,251230546.702048,251230546.702049,0.000123198387670063,0.000168341306479765,0.0012811575514991,0.00010714700812579,5.20703134482571e-05,0.000667527187180208,5.20703134482571e-05,5.20703134482571e-05,4.46644722035608,1.5756018129203,2.63595526648119,5.86223564800376,3.23850037979244,3.65820871752086,2.2368557684338,-2.80606005264164,79.2485221202223,1818.42555380938,2587.30516912771,12.5743031219606,88.9110163719386,1456288.67381129,113.164382294077,0.00178459428560906,324.000000000001,108.854758714532,2072047,0.000247176361970458,0.000145719618305921,73.88293,1.49732339552022e-06,1.94409976394305e-06,0.000349742166561806,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,0.978,16,0.5,200,0.967,0.5,53,1,0.5,30,0.969,0.5,30,0.982,0.5,1,1.1,1.02,1,0.575,0.37,11,1.09,11,0.56,5,2.56,100,21,0.500492922493637,0.36884161197082,0.36884161197082,0.398940099661178,0.500492922493637,0.5363343403553,0.500492922493637,0.500492922493637,553072426.377386,368086881.018219,426119746.677924,522222299.460402,447543796.943045,4418276296.76553,447543796.943045,447543796.943045,0.000103536845024199,0.000169212774287781,0.00123911045837034,0.000107651935183297,4.33669607369594e-05,0.000862157536156579,4.33669607369594e-05,4.33669607369594e-05,-2.04587329503188,1.24298734405422,1.03725877476509,8.90398579067065,1.66539762983203,3.93052059546541,-3.88195945253491,-3.77970172395825,79.7153032944055,1661.3073587907,2628.23470424781,12.7732206626444,88.674715769107,1302162.82031597,113.088731092006,0.001675586918604,319.3,106.005832594163,2060058,0.000241919174624223,0.000182866664770051,75.7575,1.59778662002714e-06,1.71072425174279e-06,0.000321506548222272,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1,15,0.5,200,1.01,0.5,48,1.01,0.5,29,0.989,0.5,28,0.978,0.5,1,1.02,1.26,1,0.879,0.239,14,1.06,11,0.56,5,2.56,100,48,0.483008747491275,0.369360265856902,0.369360265856902,0.394191481061441,0.483008747491275,0.468908644915666,0.483008747491275,0.483008747491275,338823485.231428,369757637.670792,425700178.039148,534906675.825705,275183133.270164,7196106813.62964,275183133.270164,275183133.270165,0.000114280376403659,0.000167620496937645,0.00129339139810861,0.000106869722815052,4.81691393284014e-05,0.00113773652182048,4.81691393284014e-05,4.81691393284016e-05,-2.63181206976586,1.23390843697923,1.05331219590796,5.87827873222252,2.51710777096115,9.70826064898922,-3.57149334140457,-3.57149334140456,79.2946880821676,1615.62866866214,2569.35242429245,12.4870527820613,89.1883055993748,1297332.21638999,113.091692002552,0.00183568135113997,276.5,102.425028403128,2063162,0.000247836143084609,0.000153277173573722,74.64639,1.49895525018249e-06,1.91977518136932e-06,0.000350457676577154,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1.01,56,0.5,200,1.01,0.5,66,0.979,0.5,52,0.989,0.5,44,0.98,0.5,1,0.96,0.612,1,1.05,0.239,17,1.02,11,0.56,7,2.56,100,44,0.452754348236325,0.357015184078454,0.357015184078454,0.33791518691085,0.452754348236325,0.442002663660782,0.452754348236325,0.452754348236325,1020531384.57695,333119438.759318,389710858.16982,257939926.336615,828832229.651292,5854548468.16601,828832229.651292,828832229.651292,0.000196568262625011,0.000262902382112257,0.00114204265701858,0.000168492194434652,8.19994046131473e-05,0.00104407330590659,8.19994046131473e-05,8.19994046131473e-05,6.24144069515125,1.89339818390571,1.69467972048772,7.30305432461038,2.74331878768559,10.0973546284167,4.10059522735234,4.10059522735234,75.9691080896221,2117.21138517522,3332.51433799501,16.1960196826558,85.4811796064978,1663728.3614514,113.420314406194,0.00368449832504403,285.600000000001,102.680929766894,2618727,0.000242534312563634,0.000163396848472014,59.67612,1.3297325602833e-06,4.00654042366444e-06,0.000705276029958624,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1.01,56,0.5,200,1.01,0.5,66,0.972,0.5,52,0.989,0.5,44,0.98,0.5,1,0.96,0.612,1,1.05,0.239,17,1.02,11,0.56,8,2.56,100,51,0.463445290331239,0.365729489287805,0.365729489287805,0.34692212022186,0.463445290331239,0.451359016785595,0.463445290331239,0.463445290331239,1097707565.8767,356893813.85121,415142142.754017,285613942.146413,891198269.807501,6326349202.26649,891198269.807501,891198269.807501,0.000215265314514646,0.000288359734099486,0.00124807678030604,0.000189662335064405,8.97751353898661e-05,0.00114328445291865,8.97751353898661e-05,8.97751353898661e-05,6.45198623890028,1.43158676005727,1.24103893111028,7.1472676993978,3.13123473972424,10.4586505805705,3.72259816974743,3.67657384723767,75.758646187976,2162.97263491876,3076.4836701316,14.9517106368396,84.8529753921415,1926045.78079818,113.419296065528,0.00384373592325657,271.6,102.21563327051,2739493,0.000274834070816969,0.00016002906619414,58.85669,1.25416924890974e-06,4.13605071724221e-06,0.000739714132679148,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1.01,58,0.5,200,1.01,0.5,48,1,0.5,29,0.982,0.5,58,0.982,0.5,1,1.01,1.26,1,0.812,0.239,14,0.986,11,0.56,6,2.56,46,57,0.507647713313289,0.382164543919385,0.382164543919385,0.350864773575214,0.507647713313289,0.488087918208039,0.507647713313289,0.507647713313289,389617962.421571,405327285.428316,462489530.690464,218345145.202966,312426433.499981,8263714517.22663,312426433.499981,312426433.499981,0.000124852701598257,0.000188692162261466,0.00145751651080464,0.000141542777726217,5.21470214763013e-05,0.00124603258045692,5.21470214763013e-05,5.21470214763013e-05,-0.964256227963464,1.56874686761299,0.404646343098999,7.66908676266784,1.43667654804579,9.03937911853786,-4.8167929191173,-4.8167929191173,79.7987522624177,1496.45348788238,2508.15742635705,12.1896450920952,89.9732816562494,1430072.86183846,113.408179387556,0.00204047500228548,221.2,102.782024585966,2396899,0.000294951040234265,0.000189622762145607,58.10389,1.22057800451232e-06,1.87355693121061e-06,0.000335082189299674,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1.01,58,0.5,200,1.01,0.5,48,1.01,0.5,30,0.982,0.5,58,0.998,0.5,1,1.01,1.26,1,0.812,0.239,14,0.986,11,0.56,6,2.56,51,58,0.507647713313289,0.379645382367914,0.379645382367914,0.350871626251891,0.507647713313289,0.48515378463368,0.507647713313289,0.507647713313289,389619191.01636,398315822.979937,455296066.451983,218373206.025256,312426433.499981,8110007975.34492,312426433.499981,312426433.499981,0.00012485299464506,0.000190596814018318,0.00142469684625547,0.000141563913887555,5.21470214763013e-05,0.00121882608159806,5.21470214763013e-05,5.21470214763013e-05,-3.5289260250605,0.692268138001563,0.528889040738122,7.66894751188829,1.78420309833876,8.90696478974447,-4.42509789653429,-4.42509789653429,79.6096984721081,1723.20573834302,2594.66680793859,12.6100806865815,90.0156915015575,1605488.82686147,113.415493438948,0.00195059192523794,219.4,102.940537679879,2417418,0.000287557795237471,0.000185589080906422,57.46652,1.26610876443765e-06,1.96268173224046e-06,0.000350637299807444,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1,120,0.5,200,0.998,0.5,46,0.991,0.5,29,0.981,0.5,46,0.993,0.5,1,1.06,0.733,1,0.97,1.17,12,0.99,11,0.56,8,2.56,40,60,0.480818343373479,0.408225224784427,0.408225224784427,0.32145854703009,0.480818343373479,0.79265172610946,0.480818343373479,0.480818343373479,899276103.963651,477585608.323096,536233050.173893,155562123.471018,723546000.176073,1067180398.11271,723546000.176073,723546000.176073,0.000197737487159963,0.000236569009723478,0.00179078550298005,0.000198534390751483,8.21044211889023e-05,0.000659054931111731,8.21044211889023e-05,8.21044211889023e-05,8.80211337571974,3.79970391291085,4.05337964919911,8.65012739345941,1.20247447240773,-7.16447350809058,1.40336882818165,6.55332576978627,79.2104485380994,1237.15861073628,1952.95994072545,9.49138531192568,85.6166237877361,1619205.24456516,113.702910121069,0.00191569844835392,207.3,105.709079961883,2556053,0.000403953624681381,0.000144331195440941,69.35307,8.32660913807048e-07,2.02999665444625e-06,0.000364914382888326,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,0.992,97,0.5,200,1.01,0.5,65,0.999,0.5,29,0.989,0.5,48,0.97,0.5,1,0.999,0.733,1,1.05,0.238,25,1.02,11,0.56,8,2.56,36,57,0.475049923616781,0.408627680979096,0.408627680979096,0.328236483412752,0.475049923616781,0.463323254428301,0.475049923616781,0.475049923616781,863210448.571152,472490718.065919,536816752.445349,186393375.560566,695218517.958899,7007089258.71315,695218517.958899,695218517.958899,0.000203311283140984,0.000237469794213213,0.00181569671305794,0.00019563148243752,8.44946027725609e-05,0.00188672067238565,8.44946027725609e-05,8.44946027725609e-05,4.0630266042339,0.286826329841185,-0.1085503818899,7.83203759077721,5.69643562663086,9.99807131070097,-2.59157830845825,1.69737451899536,78.9062071409957,1401.05857927467,2228.01967187111,10.8281756052936,85.7592691303228,1841743.78470018,113.582364608244,0.00209372114748876,215.9,100.80532151915,2928815,0.00040572139390243,0.000171695686353858,74.76727,1.00225121790551e-06,2.19390919749929e-06,0.000391399682349913,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,0.992,97,0.5,200,1.01,0.5,65,0.988,0.5,29,0.989,0.5,48,0.97,0.5,1,0.999,0.733,1,0.97,0.238,25,0.99,11,0.56,8,2.56,34,60,0.480680888080203,0.40835943111915,0.40835943111915,0.33029487189112,0.480680888080203,0.464767158511077,0.480680888080203,0.480680888080203,896804349.534302,471916402.63013,536072439.953227,186261805.746088,722998373.157273,7110925356.91967,722998373.157273,722998373.157273,0.000197221166633047,0.000236999679849202,0.00181195400811984,0.000195200531098449,8.20258144826332e-05,0.00186360390186855,8.20258144826332e-05,8.20258144826332e-05,8.35472882808812,-0.704800296587567,0.260544734972182,12.4950103002637,1.30619825898567,9.92085573733626,1.20708193360725,1.40846457063118,78.9313623097511,1351.96183319388,2236.4952443205,10.8693668873976,85.8481707086236,1773531.06081653,113.577412235004,0.00215145634338005,213.3,100.80658811155,2933880,0.000404882827637596,0.000172871574200692,74.59747,9.95078743687646e-07,2.18055166791797e-06,0.000391062122103603,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
0.5,1.02,147,0.5,200,1.02,0.5,48,0.988,0.5,68,0.983,0.5,22,0.979,0.5,2,1.02,0.805,11,0.898,0.775,16,0.579,11,0.56,19,2.56,23,63,0.371736714817347,0.411113114003118,0.411113114003118,0.315519655875784,0.371736714817347,0.768524085979036,0.371736714817347,0.371736714817347,326734754.681011,485059818.037893,543248232.173533,254559789.455975,276511490.604285,2226141277.17385,276511490.604285,276511490.604285,0.000646982278364672,0.000568460670823577,0.00186687758666856,0.000447468231337836,0.000280097697468764,0.000733441908510256,0.000280097697468764,0.000280097697468764,2.35461169793315,-1.08095733266073,0.397361692239754,7.212624296527,8.02047443414123,-7.36043724998641,1.11702823663146,1.11702823663146,74.6538427149424,1692.02404488678,1722.86513836797,8.37312457246833,78.8093374792581,2984827.54075849,114.007165257277,0.00386447875524998,207.7,100.500215998086,3039233,0.000544462161113661,9.7658307048742e-05,61.86009,6.49275577448895e-07,4.10210330994532e-06,0.000756737452457412,"Alfio_RAFFC_Pin_3",180,1.8,0.4,500,0
