MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS11,VDS17,VDS21,VDS23,VDS8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,gmid_offset0,gmid_offset10,gmid_offset11,gmid_offset17,gmid_offset21,gmid_offset23,gmid_offset8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.362,7,0.577,0.5,7,1,2,3,0.7,0.5,1,1.16,0.5,1,1.01,0.5,1,0.891,1.16,2,0.983,3.12,4,100,0,0.409031041157087,0.393428321193568,0.393428321193568,0.409031041157087,0.504186511734594,0.560837727627158,0.409031041157087,1023066182.94503,1031693402.37254,494824384.181435,866389245.036915,454863698.249206,198713354.472265,866389245.036915,0.000129141909457696,5.1430040084095e-05,5.5754349317584e-05,5.56145384341738e-05,4.01566487960043e-05,3.37810467307359e-05,5.56145384341738e-05,7.62123132942317,6.18177902785991,-0.159780392906969,4.39335147919144,3.23096188510948,1.25317257342647,5.78375093521561,66.2704028131501,657.35242807836,2566.27506692486,62.3604841262741,72.7144595383307,515741.702197604,58.4783869305575,0.00128767814161801,407.100000000001,118.347741501885,2013433,4.84305011789915e-05,0.000297401388065269,59.19048,1.80498945614241e-06,1.29253059561518e-06,0.000272495625734948,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.362,7,0.62,0.5,7,1,2,3,0.7,0.5,1,1.16,0.5,1,1,0.5,1,0.891,1.16,4,0.969,3.12,4,100,5,0.409012030415317,0.388340457682402,0.388340457682402,0.409012030415317,0.43976153922284,0.552467023335336,0.409012030415317,1022939711.14708,997060895.591809,480468627.450295,866255044.324235,315708414.860648,192727853.266969,866255044.324235,0.000129119727438522,5.25902170859815e-05,5.33920652577985e-05,5.56035489368294e-05,5.00314290736332e-05,3.25621651050305e-05,5.56035489368294e-05,7.62215755713201,6.60454878770819,0.0461193881430315,4.98831438402487,0.647516067472907,-3.64460566357525,5.84022688249899,66.0040950423493,649.103687441238,2659.10965503617,64.6163646173788,72.1019347719161,505984.141575161,58.5168514190571,0.00152701028046075,392.900000000001,118.602800274912,2072808,4.81180273512906e-05,0.000343212112720132,55.98293,1.89111520192396e-06,1.42324175865405e-06,0.000293903399332773,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.362,7,0.577,0.5,7,1,2,3,0.7,0.5,1,1.16,0.5,1,1,0.5,1,0.891,1.16,4,0.983,3.12,4,100,6,0.409012030415317,0.392472306781429,0.392472306781429,0.409012030415317,0.43876266935417,0.55926063978027,0.409012030415317,1022919903.50276,1033015959.97938,492133105.09682,866255044.324235,313237822.209308,197585974.361006,866255044.324235,0.000129117622228323,5.13038400131361e-05,5.5308105828317e-05,5.56035489368294e-05,5.02337425086871e-05,3.35513421318594e-05,5.56035489368294e-05,8.5706343008526,6.11067310747444,-0.113622985390858,5.64301752428366,0.914977173496011,0.740882191387421,7.78856491426779,66.2046976590023,648.064458517766,2654.91197765807,64.5143610570912,72.4963513316691,507691.733432591,58.5170304954036,0.00149163576773746,387.300000000001,118.316756244259,2079850,4.83578376795702e-05,0.000344223688879925,55.88414,1.87700974459805e-06,1.32805464650498e-06,0.000278432790039806,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.362,7,0.577,0.5,7,1,2,3,0.7,0.5,1,1.16,0.5,1,1.01,0.5,1,0.891,1.16,4,0.983,3.12,4,100,9,0.409031041157087,0.392492813934662,0.392492813934662,0.409031041157087,0.438783324750174,0.559294517241254,0.409031041157087,1023070669.13523,1033140452.34708,492191034.016671,866389245.036915,313281174.629,197610139.165175,866389245.036915,0.000129142386291606,5.13125032080398e-05,5.53176820019482e-05,5.56145384341738e-05,5.02425914189172e-05,3.35562695287221e-05,5.56145384341738e-05,7.6212442021361,6.96023922947709,3.59477232749299,4.83486835541214,0.705946406451359,1.08800616345109,4.94150726379837,66.2330988007891,637.021390407291,2654.3835860447,64.5015211408862,72.6396203577988,499118.129292775,58.5173722752483,0.00144825132677295,377.900000000001,118.29357133287,2079759,4.83653477440631e-05,0.000344140855583072,55.88509,1.89312892498119e-06,1.31470722355975e-06,0.000275896924908814,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.362,7,0.577,0.5,7,1,2,3,0.7,0.5,1,1.16,0.5,1,0.951,0.5,1,1.02,1.16,4,0.983,3.12,4,100,10,0.402832556245627,0.392369001893907,0.392369001893907,0.402832556245627,0.438658615296266,0.559089544906802,0.402832556245627,943797344.501225,1032388777.59549,491840146.082528,799251240.544262,313019450.57643,197464287.89954,799251240.544262,0.000134082035938796,5.12602052845155e-05,5.52597724790065e-05,5.77724899478433e-05,5.01891737345097e-05,3.35265008272065e-05,5.77724899478433e-05,7.62555313486289,6.01693125701028,-0.10635369198115,5.65237575875833,0.710971490552929,-3.8537251515981,5.70615869866922,65.8820076592724,646.718869803053,2647.86441092103,64.343105185381,71.6775123938855,506784.647168756,58.519213579815,0.00165581795527594,377.700000000001,118.221767843813,2074931,4.83718728064611e-05,0.000341769422635928,56.0019,1.89552093385672e-06,1.50857251628e-06,0.000305620891988712,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.379,69,0.22,0.5,19,1,2,2,0.7,0.5,1,1.59,0.5,1,0.852,0.5,1,0.84,1.33,1,2.29,3.12,6,100,26,0.441106330839108,0.292457813543004,0.292457813543004,0.441106330839108,0.547813804395061,0.548151940938477,0.441106330839108,1336881585.8338,560735359.535222,206622570.468782,1125628845.43431,414235567.657173,189652911.77131,1125628845.43431,0.00016992025828554,9.56040337410889e-05,4.76425876651981e-05,7.28309254047643e-05,5.13535127124034e-05,2.12904833800834e-05,7.28309254047643e-05,7.56640275688198,4.05163612977507,4.90161072773718,4.83117200380802,-1.4814508133496,1.55917844319201,5.78711463457585,54.3508206611992,707.294064167369,2182.5733931656,53.0365334539241,55.7531577749046,800426.768732481,58.5641752268398,0.00389744108856107,339.700000000001,118.566336659851,2469963,6.98564604192825e-05,0.000254973204535839,49.14645,2.73892910203892e-06,3.98652780342679e-06,0.000912594249272702,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.379,69,0.22,0.5,19,1,2,2,0.7,0.5,1,1.6,0.5,1,1,0.5,1,0.84,1.33,1,2.29,3.12,6,100,27,0.441432268760871,0.29271933561641,0.29271933561641,0.441432268760871,0.548290316349072,0.548738107706055,0.441432268760871,1339782973.84375,562105787.382155,207297688.451655,1128152684.87323,415039179.681828,190071513.343369,1128152684.87323,0.000170396988270334,9.58987782459943e-05,4.78278485725622e-05,7.30391619256568e-05,5.14717665198736e-05,2.13472689720476e-05,7.30391619256568e-05,7.55227754081007,5.89490492852622,4.89016353735758,4.81730834427296,0.352204490282812,1.54241723465305,5.37418548050343,57.3580095616699,709.352474872912,2193.15221318474,53.2935987803891,59.3627859360595,804779.082131535,58.5693146622017,0.00370305345574971,338.900000000001,118.417834545557,2488189,7.00324914325996e-05,0.000255650310367092,48.47077,2.51600751754082e-06,3.76337562501106e-06,0.000874434721984119,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.441,69,0.22,0.5,19,1,2,2,0.7,0.5,1,1.6,0.5,1,1,0.5,1,0.84,1.33,1,1.58,3.12,6,100,28,0.441432268760871,0.304466539211622,0.304466539211622,0.441432268760871,0.597963892741692,0.575750556232262,0.441432268760871,1339706963.99586,460539114.946944,238528117.29252,1128152684.87323,503443778.677896,209379023.389615,1128152684.87323,0.000170388844999074,9.11300544755428e-05,5.66605113944321e-05,7.30391619256568e-05,4.41630761185775e-05,2.39701923265036e-05,7.30391619256568e-05,7.55212198618523,3.29466966665377,4.35994791885999,4.81730834427296,0.754844315539529,0.916322742694571,8.92132870140492,57.5162431175895,693.626489534377,2199.28391136074,53.442599046066,59.5210480452358,794688.948553106,58.5612259092994,0.00344613078331672,337.800000000001,117.68178718545,2519723,7.07223182903605e-05,0.000252215002575473,50.81034,2.38305412255524e-06,3.39412570421027e-06,0.000827796720946905,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.248,69,0.22,0.5,19,1,2,2,0.7,0.5,1,1.52,0.5,1,0.933,0.5,1,0.84,1.33,1,1.58,3.12,6,100,19,0.441290805125941,0.264444307506331,0.264444307506331,0.441290805125941,0.599263415056202,0.489471953633256,0.441290805125941,1338488846.2984,900120440.807737,141144120.807326,1127057690.16893,505649133.276559,147722253.08813,1127057690.16893,0.00017018629931161,0.000109449403398204,3.07052610886052e-05,7.29487884451529e-05,4.43882033176542e-05,1.56626981262696e-05,7.29487884451529e-05,10.6861606168718,14.4763880456917,6.02829258827356,4.82332679751589,0.723978925007779,3.22920394056813,5.77926942828371,54.5359915440461,730.191174236317,1962.47793852565,47.6882139061733,56.0191653084143,817820.704185322,58.533233636969,0.00459221108812789,358.200000000001,119.032161195605,2197993,6.91363594888841e-05,0.000243819278376981,46.02519,3.07773092180609e-06,5.14225210248132e-06,0.00103124067561877,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.192,12,0.606,0.5,24,1,2,5,0.7,0.5,1,1.34,0.5,1,1,0.5,1,1.14,0.863,3,0.966,3.12,6,100,37,0.425307076776908,0.322799671658019,0.322799671658019,0.425307076776908,0.482209205091662,0.526054890087248,0.425307076776908,1133059710.59151,2077106708.51395,290227622.067227,948861809.611503,693769303.680816,173839788.654137,948861809.611503,0.000188260829396906,0.000103467833749977,9.15197414158476e-05,8.03011764029947e-05,6.6235495822986e-05,4.78824970437505e-05,8.03011764029947e-05,7.84773391023792,10.7738496812724,3.47498815832781,2.90224105842327,1.29816797538031,-2.95877446980448,5.99495679862712,53.430695389429,677.944278406956,1869.91704844566,45.4389842772295,54.6117026650602,846934.98783993,58.5867576505135,0.00382484058501294,306.9,117.491847440214,2336030,7.71153901377138e-05,0.000539757320317463,56.38859,1.99462737854233e-06,5.27638397972985e-06,0.000840780869379443,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
0.386,6,0.569,0.5,13,1,2,4,0.7,0.5,1,1.35,0.5,1,1.06,0.5,1,0.991,1.21,1,1.03,3.12,4,100,1,0.404331272233848,0.414173821320222,0.414173821320222,0.404331272233848,0.586278687413217,0.648818259432154,0.404331272233848,962272902.257514,1004116270.69736,552641923.752692,814962317.033373,589868083.18068,261098525.247988,814962317.033373,0.000133350664780462,4.69994055054582e-05,0.000121986776695521,5.74626168001855e-05,3.04652295718924e-05,6.20309373702609e-05,5.74626168001855e-05,8.71215664502397,4.83804757386433,-0.114814568141805,4.39951142467373,-3.96372960725457,-5.38513904547409,6.99638327754848,68.3109103365431,663.878501208393,3263.26511420158,79.2973422750983,77.5159815567204,599490.953514822,58.5034093365506,0.00367043571827023,403.600000000001,116.41170813654,2946771,5.57415466039908e-05,0.000520295362783978,50.74369,4.809999e-06,7.76993282110006e-07,0.000165278566761629,"Fan_SMC_Pin_3",180,1.8,0.4,100,0
