RESISTOR_0,RESISTOR_2,MOSFET_0_1_L_LOAD_NMOS,MOSFET_0_1_M_LOAD_NMOS,MOSFET_0_1_W_LOAD_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_2_1_L_gm2_PMOS,MOSFET_2_1_M_gm2_PMOS,MOSFET_2_1_W_gm2_PMOS,MOSFET_4_1_L_gm3_NMOS,MOSFET_4_1_M_gm3_NMOS,MOSFET_4_1_W_gm3_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av14,av2,av4,av6,ft0,ft10,ft14,ft2,ft4,ft6,gm0,gm10,gm14,gm2,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
37.1,5.83,0.979,5,1.87,0.7,4,1.97,0.407,1,0.12,0.303,2,1.93,1.47,1,0.405,0.223,14,1,1.84,24,27,49,79.5431373499185,78.2801919239166,41.7128902048277,5.75170206512371,27.5408614407392,37.9612767934017,1430624124.13156,856349946.516488,5399372823.4659,5606956232.33703,621572686.199247,7498507957.29406,0.000813993174139631,0.000283227874165156,1.84574925567733e-05,0.000442370389533368,2.39093724152474e-05,0.000206557395514759,32.7264068624866,1.25325851938566,34.5895983303806,26.347755899018,32.901972815914,4416543.004194,15.3908381838027,0.128648088523265,-0.668764800000006,44.0771865552499,121895400,0.000320367987339912,0.000286257303837316,49.66224,4.74082351360001e-09,2.84208033748196e-05,0.00100559591893923,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
80,0.1,1.2,20,2.02,0.7,20,2,0.235,20,2.05,0.9,6,2.09,0.4,20,1.98,0.5,20,1,1.9,18.6,14,34,75.0253417338562,67.2309792766042,33.0427623882672,2.21673958440093,41.5436074979949,47.6480915193304,735854954.407651,1084545287.68947,6833836461.85648,768736752.338786,5418130352.56875,1839774948.18826,0.00221559091187382,0.00190086468809461,0.00444057460988685,0.000561045816316824,0.00551238256208822,0.000110542636745855,28.312855279631,7.0816930464145,7.28448571774598,2519079.64047978,21.779875092138,287251901.4435,23.0811828119791,0.187029667298563,-68.3782199200692,16.0714363959317,295477700,0.00368750933583007,0.00205505706304028,45.37625,8.69473639157061e-10,0.000143283130265858,0.0156674986029821,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
41.2,0.1,0.33,20,1.04,0.2,20,2.66,0.2,20,2.13,0.2,5,2.93,0.54,11,0.814,0.06,14,1,1.59,75.8,19,16,51.8204937851451,48.9991629060769,46.1301714521535,1.59129317097433,38.6026384963393,10.0987590418141,11474081470.1611,7101556159.66466,5080112276.37629,9329506625.31796,4492228291.53981,53633302574.8519,0.00528749955628855,0.00496478809700707,0.00270831857248863,0.00201479356973345,0.00141072327912015,0.000543820954657249,23.0026356206325,4.82770840686178,8.41086899523697,696646.805933927,27.860448538006,322459726.162785,15.5442838368321,0.0874587455909401,-94.3720978981725,19.3981914350818,561791700,0.00607213984145925,0.000592716271376364,56.26005,2.22552408877075e-10,0.000150899265014659,0.0187948321560938,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,1
47.7,0.1,0.4,20,2.78,0.2,20,2.26,0.2,20,2.38,0.2,11,2.93,0.299,11,1.39,0.06,14,1,1.59,75.8,19,15,61.3073201380064,48.4324572492466,41.2068359992476,1.72194859451237,33.1514630649005,10.0987589869352,7563881787.22086,7319828948.19889,6900039327.14468,8864755248.92805,11388607862.7088,53633303264.5744,0.010890441519856,0.00436077818834257,0.00435688823923619,0.00419700736904132,0.00348918540417049,0.000543820962431543,26.4801462537593,1.55447449654212,15.8211102173854,339292.239279303,24.7784860878097,134252859.595,17.0924927965467,0.197507624330078,-87.4393816310202,20.6417329167595,1366397000,0.00785140280196071,0.00085166736704369,30.03653,2.01150402431022e-10,0.000111393627033272,0.0123545622289831,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,1
65.6,61.5,0.8,1,0.322,1.1,1,1.14,0.5,1,0.595,0.4,1,0.875,1.4,1,0.329,0.5,9,1,1.72,1,13,45,56.5496403832976,88.5676927109715,48.7929554427161,0.755595663524931,4.15305790838735,79.799179098002,3162758091.40067,359414726.166672,2395684516.8853,1721656385.75258,854150142.916764,514330401.152311,5.35594722360571e-05,2.68067987971613e-05,4.55356554639246e-05,4.27337217481366e-05,2.70962049975966e-05,2.10722054595784e-05,11.8958740462213,6.90076417670128,85.236265600128,139220.403859643,11.7450115805677,3867143.45389144,25.4137698895697,0.203451250514289,-99.553550954918,20.670003048518,47765850,5.09448644825833e-05,0.000710539522039999,50.17926,2.92085958750816e-09,7.47765031861897e-05,0.0118590125126753,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
51.5,19.4,0.6,1,1.02,0.5,8,1.8,0.4,1,0.12,0.679,1,1.17,1.2,1,0.232,0.5,3,10,1.96,16.1,28,48,44.1964782955722,68.7920718871036,35.174824653038,10.1918265108786,55.1683375118826,60.8091385988647,2396179937.29409,620143382.577536,3463105366.57668,1024990347.96184,730120566.870622,542694230.634962,9.55592280546772e-05,0.000219285388815582,1.28564990447855e-05,5.27375249972533e-05,1.4067231106735e-05,0.000252985497205725,69.5147265739164,3.80231685767076,133.048693348676,0.292615048454591,47.6545819178077,3223184.63776033,19.8200108476257,0.0866344684973393,1346.5,43.3808443925226,112784000,7.70626952511361e-05,0.000293019184661609,58.81546,5.47754765098184e-09,1.0416668822682e-05,0.00109136558781736,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
80,0.1,1.2,16,1.88,0.5,20,1.95,0.3,20,1.97,1.1,7,1.81,1.1,20,1.98,0.7,20,10,1.89,30,10,19,74.4589448632487,71.5760219538157,47.5212178057144,1.86890541009921,70.896305008978,72.0475281984971,632673411.365915,1375136221.38002,3039822087.34224,419418052.597866,723009528.009976,495237745.028274,0.00139972813611427,0.00161014691669919,0.00219412486438793,0.000380034984650745,0.00192325786910987,0.000360706869866407,36.5193856392395,9.09559309711768,8.56762230769223,4379759.97612967,18.8789867740762,119237144.039374,28.1071699037808,0.0965045969009403,-102.166320528528,15.2680057537279,112315800,0.00119175739849783,0.002073517144199,36.03383,1.50769055024706e-09,0.000240226179420084,0.0346564303379392,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
47.7,0.1,0.4,20,2.78,0.2,20,1.17,0.2,20,2.38,0.2,11,2.93,0.299,11,1.7,0.06,14,1,1.59,75.8,21,25,51.386052114113,31.032489748007,32.7412666185201,1.33510346649611,34.7159962670013,7.6714991320269,7250517717.00829,11951452417.9654,7797290071.69726,8109426386.60277,11358577938.3212,48850512498.3486,0.0105855581813261,0.00400090684065193,0.00505313138848458,0.00389109314845912,0.00428711427834407,0.000490007692673619,23.7705107379364,22.135980307716,13.6636855044888,4214835.17661464,19.0940882003453,1833728882.46509,16.9944961678774,0.21300089020083,-65.4941297792151,15.3545573417313,1131890000,0.00753084450569992,0.00103067095773107,47.72896,2.45531906861115e-10,0.000176870642460245,0.0200665495854281,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,1
80,0.1,1.1,20,1.98,0.4,20,1.98,0.5,14,1.23,1.04,9,1.89,0.295,20,1.97,1,19,6,2.13,18.6,13,24,72.5067352234648,70.0936076878978,36.6632836282248,1.71829850447378,27.9215086106948,76.6611089855879,628706629.420474,1760437286.47879,2758575480.65793,400071332.034521,6337119501.97598,274476446.380494,0.00164665879530153,0.00163171600924604,0.00155831428917791,0.000461180867792929,0.00467084519293908,0.000196327001151692,26.6523980523529,11.8070649660078,15.9118808022365,10089575.9518789,17.5040486407893,224878856.934115,27.2147643752431,0.126585430724359,-72.9072014848633,15.7759768546007,303059700,0.00173146607623591,0.00259312950820051,43.45821,7.5464249367413e-08,0.00029882107136991,0.0283654522669245,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
0.99,3.75,1.1,11,2,0.7,20,2,0.7,20,1.85,0.06,20,2.05,0.4,20,1.73,0.7,19,20,2.28,6.39,16,60,59.2025877799703,86.4388643159364,57.8449919179322,0.773985423110729,58.5518446479294,62.9984186593422,235283840.775338,303502022.430292,509080265.978935,1323186284.96066,1582003339.34449,116149542.017203,0.000293055900834386,0.000400922609891456,0.000739148664581333,0.000249059327900011,0.00112771196775757,0.000133504631085317,37.2948020296868,27.8048250347375,41.2409001571631,213825.770612837,21.1559782992905,70597363.9746498,26.9180237016019,0.104534541018871,-65.6677762366726,15.8018451569,104712000,0.000230821167602942,0.000634662720617406,47.08215,2.20542148193594e-09,0.000337442065446316,0.027521928539495,"HSOTA_COMP_Pin_2",65,1.2,0.4,0.1,0
