MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS12,VDS13,VDS14,VDS15,VDS18,VDS21,VDS22,VDS28,VDS29,VDS4,VDS6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,gmid_offset0,gmid_offset10,gmid_offset12,gmid_offset13,gmid_offset14,gmid_offset15,gmid_offset18,gmid_offset21,gmid_offset22,gmid_offset28,gmid_offset29,gmid_offset4,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,1,0.345,0.264,32,0.3,0.162,1,0.481,0.15,1,2,0.5,1,0.432,0.5,17,2,0.15,1,0.3,0.369,1,0.318,0.15,2,1.28,0.16,45,1.89,0.241,1,1.6,0.15,22,1.84,0.15,36,11,10,20,0.323,10,91,30,1.006424948,1.006424948,0.405004767,0.937548859,0.192444518,0.364847991,0.02263477,0.022781128,0.709287796,1.099801529,0.793803351,0.192444518,0.391483314,8541977812,8541977812,10062912775,4876931101,1426133402,191404436.3,1003946102,18.85548794,9521556008,13565098983,33006825958,1426133402,8320947720,0.000791778,0.000791778,2.81E-05,3.82E-05,1.11E-05,4.02E-05,2.67E-06,2.75E-14,0.000111983,0.006000376,0.000639082,1.11E-05,0.00015605,15,-15,-15,-15,-15,-13,-7,-4,15,-10,-15,12,6,81.46328728,66.79301852,14.87144047,379.2217321,93.55176835,961125358.9,7.752352159,0.000435444,322,86.98586145,213994200,0.000846448,0.000873037,53.81422,1.08E-08,7.28E-07,3.20E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,12,0.3,0.361,21,1.16,0.15,1,0.494,0.393,1,2,0.389,1,0.3,0.15,23,2,0.399,26,2,0.5,24,1.5,0.5,38,1.95,0.365,40,0.3,0.156,39,2,0.15,17,0.553,0.301,21,50,10,20,2,10,23,37,0.831219323,0.831219323,0.181723526,1.243586002,0.243228774,0.23134806,0.767199286,0.767198866,1.308486458,1.10018053,0.799160609,0.243228774,0.305047169,1724725584,1724725584,6116096262,1481190031,2248138160,128780081.2,6080.582475,112161498.9,363557685.1,6536988968,11677445133,2248138160,648618154.8,0.000340731,0.000340731,1.59E-05,1.93E-05,8.37E-06,2.07E-05,1.36E-09,2.20E-05,0.000177073,0.001086736,0.00465944,8.37E-06,0.00033562,-6,-15,-15,-5,-10,-10,-6,-10,-10,-15,-6,-6,-1,94.32777989,14.46450452,27.16081139,692.6006905,72.98240775,81817016.15,27.28235529,0.001269129,307.2,87.01697271,153632400,0.000332729,0.000780616,46.48718,2.03E-08,5.58E-06,0.000467513,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,2,0.345,0.264,29,0.3,0.165,1,0.445,0.223,1,2,0.496,1,0.42,0.351,15,2,0.207,1,1.36,0.34,5,0.356,0.15,2,1.42,0.158,45,1.77,0.236,1,1.6,0.15,22,1.38,0.15,36,15,10,20,0.307,10,97,47,0.985358977,0.985358977,0.307685574,1.053643796,0.19801376,0.340501786,0.0121345,0.012155705,1.036735764,1.099809772,0.793669947,0.19801376,0.377076747,8104003951,8104003951,9201201528,3433700719,1478593168,239814482.8,393357744.7,0.001583941,10123197991,14272107394,33889535751,1478593168,7416706288,0.000671396,0.000671396,2.45E-05,3.32E-05,1.07E-05,3.56E-05,5.37E-06,1.26E-17,0.000124558,0.005924823,0.000645092,1.07E-05,0.000175937,15,-15,-11,-15,-15,-14,-5,-9,14,-11,-9,12,12,82.89138574,59.50763791,14.45344568,368.5628647,93.47000571,819440566.6,7.589174198,0.000474714,304.9,87.87171463,199028900,0.00081002,0.000920659,46.58824,9.97E-09,5.59E-07,2.29E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,12,0.3,0.4,23,1.02,0.15,1,0.494,0.489,1,2,0.382,1,0.3,0.15,35,2,0.175,27,2,0.467,24,1.13,0.426,30,1.96,0.365,40,0.3,0.156,39,2,0.15,17,0.553,0.313,21,49,10,20,2,10,25,48,0.839097507,0.839097507,0.175942355,1.251895742,0.259547117,0.212501182,0.720236634,0.720236086,1.291120001,1.100056241,0.799178674,0.259547117,0.307991874,1545292169,1545292169,6093334916,1187735051,2342589668,85060393.98,1414.526335,150882119.9,494180397.2,6872858141,12716688527,2342589668,639558109.3,0.000329068,0.000329068,1.59E-05,1.88E-05,8.51E-06,2.07E-05,2.36E-10,2.20E-05,0.000175102,0.001157256,0.005194947,8.51E-06,0.00033408,-1,-15,-15,-6,1,-12,-6,-12,-10,-15,-15,-7,-1,94.89705952,12.65228446,25.04105306,638.5468532,72.68735796,79258226.63,27.05783971,0.001136643,293.4,87.44822343,156865700,0.000368491,0.000798605,47.60616,2.56E-08,5.29E-06,0.000453772,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,1,1.19,0.216,25,0.493,0.174,1,0.394,0.165,1,1.84,0.5,1,0.331,0.176,39,2,0.15,41,0.3,0.197,1,1.25,0.164,20,2,0.15,50,1.71,0.15,1,1.8,0.15,17,2,0.188,17,5,10,20,0.313,10,100,2,0.78992368,0.78992368,0.263730409,1.012343937,0.338880767,0.18496294,0.123378119,0.123378529,0.030614505,0.999924879,0.796122633,0.338880767,0.537115445,10408640542,10408640542,7058465869,2924073059,1648706068,72011101.28,383621013.1,446395358.3,2020784848,13749374619,67137679420,1648706068,10735789369,0.000976443,0.000976443,1.43E-05,1.89E-05,7.92E-06,2.04E-05,1.76E-05,1.96E-06,0.000572891,0.00547586,0.000922422,7.92E-06,0.000116547,6,-15,-15,-15,-10,-13,3,-4,15,-12,8,15,-7,89.77388601,38.73591972,16.1365431,411.481849,80.20883245,760732399.2,7.02643907,0.000304347,407.4,86.21955587,316904600,0.001155232,0.000817102,46.14999,1.89E-08,8.33E-07,2.63E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,1,1.19,0.216,25,0.493,0.174,1,0.3,0.165,1,1.84,0.5,1,0.331,0.176,35,2,0.15,41,0.3,0.197,1,1.25,0.164,20,2,0.15,50,1.71,0.15,1,1.71,0.15,11,2,0.188,19,5,10,20,0.313,10,100,3,0.772616759,0.772616759,0.254963615,0.997732368,0.32931618,0.217858436,0.143651935,0.143652037,0.030614505,0.999928303,0.796204967,0.32931618,0.537115445,10798695877,10798695877,9413275355,3662884988,1824898751,104017241.9,477633266.5,744243533.8,2020784848,13249004447,67097470115,1824898751,10735789369,0.001029027,0.001029027,1.62E-05,2.41E-05,9.17E-06,2.64E-05,2.20E-05,3.31E-06,0.000572891,0.005194937,0.000874014,9.17E-06,0.000116547,6,-15,-15,-15,-10,-13,3,-4,15,-12,8,15,-15,85.0154183,36.8590696,18.72086438,477.3820418,80.36256822,713072326.9,6.835307601,0.00030522,405,86.56897844,362172200,0.001137995,0.000826474,46.21325,1.70E-08,1.36E-06,5.22E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,1,0.3,0.279,34,0.3,0.173,1,0.3,0.5,1,1.73,0.5,1,0.3,0.5,47,2,0.15,1,1.32,0.234,12,0.937,0.236,45,0.529,0.192,43,2,0.274,1,2,0.15,24,1.17,0.453,39,7,10,20,0.34,9,100,37,1.021271721,1.021271721,0.340130591,0.938970849,0.331438542,0.289086965,0.034360558,0.034391475,0.804465334,1.09982105,0.794783681,0.331438542,0.534654097,8696492955,8696492955,13682643051,1993165897,2214652400,99466663.2,2132094331,6.562647444,8340387105,10960421466,27755885351,2214652400,2379488029,0.000927008,0.000927008,2.87E-05,3.84E-05,1.21E-05,5.32E-05,1.82E-05,2.84E-13,0.001621263,0.005867563,0.000741354,1.21E-05,8.29E-05,-5,-15,-12,-15,-15,-10,15,-1,11,-11,-15,15,-15,84.39329365,33.53778402,13.91010479,354.7076722,86.03577873,667088984.6,11.0828352,0.000327553,323,91.55780589,276681300,0.001170039,0.000960565,52.56757,2.46E-08,6.43E-07,3.50E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,1,0.3,0.153,29,0.452,0.168,1,0.425,0.15,1,2,0.5,1,0.3,0.285,10,2,0.15,29,0.3,0.406,1,1.29,0.15,12,2,0.16,50,1.68,0.243,5,1.56,0.15,13,1.84,0.15,18,11,10,20,0.336,10,97,38,0.840020907,0.840020907,0.425466998,0.895727849,0.199172254,0.379416864,0.316088622,0.316068751,0.41623496,1.099795489,0.796693799,0.199172254,0.389040212,11694393136,11694393136,9665505201,4323259938,1457316638,385710095.1,29010410.89,2167591137,7586525393,19558979597,35119845266,1457316638,8134309651,0.000795006,0.000795006,2.44E-05,3.35E-05,8.52E-06,3.48E-05,8.96E-07,2.75E-05,0.000854197,0.00976378,0.003161802,8.52E-06,0.00015728,8,-15,-15,-15,-15,-13,-1,15,15,-10,3,13,-12,89.00032778,29.7804631,10.65675386,271.7472233,73.92528222,787741204.2,6.535156004,0.00046716,312.6,92.00588514,281888300,0.001555977,0.000794596,53.77516,6.83E-09,1.53E-07,0.0001225,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
0.5,1,0.386,0.5,31,0.367,0.16,1,0.3,0.5,1,1.96,0.496,1,0.414,0.5,49,2,0.15,1,1.32,0.326,17,0.444,0.208,50,0.492,0.217,49,2,0.15,1,2,0.15,20,0.877,0.292,30,5,10,20,0.328,10,96,38,1.126169511,1.126169511,0.316218922,0.915928706,0.324021609,0.343310623,0.078467213,0.078519318,0.6382222,1.099796359,0.793489192,0.324021609,0.533144618,3671077343,3671077343,19074295385,2415247481,2305635787,151475629.1,4593882810,8878.50034,10049944460,9604945700,62342284308,2305635787,5439399281,0.000755699,0.000755699,4.05E-05,5.80E-05,1.76E-05,8.78E-05,3.58E-05,2.93E-10,0.001869499,0.00666042,0.001017339,1.76E-05,9.09E-05,-15,-15,-14,-15,-15,-13,7,-13,15,-10,-4,15,-15,76.87895631,27.16865276,12.37621411,315.5934598,83.26004349,641264385.8,10.12194112,0.000352536,306.7,87.13710779,292117000,0.001388418,0.001365696,48.27841,2.33E-08,6.20E-07,3.04E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,0
1,1,0.365,0.15,14,1.92,0.946,1,1.04,1,14,0.853,1,31,1.12,0.97,43,1.02,0.832,3,2,0.428,35,0.3,0.646,50,1.14,0.197,47,2,0.411,45,0.899,0.176,36,2,0.976,41,1,29,5,1.19,0.5,100,3,0.852285068,0.852285068,0.158579474,1.488400542,0.178123219,0.074886296,0.714237736,0.71423657,1.025213127,1.09996417,0.799268974,0.178123219,0.435942853,9912913649,9912913649,448543600,113506573.3,37464596.48,32035384.45,585555.662,243606599.5,789665967,13366995854,11236688921,37464596.48,328881097.9,0.001191525,0.001191525,9.64E-06,1.33E-05,1.27E-05,1.29E-05,2.33E-08,1.37E-05,0.00066599,0.008668043,0.007015013,1.27E-05,8.59E-06,9,-15,15,-11,-15,8,13,-12,12,10,2,-9,10,97.59398468,2.984035489,2.442767548,62.29057248,79.70043774,67422421.7,20.15765574,0.004116534,375.8,117.7164031,55192810,0.001329081,0.000898718,51.46499,1.31E-08,2.66E-06,0.000132646,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,5
0.943,1,0.381,0.15,31,2,1,1,0.3,1,2,1.52,1,32,1.32,1,27,0.3,0.15,1,1.36,0.508,36,0.419,1,50,1.93,0.208,39,1.99,0.405,47,1.58,0.155,15,2,0.884,25,1,80,5,2,1.15,82,13,0.765657944,0.765657944,0.220854761,1.43163453,0.210104816,0.037359108,0.557859852,0.55785908,1.013293668,1.099634019,0.799284772,0.210104816,0.451051617,7104232657,7104232657,805339771.4,286308801.3,32099692.66,61377701.66,433273.014,162000062.4,350286839,16320091196,11436973337,32099692.66,427092009.5,0.001819648,0.001819648,7.05E-06,1.23E-05,1.30E-05,9.73E-06,1.84E-09,1.39E-05,0.000770352,0.010015561,0.01282302,1.30E-05,1.75E-05,7,-13,-10,-8,-15,15,13,-15,15,-4,13,15,5,100.4858599,1.351451741,1.148824778,29.29503184,82.48701621,52977142,26.22544823,0.004563533,356.9,118.7067489,45034130,0.002305893,0.000854389,49.43768,1.48E-08,3.19E-06,9.57E-05,CLASSAB_NULL_Pin_3,22,1.8,0.8,0.1,5
