CAPACITOR_0,CAPACITOR_1,CAPACITOR_2,MOSFET_0_14_L_BIASCM_PMOS,MOSFET_0_14_M_BIASCM_PMOS,MOSFET_0_14_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_AZC1_NMOS,MOSFET_12_1_M_AZC1_NMOS,MOSFET_12_1_W_AZC1_NMOS,MOSFET_13_1_L_gmf2_PMOS,MOSFET_13_1_M_gmf2_PMOS,MOSFET_13_1_W_gmf2_PMOS,MOSFET_14_4_L_LOAD1_NMOS,MOSFET_14_4_M_LOAD1_NMOS,MOSFET_14_4_W_LOAD1_NMOS,MOSFET_18_1_L_gm3_NMOS,MOSFET_18_1_M_gm3_NMOS,MOSFET_18_1_W_gm3_NMOS,MOSFET_19_16_L_BIASCM_NMOS,MOSFET_19_16_M_BIASCM_NMOS,MOSFET_19_16_W_BIASCM_NMOS,MOSFET_24_8_L_AZC3_NMOS,MOSFET_24_8_M_AZC3_NMOS,MOSFET_24_8_W_AZC3_NMOS,MOSFET_6_3_L_AZC2_PMOS,MOSFET_6_3_M_AZC2_PMOS,MOSFET_6_3_W_AZC2_PMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,RESISTOR_0,RESISTOR_1,RESISTOR_2,RESISTOR_3,CURRENT_0_BIAS,gen,index,VDS0,VDS11,VDS12,VDS13,VDS14,VDS18,VDS19,VDS24,VDS6,VDS9,ft0,ft11,ft12,ft13,ft14,ft18,ft19,ft24,ft6,ft9,gm0,gm11,gm12,gm13,gm14,gm18,gm19,gm24,gm6,gm9,gmid_offset0,gmid_offset11,gmid_offset12,gmid_offset13,gmid_offset14,gmid_offset18,gmid_offset19,gmid_offset24,gmid_offset6,gmid_offset9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.81,0.404,0.31,0.847,5,0.99,0.525,5,0.642,0.788,25,1,0.804,1,0.95,0.85,5,0.655,0.786,1,1,0.517,1,1,0.2,1,0.565,0.309,8,0.681,0.85,466,0.662,35,35,350,40,4.6,27,45,0.344126284143911,0.731834833248384,0.712266397313604,0.690043925718879,0.232719749754346,0.299783353539079,0.359889348080542,0.410372752165415,0.800614966392215,0.690309637462035,1262079193.03104,1659269012.83814,229165302.856893,625489946.722258,705827905.396409,817168184.407372,1288751488.91079,9382871433.95148,495409912.424471,1312332451.8554,0.000233486499010121,0.000173377154452199,0.000138359527441834,2.91564017872631e-05,0.000126007316127342,3.72419518905483e-05,6.84142574326177e-05,6.75569814270667e-05,6.89373347609057e-05,6.94251002020256e-05,-9,-1,4,-11,12,-6,2,-7,-15,1,64.2366042844226,210.372082521846,218823.722782345,14.7706012878083,58.1877153413472,919.31420591082,67.7574043629182,0.00236075790929061,309.400000000001,119.502763210473,956247.4,9.7109865201218e-05,0.00013057598211821,51.78673,0.000231143526122659,1.5329945784745e-06,0.000255116967696312,Qu2017_AZC_Pin_3,22,0.9,0.3,18000,4
0.81,0.404,0.31,0.834,6,0.96,0.52,9,0.709,0.707,40,1,0.843,1,0.923,0.85,5,0.655,0.522,2,0.724,0.517,2,1,0.215,1,0.263,0.172,5,0.59,0.85,466,1,35,35,350,40,4.13,30,60,0.346151201081534,0.764484125270514,0.731745293194379,0.689863475060655,0.255258903877534,0.300073468995052,0.31081588066005,0.290957809588757,0.793492119061442,0.705383924090441,828294189.604346,1192198532.86858,186074054.243245,392735297.062744,690592033.794596,761054903.896255,844124756.941603,12103227422.9369,502809695.142753,866994132.023289,0.000252660134068236,0.000213532915936574,0.000132386452595162,1.62255720433591e-05,0.000118207271550767,2.34992682943981e-05,7.4101548909739e-05,5.03531441902667e-05,7.04310161137413e-05,7.57543502166764e-05,8,-11,-12,-15,10,-15,11,9,12,-9,71.424220324086,206.307468808057,316931.870825294,21.3929012807074,66.3381942933492,814.111298653899,69.8704185260114,0.00161675665843007,294.700000000001,118.242674840155,1250647,8.76912614789559e-05,0.000104382668129375,53.4946,0.000244415521859119,6.21294021103669e-07,7.73510749390027e-05,Qu2017_AZC_Pin_3,22,0.9,0.3,18000,4
