MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,av0,av10,av12,av13,av14,av15,av18,av21,av22,av28,av29,av4,av6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4.24,16,10,3.3,1,4,0.4,1,2,6,2,7,3.2,50,10,4.8,27,10,6.8,42,10,3.2,33,10,5.6,29,10,0.4,13,9,0.4,1,2,4.88,9,10,3.6,39,50,10.8,16.6,8,10.1,13,60,383.461406101028,591.581201052236,0.220761692288328,1437.87946782409,116.462903834232,1161.76620243181,5413.49561031158,570.606951722462,6313.79618502898,103.989121969373,16.2200737437768,374.901054421729,1631.18163100089,15957981.2499807,122785079.501461,732253158.001161,16291268.1543782,2218722.28422676,2587795.09053224,1407116.54545719,1.3307839014625e-11,3944570.8377503,3274134073.7739,19226887804.8848,30716618.3900044,9350450.43917161,0.00016447002737722,3.85688591541424e-05,1.57596513517354e-05,2.38516371930309e-05,4.07448608864895e-05,3.93288536197975e-05,4.08043342819613e-05,8.24893162912116e-23,8.48162277339139e-05,0.00331048969618047,0.000442820263209613,0.000255991130981628,0.000184995739541316,42.9069575070542,0.0412379743214051,0.159590930626105,12060.0151095871,31.8920823268117,605054.118897781,256.889470395343,0.0375953067522937,-52.6371318,62.076074419147,2341559,0.00045850800207083,0.00173180368170778,61.91683,2.72507251594624e-07,7.49348361762003e-05,0.0089516014739901,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
6.8,2,5,2.4,1,4,10,1,2,6.8,1,2,6,1,2,3.6,1,2,3.6,1,2,2.8,1,2,6,1,2,3.6,20,10,2.8,14,10,6.8,3,9,3.6,50,4,10.2,41.2,9,10.6,10,37,350.234095539834,400.401489677269,0.18173133864432,0.29974343845492,0.00862020569855973,2748.24344172464,1.88827379150968,216.554077401832,4279.73697288266,209.84826643672,247.087082170852,276.637272580492,954.872823896591,36077928.7342268,235973326.852029,3462475.37235439,8080385.11874061,652116.116252282,39134842.3098361,27050515.1352141,0.134596702406052,12121882.561251,115772027.913869,417007752.598423,41215341.2889754,31264489.2829442,5.58334368377918e-05,5.43167795943794e-05,2.08053079257331e-06,3.13875907087701e-06,2.37213300048006e-07,5.80009200273981e-06,4.13435290467867e-06,4.6454515736678e-15,2.80450895569516e-06,0.00200757762823939,0.00397228942058784,0.000175719540051654,7.93231272018104e-05,13.2650433263014,0.030886370904445,0.148654119880686,6044938.68535349,13.753405725183,1858090.44506758,90.4864630759762,0.110158131947969,-146.571212148962,108.170091667141,8942870,0.00187996597554314,0.000659281144850544,30.42453,1.70748020134799e-07,0.0002955104071298,0.0768863379563318,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
12,1,2,16.1,1,2,4.38,1,2,5.48,1,2,6,1,2,4.09,1,4,14.4,1,2,20,1,2,9.08,1,2,1.82,24,10,1.36,8,2,10.2,4,10,6.4,50,1,11.7,146,7,11.4,27,9,330.038940781106,2693.06856414287,525.834046993398,1014.39155522799,1232.41991041493,1.47350789218633,0.0560221296270935,11.7219753852513,129.559877738729,313.858128151329,29.9906644201365,619.907362461965,705.201445075177,31729371.4712314,5778663.45176395,29472147.319109,22356164.3822088,11862583.2516773,11333559.6679201,332456.838983951,202.939762311802,12417150.1402407,294657294.003045,2567056251.22475,5296458.19031344,24001127.2685355,1.87416730585248e-05,4.35725131941539e-06,4.56299793909349e-06,4.22711452197872e-06,2.75718751472584e-06,3.18440931735245e-06,2.84107378451537e-07,3.40924279379977e-11,5.27561196642768e-06,0.00307522003339669,0.00145013393281436,3.76761681208631e-05,2.51068015207871e-05,84.0726905721189,0.017509794183609,0.180885565552847,0.000639021814081363,91.6787558854239,890409.720776726,63.9241738311885,0.337650394134425,414,141.785601437183,9198410,0.00158912797503469,0.00108301804716883,56.15836,0.000120150928904664,6.0219432643005e-07,8.93331000217934e-06,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
4.24,16,10,3.3,1,4,0.4,1,2,6,2,7,3.2,50,10,4.8,27,10,6.8,42,10,3.2,33,10,5.6,29,10,0.4,11,9,0.4,1,2,4.88,9,10,3.6,39,50,10.8,16.6,8,9.69,12,35,383.644448646931,600.406192175835,0.214443808622599,1423.40328943777,109.468725027055,1166.2692709232,5752.16654061914,603.191569800135,6310.12128879826,104.44193419946,19.0655701210083,376.810540242617,1633.19202789087,15523150.9851863,121011448.149382,697725230.70625,15697855.5335049,2087083.30858038,2445876.34219664,1334744.90373194,1.52565976927648e-09,3833770.92791985,3249822949.2632,19073262497.2638,30162675.8776491,9085339.93465751,0.000159084542662826,3.79927181315092e-05,1.49690588571144e-05,2.27540626191812e-05,3.81426993161667e-05,3.69261836662178e-05,3.83288544280479e-05,9.50558321185836e-21,8.20072068026589e-05,0.00277510001553454,0.00043152851749361,0.000250168362379289,0.000178861262255172,41.8828955819531,0.0516307343557815,0.190588109877546,14213.5132612783,31.8828320136468,648387.299835737,256.875456203974,0.0459466616631603,-51.6099474,62.4793835691078,2393437,0.000392442667583284,0.00184138326756999,65.102,2.83034449876285e-07,8.41661727922993e-05,0.0100664210519761,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
8.4,1,5,6,1,2,10,1,2,4.4,1,3,6,1,2,3.6,1,6,6,1,2,9.6,1,2,3.6,1,4,0.8,12,9,0.8,3,9,6.8,1,4,5.17,7,3,9.36,49.6,10,10.8,17,55,333.170476432259,858.150066275343,3.32789547518138,6.04102733845484,0.0331780219477839,2516.02525167026,0.459804129139512,570.275454449577,1280.16806669402,87.8394977991671,44.1027847677339,302.632940288145,1078.08451818584,36160968.8228887,40619098.4725809,16738669.3878968,54672927.435369,2179124.02883201,36418653.1676292,9071368.54941137,362.77495775749,39184113.766058,1873095040.14177,5919140610.24646,48613073.7889596,18287988.4931586,3.62697832939074e-05,1.15484633504852e-05,8.49459599289016e-06,1.63416984224521e-05,7.91821690221894e-07,1.59013318175368e-05,3.08097876743423e-06,3.26868242530114e-11,1.18947515058417e-05,0.00406617153100922,0.00334384478783843,3.12768656166589e-05,5.94581939966928e-05,10.4445269234617,0.0444711739170458,0.190923422114957,1049360.14568519,11.6186051345724,3675898.70703868,41.0134124403225,0.183513416712781,-2.92443525,89.7319529327284,15781350,0.00258306279049963,0.00108690093364353,50.67246,9.11387317299034e-08,7.98924409080959e-05,0.00881466454721291,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
13.6,1,4,5.29,1,7,17.5,1,2,6.24,1,3,6.91,1,2,5.5,1,2,6.74,1,2,9.18,1,2,4.26,1,9,0.666,1,10,0.4,4,6,5.65,3,10,7.94,19,1,7.88,5.54,2,11.6,43,22,391.084245517801,847.741147124058,467.795734168968,1196.76344716955,1165.19023792371,0.0629410333023585,0.532927102968077,0.00746254190980777,0.0412077450485818,15.0595782749662,42.3486173922346,324.20679903225,518.100991850714,19661438.6889355,49457526.4364551,4949630.69573057,20023329.2330082,11397058.0870912,2113985.69841846,3123.52518822874,509793.367705104,4209724.51075622,3893386431.91102,14059087302.2843,46543164.2489857,30555830.9646512,2.59860521104245e-05,4.32771301172896e-05,3.8407255467776e-06,6.82176221404004e-06,3.35481891228323e-06,6.86205267987086e-07,2.39225626909452e-10,2.99278891760029e-07,4.85993888349809e-06,0.000688754508295284,0.00342289037226238,0.000176231125604455,1.15681930558076e-05,56.9734612031388,0.0320603064560424,0.237524590004463,8.45659156331961,58.5550020458478,1067012.43807116,28.1909559965603,0.0350417086502794,398.5,113.440590746459,7905155,0.00104004429076315,0.00178135713925554,61.56774,9.83088137731821e-08,1.11683853742095e-05,0.000658305503267176,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
7.79,1,2,7.58,1,2,10,1,2,10,1,2,6,1,2,3.6,1,3,9.52,1,2,10,1,2,3.6,1,2,0.4,1,2,0.4,2,10,9.2,2,10,4.4,4,1,12.3,5.84,6,13.3,16,32,253.809396199943,1268.72956138691,563.057109875004,1498.98845024564,719.869348719898,17.2661594755314,0.732698501995773,0.0140826219289245,23.5740165517255,6.75255317909557,50.0488925286702,504.069872818857,504.057096864047,66165407.9286988,25628211.1724102,11060434.7142044,11615660.3081351,13963298.5397823,27211466.9629076,94.0225581848335,653925.545873645,73866168.1234672,10264108649.7089,10863554012.6655,12853966.3957355,49263281.0559708,2.53661021655779e-05,9.17191725833361e-06,4.63283266240911e-06,4.70058204663878e-06,3.4886440154548e-06,5.27904711524999e-06,9.42600280465192e-12,4.14460294754548e-07,1.2705090856086e-05,0.000233169896809488,0.00211598190212487,4.93572623637489e-05,3.05572642469699e-05,57.1260297921102,0.0381034318013497,0.351696402172442,115.63640087148,51.2267801489674,539580.016152517,22.9973911563899,0.0512475027604753,-0.3891096,63.4692615869851,4980348,0.000442529050734188,0.00366854616413645,69.39606,1.41447009728061e-07,5.76705965011248e-05,0.000380349875219066,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
7.34,1,4,4.8,1,3,9.2,1,2,3.37,1,7,6,1,2,3.97,1,3,9.6,1,2,1.45,1,2,2.92,1,6,2.06,9,10,0.983,2,4,7.3,3,5,7.18,1,1,9.34,5.54,8,8.52,30,25,311.759094566571,822.679285487084,117.296074683015,828.690614999774,8.55121847223129,544.577470701941,0.273049440550586,144.695795216367,396.666654649133,277.695586623981,41.6730618228411,383.578222419616,871.600406595981,44224112.80099,56954409.9702555,17704884.7622992,45064527.2489621,16672799.555571,31217361.6264033,2482179.93761743,1646.06882590055,102399696.234727,264745794.380739,4233541301.54808,28457709.6120782,16695445.3610642,3.08639988699571e-05,1.9397141159602e-05,7.34766819186094e-06,1.72368709490811e-05,4.56161670792567e-06,7.60582246544897e-06,1.38124592604306e-06,3.57917802253034e-11,4.23133655656366e-05,0.00118009232964818,0.000864277516552664,6.97661193098934e-05,2.2150981717181e-05,61.3984799283305,0.0248193705527802,0.493547342451874,1.24469559406122,49.4989223605586,615974.784879638,24.1636917709194,0.0478137243705209,373,104.432249814688,12249010,0.00077557212768768,0.0018840512018627,64.13581,2.82676994675971e-07,1.82452913687459e-06,0.000658391075853082,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
3.6,2,6,0.4,1,4,1.2,1,2,2,1,2,1.6,1,2,1.6,1,2,1.2,1,3,1.6,1,2,0.8,3,7,0.4,50,10,0.4,1,3,4,3,10,0.8,38,6,9.56,34.4,9,11,1,8,261.178854167108,48.1733894466863,0.00147066779441204,0.0582907712769018,0.00146552129697206,1620.7681329574,0.0078256524839351,0.094768224299189,591.853293471234,103.397056221894,7.17847878854639,6.57635907357839,315.949732289163,89006585.1993351,8432186105.69595,5558952.21908928,20844829.4697523,1637001.1052671,136659107.643189,6243664.76082415,6.7950230293902e-19,270496904.86164,2983730057.14429,19188456608.2225,164886282.415475,243442009.684152,8.20142050892693e-05,0.000343964981211104,4.29032187230746e-07,2.40707968524808e-06,1.60752896405962e-07,7.79072009670473e-06,6.78200673982451e-07,1.27768657070405e-32,7.4143159376106e-05,0.0127232891878517,0.000674777492892193,0.000498389939586724,0.000181701489786014,21.463883517398,0.0505555123844689,0.442684178612643,2411339.04400602,22.9565141194586,3011471.21582699,47.579407310306,0.119161104342456,-140.786688242599,95.7756519558496,26369640,0.00186148791805153,0.000360857597253677,58.10234,1.7101955722713e-07,0.00120400156079433,0.136391080348053,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,1
8.79,1,5,8.41,1,2,8.58,1,2,6.5,1,3,6,1,2,3.07,1,5,3.06,1,2,9.33,1,2,8.06,1,10,0.776,1,10,0.711,9,2,1.58,1,9,0.4,23,2,5.28,37.2,5,10.1,45,6,455.420979900729,1630.08824828994,377.459828307304,1025.61985028306,0.0454583238393953,2385.80168900757,114.246229474206,476.744730885183,8285.31770233745,44.0870280604397,104.852161003804,212.135308487674,86.926323319921,37682607.6210049,23103684.4985068,10268237.962478,12690625.8917924,1287207.51895476,22360630.1163888,38364452.5447407,17.8056365880418,2721787.18432308,2865019368.50162,5456978627.75552,263641133.010786,1827628226.74398,3.80755141854643e-05,8.82189043507514e-06,3.24201091719641e-06,3.96957509284842e-06,4.35520875200052e-07,4.78328640091955e-06,3.47574711277488e-06,1.59228736511382e-12,2.82944585989665e-06,0.000562547581989254,0.00167711356981028,6.87857746467185e-05,0.000152067558956658,48.8315890809607,0.0385152756478028,0.510524841255502,13.4337147435571,50.6303357563524,662570.377265658,23.8608046804797,0.137390835559486,443.5,129.216617038042,8782454,0.000537587332332463,0.00233917289229908,52.95124,8.98456740074663e-07,1.55668431570855e-05,0.000830256376597172,"CLASSAB_NULL_Pin_3",65,3.3,1.6,0.1,0
