CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
7.54,5.35,30,2,7,30,2,1.8,30,2,5.35,23,1.95,0,50,765,624,200,637,10000000,10000000,10000000,10000000,0.0424,0.0414,6.53e-05,7.95e-05,47.2706833995478,0.232625808321568,133.952547004515,11.0559227188439,37.4043981526329,1000,78.7648081315507,0.347328475283046,0.232399133307224,34.6699158022453,575828.4,5.30709773839012e-05,7.04732748599679e-05,73.44684,2.36402063270741e-07,8.90737317785856e-06,0.00378534107478001,"Cascode_Null_Pin_1",40,0.9,0.3,10,1
1,9,1,0.282,10,30,2,4.65,30,1.98,4.6,30,1.98,1,57,244,1000,517,513,1000000,1000000,1000000,1000000,6.28318530717959e-08,5.29e-05,5.28e-06,6.93e-06,46.4643176738343,37.056408562018,191.826024303388,0.533173604174027,49.1784546205872,20563.1109276481,72.9328732465683,0.0347075962389316,256,42.6563322570792,106446.9,6.85078713397518e-06,6.4452672960539e-05,76.06347,4.16364696819589e-06,7.95927142050706e-06,0.00188103260502959,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
11.3,5.35,30,2,7,30,2,8.7,16,1.94,3.75,30,1.96,5,49,867,17,10,287,10000000,10000000,10000000,10000000,0.0608,0.0241,6.67e-05,7.74e-05,19.6810751268486,100.735409699896,148.643187118003,434.690912333759,11.6505329203585,647671.423394322,80.5549253615196,0.0398029532242505,-4.3865712,45.1398840414774,955691.2,7.93756984015478e-05,6.01393385459959e-05,58.94647,2.16414500292823e-07,8.09829144032909e-06,0.00471053067516186,"Cascode_Null_Pin_1",40,0.9,0.3,10,1
8.43,5.35,30,2,7,30,2,5.35,14,1.97,4.3,30,1.99,0,0,681,910,887,468,10000000,10000000,10000000,10000000,0.014,0.0569,6.56e-05,8.9e-05,39.2750095925128,0.208146810303437,171.386189467876,0.536612843685407,33.3396438808819,1000,79.4765751652649,0.308336444023176,1.37319327864113,45.4215370801348,823390.9,5.93123622425352e-05,6.0330601097209e-05,60.88255,2.78430736036192e-07,3.44208215334568e-06,0.000559368681843531,"Cascode_Null_Pin_1",40,0.9,0.3,10,1
1,9,30,2,10,30,2,4.8,30,2,9.9,15,1.94,0,0,268,440,528,715,1000000,1000000,1000000,1000000,0.00331,0.000501,7.44e-06,7.73e-06,52.3330296421204,1.75177367473425,254.90549237687,0.243318033477693,46.7263583285558,1000,98.3472419542104,0.546198113088625,1.96447838033375,45.2111581403809,145512.8,7.04753084853758e-06,6.22620861940818e-05,71.98467,7.52005796995702e-07,5.83107413570705e-06,0.00177354642211802,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
7.24,3.85,30,2,7,30,2,5.35,18,1.89,1.8,30,2,2,0,245,10,561,202,10000000,10000000,10000000,10000000,0.0126,0.0628,7.36e-05,7.8e-05,55.4347653607876,33.0504599746676,292.672545200669,0.0359803714288054,46.9004218402918,136951.504305934,73.2667318774353,0.0669971990420186,652,49.7526926096961,1212750,5.11569071569614e-05,5.73000083365626e-05,56.25265,3.09217956872196e-07,1.71988217213065e-06,0.000526022983113494,"Cascode_Null_Pin_1",40,0.9,0.3,10,1
1,9,30,2,10,15,1.89,9,19,1.99,7,30,2,2,0,10,640,173,1000,1000000,1000000,1000000,1000000,0.00306,6.28318530717959e-08,6.6e-06,6.7e-06,85.2433344320817,54.1120628318339,321.538961107897,0.00491422372818658,54.4858969736761,30874.8904985458,88.4594822503501,0.0417275888644478,692.5,51.8252778283398,183461.5,7.04411304409054e-06,5.41783553094619e-05,68.18351,1.85258607960166e-06,2.10123241205618e-06,0.000608321978031401,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
1,7,30,2,10,30,2,9,14,1.96,4.7,30,2,3,0,1000,564,352,522,1000000,1000000,1000000,1000000,0.00195,0.00424,7.12e-06,8.19e-06,89.64065123668,89.8909116540572,350.617596390536,0.00416631107398934,54.609974610401,51493.3446963176,92.8327528407943,0.0340553975728879,722.5,52.2154808819973,200848.7,7.07213102186973e-06,5.55276571166761e-05,61.31963,2.12325562731853e-06,2.30917665172164e-06,0.00053812344135723,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
1,7,30,2,10,30,2,9,12,1.92,4.8,30,2,5,0,1000,10,10,529,1000000,1000000,1000000,1000000,0.00281,0.0031,6.98e-06,8.11e-06,90.1704128416547,86.8720692226388,350.867045709943,0.00363602096985041,54.8062593124173,49763.1824841359,92.4701032766807,0.0379852492399144,693.5,52.3691834766291,200988.2,7.07201155767823e-06,5.52083696510437e-05,61.98673,2.06198429790125e-06,2.19861110258096e-06,0.000508762852851397,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
1,7,30,2,10,30,2,9,12,1.99,7,30,2,1,0,960,617,178,956,1000000,1000000,1000000,1000000,0.000244,0.000911,6.53e-06,6.92e-06,89.7802039912744,180.15871089814,315.479357023795,0.00445913551535291,54.3221760627298,103197.379050025,93.9672283298811,0.221887566106845,637,51.8040368639676,180710.9,7.07177416132437e-06,5.55746791973924e-05,63.77255,1.65327249987895e-06,2.23234779391207e-06,0.000551668685414897,"Cascode_Null_Pin_1",40,0.9,0.3,10,0
