MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CAPACITOR_0,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,RESISTOR_0,CURRENT_0_BIAS,gen,index,av0,av3,av5,av7,ft0,ft3,ft5,ft7,gm0,gm3,gm5,gm7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
5.6,50,10,0.4,1,2,0.8,1,2,2.23,0.4,50,10,4.82,1,0,4,2140,129,37.5,202,674000,1040000000,5830000,1870000000,2.04e-05,1.53e-05,2.13e-05,6.48e-05,62.9024917165114,0.282347395634208,226.65118131979,2.05078005645745,91.3089730887179,1000,75.1899042554299,0.520838691162282,0.74996893551233,74.2947406920684,802738.7,1.10679257125097e-05,0.000148456429459029,28.15259,3.15673179988558e-07,5.37790801203297e-05,0.0151448968215488,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,1
1.2,50,10,2.4,1,2,1.2,1,2,2.49,0.8,50,10,66.2,0.1,0,1,642,2490,168,265,484000,33400000,715000,342000000,3.11e-06,2e-06,3.28e-06,1.34e-05,86.9016714643259,2.71748779664771,230.604492630358,0.0377938582840785,89.6939437833701,1000,66.7206905207546,0.500422512166003,1.57545071494944,85.5254299502102,84859.44,1.14995916590867e-06,9.17320298847182e-05,46.37095,3.99069334267043e-07,5.75201803913006e-05,0.00322537838935189,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,0
6.36,1,3,0.4,1,2,3.19,9,10,0.752343008261724,5.16,1,2,0.415,17.8,29,58,449.0900482856,51.6114455374563,189.885933211676,560.942943562188,43129036.6224921,4313569102.88692,138833784.055449,142295354.898598,1.96303811621666e-05,8.67616337507219e-05,3.5306719473693e-05,0.000895972088039783,38.3142669654614,190.984021461273,146.985185041248,91.8988382025439,43.4915685288671,11888267.0837644,33.9086498698638,0.0617481267365957,-50.919066,82.0435269198812,9149452,0.000194523260912155,0.000157569737251332,28.53604,6.53178951145589e-08,7.0833252990945e-05,0.00957206946738709,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,2
9.77,1,2,0.4,1,2,0.4,8,10,0.752343008261724,5.91,1,2,0.175,21.9,34,38,440.557860961183,51.6630776360108,209.409746362355,61.4577093905077,29323062.4737981,4155247979.82788,108279699.443568,3437483723.03051,1.36511788182086e-05,8.34470778937856e-05,3.15136540301896e-05,0.0022633009404469,26.733559043061,187.118382704042,166.604355807292,7568.12913611243,28.6655243065253,13323154.40637,29.949232644544,0.0708059657422718,104,45.6840562089621,11862520,0.000222505437029981,0.000143259211574991,58.0714,5.72583691384661e-08,0.0002643096350751,0.015167830923805,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,2
10,5,9,10,1,9,0.4,27,10,2.15,0.4,38,9,38.9,0.1,14,19,3736.13627811242,10850.7125546916,28.7877725591118,65.238258067929,395954.169228104,1371624.63966656,961812.249029145,11344176.6034737,1.99354872742602e-06,1.64325063335869e-06,2.37324169749226e-06,1.91882675872442e-05,113.070710589817,164.322994011934,293.687877713819,0.0273208246895754,123.053778553343,58017.6431574934,59.560473470247,0.0285918088659888,214,64.303441945321,103692.6,1.10334610172694e-06,0.000112006047375493,57.29594,1.34367131880149e-05,0.000113680956817965,0.00200514282139497,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,0
4.3,1,2,2.08,1,3,0.4,1,4,1.3,0.4,19,8,3.74,1,16,30,871.033114542798,1582.53480963566,40.6841605524855,62.1076021556347,28707140.1856701,81539178.5822746,19608537.4149048,3418367885.87292,5.26585943044523e-06,9.18321136903283e-06,2.20213931837206e-05,0.000112364104403503,79.5703426875961,187.433171362916,280.153129319695,1.07021332614316,90.6273533009297,661497.026972237,39.7326062573298,0.0547554854728829,-1.1159082,61.7180787654647,988728.2,1.10288813567887e-05,0.000180014945870825,52.70054,1.11211843010586e-06,3.44502850276751e-05,0.0123276928547109,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,1
8.58,1,2,0.4,1,2,0.4,8,7,0.752343008261724,5.91,1,2,0.115,21.1,33,23,422.99041545126,50.6713960426048,208.360629230755,60.4907275228257,35216203.2959925,4184304022.70088,109542604.217135,4289040761.46486,1.44256568966028e-05,8.43547978839093e-05,3.18999610660917e-05,0.00203319529704561,27.3814198449741,193.480434582523,172.527188974689,5712.06973022381,29.3563568021895,13622352.5166353,29.7435125026789,0.0660476877279522,101,47.2943960545985,12147100,0.000220021480240827,0.000144367524028185,55.76867,6.1306027817018e-08,0.000245657620946365,0.014748932058422,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,2
10,8,9,8.8,1,3,1.6,1,7,1.65,0.4,50,10,68.3,0.1,14,59,6830.86508686979,9078.29586631534,58.4059962759371,334.698335587635,402873.989330988,3857869.82407048,959686.662070161,102835287.17456,2.71315510462599e-06,1.41926557276275e-06,3.1254278627727e-06,1.58074188370725e-05,93.7593316931632,159.997329851274,297.735272787478,0.960436982169492,97.7216665260723,56500.1489531422,57.6398299789304,0.0421406834140226,-7.35888780000001,78.9636526770481,105139.8,1.1035369505397e-06,0.000149063207530698,46.28339,1.28159964316862e-05,0.000333763345814085,0.01187631346413,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,0
6,50,10,0.4,1,2,0.8,1,2,2.5,0.8,50,10,7.43,1,0,60,2290,127,113,200,627000,1110000000,4280000,1860000000,2.04e-05,1.64e-05,2.27e-05,6.48e-05,64.3328640878107,112.170265383333,203.610901996254,0.205187067753137,99.7859462727676,397099.050064774,80.9845491995056,0.0535127583025188,0.779077685262332,80.7266682607588,720812.2,1.10629544042855e-05,0.000115795568438327,31.19577,1.72341875758176e-06,2.25327897983452e-05,0.00648308334411696,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,1
6.36,1,3,0.4,1,2,3.19,9,10,0.752343008261724,4.52,1,2,0.415,15.1,21,2,476.344111418722,58.8184130426942,180.482278128439,582.824165473745,40163054.3763992,4209639447.53473,161251207.583878,131612012.471487,1.82523990427353e-05,8.25701239601859e-05,3.57675283605835e-05,0.000815636433119276,43.5517866579122,193.630794299289,163.762578374596,26.2237681928416,47.4404206600652,10265700.6256625,33.8708803546205,0.0595076047812683,-56.5117047,85.4039307304697,8682181,0.000165677750645436,0.000155786592469944,28.04783,7.0591091838952e-08,4.84890626319545e-05,0.00768946605473908,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,2
10,6,10,6,1,2,7.2,1,2,1.71,10,5,9,33.8,0.1,1,57,6893.38104218934,5872.80478623562,702.211129440284,1129.43291637624,470302.528948731,8704433.13370674,614741.075248201,27384044.1431241,2.67904638471581e-06,1.47970266207016e-06,2.6405236308225e-06,7.83698245624435e-06,92.8036696579747,161.422579797529,239.731948177699,0.00010655608734352,119.004865443718,57000.0630193962,59.7460458942682,0.0441097842869764,-53.6810967,110.838096493041,84651.95,1.10347138026808e-06,0.000100521496672522,30.56236,1.35194541765292e-05,2.08426391134497e-06,0.000803751622676874,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,0
10,6,9,10,1,9,0.4,6,10,2.15,0.4,50,9,38.9,0.1,16,55,3655.51177421444,10886.393216905,26.5876743839389,64.8666404987507,338182.895044784,1348180.41695464,714053.217095309,48355284.7473059,2.00921128565728e-06,1.60961897087124e-06,2.31617233043187e-06,1.86522994882611e-05,112.275801314591,162.622828539517,300.486990000739,0.11679802537889,113.21462853207,57422.1444783928,60.3311693902911,0.0314599216068329,169,65.2181630824673,106102,1.10343795583025e-06,0.000115911520477508,54.18122,1.42047541785685e-05,0.00020004164793143,0.00408767986101988,"TwoStFixRatio_SMCNR_Pin_2",65,3.3,1.6,10,0
