MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS2,VDS3,VDS5,VDS7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,gmid_offset0,gmid_offset2,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.314,30,0.785,0.247,1,0.531,0.04,29,0.1,0.24,14,0.47,0.219,15,0.598,25,20,24,0.271758590119493,0.687536187788941,0.158209003523058,0.309916686573808,0.30018445441761,1606925251.35287,15890308230.6088,36594256569.3391,4660393190.13033,5524190967.52922,0.000480611523899616,0.000164067197218483,0.000471811382269339,0.000422643899038124,0.000619973636076115,11,0,4,3,4,26.3854415243345,194.208999853664,519.487085804727,12623.5361850549,32.5153743426052,467910272.116399,3.60719336881182,0.11730888974151,-20.038172,32.6709243525851,1251607000,0.000148723025979257,0.00127690385225396,43.34353,1.42205432457652e-10,6.03374900056844e-05,0.00695777700850508,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.345,29,0.785,0.247,1,0.531,0.04,29,0.1,0.24,14,0.477,0.219,15,0.598,25,22,58,0.28010731934578,0.687500917128913,0.158612291149508,0.309091079888405,0.300247986079059,1431868524.42546,15839422618.3936,36380799392.4079,4601592653.07417,5483068238.65666,0.000464784562860166,0.000163364460211618,0.000468776956564858,0.000421362405093591,0.000613986254228738,11,0,-3,3,4,26.2713504326905,195.928903466614,516.762580632128,12557.3307093607,32.488300466338,469761048.591537,3.67669811107738,0.118937673187899,-20.206032,32.6824486924402,1238995000,0.000148000601641765,0.00126846064625784,43.64559,1.43251976369466e-10,5.86075797887725e-05,0.00685034207511959,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.785,0.247,1,0.531,0.04,29,0.11,0.24,14,0.47,0.219,15,0.598,25,18,11,0.271758590481666,0.687537877456209,0.15749378953932,0.309923555886397,0.300182528043496,1606925257.49329,15890733042.4067,34289646096.4676,4660714734.9122,5524533280.31113,0.000480611526586351,0.000164073054580008,0.000473895933602693,0.000422681140310896,0.000620023645863086,11,0,4,3,4,27.2575534974488,204.446276649868,519.993478997529,12635.84153964,30.5059449782874,492558146.575806,3.61040773320687,0.12210836439536,-20.521908,32.7110018458566,1252784000,0.000148717914363268,0.00127232979932476,43.08834,1.31630830028733e-10,5.92389184263095e-05,0.00707360680925018,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.858,0.247,1,0.531,0.04,30,0.11,0.24,14,0.47,0.219,15,0.598,25,19,20,0.267324256603701,0.687542247296298,0.155887720096057,0.310007399946696,0.30017527198711,1532094606.05567,15895873524.4138,33444674985.5736,4664640342.45839,5528718392.32713,0.000489415961688847,0.000164144153569779,0.000477451369584685,0.000423135849340201,0.00062063370584441,11,0,-10,7,10,27.6283285852014,201.673341628313,521.117872803333,12663.164309121,29.4372014099364,486285436.804943,3.70560440414246,0.121950743581429,-21.225446,32.7325056838087,1256547000,0.000148842773732503,0.001284456653426,42.65566,1.29751015285807e-10,5.89244600471117e-05,0.00709883677961637,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.908,0.247,1,0.531,0.04,27,0.11,0.24,17,0.47,0.219,15,0.598,25,19,29,0.264524760012692,0.687056834848708,0.171610506978666,0.298024115869172,0.301047540978915,1485792400.42944,15104913570.9613,36400039211.4657,4121959342.47031,4943157463.64503,0.000494943594746074,0.000153416539181553,0.000468460025343507,0.000438496275759165,0.000536468326732725,11,1,4,3,4,34.1359763243546,203.427968968424,497.822563852425,12097.0883016139,34.4513916445917,448877508.072753,3.8539465486693,0.121272031090416,-26.500386,32.8385005399229,1098479000,0.000136207859190395,0.00116660808002287,46.51625,1.32418759838395e-10,2.85479324481974e-05,0.00410123960507847,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.908,0.247,1,0.531,0.04,29,0.11,0.24,17,0.47,0.219,15,0.598,25,17,9,0.264524762172073,0.687065571323958,0.168209763895844,0.298055587706912,0.301037854317842,1485792435.89115,15107144610.6593,34328069122.4536,4123335221.95951,4944656452.83663,0.000494943611989065,0.000153446204606147,0.000472836429259942,0.000438684501623388,0.000536681177434613,11,0,4,3,4,34.8133316956822,205.569774234487,499.294625321349,12132.8593953088,34.5087615058738,453786677.679034,3.85622924629748,0.121264083743049,-26.898806,32.8955248554454,1102172000,0.000136262850012029,0.00118161250362511,44.70811,1.31464503791485e-10,2.82247180045975e-05,0.00408568749388577,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.759,0.339,1,1,0.04,30,0.1,0.362,17,0.47,0.221,8,0.598,26,18,30,0.275487315955613,0.687262969203506,0.141653387266957,0.33059968837397,0.30184481609095,1670996923.1145,6767690464.24025,36000682748.1573,2518009638.43754,6634739102.07507,0.000492267988601977,0.000166505172854183,0.000482354273692614,0.00040265285599729,0.00042405618398607,6,-2,2,4,14,39.7261535610543,161.106835821185,472.764193492749,11488.1699018738,36.1867560686029,348699355.879953,3.86132153543317,0.120759761140176,-31.4655,33.7719555016234,1023250000,0.000133604831153276,0.0011412270647085,45.37501,2.04215609956213e-10,7.00940293003549e-06,0.00195087250523157,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.314,30,0.759,0.339,1,1,0.04,30,0.1,0.362,17,0.47,0.221,8,0.598,26,19,46,0.275487315955613,0.687262969203506,0.141653387266957,0.33059968837397,0.30184481609095,1670996923.1145,6767690464.24025,36000682748.1573,2518009638.43754,6634739102.07507,0.000492267988601977,0.000166505172854183,0.000482354273692614,0.00040265285599729,0.00042405618398607,6,-2,2,4,14,39.7261535610543,159.978802181212,472.764193492749,11488.1699018738,36.1867560686029,346257841.827093,3.86132153543317,0.120759654550651,-31.4655,33.7719555016234,1023250000,0.000133604831153276,0.0011412270647085,45.37501,2.04215713864286e-10,7.00940293003549e-06,0.00195087250523157,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.85,12,0.655,0.235,1,1,0.04,30,0.11,0.24,20,0.47,0.19,10,0.872,23,17,33,0.439181123526101,0.684876164397731,0.17782446471378,0.28006677666801,0.304401337972563,534273004.314877,12063254761.3603,29542229137.4147,3380916711.83838,5249494225.08612,0.000217773820402618,0.000198785179128725,0.000415341442292542,0.000399266301033287,0.000463107263160726,15,0,15,0,9,42.2951622849433,182.080686385161,491.955451402582,11954.5174690827,34.3383647186036,355559871.048381,3.68562070756067,0.127974294501023,-35.5957206,32.1342037283582,960670900,0.000120540737317653,0.00109297186187521,47.14684,2.24276708703981e-10,1.33851940659965e-05,0.00306897128685774,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
0.39,22,0.685,0.312,15,0.145,0.04,25,0.11,0.24,27,0.47,0.19,14,0.846,24,10,11,0.310070164419938,0.684046692052333,0.201391012580773,0.266977932369081,0.305468122723208,1443287588.60212,5477359462.73794,36222615535.1204,2897521876.95704,4591053711.46199,0.000391699584856385,0.000265769837589469,0.000427654392108164,0.000440708272375732,0.000528593490850016,15,2,-11,-2,5,44.8757396694275,165.113261064873,456.955525973992,11104.019281168,34.7415380255541,339278914.965326,3.97442574468312,0.121574981400082,-49.8096192,32.3513288613507,938963800,0.000126841071177593,0.00119029065698965,39.19035,2.43435743920795e-10,1.5922127944806e-05,0.00387809795210553,"PseudoTwoSt_Null_Pin_1",22,0.9,0.3,0.05,0
