CURRENT_0_BIAS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_5_2_L_LOAD1_PMOS,MOSFET_5_2_M_LOAD1_PMOS,MOSFET_5_2_W_LOAD1_PMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,gen,index,av0,av17,av5,av8,ft0,ft17,ft5,ft8,gm0,gm17,gm5,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
12.7,1.7,30,2,2.31,30,2,1.7,6,2.61,1.25,25,2.02,27,61,1000,70,987,123,100000000,100000000,100000000,100000000,0.0379,0.0628,0.000106,0.000145,42.8327335065456,121.98557448713,181.30524116431,1.80559465295257,36.0329075052611,9011620.60534287,44.3361477803383,0.0925448504792441,355,41.0124665198206,13393830,9.12030589209886e-05,0.000185733943020222,45.02668,2.2760327442504e-08,4.16045408911492e-06,0.0015027031578882,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
8.63,1.7,30,2,2.9,30,2,1.7,5,1.9,1.7,7,1.9,0,0,641,673,346,608,100000000,100000000,100000000,100000000,0.0298,0.0147,8.86e-05,9.22e-05,30.5122651559202,103.241479323742,98.6226302238474,47.8371623947541,25.2086005750056,5203271.56589933,45.9512785458686,0.0714565523314143,0.52563752217559,34.1368126039362,4970486,6.22210384696473e-05,0.000223656192822009,48.90332,3.618190529308e-08,1.01720855311296e-05,0.00207772924374722,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
10.1,1.7,30,2,0.9,30,2,1.7,6,1.72,1.25,11,1.98,5,0,941,70,948,108,100000000,100000000,100000000,100000000,0.00623,0.0484,6.58e-05,9.06e-05,31.7382648671224,97.5814696585326,167.105866026716,28.0349789320972,26.6341271478067,5774861.94274635,35.8264985729837,0.0452782502099869,-1.0958409,34.9620387020615,9889309,7.30616090690568e-05,0.000182024818817557,70.26788,2.24918879036936e-08,8.96524975823903e-06,0.00258343632688479,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
10.1,1.7,30,2,0.9,30,2,1.7,6,1.72,1.25,12,1.9,7,0,941,70,948,112,100000000,100000000,100000000,100000000,0.00623,0.0484,6.58e-05,9.06e-05,32.2353109039905,94.0119681630446,171.487136513,25.1147021582152,27.076102765403,5563804.39635272,35.8620690981432,0.12782144013064,209,35.3186584920993,10148930,7.30640412141159e-05,0.0001807032912493,70.06637,3.33255038321191e-08,9.05945012237619e-06,0.00254255873525933,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
10.1,1.7,30,2,0.9,30,2,1.7,6,1.68,1.25,12,1.9,9,0,941,70,948,112,100000000,100000000,100000000,100000000,0.00914,0.0484,6.44e-05,9.06e-05,32.0504117527595,94.0587523844473,171.538611864864,23.8653938752141,26.9457925561625,5566432.57967174,35.8506903699218,0.12827802298228,357.5,35.325475227408,10151720,7.30621958407496e-05,0.000180477773201717,70.09864,3.32926418757559e-08,8.56446716322706e-06,0.00250672560288012,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
9.59,1.7,30,2,0.9,30,2,1.7,6,1.72,1.25,12,1.88,6,0,941,70,948,108,100000000,100000000,100000000,100000000,0.00623,0.0484,6.58e-05,9.4e-05,33.1704389845354,97.9382752809757,176.903054751706,19.4730495094352,27.806682069278,5508590.71360516,35.8537027376532,0.122038143318379,-0.4949307,35.6267477891925,9950007,6.94389323943586e-05,0.000180465867179213,70.01727,3.272945067521e-08,8.12941953570234e-06,0.00260436078535303,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
9.59,1.7,30,2,0.9,30,2,1.7,5,1.67,1.25,12,1.97,14,0,941,70,948,108,100000000,100000000,100000000,100000000,0.00623,0.0461,5.32e-05,9.1e-05,31.7375938389249,110.841798874891,181.367890452865,19.0895975212043,26.863858665791,6232893.18210983,35.7979049666318,0.126101577868895,624,36.0052386027562,10198740,6.94226359781654e-05,0.000177213679406481,70.07131,3.13315322114811e-08,8.44167594546252e-06,0.00221268287463883,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
8.32,1.7,30,2,0.9,30,2,1.7,6,1.57,1.25,17,1.91,18,0,794,70,875,105,100000000,100000000,100000000,100000000,0.0509,0.0468,1.48e-05,0.000105,39.4078608837478,123.951965160351,220.897653780162,4.85956534953749,32.744170039861,6064833.75027878,36.1552624108856,0.105531945523025,577.5,36.8700374012233,10808280,6.04060537864975e-05,0.000169262414166061,68.69731,3.4412047882314e-08,6.0388193621233e-06,0.0023427369628013,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
9.42,1.7,30,2,1.89,30,2,1.7,5,2.11,1.25,14,2.03,20,0,948,59,861,101,100000000,100000000,100000000,100000000,0.0131,0.044,6.73e-05,0.000111,38.7660509077756,133.194529251278,188.239924376683,3.30974846356357,32.9376083494671,7335877.03112158,41.4333199249107,0.104251563033825,596.5,39.5962011230386,10367580,6.79955727981952e-05,0.000185944821516573,55.48359,3.0900334754632e-08,5.04952380529305e-06,0.00170676142430759,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
9.94,1.7,30,2,2.1,30,2,1.7,7,1.91,1.25,18,2.19,27,0,861,98,888,107,100000000,100000000,100000000,100000000,6.28318530717959e-07,0.0452,0.000148,0.000129,43.9267069329662,134.74497308772,189.386582134358,1.83356210487212,36.6129781901516,7822777.34304752,42.9186206674912,0.0887168268268967,580,40.4580482618803,10995060,7.16742865052504e-05,0.000184340270321279,50.52638,3.1448643436507e-08,4.57281140713001e-06,0.00170421660343889,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
9.94,1.7,30,2,2.1,30,2,1.7,8,1.35,1.25,25,2.04,28,0,861,98,791,108,100000000,100000000,100000000,100000000,0.0594,0.0431,8.3e-05,0.000144,45.387470987528,118.080202994714,194.767458914213,1.02390079924037,37.8641512169666,6855549.45413144,43.1534471392495,0.0856906042540581,599,41.214107864709,11307890,7.16770558209127e-05,0.000175969462999358,49.46081,2.74575979187641e-08,3.84032812430352e-06,0.00142640577488629,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
10.4,1.7,30,2,2.1,30,2,1.7,7,1.77,1.25,30,2.07,30,0,990,59,888,107,100000000,100000000,100000000,100000000,6.28318530717959e-07,0.0417,0.000148,0.000172,47.2385853014756,110.66016243109,195.932931048153,0.9121362609008,39.1255257574647,6718038.25651101,43.5359162071961,0.0814722450440443,605,41.4660803081712,11894840,7.49490531058916e-05,0.000172871565545464,48.02806,2.82025897955001e-08,4.00595766684275e-06,0.00142397725144933,"Cascode_Null_Pin_1",40,0.9,0.3,1,0
